Date,NO_x,NO2,NOx,NO_y,NOy,O3
2021-08-28,3.1489776472396303,2.987734107796866,7.701779933666428,0.06672099748584284,10.689514041463294,76.34732016925247
2021-08-29,4.518981233243968,2.783357964383381,5.399614038134212,0.0458285236681305,8.182972002517593,77.7751209398756
2021-08-30,0.12374221641917171,4.145581715963839,11.106655653127852,0.11093587999287623,15.252237369091691,83.51137629276053
2021-08-31,3.9018972742210654,6.36638599678912,17.427406298553645,0.519778942416343,23.793792295342765,32.09090909090909
2021-09-01,0.9049162198391419,2.4688456694244865,6.3344069052850775,0.08716134229168619,8.803252574709564,35.71975903614458
2021-09-02,2.70478906068285,5.098394986470662,13.81850880764727,0.40320039472371166,18.916903794117932,37.08327250608273
2021-09-03,1.2374774296838738,4.660005767884815,12.570785647056784,0.18555752361044803,17.2307914149416,58.10160714285714
2021-09-04,2.740039160165075,2.2754369331724944,2.8196500091725922,0.039468140103478405,5.095086942345087,59.71046752172115
2021-09-05,1.0785609738424753,2.2450661501107523,3.4550260467666756,0.041133726746313624,5.700092196877428,64.6
2021-09-06,0.11946891357079027,4.3046298599780926,8.730632234689947,0.08913451609958802,13.03526209466804,70.50759789596727
2021-09-07,0.8037670523368962,5.8533155029835555,12.229422070780995,0.22834247070766017,18.08273757376455,53.50905485789822
2021-09-08,0.9686559884544684,8.511806044600696,16.39450146319649,0.2757941404809496,24.906307507797187,61.272275334608025
2021-09-11,1.297324915913534,4.5784761470668585,8.743650765128494,0.19979469855581267,13.322126912195353,50.145419254658385
2021-09-12,0.31964195904460824,3.1947503066198157,4.079037836355803,0.11673322850492608,7.273788142975619,45.89640117994101
2021-09-13,0.4758617412747244,3.9834606038401246,6.068115936145813,0.11981569970213843,10.051576539985938,56.96915544675643
2021-09-14,1.3810032291102121,5.495536478134349,11.064928964595223,0.21453052592119967,16.560465442729573,54.34889577683069
2021-09-15,1.907005873934165,6.1742391622601644,12.612949919823254,0.2660624615339263,18.78718908208342,49.324729891956785
2021-09-16,2.850436889389681,6.100667858372386,16.67113159690602,0.35739703775257264,22.771799455278405,46.374372182871866
2021-09-17,,,,0.6344583206685818,28.52503468358094,35.45520833333333
2021-09-18,3.6034716897339747,5.614723838522087,15.288060155793636,0.4343599387127444,20.902783994315723,35.07310924369748
2021-09-19,0.2875933550363845,3.659595589961432,5.473823340848785,0.07142202874767643,9.133418930810217,59.19615384615385
2021-09-20,0.42432815013404823,7.007263449210596,12.049932426860442,0.13834963555146726,19.057195876071038,74.09518689196109
2021-09-21,0.6655752826262209,2.438021628334238,2.471936024180714,0.044379965610126575,4.909957652514952,55.891169977924946
2021-09-22,0.2734618766756032,5.633531348704609,6.961972856214923,0.11131546271838412,12.595504204919532,62.790355329949236
2021-09-23,0.3823963872895882,5.333589156784774,6.215498444308227,0.1664491969574572,11.549087601093001,35.56079943899018
2021-09-24,1.56816907077602,7.65030488383684,15.116417017370194,0.2676149842829997,22.766721901207035,39.73818040435459
2021-09-27,0.521857116575564,3.5049585814545168,9.28334365490901,0.18597748924059931,12.788302236363526,30.023757131214346
2021-09-28,1.2930677901187286,6.878548968237357,11.668066985911494,0.3045062239534877,18.54661595414885,24.18295380611581
2021-09-29,0.5300775076620234,6.912392117147249,8.440741117720027,0.2401133434928327,15.353133234867276,37.416961561928
2021-09-30,6.632386058981234,2.644278250104478,1.3954132148289689,0.04712850494018108,4.039691464933447,47.660569913850225
2021-10-08,0.30836720451225885,3.1895324308167092,4.7094938768722745,0.09550590120203581,7.899026307688984,19.10639097744361
2021-10-09,1.092793960655579,4.3522719360359785,7.260542216651651,0.22588947346077154,11.61281415268763,31.55047879616963
2021-10-11,0.5889118435577985,2.9752447852720407,2.236104621589798,0.05777870728541431,5.211349406861839,49.01216216216216
2021-10-12,2.1592425851923043,1.9340544252329,0.43226827186722594,0.0447056923092022,2.366322697100126,37.98944323933478
2021-10-13,0.5355455742207489,4.9599649299754525,4.607132106426425,0.2019011246513152,9.567097036401877,35.62635451505017
2021-10-14,1.095928703582396,4.864533114773419,8.3043672793589,0.23206295749274755,13.168900394132319,40.428708708708704
2021-10-15,0.2898839660213432,5.111599385059145,5.199607057230474,0.1848352157765742,10.311206442289619,39.48662634408602
2021-10-17,0.17797466950171026,5.202559255409944,5.281049379325039,0.1561970316995187,10.483608634734983,45.080688202247195
2021-10-18,0.2671347335264911,4.331784126704737,5.070605255121085,0.13024578219084865,9.402389381825822,31.594203747072598
2021-10-19,1.8302511281592397,7.221009347957847,7.914492030423381,0.37240887020739327,15.135501378381228,31.24954308093995
2021-10-20,2.480076840816262,7.03017831960106,11.77875885800848,0.39942535797882006,18.80893717760954,32.09054857898215
2021-10-21,0.6895781554487369,4.48384908022547,5.718830632163016,0.13002946556627876,10.202679712388486,48.28463047743623
2021-10-22,1.74853998205483,10.278190184080364,15.183701010522165,0.3457058647678968,25.46189119460253,51.968642447418745
2021-10-23,0.6925616744963966,3.5279716350932846,5.890969797016976,0.09967489171437519,9.41894143211026,22.740185676392574
2021-10-24,0.9025174593717937,5.719848971620199,4.15369676093029,0.12306352787125978,9.87354573255049,32.98632231404959
2021-10-25,0.04126734961394132,1.4820540250376681,3.525846071261054,0.04126734961394132,5.007900096298722,30.20567765567765
2021-10-26,0.1868559606695891,2.860764177269032,7.449867273765707,0.18685596066958912,10.31063145103474,33.673621103117505
2021-10-27,0.15299904395507377,2.2968707027408337,5.84493969241622,0.15299904395507377,8.141810395157053,37.541568627450985
2021-10-28,0.138839761254559,2.1727739157764683,5.4917411449022575,0.138839761254559,7.664515060678726,38.77270887539751
2021-10-29,0.6086842035409975,5.092859638430761,2.6813964149065366,0.15429955770603093,7.7742560533372975,34.037508028259474
2021-10-30,0.8907822833225731,8.336152197158698,10.649469864987195,0.40839220314002433,18.985622062145893,38.14186893203883
2021-10-31,1.6447500239884463,9.040440902969744,9.33489847903398,0.4839291406257965,18.375339382003723,23.72097859327217
