site,date,start_hour,value,variable,units,quality,prelim,met_source,obs_type,minutes,name 
2077,2021-07-15,11, 296/05.4,WINSPD_wd/ws,Miles Per Hour ( mph ),0,y,AIRS,H,-99,Redlands-Dearborn 
2077,2021-07-15,12, 267/06.2,WINSPD_wd/ws,Miles Per Hour ( mph ),0,y,AIRS,H,-99,Redlands-Dearborn 
2077,2021-07-15,13, 288/07.0,WINSPD_wd/ws,Miles Per Hour ( mph ),0,y,AIRS,H,-99,Redlands-Dearborn 
2077,2021-07-15,14, 281/06.7,WINSPD_wd/ws,Miles Per Hour ( mph ),0,y,AIRS,H,-99,Redlands-Dearborn 
2077,2021-07-15,15, 286/07.3,WINSPD_wd/ws,Miles Per Hour ( mph ),0,y,AIRS,H,-99,Redlands-Dearborn 
2077,2021-07-15,16, 290/07.4,WINSPD_wd/ws,Miles Per Hour ( mph ),0,y,AIRS,H,-99,Redlands-Dearborn 
2077,2021-07-15,17, 276/07.1,WINSPD_wd/ws,Miles Per Hour ( mph ),0,y,AIRS,H,-99,Redlands-Dearborn 
2077,2021-07-15,18, 277/05.3,WINSPD_wd/ws,Miles Per Hour ( mph ),0,y,AIRS,H,-99,Redlands-Dearborn 
2077,2021-07-15,19, 265/04.8,WINSPD_wd/ws,Miles Per Hour ( mph ),0,y,AIRS,H,-99,Redlands-Dearborn 
2077,2021-07-15,20, 288/03.0,WINSPD_wd/ws,Miles Per Hour ( mph ),0,y,AIRS,H,-99,Redlands-Dearborn 
2077,2021-07-15,21, 276/03.7,WINSPD_wd/ws,Miles Per Hour ( mph ),0,y,AIRS,H,-99,Redlands-Dearborn 
2077,2021-07-15,22, 279/02.0,WINSPD_wd/ws,Miles Per Hour ( mph ),0,y,AIRS,H,-99,Redlands-Dearborn 
2077,2021-07-15,23, 309/02.5,WINSPD_wd/ws,Miles Per Hour ( mph ),0,y,AIRS,H,-99,Redlands-Dearborn 
2077,2021-07-16,0, 314/01.3,WINSPD_wd/ws,Miles Per Hour ( mph ),0,y,AIRS,H,-99,Redlands-Dearborn 
2077,2021-07-16,1,CALM,WINSPD_wd/ws,Miles Per Hour ( mph ),0,y,AIRS,H,-99,Redlands-Dearborn 
2077,2021-07-16,2, 097/01.2,WINSPD_wd/ws,Miles Per Hour ( mph ),0,y,AIRS,H,-99,Redlands-Dearborn 
2077,2021-07-16,3,CALM,WINSPD_wd/ws,Miles Per Hour ( mph ),0,y,AIRS,H,-99,Redlands-Dearborn 
2077,2021-07-16,4,CALM,WINSPD_wd/ws,Miles Per Hour ( mph ),0,y,AIRS,H,-99,Redlands-Dearborn 
2077,2021-07-16,5,CALM,WINSPD_wd/ws,Miles Per Hour ( mph ),0,y,AIRS,H,-99,Redlands-Dearborn 
2077,2021-07-16,6,CALM,WINSPD_wd/ws,Miles Per Hour ( mph ),0,y,AIRS,H,-99,Redlands-Dearborn 
2077,2021-07-16,7,CALM,WINSPD_wd/ws,Miles Per Hour ( mph ),0,y,AIRS,H,-99,Redlands-Dearborn 
2077,2021-07-16,8, 311/02.2,WINSPD_wd/ws,Miles Per Hour ( mph ),0,y,AIRS,H,-99,Redlands-Dearborn 
2077,2021-07-16,9, 289/02.2,WINSPD_wd/ws,Miles Per Hour ( mph ),0,y,AIRS,H,-99,Redlands-Dearborn 
2077,2021-07-16,10, 284/03.4,WINSPD_wd/ws,Miles Per Hour ( mph ),0,y,AIRS,H,-99,Redlands-Dearborn 
2077,2021-07-16,11, 283/03.8,WINSPD_wd/ws,Miles Per Hour ( mph ),0,y,AIRS,H,-99,Redlands-Dearborn 
2077,2021-07-16,12, 275/05.2,WINSPD_wd/ws,Miles Per Hour ( mph ),0,y,AIRS,H,-99,Redlands-Dearborn 
2077,2021-07-16,13, 280/06.1,WINSPD_wd/ws,Miles Per Hour ( mph ),0,y,AIRS,H,-99,Redlands-Dearborn 
2077,2021-07-16,14, 277/06.7,WINSPD_wd/ws,Miles Per Hour ( mph ),0,y,AIRS,H,-99,Redlands-Dearborn 
2077,2021-07-16,15, 278/07.3,WINSPD_wd/ws,Miles Per Hour ( mph ),0,y,AIRS,H,-99,Redlands-Dearborn 
2077,2021-07-16,16, 276/07.2,WINSPD_wd/ws,Miles Per Hour ( mph ),0,y,AIRS,H,-99,Redlands-Dearborn 
2077,2021-07-16,17, 281/06.5,WINSPD_wd/ws,Miles Per Hour ( mph ),0,y,AIRS,H,-99,Redlands-Dearborn 
2077,2021-07-16,18, 271/05.3,WINSPD_wd/ws,Miles Per Hour ( mph ),0,y,AIRS,H,-99,Redlands-Dearborn 
2077,2021-07-16,19, 276/03.9,WINSPD_wd/ws,Miles Per Hour ( mph ),0,y,AIRS,H,-99,Redlands-Dearborn 
2077,2021-07-16,20, 283/03.6,WINSPD_wd/ws,Miles Per Hour ( mph ),0,y,AIRS,H,-99,Redlands-Dearborn 
2077,2021-07-16,21, 293/03.2,WINSPD_wd/ws,Miles Per Hour ( mph ),0,y,AIRS,H,-99,Redlands-Dearborn 
2077,2021-07-16,22, 293/02.1,WINSPD_wd/ws,Miles Per Hour ( mph ),0,y,AIRS,H,-99,Redlands-Dearborn 
2077,2021-07-16,23,CALM,WINSPD_wd/ws,Miles Per Hour ( mph ),0,y,AIRS,H,-99,Redlands-Dearborn 
2077,2021-07-17,0,CALM,WINSPD_wd/ws,Miles Per Hour ( mph ),0,y,AIRS,H,-99,Redlands-Dearborn 
2077,2021-07-17,1, 099/01.4,WINSPD_wd/ws,Miles Per Hour ( mph ),0,y,AIRS,H,-99,Redlands-Dearborn 
2077,2021-07-17,2,CALM,WINSPD_wd/ws,Miles Per Hour ( mph ),0,y,AIRS,H,-99,Redlands-Dearborn 
2077,2021-07-17,3, 102/01.1,WINSPD_wd/ws,Miles Per Hour ( mph ),0,y,AIRS,H,-99,Redlands-Dearborn 
2077,2021-07-17,4, 101/01.2,WINSPD_wd/ws,Miles Per Hour ( mph ),0,y,AIRS,H,-99,Redlands-Dearborn 
2077,2021-07-17,5,CALM,WINSPD_wd/ws,Miles Per Hour ( mph ),0,y,AIRS,H,-99,Redlands-Dearborn 
2077,2021-07-17,6,CALM,WINSPD_wd/ws,Miles Per Hour ( mph ),0,y,AIRS,H,-99,Redlands-Dearborn 
2077,2021-07-17,7, 294/01.6,WINSPD_wd/ws,Miles Per Hour ( mph ),0,y,AIRS,H,-99,Redlands-Dearborn 
2077,2021-07-17,8, 307/01.9,WINSPD_wd/ws,Miles Per Hour ( mph ),0,y,AIRS,H,-99,Redlands-Dearborn 
2077,2021-07-17,9, 290/01.5,WINSPD_wd/ws,Miles Per Hour ( mph ),0,y,AIRS,H,-99,Redlands-Dearborn 
2077,2021-07-17,10, 288/03.1,WINSPD_wd/ws,Miles Per Hour ( mph ),0,y,AIRS,H,-99,Redlands-Dearborn 
2077,2021-07-17,11, 292/04.3,WINSPD_wd/ws,Miles Per Hour ( mph ),0,y,AIRS,H,-99,Redlands-Dearborn 
2077,2021-07-17,12, 293/05.0,WINSPD_wd/ws,Miles Per Hour ( mph ),0,y,AIRS,H,-99,Redlands-Dearborn 
2077,2021-07-17,13, 270/05.9,WINSPD_wd/ws,Miles Per Hour ( mph ),0,y,AIRS,H,-99,Redlands-Dearborn 
2077,2021-07-17,14, 281/06.1,WINSPD_wd/ws,Miles Per Hour ( mph ),0,y,AIRS,H,-99,Redlands-Dearborn 
2077,2021-07-17,15, 272/07.5,WINSPD_wd/ws,Miles Per Hour ( mph ),0,y,AIRS,H,-99,Redlands-Dearborn 
2077,2021-07-17,16, 269/08.4,WINSPD_wd/ws,Miles Per Hour ( mph ),0,y,AIRS,H,-99,Redlands-Dearborn 
2077,2021-07-17,17, 263/07.4,WINSPD_wd/ws,Miles Per Hour ( mph ),0,y,AIRS,H,-99,Redlands-Dearborn 
2077,2021-07-17,18, 266/06.0,WINSPD_wd/ws,Miles Per Hour ( mph ),0,y,AIRS,H,-99,Redlands-Dearborn 
2077,2021-07-17,19, 275/04.1,WINSPD_wd/ws,Miles Per Hour ( mph ),0,y,AIRS,H,-99,Redlands-Dearborn 
2077,2021-07-17,20, 280/03.4,WINSPD_wd/ws,Miles Per Hour ( mph ),0,y,AIRS,H,-99,Redlands-Dearborn 
2077,2021-07-17,21, 288/02.4,WINSPD_wd/ws,Miles Per Hour ( mph ),0,y,AIRS,H,-99,Redlands-Dearborn 
2077,2021-07-17,22, 313/01.9,WINSPD_wd/ws,Miles Per Hour ( mph ),0,y,AIRS,H,-99,Redlands-Dearborn 
2077,2021-07-17,23,CALM,WINSPD_wd/ws,Miles Per Hour ( mph ),0,y,AIRS,H,-99,Redlands-Dearborn 
2077,2021-07-18,0,CALM,WINSPD_wd/ws,Miles Per Hour ( mph ),0,y,AIRS,H,-99,Redlands-Dearborn 
2077,2021-07-18,1,CALM,WINSPD_wd/ws,Miles Per Hour ( mph ),0,y,AIRS,H,-99,Redlands-Dearborn 
2077,2021-07-18,2,CALM,WINSPD_wd/ws,Miles Per Hour ( mph ),0,y,AIRS,H,-99,Redlands-Dearborn 
