
Residuals from Base Run #6 (Convergent Run)

Base_Run,Date_Time,Dichloromethane,Chloroform,Trichlorofluoromethane,Dichlorodifluoromethane,Carbon Tetrachloride,1_1_2-Trichlorotrifluoroethane,1_2-Dichloro-1_1_2_2-tetrafluoroethane,Tetrachloroethene,1_2-Dichlorobenzene,1_4-Dichlorobenzene,PCBTF,N-Butane,Isobutane,N-Pentane,Isopentane,2-Methyl pentane,Butene,Propylene,cis-2-Pentene,Isoprene,alpha-Pinene,MVK,Benzene,Toluene,Ethylbenzene,Propylbenzene,m_p-Xylene,o-Xylene,p-Isopropyl Toluene,Naphthalene,Methanol,Ethanol,Phenol,Isovaleraldehyde,Hexaldehyde,m_p-Tolualdehyde,Phenylacetaldehyde,Cyclohexanone,Methyl acetate,n-Butyl acetate,D5-Siloxane
6,07/10/21,1.352000E-002,-2.459000E-005,-5.448000E-002,2.502000E-002,-2.989000E-002,2.908000E-003,-1.777000E-003,2.866000E-003,-1.163000E-004,7.641000E-005,5.517000E-004,1.293000E-001,-3.959000E-002,3.062000E-003,-1.925000E-002,-1.992000E-002,5.206000E-002,-2.620000E-002,-2.066000E-003,5.040000E-002,7.160000E-003,-6.139000E-003,1.232000E-001,-2.751000E-002,2.948000E-003,-2.249000E-003,5.126000E-003,-2.418000E-003,-3.511000E-003,3.545000E-003,-1.691000E-002,-3.545000E-001,1.456000E-001,2.120000E-002,1.982000E-002,-5.832000E-004,2.645000E-002,-6.431000E-004,1.490000E-001,6.948000E-003,8.850000E-003
6,07/11/21,1.693000E-002,7.939000E-003,3.564000E-002,4.470000E-002,4.479000E-003,1.692000E-002,1.319000E-003,3.284000E-004,1.205000E-004,-4.822000E-005,-8.167000E-003,-3.562000E-002,4.319000E-002,-1.452000E-003,-4.630000E-002,-1.475000E-001,1.265000E-002,4.453000E-002,-2.066000E-003,-3.506000E-002,-5.507000E-003,-4.159000E-002,4.060000E-001,3.093000E-002,1.720000E-003,1.953000E-003,1.805000E-002,8.957000E-003,-2.809000E-003,9.818000E-003,3.499000E-001,4.467000E+000,9.989000E-002,-2.621000E-002,-8.020000E-002,-8.198000E-004,6.638000E-002,-5.817000E-004,5.933000E-002,-2.209000E-002,-1.199000E-003
6,07/12/21,-2.727000E-002,6.862000E-003,-4.814000E-002,-1.374000E-003,1.331000E-002,9.482000E-003,-4.147000E-004,-2.815000E-003,4.731000E-004,1.063000E-004,-5.375000E-003,-8.969000E-002,-7.009000E-002,5.455000E-002,7.422000E-002,5.726000E-002,1.808000E-002,4.231000E-002,-4.761000E-004,-8.213000E-003,9.110000E-004,-4.572000E-002,4.659000E-001,5.865000E-002,5.537000E-003,2.008000E-003,9.286000E-003,7.291000E-003,1.212000E-003,7.168000E-003,1.961000E-002,-5.404000E-002,1.360000E-002,-7.738000E-003,-2.520000E-002,1.420000E-004,-6.761000E-002,4.298000E-004,1.774000E-001,-6.607000E-002,2.847000E-002
6,07/13/21,4.646000E-002,-4.471000E-004,1.812000E-002,-7.223000E-002,1.235000E-002,1.372000E-002,-1.049000E-003,9.816000E-004,-1.266000E-004,6.877000E-005,9.204000E-003,3.497000E-002,2.967000E-002,-7.497000E-003,-6.797000E-002,-1.137000E-001,3.357000E-002,-2.564000E-002,7.122000E-003,6.223000E-002,7.276000E-003,7.654000E-003,9.389000E-002,-2.527000E-002,-3.082000E-003,-4.703000E-004,-1.243000E-003,-2.805000E-003,-3.663000E-003,-9.719000E-004,3.567000E-002,-2.706000E-001,1.227000E-001,2.348000E-002,6.493000E-002,-2.636000E-004,-5.355000E-002,3.606000E-004,3.387000E-001,1.030000E-002,-1.041000E-002
6,07/14/21,2.742000E-003,3.749000E-003,-3.395000E-002,-4.646000E-002,-3.717000E-002,-6.287000E-003,5.584000E-004,3.578000E-004,-3.376000E-004,-7.291000E-005,-2.586000E-005,2.326000E-002,-5.056000E-002,6.849000E-004,-1.216000E-001,-1.241000E-001,1.375000E-001,9.544000E-002,5.716000E-003,-6.497000E-002,-7.898000E-003,-2.238000E-002,2.836000E-001,-8.122000E-002,-4.895000E-003,-1.051000E-003,-1.606000E-003,-6.563000E-003,1.426000E-002,2.594000E-003,4.803000E+000,-6.837000E-003,9.721000E-002,2.629000E-002,2.162000E-002,-5.719000E-005,5.043000E-002,2.580000E-004,2.064000E-001,2.244000E-002,2.615000E-002
6,07/15/21,-1.419000E-002,6.325000E-003,-1.050000E-002,3.425000E-002,1.942000E-002,1.797000E-002,-1.865000E-004,-2.733000E-003,1.036000E-004,6.577000E-005,-9.016000E-003,6.901000E-003,-1.335000E-001,7.664000E-002,1.819000E-001,4.369000E-002,-1.245000E-002,-2.079000E-002,-2.962000E-003,7.283000E-002,1.442000E-002,2.138000E-002,-2.930000E-002,-2.661000E-002,-4.622000E-003,-1.814000E-003,2.337000E-002,6.136000E-003,8.268000E-003,1.064000E-002,-1.029000E+000,-2.722000E-001,-1.824000E-001,3.095000E-003,-1.170000E-002,-6.039000E-004,-5.620000E-002,5.406000E-004,2.697000E-001,2.000000E-002,4.055000E-002
6,07/16/21,1.144000E-002,-6.985000E-003,5.012000E-002,-2.211000E-002,1.104000E-002,2.119000E-002,2.410000E-003,-5.051000E-005,-4.383000E-005,2.710000E-005,-4.836000E-003,3.717000E-002,-2.839000E-002,9.580000E-003,-3.586000E-002,-6.308000E-002,3.585000E-002,-7.396000E-002,-6.392000E-004,-3.500000E-002,-6.766000E-004,-3.297000E-002,5.802000E-001,1.766000E-002,5.475000E-003,1.183000E-003,1.538000E-002,7.632000E-003,-1.981000E-003,4.256000E-003,1.322000E-001,2.032000E-001,1.331000E-003,-3.212000E-003,-3.101000E-002,2.067000E-004,3.611000E-002,-4.819000E-004,-8.250000E-002,4.458000E-003,3.074000E-002
6,07/17/21,1.857000E-002,3.404000E-003,5.889000E-002,-3.059000E-002,2.475000E-002,2.878000E-002,6.367000E-004,-1.551000E-003,1.783000E-005,4.953000E-005,8.397000E-004,5.489000E-003,-3.910000E-002,1.709000E-002,8.129000E-004,-3.743000E-002,-2.604000E-002,-6.370000E-002,-1.852000E-004,-2.400000E-002,1.730000E-003,-7.277000E-003,5.408000E-002,1.687000E-003,3.773000E-004,1.374000E-003,-4.593000E-004,-2.531000E-003,1.701000E-003,1.194000E-003,-8.758000E-005,-1.045000E-003,-1.034000E-001,1.669000E-002,-2.299000E-002,3.727000E-004,-5.687000E-002,9.318000E-004,-2.328000E-002,-1.850000E-002,3.116000E-002
6,07/18/21,8.677000E-003,5.722000E-003,7.398000E-002,-9.611000E-002,3.050000E-002,2.873000E-002,1.106000E-003,1.586000E-003,8.107000E-005,1.995000E-005,-9.468000E-004,5.414000E-002,8.393000E-003,5.652000E-004,-4.506000E-002,-5.572000E-002,5.335000E-002,-2.325000E-001,3.367000E-003,2.439000E-002,-7.735000E-004,2.455000E-002,1.653000E-001,2.197000E-003,-2.302000E-003,-1.287000E-003,-8.988000E-004,-1.868000E-003,2.811000E-003,-1.842000E-003,1.254000E-004,-7.349000E-004,-1.618000E-004,9.885000E-003,-5.762000E-002,-8.103000E-004,8.292000E-003,6.093000E-004,-4.083000E-002,-7.495000E-003,6.893000E-003
6,07/19/21,1.427000E-001,-6.806000E-003,-1.488000E-001,4.281000E-001,-6.787000E-003,-3.188000E-002,1.222000E-002,1.752000E-003,2.265000E-004,-1.922000E-004,1.065000E-002,4.358000E-001,-2.531000E-002,1.980000E-001,-1.630000E-001,-3.550000E-002,3.525000E-001,4.010000E-001,2.925000E-004,3.714000E-002,9.666000E-003,3.466000E-002,1.814000E-001,6.009000E-003,5.252000E-003,2.248000E-003,-5.681000E-003,-1.296000E-003,3.802000E-003,3.557000E-003,-3.636000E-005,4.949000E-005,2.156000E-001,-5.760000E-003,-3.489000E-002,-1.328000E-003,2.543000E-002,-7.084000E-004,2.591000E-001,-1.098000E-002,1.032000E-001
6,07/20/21,2.527000E-002,-2.012000E-003,-6.392000E-002,-4.946000E-002,8.031000E-003,-1.007000E-002,5.275000E-003,1.777000E-004,3.766000E-005,1.667000E-005,-5.132000E-004,-2.814000E-002,6.783000E-002,-4.889000E-003,-1.141000E-001,1.379000E-001,2.825000E-002,-9.898000E-002,2.882000E-004,1.660000E-002,1.587000E-003,1.209000E-002,4.636000E-001,4.895000E-003,2.861000E-003,1.177000E-003,3.155000E-003,2.692000E-003,-4.040000E-003,-5.116000E-003,3.053000E+001,2.992000E-001,5.763000E-002,8.632000E-003,5.275000E-002,-9.128000E-005,5.323000E-002,-1.174000E-003,-8.586000E-002,1.160000E-001,-8.374000E-005
6,07/21/21,3.579000E-002,-2.310000E-003,-2.044000E-003,7.342000E-002,-9.211000E-003,2.746000E-003,1.769000E-003,-4.840000E-004,7.982000E-005,-5.632000E-005,1.710000E-003,9.646000E-002,1.757000E-002,-1.427000E-002,-1.893000E-002,4.395000E-002,2.227000E-002,6.307000E-002,-2.854000E-003,5.461000E-002,9.515000E-003,2.307000E-002,-8.027000E-002,-2.262000E-002,1.292000E-003,-2.200000E-006,8.292000E-003,4.168000E-003,-1.494000E-003,-9.649000E-004,-5.167000E-001,8.651000E-001,1.235000E-002,-1.450000E-002,-3.349000E-002,-2.290000E-005,7.822000E-002,-6.015000E-004,-3.530000E-002,1.280000E-002,-1.433000E-002
6,07/22/21,1.379000E-002,5.440000E-003,5.977000E-003,7.100000E-002,-1.002000E-002,1.153000E-003,-3.507000E-003,2.660000E-004,3.371000E-004,1.468000E-004,1.030000E-002,-3.571000E-002,-5.510000E-002,6.356000E-002,1.913000E-001,3.266000E-001,-4.966000E-002,-5.290000E-002,-3.488000E-003,7.582000E-002,8.850000E-003,2.234000E-002,-8.257000E-002,-4.228000E-002,-6.392000E-003,-1.715000E-003,-1.232000E-002,-7.169000E-003,-1.512000E-003,3.486000E-004,-4.198000E+000,-2.086000E-001,-1.004000E-001,6.055000E-003,-9.155000E-003,-2.868000E-004,-3.360000E-002,-3.232000E-004,4.776000E-002,2.090000E-001,7.099000E-003
6,07/23/21,-1.321000E-002,7.929000E-003,-3.918000E-002,7.068000E-002,-1.025000E-002,1.846000E-003,-2.472000E-003,-1.553000E-003,3.327000E-004,-8.321000E-005,4.067000E-003,-1.102000E-001,1.500000E-001,8.458000E-003,-5.564000E-003,3.374000E-002,-5.997000E-002,4.168000E-002,-5.891000E-004,9.247000E-004,7.475000E-003,2.670000E-003,-9.847000E-002,3.738000E-002,-3.450000E-003,-1.029000E-003,-9.708000E-003,-3.701000E-003,7.264000E-003,-8.538000E-003,7.297000E-001,-1.714000E-003,4.623000E-002,1.784000E-002,5.371000E-003,2.450000E-004,3.613000E-002,1.495000E-003,9.025000E-002,1.740000E-001,-3.340000E-003
