**** Run Comparison Statistics ****

Concentration of Species,Lowest Q (Robust) Run = Run 4

Factor 1,,Statistics Over All Runs
,Lowest Q,Min,25th,50th,75th,Max,Mean    ,Std Dev,RSD % mean,RSD % Lowest Q
Dichlorodifluoromethane,  0.05887,  0.00000,  0.04205,  0.05887,  0.05904,  0.07292,  0.05099,  0.01768,  0.34677,  0.30036
Carbon Tetrachloride,  0.02784,  0.01604,  0.02112,  0.02398,  0.02785,  0.03217,  0.02408,  0.00458,  0.19029,  0.16456
1_1_2-Trichlorotrifluoroethane,  0.03051,  0.01785,  0.02366,  0.02599,  0.03053,  0.03419,  0.02634,  0.00481,  0.18252,  0.15757
1_2-Dichloro-1_1_2_2-tetrafluoroethane,  0.00406,  0.00089,  0.00315,  0.00395,  0.00407,  0.00461,  0.00351,  0.00087,  0.24715,  0.21387
Tetrachloroethene,  0.00218,  0.00166,  0.00197,  0.00217,  0.00218,  0.00255,  0.00211,  0.00021,  0.09753,  0.09454
1_2-Dichlorobenzene,  0.00066,  0.00000,  0.00035,  0.00048,  0.00066,  0.00066,  0.00044,  0.00023,  0.50938,  0.34501
1_4-Dichlorobenzene,  0.00036,  0.00000,  0.00000,  0.00012,  0.00036,  0.00036,  0.00016,  0.00016,  0.99059,  0.45474
PCBTF,  0.00562,  0.00456,  0.00534,  0.00559,  0.00562,  0.00669,  0.00550,  0.00049,  0.08870,  0.08672
N-Butane,  0.05760,  0.03533,  0.05458,  0.05766,  0.08169,  0.11753,  0.06576,  0.02593,  0.39423,  0.45015
Isobutane,  0.05241,  0.03951,  0.04794,  0.05265,  0.07016,  0.09214,  0.05839,  0.01682,  0.28810,  0.32099
N-Pentane,  0.01983,  0.00000,  0.01817,  0.01984,  0.04290,  0.05551,  0.02490,  0.01775,  0.71275,  0.89498
Isopentane,  0.14525,  0.12344,  0.13339,  0.14542,  0.14707,  0.17364,  0.14412,  0.01295,  0.08984,  0.08914
2-Methyl pentane,  0.18652,  0.13703,  0.17585,  0.18665,  0.18848,  0.21984,  0.18384,  0.01985,  0.10795,  0.10640
Butene,  0.04743,  0.03263,  0.04670,  0.04745,  0.04974,  0.06565,  0.04740,  0.00964,  0.20331,  0.20319
Propylene,  0.00000,  0.00000,  0.00000,  0.00000,  0.02008,  0.04691,  0.00900,  0.01658,  1.84222,  0.00000
cis-2-Pentene,  0.00430,  0.00324,  0.00408,  0.00430,  0.00431,  0.00487,  0.00420,  0.00039,  0.09228,  0.09030
Isoprene,  0.01668,  0.00000,  0.00000,  0.00000,  0.01670,  0.02852,  0.00733,  0.00955,  1.30333,  0.57262
alpha-Pinene,  0.00263,  0.00000,  0.00000,  0.00040,  0.00264,  0.00284,  0.00116,  0.00131,  1.12804,  0.49758
MVK,  0.01014,  0.00000,  0.00000,  0.00180,  0.01016,  0.02488,  0.00554,  0.00648,  1.16924,  0.63875
Benzene,  0.16676,  0.12898,  0.14247,  0.15435,  0.16681,  0.18964,  0.15461,  0.01558,  0.10079,  0.09344
Toluene,  0.11600,  0.10499,  0.11590,  0.11781,  0.11971,  0.15501,  0.12149,  0.01181,  0.09718,  0.10178
Ethylbenzene,  0.01616,  0.01447,  0.01615,  0.01645,  0.01710,  0.02333,  0.01719,  0.00205,  0.11933,  0.12690
Propylbenzene,  0.00361,  0.00312,  0.00345,  0.00360,  0.00368,  0.00557,  0.00372,  0.00051,  0.13674,  0.14117
m_p-Xylene,  0.00742,  0.00592,  0.00601,  0.00739,  0.00890,  0.01757,  0.00873,  0.00375,  0.42935,  0.50540
o-Xylene,  0.01102,  0.00890,  0.01100,  0.01115,  0.01195,  0.01901,  0.01213,  0.00245,  0.20213,  0.22258
p-Isopropyl Toluene,  0.00770,  0.00461,  0.00577,  0.00677,  0.00770,  0.00852,  0.00677,  0.00112,  0.16606,  0.14600
Naphthalene,  0.00384,  0.00082,  0.00351,  0.00383,  0.00385,  0.00559,  0.00364,  0.00096,  0.26394,  0.25010
Methanol,  1.47840,  0.00000,  0.05302,  0.71400,  1.34330,  1.62190,  0.75262,  0.58863,  0.78212,  0.39816
Ethanol,  0.12004,  0.00000,  0.11162,  0.11974,  0.17015,  0.24970,  0.13066,  0.06282,  0.48080,  0.52335
Phenol,  0.10853,  0.03936,  0.05428,  0.08347,  0.10852,  0.10897,  0.08215,  0.02715,  0.33047,  0.25016
Formaldehyde,  0.39902,  0.00000,  0.14996,  0.25996,  0.40100,  0.65200,  0.27996,  0.16780,  0.59936,  0.42052
Acetaldehyde,  0.13163,  0.00000,  0.00547,  0.10285,  0.13257,  0.27944,  0.08791,  0.08318,  0.94615,  0.63193
Isovaleraldehyde,  0.00276,  0.00000,  0.00012,  0.00220,  0.00275,  0.00284,  0.00171,  0.00119,  0.69833,  0.43197
Hexaldehyde,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  4.47214,  0.00000
m_p-Tolualdehyde,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00023,  0.00001,  0.00005,  3.93144,  0.00000
Phenylacetaldehyde,  0.04194,  0.02226,  0.02829,  0.03668,  0.04195,  0.04639,  0.03567,  0.00730,  0.20452,  0.17397
Cyclohexanone,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00037,  0.00002,  0.00008,  3.70787,  0.00000
Methyl acetate,  0.14151,  0.11402,  0.12573,  0.13508,  0.14140,  0.15742,  0.13461,  0.01121,  0.08326,  0.07920
n-Butyl acetate,  0.06272,  0.05815,  0.06276,  0.06696,  0.06946,  0.08458,  0.06781,  0.00690,  0.10179,  0.11004
D5-Siloxane,  0.02246,  0.00000,  0.00615,  0.01373,  0.02259,  0.04354,  0.01581,  0.01208,  0.76444,  0.53801

Factor 3,,Statistics Over All Runs
,Lowest Q,Min,25th,50th,75th,Max,Mean    ,Std Dev,RSD % mean,RSD % Lowest Q
Dichloromethane,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00012,  0.00001,  0.00003,  4.47214,  0.00000
Chloroform,  0.00103,  0.00008,  0.00039,  0.00063,  0.00103,  0.00177,  0.00073,  0.00039,  0.53295,  0.37663
Trichlorofluoromethane,  0.00089,  0.00000,  0.00000,  0.00090,  0.00100,  0.00563,  0.00079,  0.00124,  1.57301,  1.39437
Dichlorodifluoromethane,  0.00206,  0.00000,  0.00000,  0.00000,  0.00190,  0.00306,  0.00090,  0.00106,  1.17387,  0.51589
Carbon Tetrachloride,  0.00110,  0.00000,  0.00079,  0.00105,  0.00111,  0.00308,  0.00103,  0.00056,  0.54494,  0.51052
1_1_2-Trichlorotrifluoroethane,  0.00180,  0.00000,  0.00136,  0.00171,  0.00179,  0.00257,  0.00157,  0.00050,  0.32006,  0.28064
1_2-Dichloro-1_1_2_2-tetrafluoroethane,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00005,  0.00000,  0.00001,  4.47214,  0.00000
Tetrachloroethene,  0.00009,  0.00000,  0.00000,  0.00009,  0.00012,  0.00032,  0.00009,  0.00008,  0.97209,  0.94287
1_2-Dichlorobenzene,  0.00010,  0.00000,  0.00000,  0.00010,  0.00010,  0.00013,  0.00007,  0.00005,  0.76219,  0.52177
1_4-Dichlorobenzene,  0.00000,  0.00000,  0.00000,  0.00000,  0.00007,  0.00062,  0.00009,  0.00019,  2.12154,  0.00000
PCBTF,  0.00074,  0.00007,  0.00066,  0.00073,  0.00074,  0.00128,  0.00070,  0.00028,  0.40104,  0.38390
N-Butane,  0.00778,  0.00067,  0.00645,  0.00780,  0.00880,  0.01605,  0.00791,  0.00309,  0.39077,  0.39691
Isobutane,  0.00000,  0.00000,  0.00000,  0.00000,  0.00294,  0.00486,  0.00129,  0.00187,  1.45632,  0.00000
N-Pentane,  0.00000,  0.00000,  0.00000,  0.00000,  0.00266,  0.00485,  0.00099,  0.00152,  1.52846,  0.00000
Isopentane,  0.01749,  0.00273,  0.00798,  0.01112,  0.01750,  0.02965,  0.01210,  0.00696,  0.57485,  0.39783
2-Methyl pentane,  0.01554,  0.00000,  0.00218,  0.00568,  0.01561,  0.01573,  0.00823,  0.00621,  0.75487,  0.39990
Butene,  0.01285,  0.00853,  0.01093,  0.01286,  0.01315,  0.01527,  0.01237,  0.00147,  0.11890,  0.11445
Propylene,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00572,  0.00051,  0.00135,  2.64460,  0.00000
cis-2-Pentene,  0.00045,  0.00025,  0.00033,  0.00046,  0.00047,  0.00075,  0.00042,  0.00011,  0.27250,  0.24945
Isoprene,  0.07526,  0.00000,  0.07483,  0.08481,  0.09138,  0.13784,  0.08596,  0.02717,  0.31602,  0.36095
alpha-Pinene,  0.01395,  0.00142,  0.01388,  0.01598,  0.01706,  0.02280,  0.01582,  0.00440,  0.27813,  0.31555
MVK,  0.04306,  0.00896,  0.04287,  0.05111,  0.05180,  0.06916,  0.04892,  0.01259,  0.25737,  0.29236
Benzene,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  4.47214,  0.00000
Toluene,  0.00681,  0.00231,  0.00424,  0.00627,  0.00691,  0.01998,  0.00641,  0.00371,  0.57876,  0.54472
Ethylbenzene,  0.00083,  0.00017,  0.00024,  0.00069,  0.00084,  0.00266,  0.00071,  0.00059,  0.83006,  0.71467
Propylbenzene,  0.00008,  0.00000,  0.00000,  0.00002,  0.00008,  0.00051,  0.00007,  0.00013,  1.78455,  1.65898
m_p-Xylene,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00256,  0.00028,  0.00076,  2.76345,  0.00000
o-Xylene,  0.00055,  0.00000,  0.00002,  0.00033,  0.00056,  0.00235,  0.00047,  0.00062,  1.31326,  1.11122
p-Isopropyl Toluene,  0.00289,  0.00144,  0.00276,  0.00289,  0.00308,  0.00436,  0.00297,  0.00057,  0.19181,  0.19688
Naphthalene,  0.00083,  0.00045,  0.00048,  0.00080,  0.00083,  0.00208,  0.00078,  0.00037,  0.47302,  0.44425
Methanol,  2.14160,  0.00000,  1.28120,  1.81825,  2.13458,  2.61600,  1.62623,  0.77220,  0.47484,  0.36057
Ethanol,  4.59630,  4.38520,  4.57390,  4.59765,  4.60128,  4.70310,  4.58823,  0.06244,  0.01361,  0.01358
Phenol,  0.00676,  0.00150,  0.00679,  0.01212,  0.01790,  0.03322,  0.01332,  0.00806,  0.60480,  1.19136
Formaldehyde,  0.48297,  0.20342,  0.48121,  0.48257,  0.57333,  0.69975,  0.50337,  0.09275,  0.18427,  0.19205
Acetaldehyde,  0.23627,  0.12863,  0.21998,  0.23563,  0.25836,  0.33736,  0.23966,  0.03936,  0.16422,  0.16657
Isovaleraldehyde,  0.00535,  0.00374,  0.00536,  0.00559,  0.00603,  0.00720,  0.00563,  0.00065,  0.11535,  0.12123
Hexaldehyde,  0.01065,  0.00668,  0.01036,  0.01065,  0.01158,  0.01301,  0.01078,  0.00129,  0.11971,  0.12124
m_p-Tolualdehyde,  0.00009,  0.00000,  0.00006,  0.00009,  0.00010,  0.00015,  0.00009,  0.00003,  0.34415,  0.31930
Phenylacetaldehyde,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
Cyclohexanone,  0.00029,  0.00024,  0.00027,  0.00029,  0.00031,  0.00038,  0.00030,  0.00003,  0.11752,  0.11838
Methyl acetate,  0.00878,  0.00000,  0.00313,  0.00605,  0.00884,  0.01652,  0.00582,  0.00412,  0.70794,  0.46915
n-Butyl acetate,  0.00634,  0.00140,  0.00606,  0.00642,  0.00711,  0.01006,  0.00636,  0.00217,  0.34113,  0.34255
D5-Siloxane,  0.01045,  0.00000,  0.00397,  0.01008,  0.01036,  0.01094,  0.00797,  0.00349,  0.43811,  0.33440

Factor 4,,Statistics Over All Runs
,Lowest Q,Min,25th,50th,75th,Max,Mean    ,Std Dev,RSD % mean,RSD % Lowest Q
Dichloromethane,  0.00718,  0.00140,  0.00692,  0.00724,  0.00736,  0.01024,  0.00681,  0.00179,  0.26342,  0.24955
Chloroform,  0.00104,  0.00026,  0.00106,  0.00112,  0.00148,  0.00272,  0.00133,  0.00064,  0.47899,  0.61652
Trichlorofluoromethane,  0.00691,  0.00000,  0.00523,  0.00688,  0.00692,  0.01279,  0.00636,  0.00339,  0.53284,  0.49078
Dichlorodifluoromethane,  0.00881,  0.00000,  0.00169,  0.00881,  0.01234,  0.04597,  0.00889,  0.00994,  1.11783,  1.12810
Carbon Tetrachloride,  0.00331,  0.00146,  0.00331,  0.00354,  0.00423,  0.00744,  0.00379,  0.00139,  0.36687,  0.42013
1_1_2-Trichlorotrifluoroethane,  0.00000,  0.00000,  0.00000,  0.00000,  0.00028,  0.00377,  0.00053,  0.00118,  2.23336,  0.00000
1_2-Dichloro-1_1_2_2-tetrafluoroethane,  0.00000,  0.00000,  0.00000,  0.00000,  0.00010,  0.00047,  0.00008,  0.00014,  1.80377,  0.00000
Tetrachloroethene,  0.00100,  0.00071,  0.00086,  0.00099,  0.00102,  0.00151,  0.00099,  0.00017,  0.17492,  0.17258
1_2-Dichlorobenzene,  0.00000,  0.00000,  0.00000,  0.00000,  0.00001,  0.00074,  0.00009,  0.00023,  2.48641,  0.00000
1_4-Dichlorobenzene,  0.00000,  0.00000,  0.00000,  0.00000,  0.00008,  0.00222,  0.00027,  0.00069,  2.51720,  0.00000
PCBTF,  0.00310,  0.00101,  0.00245,  0.00309,  0.00338,  0.00450,  0.00299,  0.00082,  0.27489,  0.26556
N-Butane,  0.00993,  0.00000,  0.00334,  0.01015,  0.01756,  0.01780,  0.00985,  0.00622,  0.63113,  0.62585
Isobutane,  0.00000,  0.00000,  0.00000,  0.00000,  0.00327,  0.00873,  0.00179,  0.00308,  1.72577,  0.00000
N-Pentane,  0.00120,  0.00000,  0.00000,  0.00120,  0.00202,  0.00265,  0.00107,  0.00090,  0.84153,  0.75309
Isopentane,  0.02360,  0.01291,  0.01821,  0.02161,  0.02373,  0.03014,  0.02144,  0.00438,  0.20424,  0.18561
2-Methyl pentane,  0.00302,  0.00000,  0.00142,  0.00307,  0.01040,  0.02287,  0.00669,  0.00772,  1.15389,  2.55695
Butene,  0.00690,  0.00178,  0.00679,  0.00712,  0.00854,  0.01863,  0.00765,  0.00314,  0.41059,  0.45518
Propylene,  0.03715,  0.00000,  0.03360,  0.03748,  0.04801,  0.07406,  0.03826,  0.01800,  0.47043,  0.48445
cis-2-Pentene,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
Isoprene,  0.03975,  0.00000,  0.02197,  0.02477,  0.03974,  0.06311,  0.02824,  0.01576,  0.55791,  0.39642
alpha-Pinene,  0.01257,  0.00049,  0.00968,  0.01079,  0.01258,  0.01712,  0.01001,  0.00438,  0.43796,  0.34881
MVK,  0.01387,  0.00267,  0.00742,  0.00876,  0.01388,  0.02529,  0.01043,  0.00523,  0.50117,  0.37684
Benzene,  0.00698,  0.00687,  0.00698,  0.00789,  0.01572,  0.03567,  0.01378,  0.00987,  0.71652,  1.41526
Toluene,  0.10583,  0.02223,  0.08800,  0.09820,  0.10609,  0.11597,  0.08705,  0.02984,  0.34275,  0.28193
Ethylbenzene,  0.01764,  0.00434,  0.01529,  0.01633,  0.01767,  0.01924,  0.01469,  0.00491,  0.33440,  0.27852
Propylbenzene,  0.00351,  0.00006,  0.00318,  0.00337,  0.00352,  0.00401,  0.00290,  0.00118,  0.40815,  0.33699
m_p-Xylene,  0.02674,  0.00275,  0.02182,  0.02515,  0.02680,  0.02980,  0.02164,  0.00865,  0.39966,  0.32335
o-Xylene,  0.01951,  0.00400,  0.01728,  0.01839,  0.01955,  0.02131,  0.01627,  0.00581,  0.35728,  0.29782
p-Isopropyl Toluene,  0.00029,  0.00000,  0.00015,  0.00030,  0.00056,  0.00162,  0.00039,  0.00043,  1.09961,  1.50737
Naphthalene,  0.00593,  0.00094,  0.00593,  0.00595,  0.00650,  0.00836,  0.00587,  0.00189,  0.32279,  0.31936
Methanol,  0.00000,  0.00000,  0.00000,  0.55978,  1.16960,  2.15040,  0.69601,  0.66574,  0.95651,  0.00000
Ethanol,  0.20213,  0.00000,  0.01796,  0.20183,  0.20256,  0.21569,  0.13061,  0.09187,  0.70342,  0.45452
Phenol,  0.00290,  0.00000,  0.00134,  0.00287,  0.01360,  0.05744,  0.01010,  0.01691,  1.67317,  5.81969
Formaldehyde,  0.24348,  0.17200,  0.19893,  0.24214,  0.39113,  0.56506,  0.28729,  0.10889,  0.37903,  0.44722
Acetaldehyde,  0.35115,  0.24481,  0.32047,  0.34935,  0.36359,  0.60431,  0.36508,  0.08990,  0.24625,  0.25602
Isovaleraldehyde,  0.01024,  0.00212,  0.00576,  0.01024,  0.01027,  0.01049,  0.00813,  0.00295,  0.36291,  0.28816
Hexaldehyde,  0.02002,  0.00000,  0.00856,  0.01994,  0.02002,  0.02526,  0.01502,  0.00906,  0.60310,  0.45247
m_p-Tolualdehyde,  0.00047,  0.00011,  0.00043,  0.00047,  0.00049,  0.00061,  0.00042,  0.00014,  0.34034,  0.30415
Phenylacetaldehyde,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.01399,  0.00139,  0.00429,  3.07797,  0.00000
Cyclohexanone,  0.00071,  0.00025,  0.00061,  0.00071,  0.00071,  0.00091,  0.00064,  0.00021,  0.32044,  0.28730
Methyl acetate,  0.01531,  0.01291,  0.01533,  0.01549,  0.02716,  0.03439,  0.01970,  0.00753,  0.38235,  0.49205
n-Butyl acetate,  0.04547,  0.00260,  0.03510,  0.03858,  0.04538,  0.04835,  0.03592,  0.01304,  0.36303,  0.28678
D5-Siloxane,  0.00236,  0.00000,  0.00211,  0.00229,  0.02346,  0.06348,  0.01543,  0.02089,  1.35400,  8.85679

Factor 5,,Statistics Over All Runs
,Lowest Q,Min,25th,50th,75th,Max,Mean    ,Std Dev,RSD % mean,RSD % Lowest Q
Dichloromethane,  0.00424,  0.00202,  0.00298,  0.00424,  0.00427,  0.00667,  0.00403,  0.00113,  0.28118,  0.26691
Chloroform,  0.00092,  0.00044,  0.00069,  0.00082,  0.00092,  0.00121,  0.00080,  0.00021,  0.25907,  0.22550
Trichlorofluoromethane,  0.00381,  0.00000,  0.00304,  0.00352,  0.00382,  0.00855,  0.00354,  0.00216,  0.60867,  0.56581
Dichlorodifluoromethane,  0.00894,  0.00145,  0.00702,  0.00884,  0.00900,  0.04347,  0.01140,  0.01144,  1.00343,  1.27959
Carbon Tetrachloride,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00473,  0.00045,  0.00137,  3.08475,  0.00000
1_1_2-Trichlorotrifluoroethane,  0.00142,  0.00000,  0.00091,  0.00131,  0.00143,  0.00326,  0.00129,  0.00081,  0.62925,  0.56820
1_2-Dichloro-1_1_2_2-tetrafluoroethane,  0.00029,  0.00000,  0.00029,  0.00029,  0.00050,  0.00177,  0.00044,  0.00041,  0.94173,  1.43665
Tetrachloroethene,  0.00063,  0.00025,  0.00032,  0.00054,  0.00063,  0.00063,  0.00050,  0.00014,  0.28539,  0.22695
1_2-Dichlorobenzene,  0.00524,  0.00028,  0.00261,  0.00520,  0.00525,  0.00529,  0.00421,  0.00182,  0.43199,  0.34703
1_4-Dichlorobenzene,  0.00536,  0.00012,  0.00528,  0.00536,  0.00824,  0.00945,  0.00580,  0.00261,  0.45008,  0.48742
PCBTF,  0.00083,  0.00008,  0.00054,  0.00070,  0.00083,  0.00087,  0.00067,  0.00019,  0.28663,  0.23385
N-Butane,  0.06216,  0.02610,  0.04079,  0.06193,  0.06219,  0.12138,  0.05984,  0.02412,  0.40309,  0.38801
Isobutane,  0.01538,  0.00034,  0.01251,  0.01481,  0.01546,  0.03422,  0.01486,  0.00688,  0.46295,  0.44731
N-Pentane,  0.00265,  0.00000,  0.00014,  0.00265,  0.00390,  0.02765,  0.00617,  0.00958,  1.55308,  3.61070
Isopentane,  0.02913,  0.00405,  0.01581,  0.02915,  0.02928,  0.04009,  0.02483,  0.00961,  0.38680,  0.32982
2-Methyl pentane,  0.00592,  0.00000,  0.00000,  0.00566,  0.00599,  0.00856,  0.00361,  0.00325,  0.89938,  0.54846
Butene,  0.02339,  0.00603,  0.01403,  0.02339,  0.02380,  0.04345,  0.02237,  0.00918,  0.41034,  0.39230
Propylene,  0.09424,  0.08667,  0.09420,  0.09469,  0.09870,  0.16077,  0.10301,  0.02120,  0.20578,  0.22491
cis-2-Pentene,  0.00000,  0.00000,  0.00000,  0.00000,  0.00039,  0.00071,  0.00015,  0.00027,  1.79566,  0.00000
Isoprene,  0.01319,  0.00000,  0.00989,  0.01270,  0.01325,  0.01986,  0.01120,  0.00557,  0.49757,  0.42256
alpha-Pinene,  0.00401,  0.00000,  0.00335,  0.00389,  0.00401,  0.00590,  0.00365,  0.00151,  0.41426,  0.37682
MVK,  0.00608,  0.00000,  0.00403,  0.00606,  0.00611,  0.00886,  0.00503,  0.00249,  0.49552,  0.40993
