
Factor Contributions (avg = 1) from Base Run #2 (Convergent Run)

,,Factor 1,Factor 2,Factor 3,Factor 4,Factor 5,Factor 6,Factor 7,Factor 8
2,10/16/21,-1.237200E-002,9.939200E-002,-1.217400E-002,-4.787600E-003,1.279500E-002,2.120100E-001,-5.982900E-002,3.416500E-002
2,10/17/21,-1.320500E-001,1.555200E+000,8.902900E-001,5.320900E+000,-2.000000E-001,5.605400E-001,-2.000000E-001,-4.113700E-002
2,10/18/21,-2.435100E-002,2.966900E-001,-2.338300E-002,-1.510600E-002,8.287300E-003,2.265100E-001,-5.563500E-002,2.508800E-002
2,10/19/21,-1.482800E-001,1.944500E+000,1.325800E+000,6.260000E+000,-8.401100E-002,3.983400E-002,-7.429500E-002,-7.411000E-002
2,10/20/21,-1.614900E-001,1.849100E+000,1.863300E+000,7.315300E+000,-1.954500E-001,1.632900E-001,7.211600E-001,-7.354700E-002
2,10/21/21,-1.528800E-001,1.757400E+000,1.277800E+000,5.068700E+000,-2.000000E-001,3.303300E-001,5.063700E-001,1.840800E-001
2,10/22/21,-1.951000E-001,1.807000E+000,2.670000E+000,1.050200E+001,-2.000000E-001,-2.000000E-001,5.219800E-001,1.063800E+000
2,10/23/21,-3.849200E-002,3.125900E-001,-3.582600E-002,-3.083700E-002,-2.992100E-002,1.770900E-001,-2.317700E-002,5.283100E-001
2,10/24/21,-1.537600E-001,1.916400E+000,-2.000000E-001,5.927400E+000,2.192000E-002,3.296600E-001,-2.554400E-002,-5.096100E-002
2,10/25/21,-1.934700E-002,2.044200E-001,-1.887400E-002,-1.067800E-002,8.728200E-003,2.438800E-001,-6.456000E-002,2.961900E-002
2,10/26/21,1.185400E+000,2.524800E+000,5.701500E-001,3.380300E+000,-1.393800E-001,-8.290000E-002,-1.269200E-001,-8.582800E-002
2,10/27/21,-1.967900E-001,2.695400E+000,-2.000000E-001,-1.273000E-001,-5.436200E-003,7.539300E-001,2.750000E-001,2.941100E-001
2,10/28/21,-2.000000E-001,3.453100E+000,4.944200E-001,-1.138700E-001,2.220800E-001,-2.000000E-001,-9.136100E-002,-1.448700E-001
2,10/29/21,1.512200E-001,2.991900E+000,6.638100E-001,-1.398500E-001,3.434000E-002,-3.899400E-002,7.811800E-001,3.219600E-001
2,10/30/21,-1.234600E-002,9.652100E-002,-1.220300E-002,-4.740700E-003,1.263600E-002,2.177100E-001,-6.164200E-002,3.434500E-002
2,10/31/21,-1.558200E-001,1.758400E+000,2.957000E+000,5.401300E+000,-1.030400E-001,-2.000000E-001,2.119100E+000,-9.407400E-002
