**** Run Comparison Statistics ****

Concentration of Species,Lowest Q (Robust) Run = Run 59

Factor 1,,Statistics Over All Runs
,Lowest Q,Min,25th,50th,75th,Max,Mean    ,Std Dev,RSD % mean,RSD % Lowest Q
Butene,  0.02117,  0.00618,  0.01971,  0.02063,  0.02123,  0.03169,  0.01977,  0.00342,  0.17280,  0.16137
Propylene,  0.09648,  0.01310,  0.09365,  0.09590,  0.09667,  0.13772,  0.09021,  0.01659,  0.18389,  0.17195
cis-2-Pentene,  0.00110,  0.00039,  0.00103,  0.00111,  0.00114,  0.00147,  0.00111,  0.00021,  0.18733,  0.18950
Isoprene,  0.00945,  0.00000,  0.00979,  0.01045,  0.04794,  0.10374,  0.02726,  0.02218,  0.81378,  2.34784
alpha-Pinene,  0.01067,  0.00245,  0.01077,  0.01151,  0.01748,  0.03043,  0.01381,  0.00429,  0.31071,  0.40200
MVK,  0.00000,  0.00000,  0.00000,  0.00000,  0.01968,  0.03944,  0.00876,  0.01053,  1.20135,  0.00000
Benzene,  0.01938,  0.00000,  0.01570,  0.01874,  0.01936,  0.03231,  0.01685,  0.00517,  0.30694,  0.26680
Toluene,  0.00530,  0.00000,  0.00438,  0.00530,  0.00753,  0.01336,  0.00582,  0.00248,  0.42605,  0.46837
Ethylbenzene,  0.00082,  0.00037,  0.00078,  0.00081,  0.00129,  0.00217,  0.00092,  0.00042,  0.45373,  0.51036
Propylbenzene,  0.00001,  0.00000,  0.00000,  0.00001,  0.00013,  0.00041,  0.00006,  0.00009,  1.51514, 10.70223
m_p-Xylene,  0.00219,  0.00000,  0.00129,  0.00216,  0.00234,  0.00571,  0.00210,  0.00091,  0.43622,  0.41806
o-Xylene,  0.00069,  0.00000,  0.00054,  0.00067,  0.00123,  0.00280,  0.00078,  0.00059,  0.74613,  0.85347
p-Isopropyl Toluene,  0.00015,  0.00000,  0.00014,  0.00015,  0.00064,  0.00132,  0.00031,  0.00027,  0.87537,  1.80330
Naphthalene,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00115,  0.00012,  0.00029,  2.42665,  0.00000
Methanol,  4.27370,  0.56377,  3.64838,  3.82115,  4.15935,  4.69020,  3.77707,  0.63072,  0.16699,  0.14758
Ethanol,  0.21438,  0.00000,  0.18369,  0.20428,  0.21555,  0.32578,  0.19096,  0.05952,  0.31168,  0.27763
Phenol,  0.06143,  0.00000,  0.06135,  0.06232,  0.06770,  0.10715,  0.06260,  0.01031,  0.16466,  0.16782
Formaldehyde,  0.08045,  0.04887,  0.08126,  0.08586,  0.21659,  0.44213,  0.15424,  0.08928,  0.57882,  1.10977
Acetaldehyde,  0.00000,  0.00000,  0.00000,  0.00000,  0.02694,  0.17586,  0.02308,  0.03974,  1.72193,  0.00000
Isovaleraldehyde,  0.02678,  0.01564,  0.02413,  0.02672,  0.02679,  0.02912,  0.02537,  0.00279,  0.10987,  0.10411
Hexaldehyde,  0.07430,  0.04353,  0.06780,  0.07350,  0.07430,  0.07813,  0.06996,  0.00746,  0.10664,  0.10042
m_p-Tolualdehyde,  0.00000,  0.00000,  0.00000,  0.00000,  0.00003,  0.00021,  0.00002,  0.00004,  1.98501,  0.00000
Phenylacetaldehyde,  0.05964,  0.02758,  0.05801,  0.05959,  0.05973,  0.07112,  0.05739,  0.00742,  0.12930,  0.12441
Cyclohexanone,  0.00030,  0.00011,  0.00028,  0.00030,  0.00033,  0.00039,  0.00030,  0.00005,  0.16030,  0.16045
Methyl acetate,  0.00719,  0.00000,  0.00590,  0.00731,  0.00861,  0.01242,  0.00682,  0.00216,  0.31689,  0.30052
n-Butyl acetate,  0.00107,  0.00000,  0.00030,  0.00105,  0.00109,  0.00651,  0.00102,  0.00110,  1.07117,  1.02145
D5-Siloxane,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00371,  0.00012,  0.00054,  4.68106,  0.00000

Factor 6,,Statistics Over All Runs
,Lowest Q,Min,25th,50th,75th,Max,Mean    ,Std Dev,RSD % mean,RSD % Lowest Q
Dichloromethane,  0.00368,  0.00122,  0.00339,  0.00347,  0.00402,  0.00857,  0.00398,  0.00121,  0.30375,  0.32835
Chloroform,  0.00075,  0.00028,  0.00075,  0.00078,  0.00100,  0.00147,  0.00084,  0.00018,  0.21735,  0.24491
Trichlorofluoromethane,  0.00312,  0.00000,  0.00318,  0.00373,  0.00412,  0.01637,  0.00412,  0.00281,  0.68213,  0.89858
Dichlorodifluoromethane,  0.00896,  0.00000,  0.00632,  0.00742,  0.00899,  0.06165,  0.01249,  0.01463,  1.17135,  1.63234
Carbon Tetrachloride,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00551,  0.00066,  0.00157,  2.38753,  0.00000
1_1_2-Trichlorotrifluoroethane,  0.00124,  0.00000,  0.00124,  0.00129,  0.00132,  0.00601,  0.00165,  0.00097,  0.58767,  0.77794
1_2-Dichloro-1_1_2_2-tetrafluoroethane,  0.00031,  0.00000,  0.00021,  0.00024,  0.00031,  0.00231,  0.00042,  0.00048,  1.16348,  1.57986
Tetrachloroethene,  0.00055,  0.00021,  0.00053,  0.00054,  0.00057,  0.00063,  0.00052,  0.00010,  0.19298,  0.18244
1_2-Dichlorobenzene,  0.00511,  0.00000,  0.00494,  0.00511,  0.00512,  0.00546,  0.00452,  0.00138,  0.30405,  0.26912
1_4-Dichlorobenzene,  0.00516,  0.00000,  0.00508,  0.00516,  0.00517,  0.00948,  0.00545,  0.00202,  0.37040,  0.39157
PCBTF,  0.00056,  0.00003,  0.00054,  0.00056,  0.00069,  0.00094,  0.00059,  0.00019,  0.32615,  0.34358
N-Butane,  0.05945,  0.01470,  0.05042,  0.05331,  0.05878,  0.15261,  0.05379,  0.01856,  0.34506,  0.31224
Isobutane,  0.01088,  0.00000,  0.00841,  0.01250,  0.01354,  0.05482,  0.01212,  0.00680,  0.56082,  0.62481
N-Pentane,  0.00052,  0.00000,  0.00036,  0.00052,  0.00054,  0.03048,  0.00132,  0.00418,  3.17501,  8.03932
Isopentane,  0.02548,  0.00000,  0.02206,  0.02639,  0.02701,  0.04834,  0.02377,  0.00815,  0.34307,  0.32003
2-Methyl pentane,  0.00378,  0.00000,  0.00333,  0.00425,  0.00460,  0.00995,  0.00406,  0.00261,  0.64218,  0.68962
Butene,  0.02236,  0.00278,  0.01916,  0.02023,  0.02206,  0.05495,  0.01999,  0.00708,  0.35405,  0.31640
Propylene,  0.08928,  0.05986,  0.08496,  0.08671,  0.08928,  0.17611,  0.08852,  0.01383,  0.15625,  0.15491
cis-2-Pentene,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00089,  0.00004,  0.00014,  3.46298,  0.00000
Isoprene,  0.01901,  0.00000,  0.01025,  0.01435,  0.01995,  0.04112,  0.01471,  0.00744,  0.50602,  0.39161
alpha-Pinene,  0.00469,  0.00019,  0.00307,  0.00429,  0.00486,  0.00917,  0.00416,  0.00139,  0.33313,  0.29575
MVK,  0.00912,  0.00000,  0.00457,  0.00644,  0.00962,  0.01794,  0.00690,  0.00360,  0.52226,  0.39493
Benzene,  0.00076,  0.00000,  0.00000,  0.00000,  0.00296,  0.00834,  0.00143,  0.00224,  1.56388,  2.94585
Toluene,  0.01661,  0.00081,  0.01603,  0.01654,  0.01858,  0.02985,  0.01711,  0.00566,  0.33095,  0.34094
Ethylbenzene,  0.00259,  0.00010,  0.00248,  0.00258,  0.00292,  0.00451,  0.00265,  0.00087,  0.32961,  0.33719
Propylbenzene,  0.00082,  0.00009,  0.00080,  0.00082,  0.00086,  0.00120,  0.00081,  0.00020,  0.24936,  0.24457
m_p-Xylene,  0.00871,  0.00000,  0.00847,  0.00861,  0.00874,  0.01461,  0.00817,  0.00271,  0.33223,  0.31143
o-Xylene,  0.00338,  0.00000,  0.00324,  0.00335,  0.00375,  0.00572,  0.00333,  0.00111,  0.33380,  0.32933
p-Isopropyl Toluene,  0.00071,  0.00028,  0.00064,  0.00067,  0.00072,  0.00086,  0.00066,  0.00011,  0.16969,  0.15773
Naphthalene,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  7.45723,  0.00000
Methanol,  0.31161,  0.00000,  0.42444,  0.55243,  0.66767,  1.43040,  0.57000,  0.24571,  0.43107,  0.78853
Ethanol,  0.00000,  0.00000,  0.00000,  0.00000,  0.06145,  0.16080,  0.02680,  0.03636,  1.35695,  0.00000
Phenol,  0.02761,  0.00000,  0.02222,  0.02737,  0.02775,  0.04429,  0.02445,  0.00732,  0.29928,  0.26500
Formaldehyde,  0.26797,  0.00000,  0.20730,  0.25609,  0.27356,  0.34923,  0.22007,  0.08650,  0.39307,  0.32281
Acetaldehyde,  0.16962,  0.01690,  0.13582,  0.16936,  0.17197,  0.20179,  0.14987,  0.04175,  0.27857,  0.24613
Isovaleraldehyde,  0.00770,  0.00133,  0.00769,  0.00787,  0.00874,  0.01732,  0.00795,  0.00233,  0.29276,  0.30199
Hexaldehyde,  0.02258,  0.00136,  0.02258,  0.02304,  0.02481,  0.05911,  0.02331,  0.00770,  0.33034,  0.34112
m_p-Tolualdehyde,  0.00011,  0.00000,  0.00011,  0.00012,  0.00012,  0.00015,  0.00010,  0.00003,  0.31890,  0.30512
Phenylacetaldehyde,  0.01370,  0.00552,  0.01326,  0.01371,  0.01591,  0.03496,  0.01494,  0.00449,  0.30074,  0.32783
Cyclohexanone,  0.00012,  0.00000,  0.00012,  0.00012,  0.00013,  0.00021,  0.00013,  0.00003,  0.25136,  0.27121
Methyl acetate,  0.00229,  0.00000,  0.00184,  0.00228,  0.00301,  0.00807,  0.00276,  0.00185,  0.67268,  0.81097
n-Butyl acetate,  0.00015,  0.00000,  0.00000,  0.00065,  0.00413,  0.00823,  0.00186,  0.00214,  1.15069, 14.10505
D5-Siloxane,  0.01327,  0.00000,  0.01208,  0.01324,  0.01343,  0.01606,  0.01173,  0.00316,  0.26940,  0.23821

Factor 7,,Statistics Over All Runs
,Lowest Q,Min,25th,50th,75th,Max,Mean    ,Std Dev,RSD % mean,RSD % Lowest Q
Dichloromethane,  0.05594,  0.02023,  0.04326,  0.05261,  0.05528,  0.06441,  0.04907,  0.00878,  0.17896,  0.15697
Chloroform,  0.01334,  0.00446,  0.01114,  0.01306,  0.01335,  0.01526,  0.01194,  0.00228,  0.19065,  0.17057
Trichlorofluoromethane,  0.12124,  0.01951,  0.08844,  0.11960,  0.12152,  0.12960,  0.10341,  0.02577,  0.24916,  0.21252
Dichlorodifluoromethane,  0.07795,  0.00000,  0.04133,  0.06792,  0.07457,  0.09546,  0.05810,  0.02488,  0.42818,  0.31915
Carbon Tetrachloride,  0.03105,  0.00549,  0.02357,  0.02964,  0.03102,  0.03623,  0.02623,  0.00691,  0.26354,  0.22267
1_1_2-Trichlorotrifluoroethane,  0.03333,  0.00049,  0.02641,  0.03272,  0.03333,  0.03838,  0.02816,  0.00826,  0.29346,  0.24789
1_2-Dichloro-1_1_2_2-tetrafluoroethane,  0.00485,  0.00000,  0.00259,  0.00438,  0.00471,  0.00576,  0.00380,  0.00128,  0.33603,  0.26332
Tetrachloroethene,  0.00205,  0.00138,  0.00183,  0.00204,  0.00205,  0.00267,  0.00196,  0.00022,  0.11393,  0.10894
1_2-Dichlorobenzene,  0.00062,  0.00000,  0.00046,  0.00051,  0.00061,  0.00079,  0.00046,  0.00020,  0.43382,  0.32673
1_4-Dichlorobenzene,  0.00031,  0.00000,  0.00011,  0.00020,  0.00032,  0.00080,  0.00021,  0.00013,  0.64645,  0.42805
PCBTF,  0.00463,  0.00163,  0.00459,  0.00461,  0.00482,  0.00653,  0.00457,  0.00080,  0.17622,  0.17362
N-Butane,  0.05190,  0.00687,  0.04910,  0.05190,  0.05254,  0.12415,  0.05042,  0.01721,  0.34144,  0.33167
Isobutane,  0.04292,  0.00000,  0.04288,  0.04758,  0.05332,  0.11321,  0.04531,  0.02577,  0.56883,  0.60049
N-Pentane,  0.01492,  0.00000,  0.01488,  0.01576,  0.01754,  0.05899,  0.01540,  0.00949,  0.61625,  0.63606
Isopentane,  0.13659,  0.05048,  0.13644,  0.13977,  0.14075,  0.18624,  0.13080,  0.02464,  0.18839,  0.18041
2-Methyl pentane,  0.17987,  0.05629,  0.17968,  0.18130,  0.18328,  0.22952,  0.16903,  0.03461,  0.20478,  0.19244
Butene,  0.04857,  0.01013,  0.04517,  0.04849,  0.04867,  0.06897,  0.04414,  0.01076,  0.24385,  0.22161
Propylene,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.06958,  0.00158,  0.00924,  5.85764,  0.00000
cis-2-Pentene,  0.00444,  0.00000,  0.00381,  0.00441,  0.00445,  0.00489,  0.00397,  0.00091,  0.22918,  0.20506
Isoprene,  0.08163,  0.00000,  0.00000,  0.08254,  0.08526,  0.22562,  0.06182,  0.05492,  0.88842,  0.67273
alpha-Pinene,  0.01405,  0.00000,  0.00000,  0.01414,  0.01462,  0.04133,  0.01077,  0.00971,  0.90162,  0.69124
MVK,  0.04098,  0.00000,  0.00000,  0.04142,  0.04256,  0.11166,  0.03119,  0.02700,  0.86549,  0.65880
Benzene,  0.17066,  0.07118,  0.12943,  0.16209,  0.17051,  0.19307,  0.15101,  0.02619,  0.17345,  0.15348
Toluene,  0.11505,  0.04865,  0.11447,  0.11479,  0.12331,  0.16009,  0.11560,  0.01957,  0.16928,  0.17008
Ethylbenzene,  0.01602,  0.00625,  0.01591,  0.01597,  0.01798,  0.02547,  0.01626,  0.00317,  0.19498,  0.19795
Propylbenzene,  0.00368,  0.00199,  0.00362,  0.00367,  0.00368,  0.00502,  0.00366,  0.00050,  0.13554,  0.13468
m_p-Xylene,  0.00817,  0.00000,  0.00661,  0.00810,  0.01111,  0.02881,  0.00917,  0.00512,  0.55793,  0.62670
o-Xylene,  0.01110,  0.00301,  0.01072,  0.01106,  0.01415,  0.02527,  0.01178,  0.00362,  0.30754,  0.32633
p-Isopropyl Toluene,  0.00856,  0.00227,  0.00655,  0.00855,  0.00859,  0.01053,  0.00752,  0.00191,  0.25479,  0.22377
Naphthalene,  0.00464,  0.00258,  0.00384,  0.00458,  0.00469,  0.00696,  0.00437,  0.00077,  0.17719,  0.16667
Methanol,  2.92390,  0.00000,  1.09063,  1.69225,  2.09230,  3.12990,  1.53046,  0.78136,  0.51054,  0.26723
Ethanol,  0.14380,  0.00000,  0.00875,  0.12977,  0.14191,  0.24643,  0.09899,  0.07037,  0.71086,  0.48933
Phenol,  0.13285,  0.00825,  0.06833,  0.13258,  0.13352,  0.16913,  0.10617,  0.03995,  0.37629,  0.30071
Formaldehyde,  0.52418,  0.00000,  0.18060,  0.53321,  0.54355,  0.99690,  0.42432,  0.25207,  0.59405,  0.48088
Acetaldehyde,  0.15516,  0.00000,  0.03847,  0.16334,  0.17866,  0.45747,  0.13814,  0.08662,  0.62707,  0.55828
Isovaleraldehyde,  0.00360,  0.00000,  0.00258,  0.00346,  0.00363,  0.00429,  0.00301,  0.00114,  0.37932,  0.31698
Hexaldehyde,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  7.08818,  0.00000
m_p-Tolualdehyde,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00036,  0.00002,  0.00006,  3.55264,  0.00000
Phenylacetaldehyde,  0.05167,  0.00000,  0.02737,  0.05046,  0.05132,  0.06860,  0.04237,  0.01361,  0.32132,  0.26347
Cyclohexanone,  0.00000,  0.00000,  0.00000,  0.00000,  0.00009,  0.00058,  0.00004,  0.00010,  2.24046,  0.00000
Methyl acetate,  0.13357,  0.06421,  0.10967,  0.13312,  0.13344,  0.14562,  0.12231,  0.01983,  0.16210,  0.14844
n-Butyl acetate,  0.05666,  0.01143,  0.05566,  0.05636,  0.06973,  0.09056,  0.05851,  0.01469,  0.25114,  0.25934
D5-Siloxane,  0.01935,  0.00000,  0.00548,  0.01867,  0.02028,  0.05253,  0.01568,  0.01172,  0.74771,  0.60570

Factor 8,,Statistics Over All Runs
,Lowest Q,Min,25th,50th,75th,Max,Mean    ,Std Dev,RSD % mean,RSD % Lowest Q
Dichloromethane,  0.01085,  0.00000,  0.01073,  0.01085,  0.01246,  0.03234,  0.01394,  0.00803,  0.57623,  0.74014
Chloroform,  0.00287,  0.00034,  0.00272,  0.00284,  0.00318,  0.00893,  0.00355,  0.00234,  0.65913,  0.81382
Trichlorofluoromethane,  0.00608,  0.00000,  0.00018,  0.00510,  0.02598,  0.07148,  0.01656,  0.02307,  1.39264,  3.79601
Dichlorodifluoromethane,  0.05537,  0.00000,  0.05451,  0.05528,  0.06315,  0.08262,  0.05215,  0.02488,  0.47704,  0.44929
Carbon Tetrachloride,  0.00539,  0.00000,  0.00301,  0.00489,  0.00538,  0.02124,  0.00626,  0.00602,  0.96171,  1.11746
1_1_2-Trichlorotrifluoroethane,  0.00535,  0.00000,  0.00432,  0.00517,  0.00641,  0.02429,  0.00761,  0.00661,  0.86827,  1.23423
1_2-Dichloro-1_1_2_2-tetrafluoroethane,  0.00106,  0.00000,  0.00083,  0.00099,  0.00106,  0.00340,  0.00125,  0.00083,  0.66433,  0.77925
Tetrachloroethene,  0.00071,  0.00035,  0.00071,  0.00072,  0.00093,  0.00143,  0.00085,  0.00026,  0.31144,  0.36912
1_2-Dichlorobenzene,  0.00000,  0.00000,  0.00000,  0.00000,  0.00007,  0.00533,  0.00051,  0.00139,  2.71742,  0.00000
1_4-Dichlorobenzene,  0.00007,  0.00000,  0.00005,  0.00007,  0.00007,  0.00431,  0.00015,  0.00049,  3.18577,  7.07342
PCBTF,  0.00088,  0.00014,  0.00089,  0.00090,  0.00153,  0.00420,  0.00133,  0.00083,  0.62486,  0.94712
N-Butane,  0.05889,  0.00000,  0.05796,  0.05884,  0.07287,  0.09608,  0.06291,  0.01459,  0.23189,  0.24772
Isobutane,  0.07139,  0.00000,  0.07114,  0.07131,  0.10457,  0.14032,  0.07298,  0.03752,  0.51404,  0.52550
N-Pentane,  0.00000,  0.00000,  0.00000,  0.00000,  0.00045,  0.03069,  0.00135,  0.00547,  4.04108,  0.00000
Isopentane,  0.05114,  0.01032,  0.05062,  0.05093,  0.05215,  0.11701,  0.05653,  0.02699,  0.47741,  0.52769
2-Methyl pentane,  0.07037,  0.00000,  0.06991,  0.07025,  0.08456,  0.16269,  0.07503,  0.03922,  0.52275,  0.55730
Butene,  0.03058,  0.00554,  0.03044,  0.03069,  0.03846,  0.04815,  0.03266,  0.00797,  0.24397,  0.26057
Propylene,  0.04263,  0.00000,  0.01564,  0.04405,  0.06060,  0.10225,  0.03893,  0.02360,  0.60614,  0.55354
cis-2-Pentene,  0.00039,  0.00000,  0.00037,  0.00039,  0.00044,  0.00239,  0.00068,  0.00075,  1.10902,  1.94369
Isoprene,  0.01942,  0.00000,  0.00000,  0.02010,  0.02204,  0.07016,  0.01534,  0.01680,  1.09514,  0.86475
alpha-Pinene,  0.00573,  0.00000,  0.00174,  0.00585,  0.00615,  0.01395,  0.00465,  0.00331,  0.71301,  0.57809
MVK,  0.01354,  0.00000,  0.00373,  0.01382,  0.01468,  0.03519,  0.01036,  0.00743,  0.71766,  0.54871
Benzene,  0.02718,  0.00000,  0.02088,  0.02644,  0.02702,  0.09957,  0.03399,  0.02860,  0.84140,  1.05234
Toluene,  0.01246,  0.00616,  0.01237,  0.01250,  0.02808,  0.11630,  0.02262,  0.02254,  0.99652,  1.80976
Ethylbenzene,  0.00294,  0.00146,  0.00290,  0.00296,  0.00467,  0.01734,  0.00416,  0.00322,  0.77378,  1.09470
Propylbenzene,  0.00097,  0.00035,  0.00098,  0.00100,  0.00152,  0.00352,  0.00121,  0.00058,  0.48020,  0.59724
m_p-Xylene,  0.00035,  0.00000,  0.00000,  0.00043,  0.00049,  0.01838,  0.00266,  0.00494,  1.85621, 14.12167
o-Xylene,  0.00241,  0.00040,  0.00229,  0.00241,  0.00247,  0.01559,  0.00331,  0.00314,  0.94660,  1.30129
p-Isopropyl Toluene,  0.00215,  0.00000,  0.00202,  0.00214,  0.00216,  0.00491,  0.00222,  0.00136,  0.61031,  0.63108
Naphthalene,  0.00353,  0.00000,  0.00261,  0.00347,  0.00356,  0.00600,  0.00290,  0.00130,  0.44999,  0.36880
Methanol,  0.00013,  0.00000,  0.03381,  0.32178,  0.84814,  2.68560,  0.52629,  0.57039,  1.08378,4232.30006
Ethanol,  0.11548,  0.00000,  0.00000,  0.04776,  0.09032,  0.24830,  0.05133,  0.05789,  1.12779,  0.50132
Phenol,  0.00000,  0.00000,  0.00000,  0.00000,  0.03315,  0.06322,  0.01191,  0.02001,  1.67951,  0.00000
Formaldehyde,  0.64828,  0.00000,  0.56195,  0.65608,  0.71750,  0.83608,  0.58892,  0.17773,  0.30180,  0.27416
Acetaldehyde,  0.43953,  0.00000,  0.31142,  0.43999,  0.46741,  0.54111,  0.37825,  0.13837,  0.36582,  0.31482
Isovaleraldehyde,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.01678,  0.00186,  0.00470,  2.52374,  0.00000
Hexaldehyde,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.04713,  0.00503,  0.01334,  2.65520,  0.00000
m_p-Tolualdehyde,  0.00032,  0.00000,  0.00017,  0.00032,  0.00033,  0.00050,  0.00027,  0.00012,  0.43950,  0.37544
Phenylacetaldehyde,  0.00000,  0.00000,  0.00000,  0.00000,  0.00760,  0.02197,  0.00445,  0.00750,  1.68425,  0.00000
Cyclohexanone,  0.00033,  0.00000,  0.00015,  0.00028,  0.00032,  0.00057,  0.00024,  0.00014,  0.57351,  0.41024
Methyl acetate,  0.02956,  0.00016,  0.02899,  0.02933,  0.03903,  0.08889,  0.03715,  0.02362,  0.63580,  0.79902
n-Butyl acetate,  0.00000,  0.00000,  0.00000,  0.00000,  0.00660,  0.06453,  0.00562,  0.01334,  2.37489,  0.00000
D5-Siloxane,  0.04467,  0.00000,  0.04455,  0.04491,  0.04688,  0.05758,  0.04006,  0.01719,  0.42915,  0.38490

Factor 9,,Statistics Over All Runs
,Lowest Q,Min,25th,50th,75th,Max,Mean    ,Std Dev,RSD % mean,RSD % Lowest Q
Dichloromethane,  0.00000,  0.00000,  0.00000,  0.00004,  0.00029,  0.01048,  0.00073,  0.00191,  2.63383,1219.40055
Chloroform,  0.00147,  0.00000,  0.00077,  0.00147,  0.00153,  0.00323,  0.00127,  0.00065,  0.50953,  0.43773
Trichlorofluoromethane,  0.00000,  0.00000,  0.00000,  0.00041,  0.00242,  0.01518,  0.00216,  0.00368,  1.69979,  0.00000
Dichlorodifluoromethane,  0.00232,  0.00000,  0.00000,  0.00000,  0.00157,  0.01098,  0.00089,  0.00144,  1.60690,  0.61973
Carbon Tetrachloride,  0.00128,  0.00000,  0.00077,  0.00121,  0.00129,  0.00404,  0.00130,  0.00074,  0.56720,  0.57894
1_1_2-Trichlorotrifluoroethane,  0.00168,  0.00000,  0.00107,  0.00175,  0.00191,  0.00452,  0.00183,  0.00099,  0.53942,  0.58769
1_2-Dichloro-1_1_2_2-tetrafluoroethane,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00023,  0.00001,  0.00005,  4.11669,  0.00000
Tetrachloroethene,  0.00013,  0.00000,  0.00007,  0.00013,  0.00013,  0.00057,  0.00012,  0.00010,  0.80861,  0.74755
1_2-Dichlorobenzene,  0.00012,  0.00000,  0.00011,  0.00012,  0.00017,  0.00028,  0.00012,  0.00008,  0.67979,  0.69389
1_4-Dichlorobenzene,  0.00000,  0.00000,  0.00000,  0.00000,  0.00014,  0.00069,  0.00009,  0.00017,  1.99405,  0.00000
PCBTF,  0.00072,  0.00005,  0.00071,  0.00075,  0.00082,  0.00236,  0.00076,  0.00044,  0.58307,  0.61037
N-Butane,  0.00863,  0.00000,  0.00768,  0.00782,  0.00858,  0.01947,  0.00826,  0.00298,  0.36145,  0.34583
Isobutane,  0.00000,  0.00000,  0.00000,  0.00000,  0.00093,  0.01071,  0.00105,  0.00206,  1.96843,  0.00000
N-Pentane,  0.00000,  0.00000,  0.00000,  0.00000,  0.00162,  0.00736,  0.00086,  0.00169,  1.97692,  0.00000
Isopentane,  0.01967,  0.00185,  0.01210,  0.01984,  0.02063,  0.03917,  0.01732,  0.00823,  0.47522,  0.41832
2-Methyl pentane,  0.01743,  0.00000,  0.00995,  0.01663,  0.01817,  0.04708,  0.01527,  0.00768,  0.50304,  0.44082
Butene,  0.01340,  0.00525,  0.00987,  0.01309,  0.01347,  0.01720,  0.01230,  0.00265,  0.21571,  0.19793
Propylene,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00912,  0.00029,  0.00132,  4.56782,  0.00000
cis-2-Pentene,  0.00035,  0.00000,  0.00038,  0.00048,  0.00057,  0.00112,  0.00049,  0.00017,  0.33988,  0.48350
Isoprene,  0.04858,  0.00000,  0.04786,  0.04952,  0.06389,  0.21753,  0.06160,  0.03300,  0.53576,  0.67943
alpha-Pinene,  0.00936,  0.00000,  0.00923,  0.00964,  0.01162,  0.03698,  0.01158,  0.00582,  0.50277,  0.62204
MVK,  0.03029,  0.00158,  0.02997,  0.03124,  0.03768,  0.10784,  0.03671,  0.01604,  0.43703,  0.52957
Benzene,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.03250,  0.00241,  0.00635,  2.63171,  0.00000
Toluene,  0.00800,  0.00132,  0.00627,  0.00830,  0.00858,  0.03986,  0.00920,  0.00703,  0.76385,  0.87841
Ethylbenzene,  0.00108,  0.00023,  0.00049,  0.00107,  0.00112,  0.00698,  0.00112,  0.00114,  1.01894,  1.06473
Propylbenzene,  0.00008,  0.00000,  0.00001,  0.00008,  0.00010,  0.00139,  0.00013,  0.00024,  1.89134,  2.79675
m_p-Xylene,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00942,  0.00031,  0.00128,  4.17068,  0.00000
o-Xylene,  0.00071,  0.00000,  0.00000,  0.00070,  0.00072,  0.00786,  0.00068,  0.00112,  1.65172,  1.58454
p-Isopropyl Toluene,  0.00275,  0.00199,  0.00263,  0.00275,  0.00314,  0.00554,  0.00285,  0.00062,  0.21839,  0.22621
Naphthalene,  0.00090,  0.00000,  0.00046,  0.00065,  0.00086,  0.00366,  0.00067,  0.00056,  0.83622,  0.62571
Methanol,  2.25930,  0.02811,  0.88307,  1.34240,  1.90843, 21.34200,  1.63061,  2.11352,  1.29615,  0.93547
Ethanol,  4.66510,  2.77100,  4.61358,  4.65855,  4.68728,  4.87770,  4.58649,  0.30418,  0.06632,  0.06520
Phenol,  0.00000,  0.00000,  0.00000,  0.00000,  0.01371,  0.06486,  0.00653,  0.01037,  1.58658,  0.00000
Formaldehyde,  0.41838,  0.06391,  0.36130,  0.41559,  0.41901,  0.97887,  0.41252,  0.13685,  0.33174,  0.32710
Acetaldehyde,  0.21945,  0.04014,  0.15086,  0.21084,  0.21917,  0.53225,  0.19608,  0.07572,  0.38617,  0.34504
Isovaleraldehyde,  0.00528,  0.00120,  0.00440,  0.00526,  0.00613,  0.01161,  0.00507,  0.00142,  0.28052,  0.26940
Hexaldehyde,  0.01015,  0.00006,  0.00749,  0.01015,  0.01312,  0.02970,  0.01013,  0.00457,  0.45122,  0.45027
m_p-Tolualdehyde,  0.00007,  0.00000,  0.00001,  0.00007,  0.00008,  0.00041,  0.00007,  0.00007,  1.00150,  0.92803
Phenylacetaldehyde,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00894,  0.00012,  0.00093,  7.43957,  0.00000
Cyclohexanone,  0.00029,  0.00010,  0.00019,  0.00028,  0.00029,  0.00061,  0.00025,  0.00008,  0.30039,  0.26009
Methyl acetate,  0.00974,  0.00000,  0.00882,  0.00987,  0.01092,  0.03690,  0.01001,  0.00634,  0.63367,  0.65090
