**** Run Comparison Statistics ****

Concentration of Species,Lowest Q (Robust) Run = Run 6

Factor 1,,Statistics Over All Runs
,Lowest Q,Min,25th,50th,75th,Max,Mean    ,Std Dev,RSD % mean,RSD % Lowest Q
Propylbenzene,  0.00354,  0.00123,  0.00298,  0.00324,  0.00348,  0.00490,  0.00326,  0.00070,  0.21356,  0.19666
m_p-Xylene,  0.02524,  0.01105,  0.02184,  0.02338,  0.02509,  0.03267,  0.02339,  0.00413,  0.17643,  0.16354
o-Xylene,  0.01949,  0.00805,  0.01730,  0.01838,  0.01919,  0.02712,  0.01842,  0.00345,  0.18702,  0.17681
p-Isopropyl Toluene,  0.00094,  0.00000,  0.00011,  0.00059,  0.00114,  0.00195,  0.00065,  0.00062,  0.95216,  0.65886
Naphthalene,  0.00651,  0.00474,  0.00548,  0.00681,  0.00741,  0.00866,  0.00651,  0.00120,  0.18412,  0.18397
Methanol,  2.88580,  0.68913,  1.06375,  1.80905,  2.30205,  2.88580,  1.73095,  0.66847,  0.38619,  0.23164
Ethanol,  0.00000,  0.00000,  0.00705,  0.15945,  0.18814,  0.23681,  0.12130,  0.08815,  0.72668,  0.00000
Phenol,  0.00000,  0.00000,  0.00000,  0.00000,  0.00575,  0.01607,  0.00307,  0.00490,  1.59647,  0.00000
Isovaleraldehyde,  0.00891,  0.00116,  0.00864,  0.00982,  0.01130,  0.01250,  0.00953,  0.00257,  0.26940,  0.28815
Hexaldehyde,  0.01430,  0.00135,  0.01563,  0.02400,  0.02604,  0.03284,  0.02095,  0.00925,  0.44165,  0.64688
m_p-Tolualdehyde,  0.00051,  0.00027,  0.00048,  0.00053,  0.00058,  0.00059,  0.00052,  0.00007,  0.14112,  0.14194
Phenylacetaldehyde,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
Cyclohexanone,  0.00081,  0.00035,  0.00071,  0.00084,  0.00098,  0.00101,  0.00083,  0.00017,  0.20011,  0.20504
Methyl acetate,  0.01992,  0.01099,  0.01640,  0.01991,  0.02177,  0.03592,  0.02031,  0.00625,  0.30780,  0.31386
n-Butyl acetate,  0.04766,  0.00000,  0.04412,  0.04550,  0.04874,  0.08101,  0.04459,  0.01444,  0.32379,  0.30293
D5-Siloxane,  0.00122,  0.00000,  0.00095,  0.01127,  0.03477,  0.05407,  0.01695,  0.01837,  1.08419, 15.11075

Factor 3,,Statistics Over All Runs
,Lowest Q,Min,25th,50th,75th,Max,Mean    ,Std Dev,RSD % mean,RSD % Lowest Q
Dichloromethane,  0.00000,  0.00000,  0.00000,  0.00000,  0.00098,  0.00300,  0.00046,  0.00084,  1.83500,  0.00000
Chloroform,  0.00145,  0.00018,  0.00112,  0.00126,  0.00165,  0.00240,  0.00135,  0.00052,  0.38212,  0.35453
Trichlorofluoromethane,  0.00000,  0.00000,  0.00000,  0.00005,  0.00170,  0.00615,  0.00116,  0.00163,  1.40133,  0.00000
Dichlorodifluoromethane,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00214,  0.00026,  0.00058,  2.20828,  0.00000
Carbon Tetrachloride,  0.00080,  0.00000,  0.00036,  0.00083,  0.00148,  0.00222,  0.00095,  0.00067,  0.70898,  0.83977
1_1_2-Trichlorotrifluoroethane,  0.00132,  0.00035,  0.00092,  0.00178,  0.00234,  0.00359,  0.00169,  0.00085,  0.50522,  0.64569
1_2-Dichloro-1_1_2_2-tetrafluoroethane,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
Tetrachloroethene,  0.00013,  0.00001,  0.00007,  0.00012,  0.00017,  0.00026,  0.00012,  0.00006,  0.50271,  0.46549
1_2-Dichlorobenzene,  0.00000,  0.00000,  0.00000,  0.00004,  0.00011,  0.00022,  0.00006,  0.00007,  1.17403,  0.00000
1_4-Dichlorobenzene,  0.00037,  0.00000,  0.00000,  0.00000,  0.00036,  0.00041,  0.00013,  0.00019,  1.40532,  0.50497
PCBTF,  0.00030,  0.00002,  0.00012,  0.00021,  0.00035,  0.00146,  0.00033,  0.00035,  1.06469,  1.15293
N-Butane,  0.01050,  0.00208,  0.00317,  0.00574,  0.01558,  0.01823,  0.00861,  0.00624,  0.72495,  0.59450
Isobutane,  0.00000,  0.00000,  0.00000,  0.00022,  0.00710,  0.01093,  0.00312,  0.00429,  1.37419,  0.00000
N-Pentane,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00187,  0.00012,  0.00043,  3.51111,  0.00000
Isopentane,  0.01203,  0.00539,  0.00907,  0.01008,  0.01522,  0.02579,  0.01320,  0.00687,  0.52023,  0.57089
2-Methyl pentane,  0.00550,  0.00000,  0.00000,  0.00652,  0.01490,  0.01980,  0.00744,  0.00686,  0.92098,  1.24543
Butene,  0.01382,  0.00957,  0.01074,  0.01269,  0.01451,  0.01859,  0.01336,  0.00299,  0.22382,  0.21637
Propylene,  0.00512,  0.00000,  0.00000,  0.00000,  0.00000,  0.00512,  0.00054,  0.00129,  2.41468,  0.25228
cis-2-Pentene,  0.00022,  0.00011,  0.00023,  0.00037,  0.00043,  0.00054,  0.00034,  0.00013,  0.39662,  0.60494
Isoprene,  0.03643,  0.00000,  0.03704,  0.04429,  0.07387,  0.08346,  0.05018,  0.02449,  0.48802,  0.67217
alpha-Pinene,  0.00707,  0.00000,  0.00710,  0.00805,  0.01427,  0.01571,  0.00944,  0.00462,  0.48998,  0.65419
MVK,  0.02446,  0.00626,  0.02494,  0.02870,  0.04419,  0.04697,  0.03134,  0.01199,  0.38251,  0.49006
Benzene,  0.00000,  0.00000,  0.00000,  0.00187,  0.00649,  0.01279,  0.00326,  0.00373,  1.14227,  0.00000
Toluene,  0.00470,  0.00038,  0.00320,  0.00460,  0.00775,  0.01712,  0.00527,  0.00406,  0.76994,  0.86450
Ethylbenzene,  0.00039,  0.00000,  0.00013,  0.00031,  0.00097,  0.00211,  0.00053,  0.00057,  1.07731,  1.45535
Propylbenzene,  0.00000,  0.00000,  0.00000,  0.00002,  0.00011,  0.00017,  0.00005,  0.00007,  1.30658,  0.00000
m_p-Xylene,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00040,  0.00006,  0.00013,  2.08808,  0.00000
o-Xylene,  0.00022,  0.00000,  0.00000,  0.00007,  0.00067,  0.00090,  0.00028,  0.00037,  1.31376,  1.67155
p-Isopropyl Toluene,  0.00247,  0.00181,  0.00231,  0.00259,  0.00288,  0.00303,  0.00256,  0.00039,  0.15127,  0.15667
Naphthalene,  0.00051,  0.00000,  0.00041,  0.00052,  0.00102,  0.00119,  0.00063,  0.00037,  0.58191,  0.72086
Methanol,  1.43330,  0.21652,  0.79545,  1.31255,  1.66985,  2.38830,  1.31176,  0.59939,  0.45694,  0.41819
Ethanol,  4.82400,  4.65420,  4.75563,  4.80055,  4.82083,  5.06750,  4.79730,  0.07932,  0.01654,  0.01644
Phenol,  0.00000,  0.00000,  0.00000,  0.00364,  0.01090,  0.01408,  0.00499,  0.00539,  1.07951,  0.00000
Isovaleraldehyde,  0.00356,  0.00226,  0.00252,  0.00352,  0.00395,  0.00777,  0.00360,  0.00141,  0.39246,  0.39647
Hexaldehyde,  0.00536,  0.00136,  0.00298,  0.00422,  0.00832,  0.01748,  0.00574,  0.00419,  0.72899,  0.78071
m_p-Tolualdehyde,  0.00002,  0.00000,  0.00000,  0.00000,  0.00006,  0.00012,  0.00003,  0.00003,  1.37280,  1.80694
Phenylacetaldehyde,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
Cyclohexanone,  0.00022,  0.00017,  0.00019,  0.00020,  0.00025,  0.00036,  0.00022,  0.00004,  0.20385,  0.19918
Methyl acetate,  0.00589,  0.00023,  0.00661,  0.00739,  0.01209,  0.01754,  0.00863,  0.00414,  0.47979,  0.70313
n-Butyl acetate,  0.00643,  0.00114,  0.00371,  0.00630,  0.00804,  0.01986,  0.00632,  0.00404,  0.63832,  0.62824
D5-Siloxane,  0.00897,  0.00000,  0.00178,  0.00944,  0.01193,  0.01537,  0.00807,  0.00543,  0.67269,  0.60540

Factor 4,,Statistics Over All Runs
,Lowest Q,Min,25th,50th,75th,Max,Mean    ,Std Dev,RSD % mean,RSD % Lowest Q
Dichloromethane,  0.00707,  0.00506,  0.00761,  0.00823,  0.00983,  0.01132,  0.00852,  0.00177,  0.20728,  0.24982
Chloroform,  0.00106,  0.00029,  0.00054,  0.00090,  0.00134,  0.00205,  0.00093,  0.00051,  0.54411,  0.48006
Trichlorofluoromethane,  0.01601,  0.00147,  0.00584,  0.00797,  0.01282,  0.02051,  0.00958,  0.00573,  0.59831,  0.35818
Dichlorodifluoromethane,  0.00917,  0.00000,  0.00128,  0.02643,  0.04233,  0.06728,  0.02360,  0.02039,  0.86400,  2.22342
Carbon Tetrachloride,  0.00000,  0.00000,  0.00000,  0.00000,  0.00004,  0.00289,  0.00045,  0.00095,  2.13557,  0.00000
1_1_2-Trichlorotrifluoroethane,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00074,  0.00008,  0.00020,  2.61086,  0.00000
1_2-Dichloro-1_1_2_2-tetrafluoroethane,  0.00119,  0.00094,  0.00121,  0.00168,  0.00216,  0.00280,  0.00174,  0.00054,  0.31228,  0.45658
Tetrachloroethene,  0.00008,  0.00000,  0.00005,  0.00020,  0.00034,  0.00038,  0.00019,  0.00014,  0.72606,  1.75405
1_2-Dichlorobenzene,  0.00011,  0.00000,  0.00000,  0.00000,  0.00010,  0.00088,  0.00009,  0.00020,  2.28550,  1.77502
1_4-Dichlorobenzene,  0.00062,  0.00000,  0.00002,  0.00024,  0.00047,  0.00062,  0.00027,  0.00021,  0.80203,  0.34674
PCBTF,  0.00111,  0.00045,  0.00064,  0.00097,  0.00129,  0.00167,  0.00098,  0.00039,  0.39874,  0.35401
N-Butane,  0.14104,  0.11478,  0.12838,  0.14903,  0.15781,  0.16881,  0.14469,  0.01730,  0.11958,  0.12268
Isobutane,  0.08766,  0.00000,  0.00536,  0.06921,  0.09195,  0.10893,  0.05679,  0.04024,  0.70857,  0.45906
N-Pentane,  0.07323,  0.05678,  0.06297,  0.06870,  0.07263,  0.07546,  0.06786,  0.00562,  0.08275,  0.07668
Isopentane,  0.06848,  0.03199,  0.05080,  0.06295,  0.07573,  0.09470,  0.06239,  0.01628,  0.26100,  0.23779
2-Methyl pentane,  0.01645,  0.00000,  0.00213,  0.00857,  0.02470,  0.03837,  0.01165,  0.01206,  1.03506,  0.73296
Butene,  0.05189,  0.04817,  0.05109,  0.05420,  0.06353,  0.06788,  0.05669,  0.00694,  0.12240,  0.13371
Propylene,  0.10640,  0.08735,  0.09928,  0.11362,  0.14101,  0.16252,  0.11871,  0.02204,  0.18563,  0.20710
cis-2-Pentene,  0.00278,  0.00105,  0.00153,  0.00214,  0.00275,  0.00341,  0.00210,  0.00069,  0.32945,  0.24885
Isoprene,  0.02544,  0.00000,  0.01205,  0.02275,  0.02516,  0.03735,  0.02027,  0.01022,  0.50396,  0.40154
alpha-Pinene,  0.00547,  0.00253,  0.00385,  0.00519,  0.00620,  0.00841,  0.00514,  0.00153,  0.29755,  0.27961
MVK,  0.01349,  0.00000,  0.00607,  0.01000,  0.01497,  0.02008,  0.01037,  0.00503,  0.48541,  0.37317
Benzene,  0.01955,  0.00705,  0.01307,  0.02058,  0.02560,  0.03171,  0.02057,  0.00723,  0.35155,  0.36978
Toluene,  0.03536,  0.01305,  0.02514,  0.03115,  0.04071,  0.05374,  0.03191,  0.01229,  0.38521,  0.34770
Ethylbenzene,  0.00535,  0.00232,  0.00404,  0.00495,  0.00640,  0.00810,  0.00502,  0.00177,  0.35316,  0.33089
Propylbenzene,  0.00110,  0.00049,  0.00082,  0.00112,  0.00138,  0.00170,  0.00109,  0.00036,  0.32945,  0.32384
m_p-Xylene,  0.00752,  0.00275,  0.00602,  0.00717,  0.01488,  0.01951,  0.00947,  0.00525,  0.55431,  0.69758
o-Xylene,  0.00450,  0.00124,  0.00343,  0.00364,  0.00729,  0.00909,  0.00470,  0.00240,  0.51066,  0.53436
p-Isopropyl Toluene,  0.00052,  0.00000,  0.00000,  0.00000,  0.00043,  0.00072,  0.00016,  0.00024,  1.51451,  0.46470
Naphthalene,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
Methanol,  0.09446,  0.00000,  0.00000,  0.09161,  0.20317,  0.34221,  0.11277,  0.11330,  1.00473,  1.19943
Ethanol,  0.00000,  0.00000,  0.00361,  0.04616,  0.06638,  0.26206,  0.05288,  0.05975,  1.12991,  0.00000
Phenol,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00468,  0.00046,  0.00143,  3.07805,  0.00000
Isovaleraldehyde,  0.00000,  0.00000,  0.00000,  0.00000,  0.00065,  0.00282,  0.00049,  0.00095,  1.94510,  0.00000
Hexaldehyde,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00129,  0.00006,  0.00029,  4.47214,  0.00000
m_p-Tolualdehyde,  0.00004,  0.00000,  0.00000,  0.00000,  0.00000,  0.00005,  0.00001,  0.00002,  2.07605,  0.48463
Phenylacetaldehyde,  0.00000,  0.00000,  0.00000,  0.00114,  0.00296,  0.00878,  0.00196,  0.00247,  1.26370,  0.00000
Cyclohexanone,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
Methyl acetate,  0.00944,  0.00000,  0.00000,  0.00248,  0.01048,  0.01548,  0.00469,  0.00534,  1.13873,  0.56588
n-Butyl acetate,  0.02018,  0.00408,  0.01022,  0.01668,  0.01968,  0.02412,  0.01517,  0.00581,  0.38288,  0.28771
D5-Siloxane,  0.00000,  0.00000,  0.00000,  0.00305,  0.01375,  0.02340,  0.00740,  0.00798,  1.07944,  0.00000

Factor 5,,Statistics Over All Runs
,Lowest Q,Min,25th,50th,75th,Max,Mean    ,Std Dev,RSD % mean,RSD % Lowest Q
Dichloromethane,  0.00575,  0.00474,  0.00533,  0.00553,  0.00574,  0.00635,  0.00556,  0.00037,  0.06607,  0.06398
Chloroform,  0.00077,  0.00041,  0.00060,  0.00069,  0.00074,  0.00091,  0.00067,  0.00011,  0.16149,  0.14147
Trichlorofluoromethane,  0.00525,  0.00315,  0.00453,  0.00582,  0.00613,  0.00997,  0.00565,  0.00177,  0.31337,  0.33711
Dichlorodifluoromethane,  0.01022,  0.00561,  0.00831,  0.01065,  0.01294,  0.01751,  0.01082,  0.00278,  0.25706,  0.27218
Carbon Tetrachloride,  0.00111,  0.00015,  0.00095,  0.00113,  0.00137,  0.00245,  0.00111,  0.00057,  0.50844,  0.51008
1_1_2-Trichlorotrifluoroethane,  0.00146,  0.00096,  0.00126,  0.00134,  0.00191,  0.00336,  0.00162,  0.00064,  0.39431,  0.43706
1_2-Dichloro-1_1_2_2-tetrafluoroethane,  0.00035,  0.00018,  0.00030,  0.00033,  0.00045,  0.00080,  0.00038,  0.00015,  0.40106,  0.43970
Tetrachloroethene,  0.00020,  0.00007,  0.00016,  0.00018,  0.00021,  0.00022,  0.00017,  0.00004,  0.25305,  0.22035
1_2-Dichlorobenzene,  0.00000,  0.00000,  0.00000,  0.00000,  0.00004,  0.00006,  0.00002,  0.00002,  1.42847,  0.00000
1_4-Dichlorobenzene,  0.00014,  0.00000,  0.00002,  0.00007,  0.00014,  0.00016,  0.00008,  0.00006,  0.76052,  0.43186
PCBTF,  0.00085,  0.00048,  0.00073,  0.00086,  0.00097,  0.00103,  0.00083,  0.00017,  0.20966,  0.20485
N-Butane,  0.00268,  0.00000,  0.00163,  0.00229,  0.00435,  0.00707,  0.00282,  0.00181,  0.64140,  0.67437
Isobutane,  0.00355,  0.00025,  0.00312,  0.00405,  0.00530,  0.01290,  0.00429,  0.00252,  0.58603,  0.70910
N-Pentane,  0.00050,  0.00000,  0.00000,  0.00047,  0.00092,  0.00121,  0.00046,  0.00042,  0.91670,  0.84886
Isopentane,  0.01125,  0.00759,  0.00819,  0.01056,  0.01125,  0.01313,  0.01018,  0.00181,  0.17780,  0.16099
2-Methyl pentane,  0.01087,  0.00578,  0.00950,  0.01077,  0.01165,  0.01891,  0.01099,  0.00276,  0.25115,  0.25394
Butene,  0.00140,  0.00026,  0.00082,  0.00139,  0.00195,  0.00313,  0.00137,  0.00078,  0.57043,  0.55997
Propylene,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00063,  0.00003,  0.00014,  4.47214,  0.00000
cis-2-Pentene,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
Isoprene,  0.01619,  0.00153,  0.01137,  0.01670,  0.03201,  0.04424,  0.02127,  0.01202,  0.56497,  0.74207
alpha-Pinene,  0.00273,  0.00000,  0.00201,  0.00274,  0.00563,  0.00774,  0.00364,  0.00213,  0.58602,  0.78048
MVK,  0.00676,  0.00000,  0.00412,  0.00687,  0.01412,  0.01961,  0.00895,  0.00561,  0.62683,  0.82934
Benzene,  0.00031,  0.00000,  0.00000,  0.00000,  0.00021,  0.00163,  0.00016,  0.00037,  2.25790,  1.17973
Toluene,  0.01178,  0.00131,  0.00955,  0.01203,  0.01304,  0.01491,  0.01054,  0.00428,  0.40622,  0.36361
Ethylbenzene,  0.00207,  0.00035,  0.00178,  0.00213,  0.00228,  0.00260,  0.00187,  0.00070,  0.37350,  0.33791
Propylbenzene,  0.00043,  0.00006,  0.00035,  0.00045,  0.00048,  0.00055,  0.00039,  0.00015,  0.36947,  0.34235
m_p-Xylene,  0.00194,  0.00000,  0.00149,  0.00193,  0.00254,  0.00290,  0.00183,  0.00093,  0.50725,  0.48026
o-Xylene,  0.00196,  0.00020,  0.00143,  0.00198,  0.00224,  0.00251,  0.00175,  0.00074,  0.42081,  0.37647
p-Isopropyl Toluene,  0.00060,  0.00037,  0.00050,  0.00075,  0.00085,  0.00099,  0.00069,  0.00019,  0.27351,  0.31471
Naphthalene,  0.00136,  0.00059,  0.00108,  0.00132,  0.00159,  0.00171,  0.00131,  0.00032,  0.24141,  0.23191
