**** Run Comparison Statistics ****

Concentration of Species,Lowest Q (Robust) Run = Run 6

Factor 1,,Statistics Over All Runs
,Lowest Q,Min,25th,50th,75th,Max,Mean    ,Std Dev,RSD % mean,RSD % Lowest Q
Isoprene,  0.01410,  0.00000,  0.00000,  0.00000,  0.01794,  0.19316,  0.01560,  0.04264,  2.73281,  3.02487
Isovaleraldehyde,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00958,  0.00077,  0.00225,  2.92307,  0.00000
MVK,  0.01101,  0.00000,  0.00328,  0.00432,  0.01282,  0.09266,  0.01058,  0.01995,  1.88660,  1.81266
Methanol,  0.29487,  0.00000,  0.00059,  0.36591,  1.17328,  3.16330,  0.62965,  0.78629,  1.24878,  2.66656
Methyl acetate,  0.03247,  0.00000,  0.02190,  0.03205,  0.04329,  0.08540,  0.03811,  0.02401,  0.63005,  0.73951
N-Butane,  0.05751,  0.00000,  0.05690,  0.06901,  0.09064,  0.19216,  0.07625,  0.04577,  0.60026,  0.79588
Naphthalene,  0.00358,  0.00000,  0.00185,  0.00356,  0.00376,  0.00427,  0.00278,  0.00141,  0.50869,  0.39461
Parachlorobenzotrifluoride,  0.00098,  0.00039,  0.00098,  0.00126,  0.00165,  0.00181,  0.00126,  0.00041,  0.32346,  0.41824
Pentane,  0.00000,  0.00000,  0.00000,  0.00000,  0.00187,  0.07334,  0.00833,  0.02184,  2.62356,  0.00000
Phenol,  0.00000,  0.00000,  0.00000,  0.00000,  0.01642,  0.05030,  0.00801,  0.01518,  1.89579,  0.00000
Phenylacetaldehyde,  0.00000,  0.00000,  0.00000,  0.00000,  0.00561,  0.02142,  0.00372,  0.00688,  1.84969,  0.00000
Propylene,  0.03985,  0.00000,  0.01323,  0.04126,  0.06560,  0.16682,  0.04990,  0.04420,  0.88570,  1.10898
Tetrachloroethene,  0.00073,  0.00018,  0.00064,  0.00073,  0.00113,  0.00129,  0.00083,  0.00031,  0.36714,  0.42186
Toluene,  0.01268,  0.00454,  0.01241,  0.01500,  0.03404,  0.04520,  0.02092,  0.01227,  0.58632,  0.96728
Trichlorofluoromethane,  0.00844,  0.00000,  0.00202,  0.00658,  0.01530,  0.06910,  0.01600,  0.02173,  1.35856,  2.57447
a-Pinene,  0.00474,  0.00000,  0.00075,  0.00310,  0.00540,  0.03729,  0.00457,  0.00801,  1.75133,  1.68833
cis-2-Pentene,  0.00043,  0.00000,  0.00038,  0.00043,  0.00180,  0.00245,  0.00087,  0.00082,  0.95108,  1.91626
m_p-Tolualdehyde,  0.00031,  0.00006,  0.00021,  0.00031,  0.00036,  0.00047,  0.00028,  0.00010,  0.34170,  0.31537
m_p-Xylene,  0.00012,  0.00000,  0.00000,  0.00015,  0.00532,  0.01204,  0.00233,  0.00377,  1.61665, 30.92821
n-Butyl acetate,  0.00000,  0.00000,  0.00000,  0.00000,  0.00675,  0.01857,  0.00330,  0.00574,  1.74151,  0.00000
o-Xylene,  0.00230,  0.00000,  0.00227,  0.00239,  0.00435,  0.00689,  0.00310,  0.00184,  0.59384,  0.80244
p-Cymene,  0.00015,  0.00000,  0.00006,  0.00020,  0.00064,  0.00126,  0.00033,  0.00036,  1.06797,  2.32301
p-Isopropyl Toluene,  0.00205,  0.00000,  0.00086,  0.00212,  0.00291,  0.00471,  0.00218,  0.00140,  0.64161,  0.68105

Factor 2,,Statistics Over All Runs
,Lowest Q,Min,25th,50th,75th,Max,Mean    ,Std Dev,RSD % mean,RSD % Lowest Q
1-Butene + Isobutylene,  0.00620,  0.00229,  0.00469,  0.00619,  0.01827,  0.07709,  0.01530,  0.02029,  1.32605,  3.27307
2-Methyl pentane,  0.00442,  0.00329,  0.00419,  0.00705,  0.01847,  0.07026,  0.01562,  0.01931,  1.23600,  4.37053
Acetaldehyde,  0.38135,  0.00000,  0.36154,  0.38890,  0.54449,  0.62746,  0.41184,  0.17109,  0.41544,  0.44865
Benzene,  0.01326,  0.00000,  0.00376,  0.01304,  0.02318,  0.05549,  0.01726,  0.01565,  0.90659,  1.18013
Benzene_ 1_2-dichloro-,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00057,  0.00003,  0.00013,  4.47214,  0.00000
Benzene_ 1_4-dichloro,  0.00000,  0.00000,  0.00000,  0.00000,  0.00003,  0.00057,  0.00005,  0.00014,  2.51877,  0.00000
Benzene_ propyl-,  0.00347,  0.00050,  0.00292,  0.00328,  0.00345,  0.00456,  0.00301,  0.00092,  0.30590,  0.26557
Carbon Tetrachloride,  0.00156,  0.00154,  0.00227,  0.00306,  0.00465,  0.00918,  0.00355,  0.00189,  0.53203,  1.21528
Chloroform,  0.00050,  0.00000,  0.00050,  0.00067,  0.00131,  0.00485,  0.00122,  0.00134,  1.09809,  2.68497
Cyclohexanone,  0.00076,  0.00000,  0.00076,  0.00082,  0.00093,  0.00096,  0.00076,  0.00027,  0.35875,  0.35647
Decamethylcyclopentasiloxane,  0.00362,  0.00000,  0.00221,  0.00839,  0.03139,  0.05965,  0.01757,  0.01964,  1.11776,  5.42281
Dichlorodifluoromethane,  0.01500,  0.00662,  0.01346,  0.01726,  0.04447,  0.07624,  0.03021,  0.02199,  0.72784,  1.46591
Dichloromethane,  0.00645,  0.00540,  0.00610,  0.00638,  0.00938,  0.02303,  0.00868,  0.00480,  0.55300,  0.74379
Ethane_ 1_1_2-trichloro-1_2_2-trifluoro-,  0.00000,  0.00000,  0.00000,  0.00000,  0.00035,  0.01135,  0.00133,  0.00335,  2.51953,  0.00000
Ethane_ 1_2-dichloro-1_1_2_2-tetrafluoro-,  0.00000,  0.00000,  0.00000,  0.00000,  0.00066,  0.00356,  0.00052,  0.00096,  1.85787,  0.00000
Ethanol,  0.00000,  0.00000,  0.00000,  0.02290,  0.19365,  0.21796,  0.07531,  0.09286,  1.23303,  0.00000
Ethylbenzene,  0.01820,  0.00265,  0.01498,  0.01709,  0.01811,  0.02182,  0.01535,  0.00480,  0.31242,  0.26365
Formaldehyde,  0.24367,  0.00000,  0.20368,  0.24340,  0.50448,  0.72518,  0.32656,  0.20279,  0.62099,  0.83224
Hexaldehyde,  0.02360,  0.00000,  0.01345,  0.02358,  0.02597,  0.03564,  0.02002,  0.01128,  0.56345,  0.47805
Isobutane,  0.00000,  0.00000,  0.00000,  0.00017,  0.00710,  0.10787,  0.01296,  0.03057,  2.35925,  0.00000
Isopentane,  0.02200,  0.00830,  0.01607,  0.02165,  0.03149,  0.10365,  0.02984,  0.02550,  0.85458,  1.15922
Isoprene,  0.03235,  0.00000,  0.01123,  0.02856,  0.04468,  0.07844,  0.02855,  0.02072,  0.72563,  0.64037
Isovaleraldehyde,  0.01063,  0.00000,  0.00782,  0.01000,  0.01083,  0.01348,  0.00884,  0.00383,  0.43318,  0.36027
MVK,  0.00980,  0.00000,  0.00209,  0.00858,  0.01726,  0.03376,  0.01021,  0.00874,  0.85607,  0.89206
Methanol,  0.24582,  0.00000,  0.62950,  1.10605,  1.52930,  2.43850,  1.12367,  0.71652,  0.63766,  2.91481
Methyl acetate,  0.01592,  0.00668,  0.01563,  0.01602,  0.02521,  0.06381,  0.01970,  0.01219,  0.61865,  0.76547
N-Butane,  0.00954,  0.00000,  0.00896,  0.01224,  0.02027,  0.16884,  0.02778,  0.04650,  1.67375,  4.87636
Naphthalene,  0.00531,  0.00000,  0.00513,  0.00584,  0.00669,  0.00930,  0.00570,  0.00228,  0.40050,  0.42984
Parachlorobenzotrifluoride,  0.00379,  0.00080,  0.00307,  0.00347,  0.00377,  0.00551,  0.00334,  0.00102,  0.30480,  0.26812
Pentane,  0.00238,  0.00000,  0.00000,  0.00226,  0.00266,  0.07605,  0.00897,  0.02291,  2.55385,  9.60758
Phenol,  0.00166,  0.00000,  0.00000,  0.00025,  0.00377,  0.01103,  0.00202,  0.00337,  1.66834,  2.03660
Phenylacetaldehyde,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.01034,  0.00073,  0.00246,  3.34928,  0.00000
Propylene,  0.04744,  0.03051,  0.04044,  0.04836,  0.07158,  0.09771,  0.05746,  0.02094,  0.36431,  0.44135
Tetrachloroethene,  0.00118,  0.00009,  0.00102,  0.00113,  0.00119,  0.00189,  0.00107,  0.00036,  0.33691,  0.30570
Toluene,  0.10960,  0.02190,  0.08476,  0.10183,  0.10915,  0.12475,  0.09025,  0.02782,  0.30826,  0.25382
Trichlorofluoromethane,  0.00147,  0.00000,  0.00000,  0.00197,  0.00418,  0.04002,  0.00590,  0.01148,  1.94485,  7.82015
a-Pinene,  0.01119,  0.00000,  0.00747,  0.01065,  0.01501,  0.01990,  0.01049,  0.00515,  0.49074,  0.46018
cis-2-Pentene,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00395,  0.00038,  0.00118,  3.07951,  0.00000
m_p-Tolualdehyde,  0.00051,  0.00000,  0.00051,  0.00051,  0.00059,  0.00064,  0.00049,  0.00018,  0.35774,  0.34694
m_p-Xylene,  0.02694,  0.00092,  0.02104,  0.02439,  0.02641,  0.02777,  0.02172,  0.00754,  0.34706,  0.27983
n-Butyl acetate,  0.04980,  0.01454,  0.03188,  0.04410,  0.04900,  0.05500,  0.03951,  0.01272,  0.32191,  0.25541
o-Xylene,  0.01999,  0.00058,  0.01703,  0.01876,  0.01991,  0.02306,  0.01682,  0.00585,  0.34813,  0.29283
p-Cymene,  0.00050,  0.00030,  0.00034,  0.00043,  0.00049,  0.00087,  0.00044,  0.00015,  0.33683,  0.29795
p-Isopropyl Toluene,  0.00010,  0.00000,  0.00000,  0.00018,  0.00100,  0.00215,  0.00053,  0.00066,  1.24771,  6.96768

Factor 3,,Statistics Over All Runs
,Lowest Q,Min,25th,50th,75th,Max,Mean    ,Std Dev,RSD % mean,RSD % Lowest Q
1-Butene + Isobutylene,  0.00068,  0.00000,  0.00067,  0.00075,  0.00212,  0.00386,  0.00139,  0.00122,  0.87936,  1.80170
2-Methyl pentane,  0.00894,  0.00676,  0.00709,  0.00893,  0.01229,  0.01592,  0.00972,  0.00304,  0.31299,  0.34030
Acetaldehyde,  0.02016,  0.00000,  0.01984,  0.02771,  0.07040,  0.11437,  0.04454,  0.03546,  0.79624,  1.75877
Benzene,  0.00225,  0.00000,  0.00061,  0.00177,  0.00213,  0.00502,  0.00149,  0.00119,  0.79795,  0.53022
Benzene_ 1_2-dichloro-,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00008,  0.00001,  0.00002,  3.18662,  0.00000
Benzene_ 1_4-dichloro,  0.00006,  0.00000,  0.00005,  0.00006,  0.00009,  0.00030,  0.00009,  0.00008,  0.91545,  1.48294
Benzene_ propyl-,  0.00042,  0.00012,  0.00024,  0.00042,  0.00045,  0.00052,  0.00038,  0.00012,  0.31697,  0.28411
Carbon Tetrachloride,  0.00094,  0.00078,  0.00093,  0.00119,  0.00149,  0.00182,  0.00123,  0.00033,  0.26872,  0.35321
Chloroform,  0.00069,  0.00019,  0.00063,  0.00066,  0.00070,  0.00098,  0.00063,  0.00019,  0.30088,  0.27539
Cyclohexanone,  0.00010,  0.00002,  0.00008,  0.00010,  0.00011,  0.00015,  0.00009,  0.00003,  0.34413,  0.33723
Decamethylcyclopentasiloxane,  0.00349,  0.00009,  0.00300,  0.00349,  0.00415,  0.00902,  0.00409,  0.00235,  0.57505,  0.67410
Dichlorodifluoromethane,  0.00856,  0.00850,  0.00892,  0.00954,  0.01239,  0.01411,  0.01045,  0.00189,  0.18069,  0.22064
Dichloromethane,  0.00551,  0.00380,  0.00527,  0.00547,  0.00557,  0.00629,  0.00529,  0.00066,  0.12407,  0.11905
Ethane_ 1_1_2-trichloro-1_2_2-trifluoro-,  0.00124,  0.00123,  0.00124,  0.00171,  0.00205,  0.00255,  0.00171,  0.00043,  0.25196,  0.34875
Ethane_ 1_2-dichloro-1_1_2_2-tetrafluoro-,  0.00031,  0.00031,  0.00031,  0.00040,  0.00044,  0.00057,  0.00040,  0.00008,  0.19131,  0.24500
Ethanol,  0.00000,  0.00000,  0.00000,  0.00000,  0.03090,  0.09854,  0.01509,  0.02866,  1.89899,  0.00000
Ethylbenzene,  0.00213,  0.00048,  0.00095,  0.00210,  0.00220,  0.00239,  0.00175,  0.00065,  0.37018,  0.30450
Formaldehyde,  0.01448,  0.00000,  0.01375,  0.03589,  0.14193,  0.19185,  0.07310,  0.07049,  0.96428,  4.86683
Hexaldehyde,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00068,  0.00010,  0.00023,  2.39838,  0.00000
Isobutane,  0.00432,  0.00000,  0.00115,  0.00464,  0.00792,  0.01200,  0.00500,  0.00399,  0.79743,  0.92317
Isopentane,  0.00871,  0.00690,  0.00833,  0.00865,  0.01120,  0.01407,  0.00960,  0.00224,  0.23355,  0.25727
Isoprene,  0.01015,  0.00638,  0.00914,  0.02424,  0.04170,  0.05419,  0.02624,  0.01621,  0.61763,  1.59752
Isovaleraldehyde,  0.00000,  0.00000,  0.00000,  0.00000,  0.00023,  0.00076,  0.00014,  0.00024,  1.72045,  0.00000
MVK,  0.00343,  0.00191,  0.00297,  0.00968,  0.01787,  0.02425,  0.01075,  0.00757,  0.70409,  2.20957
Methanol, 73.36100, 71.40000, 72.47550, 72.93550, 73.33650, 73.94000, 72.86200,  0.62525,  0.00858,  0.00852
Methyl acetate,  0.00660,  0.00031,  0.00471,  0.00653,  0.00664,  0.00953,  0.00556,  0.00229,  0.41134,  0.34620
N-Butane,  0.00229,  0.00000,  0.00144,  0.00248,  0.00478,  0.00774,  0.00333,  0.00258,  0.77469,  1.12578
Naphthalene,  0.00127,  0.00065,  0.00121,  0.00128,  0.00148,  0.00192,  0.00135,  0.00032,  0.23390,  0.24799
Parachlorobenzotrifluoride,  0.00092,  0.00043,  0.00057,  0.00088,  0.00091,  0.00094,  0.00078,  0.00019,  0.24407,  0.20627
Pentane,  0.00054,  0.00000,  0.00000,  0.00033,  0.00053,  0.00108,  0.00034,  0.00030,  0.88443,  0.55337
Phenol,  0.00146,  0.00046,  0.00148,  0.00641,  0.01281,  0.01808,  0.00715,  0.00574,  0.80263,  3.93953
Phenylacetaldehyde,  0.00037,  0.00012,  0.00038,  0.00158,  0.00267,  0.00362,  0.00167,  0.00115,  0.68756,  3.08926
Propylene,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00061,  0.00003,  0.00014,  4.47214,  0.00000
Tetrachloroethene,  0.00018,  0.00007,  0.00012,  0.00018,  0.00018,  0.00023,  0.00016,  0.00005,  0.30989,  0.27561
Toluene,  0.01218,  0.00246,  0.00533,  0.01178,  0.01217,  0.01334,  0.00975,  0.00384,  0.39365,  0.31523
Trichlorofluoromethane,  0.00514,  0.00477,  0.00506,  0.00556,  0.00727,  0.00856,  0.00609,  0.00127,  0.20805,  0.24676
a-Pinene,  0.00170,  0.00074,  0.00155,  0.00429,  0.00739,  0.00946,  0.00464,  0.00294,  0.63449,  1.73342
cis-2-Pentene,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
m_p-Tolualdehyde,  0.00004,  0.00000,  0.00004,  0.00004,  0.00008,  0.00011,  0.00005,  0.00003,  0.53556,  0.68307
m_p-Xylene,  0.00218,  0.00000,  0.00100,  0.00214,  0.00231,  0.00284,  0.00180,  0.00076,  0.42133,  0.34825
n-Butyl acetate,  0.00645,  0.00000,  0.00215,  0.00538,  0.00638,  0.00645,  0.00443,  0.00246,  0.55546,  0.38172
o-Xylene,  0.00203,  0.00032,  0.00089,  0.00200,  0.00214,  0.00250,  0.00168,  0.00066,  0.39064,  0.32360
p-Cymene,  0.00006,  0.00004,  0.00006,  0.00013,  0.00021,  0.00026,  0.00014,  0.00008,  0.59178,  1.45256
p-Isopropyl Toluene,  0.00057,  0.00025,  0.00053,  0.00057,  0.00083,  0.00110,  0.00067,  0.00023,  0.34615,  0.40801

Factor 4,,Statistics Over All Runs
,Lowest Q,Min,25th,50th,75th,Max,Mean    ,Std Dev,RSD % mean,RSD % Lowest Q
1-Butene + Isobutylene,  0.04610,  0.00490,  0.02510,  0.04533,  0.04663,  0.06495,  0.03845,  0.01518,  0.39478,  0.32931
2-Methyl pentane,  0.18026,  0.03024,  0.10794,  0.18115,  0.18930,  0.21313,  0.14856,  0.05729,  0.38567,  0.31784
Acetaldehyde,  0.15208,  0.00000,  0.05487,  0.14119,  0.17321,  0.30862,  0.12704,  0.08530,  0.67140,  0.56086
Benzene,  0.16156,  0.00987,  0.11266,  0.14549,  0.16100,  0.16161,  0.12896,  0.04262,  0.33045,  0.26378
Benzene_ 1_2-dichloro-,  0.00049,  0.00000,  0.00034,  0.00050,  0.00061,  0.00073,  0.00044,  0.00021,  0.48446,  0.43459
Benzene_ 1_4-dichloro,  0.00018,  0.00000,  0.00000,  0.00017,  0.00032,  0.00063,  0.00020,  0.00018,  0.91311,  1.01758
Benzene_ propyl-,  0.00378,  0.00085,  0.00361,  0.00378,  0.00424,  0.00534,  0.00379,  0.00090,  0.23691,  0.23754
Carbon Tetrachloride,  0.03032,  0.00000,  0.01530,  0.02468,  0.03033,  0.03042,  0.02108,  0.00977,  0.46352,  0.32235
Chloroform,  0.01318,  0.00172,  0.00834,  0.01252,  0.01324,  0.01343,  0.01039,  0.00363,  0.34972,  0.27568
Cyclohexanone,  0.00000,  0.00000,  0.00000,  0.00000,  0.00013,  0.00061,  0.00011,  0.00018,  1.62348,  0.00000
Decamethylcyclopentasiloxane,  0.01827,  0.00000,  0.00076,  0.01130,  0.01915,  0.03597,  0.01121,  0.00997,  0.88953,  0.54592
Dichlorodifluoromethane,  0.07428,  0.00000,  0.01885,  0.06108,  0.07056,  0.07636,  0.04638,  0.02778,  0.59904,  0.37402
Dichloromethane,  0.05494,  0.00812,  0.03603,  0.04901,  0.05475,  0.05495,  0.04308,  0.01419,  0.32943,  0.25830
Ethane_ 1_1_2-trichloro-1_2_2-trifluoro-,  0.03220,  0.00000,  0.01524,  0.02715,  0.03222,  0.03260,  0.02220,  0.01139,  0.51286,  0.35358
Ethane_ 1_2-dichloro-1_1_2_2-tetrafluoro-,  0.00469,  0.00000,  0.00213,  0.00326,  0.00456,  0.00470,  0.00303,  0.00148,  0.49013,  0.31643
Ethanol,  0.14901,  0.00000,  0.00133,  0.12906,  0.14385,  0.22641,  0.09003,  0.07824,  0.86903,  0.52504
Ethylbenzene,  0.01668,  0.00349,  0.01624,  0.01667,  0.02060,  0.02393,  0.01752,  0.00436,  0.24907,  0.26153
Formaldehyde,  0.50265,  0.00000,  0.07891,  0.39153,  0.50276,  0.55581,  0.32659,  0.21049,  0.64452,  0.41877
Hexaldehyde,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.01406,  0.00092,  0.00324,  3.53096,  0.00000
Isobutane,  0.04301,  0.00000,  0.00024,  0.04780,  0.05819,  0.13775,  0.04248,  0.03542,  0.83384,  0.82341
Isopentane,  0.13856,  0.03644,  0.09049,  0.13553,  0.14307,  0.15858,  0.11679,  0.03471,  0.29722,  0.25053
Isoprene,  0.07344,  0.00000,  0.00000,  0.00229,  0.08117,  0.12650,  0.03848,  0.04443,  1.15456,  0.60495
Isovaleraldehyde,  0.00362,  0.00000,  0.00249,  0.00362,  0.00396,  0.01037,  0.00341,  0.00208,  0.61141,  0.57531
MVK,  0.03739,  0.00000,  0.00000,  0.00296,  0.04109,  0.06421,  0.01974,  0.02231,  1.13003,  0.59671
Methanol,  1.43860,  0.00000,  1.13315,  1.54050,  2.04205,  3.15540,  1.62226,  0.80062,  0.49352,  0.55653
Methyl acetate,  0.13292,  0.01109,  0.09015,  0.13085,  0.13320,  0.14360,  0.11080,  0.03438,  0.31029,  0.25866
N-Butane,  0.05009,  0.00000,  0.02417,  0.05009,  0.05537,  0.17998,  0.04981,  0.03746,  0.75201,  0.74790
Naphthalene,  0.00450,  0.00000,  0.00325,  0.00450,  0.00468,  0.00742,  0.00420,  0.00146,  0.34771,  0.32414
Parachlorobenzotrifluoride,  0.00486,  0.00067,  0.00474,  0.00486,  0.00509,  0.00670,  0.00487,  0.00119,  0.24502,  0.24541
Pentane,  0.01562,  0.00000,  0.00436,  0.01582,  0.01863,  0.06254,  0.01692,  0.01595,  0.94266,  1.02110
Phenol,  0.12941,  0.00000,  0.05097,  0.07502,  0.12941,  0.13255,  0.08378,  0.04748,  0.56671,  0.36688
Phenylacetaldehyde,  0.05050,  0.00000,  0.02245,  0.03733,  0.04989,  0.05055,  0.03380,  0.01721,  0.50931,  0.34086
Propylene,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.14690,  0.01270,  0.03498,  2.75402,  0.00000
Tetrachloroethene,  0.00206,  0.00035,  0.00168,  0.00206,  0.00208,  0.00275,  0.00190,  0.00046,  0.24011,  0.22073
Toluene,  0.11912,  0.02101,  0.11751,  0.11907,  0.13751,  0.15796,  0.12162,  0.02823,  0.23212,  0.23699
Trichlorofluoromethane,  0.11908,  0.00993,  0.06752,  0.08836,  0.11913,  0.12058,  0.08402,  0.03738,  0.44484,  0.31388
a-Pinene,  0.01255,  0.00000,  0.00000,  0.00281,  0.01391,  0.02213,  0.00690,  0.00741,  1.07261,  0.59009
cis-2-Pentene,  0.00441,  0.00000,  0.00269,  0.00378,  0.00442,  0.00466,  0.00342,  0.00136,  0.39683,  0.30729
m_p-Tolualdehyde,  0.00000,  0.00000,  0.00000,  0.00000,  0.00008,  0.00038,  0.00006,  0.00011,  1.93059,  0.00000
m_p-Xylene,  0.00874,  0.00000,  0.00861,  0.00933,  0.01574,  0.02814,  0.01216,  0.00719,  0.59124,  0.82300
n-Butyl acetate,  0.05978,  0.00842,  0.05901,  0.06184,  0.07509,  0.08573,  0.06443,  0.01613,  0.25044,  0.26991
o-Xylene,  0.01171,  0.00254,  0.01134,  0.01170,  0.01691,  0.02309,  0.01363,  0.00477,  0.34972,  0.40706
p-Cymene,  0.00216,  0.00024,  0.00128,  0.00194,  0.00217,  0.00245,  0.00169,  0.00059,  0.35015,  0.27498
p-Isopropyl Toluene,  0.00844,  0.00046,  0.00467,  0.00701,  0.00861,  0.00864,  0.00632,  0.00264,  0.41714,  0.31242

Factor 5,,Statistics Over All Runs
,Lowest Q,Min,25th,50th,75th,Max,Mean    ,Std Dev,RSD % mean,RSD % Lowest Q
1-Butene + Isobutylene,  0.06399,  0.00109,  0.02574,  0.06322,  0.06624,  0.06907,  0.04827,  0.02251,  0.46645,  0.35184
2-Methyl pentane,  0.03430,  0.00000,  0.00265,  0.00810,  0.03103,  0.03436,  0.01437,  0.01313,  0.91351,  0.38280
Acetaldehyde,  0.06552,  0.00000,  0.05380,  0.06092,  0.07657,  0.18455,  0.06992,  0.04661,  0.66664,  0.71143
Benzene,  0.02136,  0.00000,  0.00043,  0.01008,  0.02267,  0.03046,  0.01236,  0.01069,  0.86484,  0.50016
Benzene_ 1_2-dichloro-,  0.00018,  0.00000,  0.00013,  0.00016,  0.00474,  0.00529,  0.00196,  0.00235,  1.20026, 13.41872
Benzene_ 1_4-dichloro,  0.00020,  0.00003,  0.00009,  0.00018,  0.00028,  0.00609,  0.00049,  0.00132,  2.71482,  6.51502
Benzene_ propyl-,  0.00125,  0.00025,  0.00085,  0.00116,  0.00137,  0.00195,  0.00108,  0.00039,  0.35656,  0.31005
Carbon Tetrachloride,  0.00000,  0.00000,  0.00000,  0.00000,  0.00024,  0.00575,  0.00052,  0.00139,  2.64338,  0.00000
Chloroform,  0.00160,  0.00059,  0.00070,  0.00101,  0.00148,  0.00177,  0.00112,  0.00039,  0.35025,  0.24456
Cyclohexanone,  0.00000,  0.00000,  0.00000,  0.00000,  0.00001,  0.00018,  0.00003,  0.00006,  1.98005,  0.00000
Decamethylcyclopentasiloxane,  0.01674,  0.00240,  0.00564,  0.01132,  0.01570,  0.01675,  0.01046,  0.00508,  0.48559,  0.30346
Dichlorodifluoromethane,  0.02216,  0.00000,  0.00000,  0.02470,  0.04037,  0.05116,  0.02270,  0.01854,  0.81674,  0.83656
Dichloromethane,  0.00925,  0.00377,  0.00600,  0.00853,  0.01035,  0.01112,  0.00805,  0.00235,  0.29194,  0.25406
Ethane_ 1_1_2-trichloro-1_2_2-trifluoro-,  0.00000,  0.00000,  0.00000,  0.00000,  0.00556,  0.00924,  0.00243,  0.00332,  1.36874,  0.00000
Ethane_ 1_2-dichloro-1_1_2_2-tetrafluoro-,  0.00131,  0.00000,  0.00090,  0.00151,  0.00172,  0.00258,  0.00136,  0.00065,  0.47777,  0.49642
