
Residuals from Base Run #4 (Convergent Run)

Base_Run,Date_Time,Dichloromethane,Chloroform,Trichlorofluoromethane,Dichlorodifluoromethane,Carbon Tetrachloride,1_1_2-Trichlorotrifluoroethane,1_2-Dichloro-1_1_2_2-tetrafluoroethane,Tetrachloroethene,1_2-Dichlorobenzene,1_4-Dichlorobenzene,PCBTF,N-Butane,Isobutane,N-Pentane,Isopentane,2-Methyl pentane,Butene,Propylene,cis-2-Pentene,Isoprene,alpha-Pinene,MVK,Benzene,Toluene,Ethylbenzene,Propylbenzene,m_p-Xylene,o-Xylene,p-Isopropyl Toluene,Naphthalene,Methanol,Ethanol,Phenol,Formaldehyde,Acetaldehyde,Isovaleraldehyde,Hexaldehyde,m_p-Tolualdehyde,Phenylacetaldehyde,Cyclohexanone,Methyl acetate,n-Butyl acetate,D5-Siloxane
4,07/10/21,2.187000E-002,2.072000E-003,-6.890000E-002,3.895000E-002,-2.651000E-002,5.043000E-004,-1.151000E-003,3.392000E-003,-3.340000E-004,8.701000E-003,-2.522000E-003,9.327000E-002,-3.784000E-002,-1.396000E-002,-1.622000E-002,-3.878000E-002,5.390000E-002,3.577000E-002,-2.200000E-003,4.554000E-002,6.947000E-003,-7.582000E-003,1.396000E-001,-1.000000E-002,5.378000E-003,-1.177000E-003,6.453000E-003,3.335000E-004,-1.711000E-003,5.424000E-003,-1.548000E+000,9.380000E-001,1.766000E-001,-1.218000E+000,-7.430000E-001,1.268000E-002,-7.088000E-003,-7.233000E-004,5.635000E-002,-6.304000E-004,1.282000E-001,3.519000E-003,1.935000E-002
4,07/11/21,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002
4,07/12/21,-2.151000E-002,7.886000E-003,-3.576000E-002,-3.853000E-003,1.521000E-002,1.146000E-002,3.628000E-004,-2.929000E-003,-5.943000E-005,3.458000E-004,-9.799000E-003,-8.627000E-002,-5.794000E-002,5.181000E-002,6.938000E-002,1.253000E-002,3.054000E-002,1.661000E-002,-1.635000E-004,1.747000E-002,5.995000E-003,-3.607000E-002,4.653000E-001,6.803000E-002,6.984000E-003,2.537000E-003,1.368000E-002,9.708000E-003,1.079000E-003,8.580000E-003,-4.494000E-001,7.043000E-001,5.535000E-002,-5.252000E-001,-3.987000E-001,-7.707000E-003,-2.862000E-002,-2.507000E-006,-5.926000E-002,2.824000E-004,1.365000E-001,-7.895000E-002,2.628000E-002
4,07/13/21,4.697000E-002,8.669000E-004,1.482000E-002,-6.827000E-002,1.127000E-002,1.142000E-002,-6.775000E-004,8.760000E-004,-3.993000E-004,2.933000E-004,3.700000E-003,6.688000E-002,3.763000E-002,-9.893000E-003,-6.942000E-002,-1.690000E-001,5.134000E-002,-3.320000E-002,6.535000E-003,4.928000E-002,3.783000E-003,2.552000E-003,8.151000E-002,-3.109000E-002,-3.959000E-003,-4.206000E-004,3.827000E-003,-2.372000E-003,-5.269000E-003,-7.593000E-004,8.615000E-002,9.205000E-001,1.276000E-001,-2.180000E-001,3.881000E-002,1.655000E-002,4.599000E-002,-5.603000E-004,-4.670000E-002,1.148000E-005,2.967000E-001,-7.017000E-003,-6.310000E-003
4,07/14/21,1.126000E-002,2.008000E-003,-4.774000E-002,-8.579000E-002,-3.801000E-002,-1.197000E-002,6.040000E-004,2.042000E-004,-1.122000E-004,-3.011000E-004,-1.691000E-003,3.811000E-002,-5.182000E-002,-4.319000E-003,-9.867000E-002,-8.642000E-002,1.504000E-001,5.196000E-002,6.815000E-003,-7.407000E-002,-5.711000E-003,-2.575000E-002,2.951000E-001,-6.581000E-002,-3.279000E-003,-4.882000E-004,-3.530000E-004,-4.892000E-003,1.324000E-002,1.712000E-003,1.140000E+001,-8.787000E-003,1.060000E-001,5.030000E-001,-1.826000E-001,3.407000E-002,4.091000E-002,-3.759000E-005,4.564000E-002,3.973000E-004,1.854000E-001,1.770000E-002,3.131000E-002
4,07/15/21,-9.568000E-003,6.360000E-003,-1.701000E-002,3.830000E-002,2.007000E-002,1.812000E-002,-7.111000E-005,-2.767000E-003,-3.793000E-004,6.521000E-004,-1.060000E-002,-2.037000E-002,-1.223000E-001,7.166000E-002,1.874000E-001,5.024000E-002,-1.294000E-002,-3.298000E-002,-2.166000E-003,8.633000E-002,1.657000E-002,2.849000E-002,-1.326000E-002,-1.989000E-002,-3.570000E-003,-1.438000E-003,2.045000E-002,6.641000E-003,9.439000E-003,1.184000E-002,-2.494000E+000,-2.456000E-001,-1.649000E-001,-8.766000E-001,-4.389000E-001,1.187000E-003,-1.898000E-002,-6.072000E-004,-5.288000E-002,6.174000E-004,2.571000E-001,1.173000E-002,4.724000E-002
4,07/16/21,1.894000E-002,-5.563000E-003,5.593000E-002,-8.170000E-003,1.453000E-002,2.379000E-002,3.168000E-003,-1.068000E-004,-1.319000E-004,1.773000E-004,-7.283000E-003,2.305000E-002,-2.460000E-002,5.408000E-003,-2.679000E-002,-6.278000E-002,3.956000E-002,-9.297000E-002,4.985000E-005,-6.244000E-002,-5.768000E-003,-4.487000E-002,6.006000E-001,2.255000E-002,5.899000E-003,1.363000E-003,1.419000E-002,7.663000E-003,-2.006000E-003,4.468000E-003,5.674000E-002,6.635000E-001,9.994000E-003,-5.283000E-001,-3.110000E-001,-5.483000E-003,-3.936000E-002,4.537000E-005,4.468000E-002,-5.518000E-004,-9.309000E-002,-2.954000E-003,3.416000E-002
4,07/17/21,1.993000E-002,3.797000E-003,4.888000E-002,-7.727000E-003,2.481000E-002,2.862000E-002,7.700000E-004,-1.533000E-003,-4.521000E-005,1.125000E-004,-1.928000E-004,4.413000E-003,-4.324000E-002,1.758000E-002,1.493000E-002,-3.507000E-002,-2.351000E-002,-5.538000E-002,1.490000E-004,-2.707000E-002,-4.252000E-004,-5.606000E-003,6.526000E-002,8.209000E-003,1.500000E-003,1.562000E-003,1.774000E-004,-1.737000E-003,1.535000E-003,1.391000E-003,-9.727000E-005,-1.208000E-003,-1.180000E-001,-2.710000E-003,1.227000E-001,1.378000E-002,-2.932000E-002,2.888000E-004,-5.337000E-002,9.326000E-004,-2.595000E-002,-2.163000E-002,3.909000E-002
4,07/18/21,1.149000E-002,7.370000E-003,8.251000E-002,-9.286000E-002,3.288000E-002,3.102000E-002,1.134000E-003,1.636000E-003,2.765000E-004,-1.466000E-004,-1.764000E-003,5.885000E-002,-1.665000E-003,8.400000E-006,-1.737000E-002,-4.278000E-002,5.816000E-002,-2.638000E-001,3.631000E-003,1.231000E-002,-5.771000E-003,2.191000E-002,1.839000E-001,5.053000E-003,-2.179000E-003,-1.333000E-003,-6.992000E-005,-1.941000E-003,2.023000E-003,-2.947000E-003,2.678000E-004,5.408000E-005,-1.410000E-002,-6.043000E-001,-1.047000E-001,7.483000E-003,-5.859000E-002,-9.429000E-004,8.310000E-003,4.602000E-004,-3.252000E-002,-7.462000E-003,1.341000E-002
4,07/19/21,1.412000E-001,-5.251000E-003,-1.558000E-001,4.101000E-001,-1.958000E-003,-2.517000E-002,9.717000E-003,2.187000E-003,1.542000E-004,-1.978000E-004,1.117000E-002,1.307000E-001,-1.823000E-001,6.703000E-002,-2.441000E-001,-9.961000E-003,2.451000E-001,1.727000E-001,-2.787000E-003,-4.193000E-002,-5.686000E-003,-6.686000E-003,1.980000E-001,1.826000E-002,7.279000E-003,2.463000E-003,-1.327000E-002,-1.158000E-005,5.762000E-003,7.420000E-003,-1.641000E-004,-3.075000E-004,2.254000E-001,-7.242000E-002,1.795000E-001,-1.655000E-003,-2.696000E-002,-1.192000E-003,2.476000E-002,-3.346000E-004,2.918000E-001,-1.543000E-002,9.874000E-002
