**** Run Comparison Statistics ****

Concentration of Species,Lowest Q (Robust) Run = Run 16

Factor 1,,Statistics Over All Runs
,Lowest Q,Min,25th,50th,75th,Max,Mean    ,Std Dev,RSD % mean,RSD % Lowest Q
Tetrachloroethene,  0.00016,  0.00005,  0.00006,  0.00012,  0.00015,  0.00028,  0.00011,  0.00006,  0.53128,  0.36924
1_2-Dichlorobenzene,  0.00000,  0.00000,  0.00000,  0.00000,  0.00003,  0.00012,  0.00002,  0.00003,  1.83576,15736610.12202
1_4-Dichlorobenzene,  0.00006,  0.00000,  0.00003,  0.00005,  0.00007,  0.00010,  0.00005,  0.00003,  0.54624,  0.51378
PCBTF,  0.00068,  0.00050,  0.00055,  0.00057,  0.00069,  0.00083,  0.00061,  0.00009,  0.15345,  0.13777
N-Butane,  0.00598,  0.00023,  0.00206,  0.00433,  0.00625,  0.16774,  0.01214,  0.03669,  3.02308,  6.13830
Isobutane,  0.00869,  0.00013,  0.00303,  0.00463,  0.00848,  0.09813,  0.00991,  0.02093,  2.11189,  2.40813
N-Pentane,  0.00000,  0.00000,  0.00000,  0.00029,  0.00051,  0.06492,  0.00351,  0.01446,  4.12338,  0.00000
Isopentane,  0.01061,  0.00322,  0.00347,  0.00784,  0.00970,  0.07062,  0.01000,  0.01454,  1.45426,  1.37100
2-Methyl pentane,  0.01320,  0.00521,  0.00566,  0.01133,  0.01263,  0.02629,  0.01062,  0.00482,  0.45358,  0.36509
Butene,  0.00241,  0.00000,  0.00000,  0.00151,  0.00222,  0.06065,  0.00409,  0.01335,  3.26198,  5.52874
Propylene,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.14467,  0.00740,  0.03231,  4.36561,  0.00000
cis-2-Pentene,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00247,  0.00012,  0.00055,  4.47214,  0.00000
Isoprene,  0.03961,  0.02096,  0.02140,  0.03008,  0.03961,  0.04166,  0.03052,  0.00883,  0.28943,  0.22301
alpha-Pinene,  0.00744,  0.00365,  0.00400,  0.00550,  0.00739,  0.00857,  0.00572,  0.00177,  0.31034,  0.23836
MVK,  0.01674,  0.00699,  0.00704,  0.01108,  0.01673,  0.02175,  0.01216,  0.00500,  0.41155,  0.29888
Benzene,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.01216,  0.00061,  0.00272,  4.47214,  0.00000
Toluene,  0.00791,  0.00122,  0.00145,  0.00528,  0.00798,  0.02577,  0.00588,  0.00556,  0.94545,  0.70213
Ethylbenzene,  0.00151,  0.00034,  0.00038,  0.00106,  0.00152,  0.00403,  0.00111,  0.00086,  0.77728,  0.57095
Propylbenzene,  0.00037,  0.00005,  0.00006,  0.00027,  0.00036,  0.00099,  0.00026,  0.00021,  0.83343,  0.58526
m_p-Xylene,  0.00168,  0.00000,  0.00000,  0.00112,  0.00177,  0.00767,  0.00122,  0.00171,  1.40300,  1.02116
o-Xylene,  0.00148,  0.00018,  0.00024,  0.00099,  0.00150,  0.00344,  0.00100,  0.00082,  0.82571,  0.55568
p-Isopropyl Toluene,  0.00090,  0.00040,  0.00041,  0.00068,  0.00088,  0.00090,  0.00066,  0.00019,  0.29250,  0.21484
Naphthalene,  0.00134,  0.00000,  0.00079,  0.00107,  0.00121,  0.00150,  0.00096,  0.00036,  0.37259,  0.26846
Methanol, 72.81200,  0.23915, 72.87675, 73.11800, 73.74350, 74.88700, 69.68786, 16.35787,  0.23473,  0.22466
Ethanol,  0.00532,  0.00000,  0.00000,  0.00586,  0.05976,  0.14494,  0.03229,  0.04689,  1.45205,  8.81434
Phenol,  0.01041,  0.00000,  0.00609,  0.00626,  0.01066,  0.01432,  0.00723,  0.00385,  0.53220,  0.36931
Methyl acetate,  0.00543,  0.00298,  0.00366,  0.00453,  0.00553,  0.00786,  0.00471,  0.00120,  0.25527,  0.22121
n-Butyl acetate,  0.00250,  0.00123,  0.00158,  0.00180,  0.00253,  0.01436,  0.00286,  0.00292,  1.02104,  1.17004
D5-Siloxane,  0.00459,  0.00103,  0.00244,  0.00291,  0.00366,  0.01483,  0.00346,  0.00285,  0.82477,  0.62215

Factor 7,,Statistics Over All Runs
,Lowest Q,Min,25th,50th,75th,Max,Mean    ,Std Dev,RSD % mean,RSD % Lowest Q
Dichloromethane,  0.00048,  0.00000,  0.00012,  0.00051,  0.00066,  0.00598,  0.00090,  0.00153,  1.69085,  3.16144
Chloroform,  0.00107,  0.00036,  0.00093,  0.00097,  0.00108,  0.00285,  0.00109,  0.00059,  0.54003,  0.55074
Trichlorofluoromethane,  0.00367,  0.00001,  0.00320,  0.00372,  0.00396,  0.01593,  0.00415,  0.00343,  0.82592,  0.93535
Dichlorodifluoromethane,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00867,  0.00043,  0.00194,  4.47214,  0.00000
Carbon Tetrachloride,  0.00182,  0.00046,  0.00125,  0.00184,  0.00199,  0.00373,  0.00181,  0.00077,  0.42686,  0.42442
1_1_2-Trichlorotrifluoroethane,  0.00241,  0.00067,  0.00156,  0.00182,  0.00242,  0.00507,  0.00214,  0.00096,  0.45056,  0.39980
1_2-Dichloro-1_1_2_2-tetrafluoroethane,  0.00005,  0.00000,  0.00000,  0.00000,  0.00005,  0.00015,  0.00003,  0.00004,  1.49799,  0.77455
Tetrachloroethene,  0.00006,  0.00006,  0.00006,  0.00013,  0.00030,  0.00033,  0.00017,  0.00011,  0.65512,  1.77010
1_2-Dichlorobenzene,  0.00013,  0.00000,  0.00005,  0.00010,  0.00013,  0.00015,  0.00009,  0.00005,  0.55079,  0.37435
1_4-Dichlorobenzene,  0.00000,  0.00000,  0.00000,  0.00005,  0.00016,  0.00052,  0.00010,  0.00013,  1.31955,  0.00000
PCBTF,  0.00026,  0.00001,  0.00010,  0.00026,  0.00088,  0.00113,  0.00045,  0.00038,  0.85336,  1.45245
N-Butane,  0.00626,  0.00217,  0.00629,  0.00748,  0.00770,  0.01845,  0.00774,  0.00321,  0.41512,  0.51333
Isobutane,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00833,  0.00064,  0.00206,  3.23726,  0.00000
N-Pentane,  0.00312,  0.00000,  0.00000,  0.00000,  0.00310,  0.00317,  0.00118,  0.00145,  1.23242,  0.46677
Isopentane,  0.01083,  0.01081,  0.01089,  0.02413,  0.03631,  0.03660,  0.02386,  0.01098,  0.46018,  1.01395
2-Methyl pentane,  0.00000,  0.00000,  0.00000,  0.01412,  0.02311,  0.03387,  0.01245,  0.01143,  0.91849,  0.00000
Butene,  0.01433,  0.01159,  0.01434,  0.01525,  0.01581,  0.01839,  0.01525,  0.00141,  0.09224,  0.09820
Propylene,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00834,  0.00042,  0.00187,  4.47214,  0.00000
cis-2-Pentene,  0.00028,  0.00028,  0.00029,  0.00060,  0.00076,  0.00118,  0.00057,  0.00026,  0.46482,  0.93465
Isoprene,  0.07602,  0.02793,  0.07548,  0.12044,  0.18378,  0.18431,  0.12144,  0.05098,  0.41981,  0.67063
alpha-Pinene,  0.01408,  0.00344,  0.01391,  0.02008,  0.03104,  0.03119,  0.02051,  0.00844,  0.41163,  0.59971
MVK,  0.04570,  0.01328,  0.04545,  0.06416,  0.08977,  0.08995,  0.06362,  0.02219,  0.34886,  0.48561
Benzene,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.01578,  0.00170,  0.00461,  2.71755,  0.00000
Toluene,  0.00635,  0.00237,  0.00622,  0.00645,  0.02572,  0.02649,  0.01239,  0.00953,  0.76893,  1.50095
Ethylbenzene,  0.00056,  0.00036,  0.00056,  0.00068,  0.00385,  0.00399,  0.00167,  0.00156,  0.93088,  2.76566
Propylbenzene,  0.00000,  0.00000,  0.00000,  0.00018,  0.00090,  0.00093,  0.00035,  0.00040,  1.14802,  0.00000
m_p-Xylene,  0.00031,  0.00000,  0.00000,  0.00029,  0.00399,  0.00422,  0.00133,  0.00189,  1.41997,  6.11989
o-Xylene,  0.00023,  0.00000,  0.00021,  0.00023,  0.00380,  0.00396,  0.00136,  0.00172,  1.26036,  7.54985
p-Isopropyl Toluene,  0.00270,  0.00268,  0.00269,  0.00409,  0.00592,  0.00594,  0.00425,  0.00143,  0.33493,  0.52702
Naphthalene,  0.00063,  0.00059,  0.00063,  0.00116,  0.00261,  0.00266,  0.00142,  0.00085,  0.60101,  1.34717
Methanol,  3.05540,  1.49410,  2.16110,  2.54625,  2.99563, 21.11500,  3.47592,  4.20195,  1.20888,  1.37525
Ethanol,  4.84850,  3.86730,  4.48250,  4.84590,  4.86948,  4.93730,  4.67444,  0.26699,  0.05712,  0.05507
Phenol,  0.01898,  0.00000,  0.01865,  0.02768,  0.04684,  0.04710,  0.02987,  0.01401,  0.46912,  0.73813
Methyl acetate,  0.00681,  0.00156,  0.00681,  0.00690,  0.00736,  0.02507,  0.00771,  0.00557,  0.72236,  0.81736
n-Butyl acetate,  0.00706,  0.00000,  0.00210,  0.00713,  0.00800,  0.01354,  0.00606,  0.00381,  0.62844,  0.53960
D5-Siloxane,  0.00295,  0.00271,  0.00294,  0.00997,  0.01463,  0.01467,  0.00930,  0.00489,  0.52536,  1.65821

Factor 8,,Statistics Over All Runs
,Lowest Q,Min,25th,50th,75th,Max,Mean    ,Std Dev,RSD % mean,RSD % Lowest Q
Dichloromethane,  0.00880,  0.00292,  0.00442,  0.00492,  0.00881,  0.01023,  0.00632,  0.00234,  0.37124,  0.26630
Chloroform,  0.00163,  0.00041,  0.00108,  0.00127,  0.00163,  0.00171,  0.00129,  0.00033,  0.25486,  0.20116
Trichlorofluoromethane,  0.01614,  0.00000,  0.00160,  0.00565,  0.01602,  0.01860,  0.00866,  0.00683,  0.78901,  0.42343
Dichlorodifluoromethane,  0.03410,  0.00000,  0.00284,  0.01887,  0.03413,  0.05454,  0.02026,  0.01710,  0.84386,  0.50136
Carbon Tetrachloride,  0.00413,  0.00000,  0.00087,  0.00225,  0.00411,  0.00425,  0.00239,  0.00153,  0.63942,  0.37026
1_1_2-Trichlorotrifluoroethane,  0.00621,  0.00000,  0.00208,  0.00403,  0.00615,  0.00622,  0.00405,  0.00201,  0.49616,  0.32375
1_2-Dichloro-1_1_2_2-tetrafluoroethane,  0.00137,  0.00000,  0.00000,  0.00047,  0.00136,  0.00223,  0.00073,  0.00072,  0.99296,  0.52670
Tetrachloroethene,  0.00065,  0.00041,  0.00060,  0.00065,  0.00074,  0.00074,  0.00064,  0.00010,  0.15426,  0.15279
1_2-Dichlorobenzene,  0.00505,  0.00184,  0.00506,  0.00510,  0.00519,  0.00527,  0.00490,  0.00077,  0.15726,  0.15261
1_4-Dichlorobenzene,  0.00502,  0.00006,  0.00501,  0.00503,  0.00532,  0.00953,  0.00528,  0.00178,  0.33652,  0.35425
PCBTF,  0.00091,  0.00052,  0.00075,  0.00091,  0.00104,  0.00105,  0.00088,  0.00015,  0.17592,  0.16979
N-Butane,  0.05782,  0.04155,  0.05613,  0.05825,  0.06692,  0.14274,  0.06475,  0.01979,  0.30558,  0.34224
Isobutane,  0.00111,  0.00000,  0.00113,  0.01526,  0.01625,  0.03473,  0.01274,  0.01036,  0.81309,  9.31337
N-Pentane,  0.00147,  0.00000,  0.00023,  0.00101,  0.00150,  0.02849,  0.00308,  0.00690,  2.24156,  4.68258
Isopentane,  0.02521,  0.01192,  0.02538,  0.03593,  0.03964,  0.04691,  0.03272,  0.00831,  0.25389,  0.32951
2-Methyl pentane,  0.00538,  0.00000,  0.00539,  0.00756,  0.00860,  0.01115,  0.00666,  0.00278,  0.41806,  0.51710
Butene,  0.02406,  0.01232,  0.02393,  0.02423,  0.02488,  0.05115,  0.02517,  0.00695,  0.27599,  0.28865
Propylene,  0.09560,  0.08197,  0.09560,  0.09754,  0.09934,  0.18876,  0.10222,  0.02151,  0.21044,  0.22501
cis-2-Pentene,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00079,  0.00004,  0.00018,  4.37167,  0.00000
Isoprene,  0.01489,  0.00344,  0.01352,  0.01467,  0.01489,  0.02961,  0.01476,  0.00484,  0.32759,  0.32491
alpha-Pinene,  0.00588,  0.00186,  0.00565,  0.00588,  0.00591,  0.00931,  0.00581,  0.00133,  0.22943,  0.22639
MVK,  0.00537,  0.00159,  0.00487,  0.00706,  0.00707,  0.01242,  0.00640,  0.00227,  0.35511,  0.42309
Benzene,  0.00981,  0.00000,  0.00271,  0.00842,  0.00981,  0.00998,  0.00652,  0.00353,  0.54169,  0.36029
Toluene,  0.02801,  0.01486,  0.02193,  0.02814,  0.03191,  0.03194,  0.02664,  0.00503,  0.18882,  0.17960
Ethylbenzene,  0.00425,  0.00220,  0.00339,  0.00427,  0.00507,  0.00508,  0.00417,  0.00080,  0.19281,  0.18891
Propylbenzene,  0.00111,  0.00062,  0.00100,  0.00112,  0.00136,  0.00136,  0.00113,  0.00019,  0.16779,  0.17031
m_p-Xylene,  0.01110,  0.00563,  0.01015,  0.01118,  0.01228,  0.01330,  0.01090,  0.00173,  0.15848,  0.15564
o-Xylene,  0.00505,  0.00240,  0.00435,  0.00508,  0.00601,  0.00601,  0.00497,  0.00095,  0.19021,  0.18710
p-Isopropyl Toluene,  0.00052,  0.00029,  0.00051,  0.00071,  0.00074,  0.00090,  0.00065,  0.00016,  0.24281,  0.30420
Naphthalene,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
Methanol,  1.13420,  0.00000,  0.67296,  0.90387,  1.11093,  1.39130,  0.83898,  0.35189,  0.41943,  0.31026
Ethanol,  0.09503,  0.00000,  0.00000,  0.00269,  0.09431,  0.14461,  0.03978,  0.04934,  1.24024,  0.51915
Phenol,  0.03370,  0.00618,  0.02957,  0.02978,  0.03340,  0.03796,  0.02992,  0.00628,  0.20985,  0.18630
Methyl acetate,  0.00539,  0.00000,  0.00528,  0.00554,  0.00673,  0.00680,  0.00516,  0.00208,  0.40347,  0.38591
n-Butyl acetate,  0.00708,  0.00097,  0.00331,  0.00701,  0.00708,  0.00729,  0.00550,  0.00220,  0.39946,  0.31054
D5-Siloxane,  0.01295,  0.00551,  0.01303,  0.01498,  0.01729,  0.01730,  0.01458,  0.00286,  0.19610,  0.22077

Percent of Species Sum

Factor 1,,Statistics Over All Runs
,Lowest Q,Min,25th,50th,75th,Max,Mean    ,Std Dev,RSD % mean,RSD % Lowest Q
Dichloromethane,  8.17231,  4.50424,  6.47543,  7.37584,  8.39142, 18.03241,  7.80317,  2.80790,  0.35984,  0.34359
Chloroform,  4.74357,  0.78727,  2.12357,  3.79662,  4.83246, 18.95576,  4.48324,  4.26732,  0.95184,  0.89960
Trichlorofluoromethane,  0.00000,  0.00000,  0.00000,  1.38907,  2.63687, 23.33329,  2.53031,  5.11771,  2.02256,  0.00000
Dichlorodifluoromethane, 13.76580,  0.00000,  0.02143,  3.60178, 13.87978, 25.57405,  6.94108,  7.51387,  1.08252,  0.54584
Carbon Tetrachloride,  5.44273,  0.00000,  3.93861,  4.89651,  5.58639, 22.36032,  5.59752,  4.25311,  0.75982,  0.78143
1_1_2-Trichlorotrifluoroethane,  0.99220,  0.00000,  0.00000,  0.47308,  1.01895, 23.69143,  1.79980,  5.22047,  2.90058,  5.26151
1_2-Dichloro-1_1_2_2-tetrafluoroethane,  4.71841,  0.00000,  1.08903,  3.67090,  4.79863, 29.68829,  4.38298,  6.32088,  1.44214,  1.33962
Tetrachloroethene, 22.32777,  0.55347, 21.83789, 22.25579, 22.90143, 29.89766, 21.68210,  5.32988,  0.24582,  0.23871
1_2-Dichlorobenzene,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000, 28.98204,  2.17687,  6.83933,  3.14181,  0.00000
1_4-Dichlorobenzene,  3.06782,  0.00000,  0.36453,  3.06459,  4.50773, 81.42587,  6.25172, 17.81548,  2.84969,  5.80722
PCBTF, 26.49306,  0.21076, 26.44079, 27.35274, 28.09185, 37.40220, 26.56723,  6.81213,  0.25641,  0.25713
N-Butane,  3.86021,  1.83864,  2.10623,  3.33942,  3.93507, 27.76047,  4.29743,  5.58704,  1.30009,  1.44734
Isobutane,  1.14257,  0.00000,  0.00000,  1.13834,  1.21934, 39.52208,  2.75343,  8.68601,  3.15461,  7.60217
N-Pentane,  0.00000,  0.00000,  0.00000,  0.00000,  3.09202, 47.23490,  3.46009, 10.41463,  3.00993,  0.00000
Isopentane,  7.51572,  6.18489,  7.19976,  7.38329,  7.72795, 12.51804,  7.83808,  1.62091,  0.20680,  0.21567
2-Methyl pentane,  4.05256,  1.33509,  1.45001,  3.59801,  4.16518,  8.51434,  3.33957,  1.80604,  0.54080,  0.44566
Butene,  8.14879,  2.99744,  3.13561,  6.46098,  8.23063, 24.36901,  6.69287,  4.72775,  0.70639,  0.58018
Propylene, 15.93407,  0.00000,  0.00000,  7.86222, 16.24291, 18.97758,  8.58360,  7.36553,  0.85809,  0.46225
cis-2-Pentene,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000, 41.58854,  2.07943,  9.29948,  4.47214,  0.00000
Isoprene,  8.41049,  0.00000,  8.44984,  9.83942, 11.08377, 14.33254,  9.03651,  3.71828,  0.41147,  0.44210
alpha-Pinene, 12.12187,  2.47169, 12.14420, 12.31074, 14.22345, 18.53173, 12.07456,  3.97604,  0.32929,  0.32801
MVK,  7.33695,  0.24071,  7.37324,  8.14398,  8.82541, 12.47279,  7.63906,  3.15479,  0.41298,  0.42999
Benzene,  6.15714,  6.01436,  6.14989,  8.01469,  8.14645, 17.75530,  8.23626,  2.84095,  0.34493,  0.46141
Toluene, 25.16345,  1.95511, 25.11671, 26.48011, 33.89306, 36.55293, 27.37715,  7.82307,  0.28575,  0.31089
Ethylbenzene, 29.12004,  2.03319, 29.06742, 30.64734, 36.06499, 37.92253, 30.31557,  8.17754,  0.26975,  0.28082
Propylbenzene, 25.82245,  0.59898, 25.77485, 27.32239, 31.89516, 35.01070, 26.75396,  7.84555,  0.29325,  0.30383
m_p-Xylene, 36.43640,  0.00000, 36.37117, 38.53369, 45.95205, 48.84706, 37.85561, 11.56482,  0.30550,  0.31740
o-Xylene, 36.00945,  0.00000, 35.94500, 38.02171, 42.93230, 47.37018, 36.65369, 10.45642,  0.28528,  0.29038
p-Isopropyl Toluene,  4.50020,  0.00000,  0.00000,  2.62307,  4.55717,  7.70984,  2.55037,  2.32079,  0.90998,  0.51571
Naphthalene, 44.16796,  0.00000, 29.23935, 44.12429, 45.88386, 63.46597, 37.05207, 14.43141,  0.38949,  0.32674
Methanol,  1.22810,  0.02092,  0.67034,  1.08322,  2.10300,  4.73917,  1.36781,  1.16285,  0.85016,  0.94687
Ethanol,  1.45206,  0.00000,  0.52488,  1.49069,  4.70015,  5.15411,  2.57317,  2.06273,  0.80163,  1.42055
Phenol,  4.64804,  4.64450,  4.77302,  7.45410,  9.53101, 12.45079,  7.50381,  2.48338,  0.33095,  0.53429
Methyl acetate, 10.46705,  6.35091,  6.64621,  9.18483, 10.72096, 14.96214,  9.04645,  2.51345,  0.27784,  0.24013
n-Butyl acetate, 23.93958,  4.73977, 23.88801, 25.85460, 36.94749, 40.30249, 28.00359,  8.79614,  0.31411,  0.36743
D5-Siloxane, 45.43360,  0.00000,  4.32584, 40.63585, 45.88222, 63.55177, 28.23075, 21.53323,  0.76276,  0.47395

Factor 2,,Statistics Over All Runs
,Lowest Q,Min,25th,50th,75th,Max,Mean    ,Std Dev,RSD % mean,RSD % Lowest Q
Dichloromethane,  6.11854,  4.94448,  6.01422,  8.29011, 12.56598, 16.17307,  8.97152,  3.26426,  0.36385,  0.53350
Chloroform,  5.99309,  4.86812,  5.86654,  7.72064,  8.21689, 14.14323,  7.67022,  2.16922,  0.28281,  0.36195
Trichlorofluoromethane,  2.69753,  0.00000,  0.00000,  2.58222,  7.36098, 12.29540,  3.66077,  4.81103,  1.31421,  1.78350
Dichlorodifluoromethane,  7.64772,  7.46951,  7.65519, 13.92638, 32.71355, 39.96979, 19.08608, 12.29627,  0.64425,  1.60783
Carbon Tetrachloride,  0.19333,  0.06148,  0.19932,  5.47573, 11.26939, 21.20171,  6.86450,  6.68251,  0.97349, 34.56591
1_1_2-Trichlorotrifluoroethane,  0.00000,  0.00000,  0.00000,  3.88213, 10.82218, 19.59796,  6.02747,  6.57493,  1.09083,  0.00000
1_2-Dichloro-1_1_2_2-tetrafluoroethane,  8.90856,  4.52341,  4.83321,  8.85841, 24.48663, 29.72671, 12.82054,  9.82800,  0.76658,  1.10321
Tetrachloroethene,  6.68221,  4.39435,  6.25189,  7.59580, 17.58786, 21.23771, 11.16037,  5.97884,  0.53572,  0.89474
1_2-Dichlorobenzene,  1.47259,  0.00000,  0.00000,  0.01544,  1.47150,  3.54494,  0.82860,  1.32458,  1.59858,  0.89949
1_4-Dichlorobenzene,  1.89758,  0.00000,  0.11182,  1.66308,  1.85561,  4.64863,  1.30922,  1.19665,  0.91402,  0.63062
PCBTF,  6.54624,  0.00000,  4.26280,  6.43495, 14.45305, 15.85552,  8.38135,  5.70982,  0.68125,  0.87223
N-Butane, 40.93869, 13.70824, 14.72634, 24.88658, 40.54982, 40.95707, 26.78189, 11.58819,  0.43269,  0.28306
Isobutane, 51.37167, 26.99089, 27.10762, 33.36454, 51.24172, 51.40456, 37.43093, 10.40672,  0.27802,  0.20258
N-Pentane, 69.91874,  0.00000,  0.00000,  5.11751, 69.73731, 69.97131, 25.88885, 31.78728,  1.22784,  0.45463
Isopentane, 20.70700,  1.85970,  8.96993, 13.10368, 20.42287, 20.71800, 13.31007,  6.01648,  0.45202,  0.29055
2-Methyl pentane,  9.37445,  1.89686,  8.20696,  9.37034, 18.20759, 18.37574, 10.92898,  6.12463,  0.56040,  0.65333
Butene, 27.80237, 13.22766, 14.55079, 18.14302, 27.46976, 27.81683, 20.34970,  6.02946,  0.29629,  0.21687
Propylene, 37.12690, 14.80607, 16.50690, 34.22491, 36.75210, 48.35252, 29.16813, 11.05387,  0.37897,  0.29773
cis-2-Pentene, 21.99457,  0.00000,  1.02051, 11.30020, 21.86507, 22.01847, 10.36943,  9.40924,  0.90740,  0.42780
Isoprene,  2.60038,  0.00000,  0.00000,  2.89510,  2.95372, 10.20599,  2.25151,  2.34067,  1.03960,  0.90013
alpha-Pinene,  3.24750,  3.24750,  3.52751,  5.43149,  7.24388, 11.58326,  5.77721,  2.18734,  0.37861,  0.67354
MVK,  4.31712,  0.00000,  0.00623,  3.71823,  4.54195, 11.10768,  3.05272,  2.77711,  0.90971,  0.64328
Benzene,  3.72151,  0.00000,  2.85619,  3.62629,  8.53658,  8.77043,  4.65591,  3.25568,  0.69926,  0.87483
Toluene,  6.47019,  0.00000,  5.12769,  6.40606, 12.93344, 16.60174,  7.90360,  4.93262,  0.62410,  0.76236
Ethylbenzene,  7.27277,  0.86019,  5.95869,  7.27288, 15.64219, 18.97332,  9.55799,  5.73192,  0.59970,  0.78813
Propylbenzene,  7.97220,  1.10056,  5.68896,  7.97301, 17.05957, 20.78415, 10.56002,  6.22078,  0.58909,  0.78031
m_p-Xylene, 11.29335,  0.00000, 10.67495, 11.22459, 14.60960, 24.61508, 11.02336,  5.68696,  0.51590,  0.50357
o-Xylene,  6.55383,  0.00000,  5.83390,  6.55523, 17.34540, 23.04805, 10.00432,  7.17238,  0.71693,  1.09438
p-Isopropyl Toluene,  4.75529,  0.00000,  4.47746,  4.82410,  9.30561, 11.21499,  5.66573,  3.58272,  0.63235,  0.75342
Naphthalene,  0.00000,  0.00000,  0.00000,  0.33286, 27.75174, 28.37174, 11.68815, 13.48122,  1.15341,  0.00000
Methanol,  0.00000,  0.00000,  0.53442,  1.37393,  2.29900,  4.09524,  1.45708,  1.13459,  0.77868,  0.00000
Ethanol,  0.25305,  0.00000,  0.00000,  0.23183,  2.66342,  4.55419,  1.14243,  1.68379,  1.47387,  6.65392
Phenol,  0.00000,  0.00000,  0.00000,  0.00000,  0.81850,  5.85091,  0.78576,  1.79819,  2.28847,  0.00000
Methyl acetate,  5.31415,  0.08772,  4.99588,  5.35923, 13.69733, 13.91297,  7.47933,  4.88654,  0.65334,  0.91953
n-Butyl acetate,  6.85016,  0.00000,  3.14895,  6.54853,  7.38555, 16.68708,  5.74752,  3.87902,  0.67490,  0.56627
D5-Siloxane, 13.82450,  5.35504, 10.79896, 13.82557, 37.89833, 39.47287, 22.82224, 14.05998,  0.61606,  1.01703

Factor 3,,Statistics Over All Runs
,Lowest Q,Min,25th,50th,75th,Max,Mean    ,Std Dev,RSD % mean,RSD % Lowest Q
Dichloromethane, 18.80382,  8.67747, 15.57314, 15.93511, 18.77068, 26.46567, 16.92800,  3.79017,  0.22390,  0.20156
Chloroform, 13.82384,  3.66311, 11.25739, 12.39812, 13.82776, 40.87328, 13.88601,  7.53350,  0.54252,  0.54496
Trichlorofluoromethane, 25.96261,  5.19806, 16.57988, 18.76993, 25.91143, 37.43001, 19.96200,  8.25086,  0.41333,  0.31780
Dichlorodifluoromethane, 42.23196,  1.24381,  8.85120, 34.41686, 42.06198, 42.23196, 28.85541, 16.22172,  0.56217,  0.38411
Carbon Tetrachloride, 29.10503,  0.00000, 13.97383, 14.56592, 29.04299, 41.09124, 18.49259, 12.18929,  0.65914,  0.41880
1_1_2-Trichlorotrifluoroethane, 31.15103,  0.00000, 15.22329, 18.50945, 31.07189, 42.33390, 19.96998, 12.84563,  0.64325,  0.41237
1_2-Dichloro-1_1_2_2-tetrafluoroethane, 38.59942,  0.00000, 16.45094, 33.73681, 38.48990, 44.06354, 29.28508, 12.95683,  0.44244,  0.33567
Tetrachloroethene,  5.92452,  2.78319,  2.80012,  5.95760,  9.11655, 29.05346,  7.38191,  6.09198,  0.82526,  1.02827
1_2-Dichlorobenzene,  3.39178,  0.00000,  1.07483,  1.66890,  3.34674, 69.05828,  5.56952, 15.06564,  2.70502,  4.44181
1_4-Dichlorobenzene,  2.47543,  0.00000,  0.00000,  1.03694,  2.26962,  7.72378,  1.49212,  1.85685,  1.24444,  0.75011
PCBTF,  0.75428,  0.00000,  0.79063,  2.99581, 11.70600, 26.72563,  6.10027,  8.28156,  1.35757, 10.97948
N-Butane, 13.83826,  8.97817, 13.83668, 19.60570, 40.27892, 40.39635, 24.91605, 12.68811,  0.50923,  0.91689
Isobutane,  0.87471,  0.00000,  0.83975,  0.88253, 32.19736, 57.38042, 14.07291, 17.59551,  1.25031, 20.11576
N-Pentane,  5.38297,  0.00000,  5.38012, 29.09353, 64.94892, 72.13384, 34.41913, 31.64368,  0.91936,  5.87848
Isopentane,  0.00000,  0.00000,  0.00000,  8.66943, 11.24670, 47.85077,  8.01017, 10.85504,  1.35516,  0.00000
2-Methyl pentane,  0.00000,  0.00000,  0.00000,  4.71072,  4.87144, 62.39876,  6.24338, 13.52642,  2.16652,  0.00000
Butene, 11.57723, 10.14929, 11.57784, 19.29104, 29.01725, 29.09698, 19.41399,  8.06981,  0.41567,  0.69704
Propylene, 23.29366,  0.00000, 21.63626, 23.30495, 46.02302, 46.17089, 27.76884, 13.95965,  0.50271,  0.59929
cis-2-Pentene, 11.33912,  9.17806, 11.34038, 18.50705, 25.02533, 32.79616, 18.22041,  7.32513,  0.40203,  0.64601
Isoprene,  9.65770,  0.00000,  0.00000,  3.24464,  9.39353, 15.75570,  4.83860,  5.13237,  1.06071,  0.53143
alpha-Pinene, 16.66175,  0.00000,  0.55120,  2.24858, 16.40414, 21.47330,  7.87022,  7.93321,  1.00800,  0.47613
MVK,  7.44532,  0.00000,  0.00000,  2.83948,  7.19518, 14.58538,  4.14659,  4.29031,  1.03466,  0.57624
Benzene,  7.82498,  2.64822,  4.09880,  7.84162, 12.64230, 38.90054, 10.17309,  8.84205,  0.86916,  1.12998
