**** Run Comparison Statistics ****

Concentration of Species,Lowest Q (Robust) Run = Run 4

Factor 1,,Statistics Over All Runs
,Lowest Q,Min,25th,50th,75th,Max,Mean    ,Std Dev,RSD % mean,RSD % Lowest Q
Methyl acetate,  0.00192,  0.00133,  0.00190,  0.00438,  0.00587,  0.00787,  0.00408,  0.00214,  0.52421,  1.11307
n-Butyl acetate,  0.00000,  0.00000,  0.00000,  0.00107,  0.00264,  0.00601,  0.00139,  0.00156,  1.12047,  0.00000
D5-Siloxane,  0.00256,  0.00000,  0.00000,  0.00000,  0.00156,  0.00338,  0.00066,  0.00119,  1.80705,  0.46295

Factor 2,,Statistics Over All Runs
,Lowest Q,Min,25th,50th,75th,Max,Mean    ,Std Dev,RSD % mean,RSD % Lowest Q
Dichloromethane,  0.00335,  0.00335,  0.00409,  0.00748,  0.01144,  0.01550,  0.00793,  0.00358,  0.45076,  1.06727
Chloroform,  0.00000,  0.00000,  0.00000,  0.00039,  0.00146,  0.00221,  0.00063,  0.00070,  1.10820,  0.00000
Trichlorofluoromethane,  0.00000,  0.00000,  0.00000,  0.00000,  0.00088,  0.02608,  0.00413,  0.00948,  2.29675,  0.00000
Dichlorodifluoromethane,  0.05219,  0.01352,  0.02664,  0.03297,  0.06408,  0.09717,  0.04280,  0.02127,  0.49701,  0.40753
Carbon Tetrachloride,  0.00232,  0.00046,  0.00158,  0.00251,  0.00362,  0.00587,  0.00253,  0.00132,  0.52230,  0.56986
1_1_2-Trichlorotrifluoroethane,  0.00182,  0.00000,  0.00000,  0.00148,  0.00204,  0.00781,  0.00195,  0.00271,  1.39495,  1.48934
1_2-Dichloro-1_1_2_2-tetrafluoroethane,  0.00052,  0.00000,  0.00000,  0.00052,  0.00106,  0.00251,  0.00062,  0.00071,  1.15091,  1.36534
Tetrachloroethene,  0.00037,  0.00022,  0.00038,  0.00070,  0.00097,  0.00118,  0.00070,  0.00031,  0.44591,  0.83715
1_2-Dichlorobenzene,  0.00000,  0.00000,  0.00000,  0.00000,  0.00001,  0.00025,  0.00002,  0.00005,  3.29388,  0.00000
1_4-Dichlorobenzene,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00061,  0.00004,  0.00014,  3.75422,  0.00000
PCBTF,  0.00155,  0.00012,  0.00155,  0.00246,  0.00387,  0.00499,  0.00252,  0.00144,  0.56994,  0.92830
N-Butane,  0.02475,  0.00000,  0.01705,  0.02825,  0.03292,  0.09839,  0.03278,  0.02422,  0.73893,  0.97858
Isobutane,  0.01094,  0.00000,  0.00000,  0.00482,  0.01818,  0.10120,  0.01312,  0.02393,  1.82415,  2.18801
N-Pentane,  0.00000,  0.00000,  0.00000,  0.00000,  0.00788,  0.01876,  0.00373,  0.00548,  1.46805,  0.00000
Isopentane,  0.00000,  0.00000,  0.00000,  0.00000,  0.01248,  0.03880,  0.00716,  0.01059,  1.47957,  0.00000
2-Methyl pentane,  0.01108,  0.00148,  0.01018,  0.01368,  0.01713,  0.05092,  0.01666,  0.01141,  0.68487,  1.02996
Butene,  0.00917,  0.00000,  0.00830,  0.01247,  0.01604,  0.04087,  0.01403,  0.00929,  0.66188,  1.01250
Propylene,  0.05095,  0.01421,  0.03404,  0.05122,  0.06622,  0.08827,  0.04842,  0.02081,  0.42981,  0.40847
cis-2-Pentene,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00118,  0.00006,  0.00026,  4.47214,  0.00000
Isoprene,  0.13994,  0.00000,  0.01217,  0.03814,  0.07703,  0.14008,  0.04545,  0.04164,  0.91622,  0.29759
alpha-Pinene,  0.03181,  0.00240,  0.00587,  0.01040,  0.02057,  0.03182,  0.01262,  0.00893,  0.70745,  0.28061
MVK,  0.06072,  0.00000,  0.00000,  0.01186,  0.03240,  0.06077,  0.01752,  0.01899,  1.08433,  0.31282
Benzene,  0.00000,  0.00000,  0.00000,  0.00076,  0.01364,  0.03188,  0.00712,  0.00928,  1.30377,  0.00000
Toluene,  0.04983,  0.00229,  0.04975,  0.07309,  0.09668,  0.10677,  0.06955,  0.03129,  0.44986,  0.62788
Ethylbenzene,  0.00844,  0.00086,  0.00843,  0.01217,  0.01622,  0.01723,  0.01166,  0.00509,  0.43656,  0.60289
Propylbenzene,  0.00191,  0.00040,  0.00191,  0.00256,  0.00325,  0.00351,  0.00243,  0.00101,  0.41397,  0.52737
m_p-Xylene,  0.01196,  0.00000,  0.01166,  0.01551,  0.02111,  0.02624,  0.01629,  0.00612,  0.37569,  0.51177
o-Xylene,  0.00961,  0.00000,  0.00960,  0.01296,  0.01731,  0.01903,  0.01256,  0.00537,  0.42780,  0.55869
p-Isopropyl Toluene,  0.00435,  0.00004,  0.00052,  0.00235,  0.00359,  0.00435,  0.00218,  0.00160,  0.73276,  0.36681
Naphthalene,  0.00379,  0.00000,  0.00317,  0.00437,  0.00457,  0.00831,  0.00381,  0.00230,  0.60296,  0.60717
Methanol,  3.71100,  0.01481,  0.97890,  1.83635,  2.89480,  4.10320,  2.01481,  1.12953,  0.56062,  0.30437
Ethanol,  0.55088,  0.00000,  0.00000,  0.15657,  0.42444,  0.55088,  0.20215,  0.20133,  0.99592,  0.36546
Phenol,  0.00000,  0.00000,  0.00000,  0.00000,  0.01678,  0.03702,  0.00757,  0.01290,  1.70437,  0.00000
Formaldehyde,  0.69414,  0.00000,  0.04982,  0.38842,  0.50817,  0.69429,  0.32723,  0.23273,  0.71122,  0.33528
Acetaldehyde,  0.45011,  0.00000,  0.16441,  0.27148,  0.41584,  0.48727,  0.28814,  0.14552,  0.50504,  0.32330
Isovaleraldehyde,  0.01449,  0.00000,  0.00313,  0.01156,  0.01412,  0.02785,  0.01097,  0.00886,  0.80768,  0.61175
Hexaldehyde,  0.04583,  0.00000,  0.00035,  0.02295,  0.04430,  0.08911,  0.02993,  0.03078,  1.02816,  0.67157
m_p-Tolualdehyde,  0.00052,  0.00011,  0.00028,  0.00044,  0.00054,  0.00059,  0.00040,  0.00014,  0.35923,  0.27639
Phenylacetaldehyde,  0.00367,  0.00000,  0.00045,  0.00463,  0.00487,  0.01442,  0.00461,  0.00433,  0.93961,  1.17827
Cyclohexanone,  0.00091,  0.00000,  0.00043,  0.00062,  0.00097,  0.00098,  0.00065,  0.00032,  0.49234,  0.34904
Methyl acetate,  0.00000,  0.00000,  0.00013,  0.00358,  0.02287,  0.03922,  0.00972,  0.01195,  1.22892,  0.00000
n-Butyl acetate,  0.01981,  0.00000,  0.01977,  0.03274,  0.04987,  0.06100,  0.03361,  0.01966,  0.58488,  0.99244
D5-Siloxane,  0.00000,  0.00000,  0.00000,  0.00097,  0.00420,  0.04834,  0.00719,  0.01345,  1.87104,  0.00000

Factor 3,,Statistics Over All Runs
,Lowest Q,Min,25th,50th,75th,Max,Mean    ,Std Dev,RSD % mean,RSD % Lowest Q
Dichloromethane,  0.02127,  0.00024,  0.00219,  0.00745,  0.01234,  0.02131,  0.00757,  0.00633,  0.83513,  0.29735
Chloroform,  0.00397,  0.00000,  0.00000,  0.00000,  0.00151,  0.00398,  0.00070,  0.00128,  1.82318,  0.32147
Trichlorofluoromethane,  0.07800,  0.01169,  0.01611,  0.01769,  0.05141,  0.07809,  0.03121,  0.02142,  0.68634,  0.27464
Dichlorodifluoromethane,  0.05467,  0.00000,  0.00485,  0.02986,  0.03437,  0.05480,  0.02465,  0.01733,  0.70301,  0.31695
Carbon Tetrachloride,  0.01974,  0.00137,  0.00291,  0.00464,  0.01145,  0.01977,  0.00697,  0.00560,  0.80263,  0.28349
1_1_2-Trichlorotrifluoroethane,  0.02070,  0.00250,  0.00327,  0.00487,  0.01296,  0.02073,  0.00791,  0.00584,  0.73870,  0.28210
1_2-Dichloro-1_1_2_2-tetrafluoroethane,  0.00399,  0.00000,  0.00038,  0.00172,  0.00254,  0.00400,  0.00155,  0.00125,  0.80919,  0.31358
Tetrachloroethene,  0.00039,  0.00007,  0.00012,  0.00013,  0.00018,  0.00039,  0.00016,  0.00009,  0.54216,  0.22438
1_2-Dichlorobenzene,  0.00000,  0.00000,  0.00000,  0.00000,  0.00007,  0.00012,  0.00003,  0.00005,  1.66267,  0.00000
1_4-Dichlorobenzene,  0.00064,  0.00000,  0.00001,  0.00012,  0.00019,  0.00064,  0.00017,  0.00019,  1.15964,  0.30271
PCBTF,  0.00026,  0.00002,  0.00009,  0.00023,  0.00034,  0.00060,  0.00024,  0.00018,  0.74249,  0.68058
N-Butane,  0.00665,  0.00000,  0.00623,  0.00864,  0.01056,  0.01869,  0.00762,  0.00481,  0.63175,  0.72440
Isobutane,  0.00000,  0.00000,  0.00000,  0.00000,  0.00782,  0.01304,  0.00360,  0.00485,  1.34559,  0.00000
N-Pentane,  0.00427,  0.00000,  0.00000,  0.00097,  0.00358,  0.00429,  0.00159,  0.00171,  1.07371,  0.40064
Isopentane,  0.05592,  0.00961,  0.01432,  0.02156,  0.03822,  0.05596,  0.02518,  0.01448,  0.57526,  0.25899
2-Methyl pentane,  0.05563,  0.01590,  0.01783,  0.02400,  0.04249,  0.05565,  0.02976,  0.01319,  0.44313,  0.23707
Butene,  0.01658,  0.00503,  0.00674,  0.00995,  0.01279,  0.01659,  0.00994,  0.00357,  0.35958,  0.21555
Propylene,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.02224,  0.00111,  0.00497,  4.47214,  0.00000
cis-2-Pentene,  0.00229,  0.00044,  0.00078,  0.00087,  0.00173,  0.00229,  0.00112,  0.00057,  0.51245,  0.25093
Isoprene,  0.31147,  0.23721,  0.27926,  0.31624,  0.33631,  0.33990,  0.30694,  0.03131,  0.10201,  0.10052
alpha-Pinene,  0.05380,  0.04558,  0.04906,  0.05514,  0.05860,  0.06117,  0.05423,  0.00467,  0.08618,  0.08688
MVK,  0.14583,  0.10504,  0.13217,  0.14747,  0.15694,  0.15906,  0.14394,  0.01541,  0.10709,  0.10570
Benzene,  0.05057,  0.00000,  0.00000,  0.00000,  0.02037,  0.05067,  0.00915,  0.01642,  1.79444,  0.32466
Toluene,  0.01676,  0.00386,  0.01080,  0.01381,  0.01633,  0.02713,  0.01422,  0.00505,  0.35486,  0.30116
Ethylbenzene,  0.00212,  0.00051,  0.00158,  0.00172,  0.00215,  0.00443,  0.00204,  0.00088,  0.43254,  0.41576
Propylbenzene,  0.00077,  0.00040,  0.00075,  0.00078,  0.00090,  0.00122,  0.00081,  0.00016,  0.19961,  0.20980
m_p-Xylene,  0.00000,  0.00000,  0.00000,  0.00019,  0.00179,  0.00597,  0.00120,  0.00189,  1.57741,  0.00000
o-Xylene,  0.00075,  0.00010,  0.00077,  0.00117,  0.00205,  0.00498,  0.00163,  0.00128,  0.78320,  1.70155
p-Isopropyl Toluene,  0.00603,  0.00394,  0.00511,  0.00528,  0.00613,  0.00635,  0.00546,  0.00068,  0.12520,  0.11345
Naphthalene,  0.00305,  0.00146,  0.00214,  0.00219,  0.00256,  0.00305,  0.00228,  0.00044,  0.19130,  0.14262
Methanol,  1.18000,  0.00000,  1.18140,  1.78160,  1.95873,  3.12050,  1.58299,  0.77560,  0.48996,  0.65729
Ethanol,  0.00000,  0.00000,  0.00000,  0.00081,  0.22981,  0.28329,  0.08685,  0.11574,  1.33256,  0.00000
Phenol,  0.16565,  0.05223,  0.07944,  0.10639,  0.13636,  0.16572,  0.10587,  0.03344,  0.31580,  0.20184
Formaldehyde,  0.95350,  0.88016,  0.95561,  0.99264,  1.02683,  1.06840,  0.98288,  0.05006,  0.05093,  0.05250
Acetaldehyde,  0.34192,  0.34128,  0.37785,  0.38686,  0.42488,  0.45647,  0.39835,  0.03547,  0.08905,  0.10374
Isovaleraldehyde,  0.00539,  0.00048,  0.00319,  0.00532,  0.00693,  0.01162,  0.00513,  0.00280,  0.54602,  0.51997
Hexaldehyde,  0.00495,  0.00000,  0.00261,  0.00880,  0.01955,  0.03588,  0.01225,  0.01006,  0.82124,  2.03111
m_p-Tolualdehyde,  0.00007,  0.00007,  0.00018,  0.00024,  0.00030,  0.00040,  0.00024,  0.00009,  0.37172,  1.22172
Phenylacetaldehyde,  0.05074,  0.00640,  0.01226,  0.02725,  0.03823,  0.05080,  0.02620,  0.01348,  0.51462,  0.26574
Cyclohexanone,  0.00000,  0.00000,  0.00003,  0.00009,  0.00020,  0.00051,  0.00014,  0.00014,  1.01693,  0.00000
Methyl acetate,  0.02622,  0.00000,  0.00000,  0.00000,  0.01057,  0.02628,  0.00530,  0.00830,  1.56730,  0.31665
n-Butyl acetate,  0.00000,  0.00000,  0.00000,  0.00000,  0.00318,  0.00456,  0.00108,  0.00173,  1.61008,  0.00000
D5-Siloxane,  0.01249,  0.00000,  0.00000,  0.00000,  0.00000,  0.01252,  0.00127,  0.00384,  3.01902,  0.30758

Factor 4,,Statistics Over All Runs
,Lowest Q,Min,25th,50th,75th,Max,Mean    ,Std Dev,RSD % mean,RSD % Lowest Q
Dichloromethane,  0.00843,  0.00331,  0.00550,  0.00606,  0.00843,  0.02929,  0.00902,  0.00680,  0.75415,  0.80727
Chloroform,  0.00292,  0.00096,  0.00232,  0.00279,  0.00298,  0.00571,  0.00289,  0.00102,  0.35302,  0.34987
Trichlorofluoromethane,  0.01463,  0.00000,  0.01313,  0.01354,  0.01801,  0.08637,  0.02213,  0.02236,  1.01009,  1.52818
Dichlorodifluoromethane,  0.00774,  0.00000,  0.00000,  0.00535,  0.00772,  0.12100,  0.01558,  0.03018,  1.93757,  3.89954
Carbon Tetrachloride,  0.00883,  0.00452,  0.00791,  0.00852,  0.00949,  0.02406,  0.01021,  0.00467,  0.45762,  0.52900
1_1_2-Trichlorotrifluoroethane,  0.00250,  0.00123,  0.00217,  0.00281,  0.00562,  0.02408,  0.00555,  0.00663,  1.19347,  2.64564
1_2-Dichloro-1_1_2_2-tetrafluoroethane,  0.00056,  0.00019,  0.00038,  0.00048,  0.00090,  0.00473,  0.00113,  0.00142,  1.25364,  2.52399
Tetrachloroethene,  0.00091,  0.00042,  0.00072,  0.00078,  0.00092,  0.00096,  0.00079,  0.00015,  0.19128,  0.16549
1_2-Dichlorobenzene,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00013,  0.00002,  0.00004,  2.36687,  0.00000
1_4-Dichlorobenzene,  0.00058,  0.00000,  0.00028,  0.00028,  0.00057,  0.00099,  0.00039,  0.00026,  0.67595,  0.45534
PCBTF,  0.00244,  0.00000,  0.00142,  0.00174,  0.00187,  0.00245,  0.00164,  0.00057,  0.34842,  0.23314
N-Butane,  0.00000,  0.00000,  0.00000,  0.00000,  0.00585,  0.08164,  0.00616,  0.01828,  2.96720,  0.00000
Isobutane,  0.00000,  0.00000,  0.00000,  0.00000,  0.00295,  0.08345,  0.00523,  0.01848,  3.53759,  0.00000
N-Pentane,  0.00234,  0.00000,  0.00000,  0.00081,  0.00222,  0.00579,  0.00121,  0.00157,  1.30155,  0.67369
Isopentane,  0.02418,  0.00000,  0.02059,  0.02550,  0.03052,  0.06988,  0.02879,  0.01443,  0.50110,  0.59663
2-Methyl pentane,  0.00791,  0.00053,  0.00293,  0.00657,  0.00887,  0.05663,  0.01158,  0.01534,  1.32406,  1.93806
Butene,  0.00479,  0.00302,  0.00420,  0.00500,  0.00886,  0.03336,  0.00837,  0.00798,  0.95372,  1.66423
Propylene,  0.01659,  0.00000,  0.00290,  0.01428,  0.01657,  0.07697,  0.01445,  0.01636,  1.13204,  0.98665
cis-2-Pentene,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00181,  0.00026,  0.00056,  2.15529,  0.00000
Isoprene,  0.00265,  0.00256,  0.01677,  0.02762,  0.03318,  0.17641,  0.04121,  0.04881,  1.18447, 18.40542
alpha-Pinene,  0.00301,  0.00299,  0.00517,  0.00764,  0.00854,  0.03082,  0.00945,  0.00770,  0.81418,  2.56157
MVK,  0.00118,  0.00114,  0.00690,  0.01200,  0.01523,  0.08543,  0.01918,  0.02371,  1.23626, 20.01277
Benzene,  0.03718,  0.00738,  0.01713,  0.03016,  0.03718,  0.08487,  0.03203,  0.01931,  0.60282,  0.51923
Toluene,  0.05823,  0.00989,  0.03184,  0.04411,  0.04458,  0.05832,  0.03911,  0.01347,  0.34438,  0.23130
Ethylbenzene,  0.01048,  0.00172,  0.00629,  0.00804,  0.00841,  0.01049,  0.00720,  0.00253,  0.35150,  0.24147
Propylbenzene,  0.00203,  0.00048,  0.00126,  0.00147,  0.00153,  0.00203,  0.00138,  0.00039,  0.28028,  0.19155
m_p-Xylene,  0.01501,  0.00000,  0.01006,  0.01187,  0.01342,  0.01504,  0.01062,  0.00456,  0.42926,  0.30379
o-Xylene,  0.01146,  0.00028,  0.00739,  0.00907,  0.00993,  0.01148,  0.00797,  0.00337,  0.42233,  0.29368
p-Isopropyl Toluene,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00112,  0.00006,  0.00025,  4.47214,  0.00000
Naphthalene,  0.00678,  0.00000,  0.00573,  0.00590,  0.00669,  0.00680,  0.00563,  0.00160,  0.28407,  0.23612
Methanol,  1.07960,  0.54404,  0.96500,  1.00055,  1.15970,  1.41600,  1.03167,  0.23882,  0.23149,  0.22121
Ethanol,  0.06292,  0.00000,  0.05364,  0.06660,  0.10743,  0.13710,  0.07398,  0.04621,  0.62464,  0.73449
Phenol,  0.01901,  0.01052,  0.01637,  0.01983,  0.02670,  0.14949,  0.03494,  0.03931,  1.12495,  2.06810
Formaldehyde,  0.12872,  0.12864,  0.16075,  0.20275,  0.30152,  0.63894,  0.26422,  0.14287,  0.54072,  1.10991
Acetaldehyde,  0.27412,  0.09597,  0.24837,  0.28244,  0.35489,  0.36993,  0.29094,  0.07050,  0.24231,  0.25718
Isovaleraldehyde,  0.00122,  0.00000,  0.00116,  0.00174,  0.00182,  0.00387,  0.00167,  0.00092,  0.55239,  0.75866
Hexaldehyde,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00280,  0.00028,  0.00086,  3.07794,  0.00000
m_p-Tolualdehyde,  0.00022,  0.00000,  0.00017,  0.00020,  0.00025,  0.00029,  0.00019,  0.00009,  0.49295,  0.41959
Phenylacetaldehyde,  0.00080,  0.00000,  0.00000,  0.00118,  0.00551,  0.04717,  0.00797,  0.01486,  1.86327, 18.63426
Cyclohexanone,  0.00040,  0.00000,  0.00017,  0.00031,  0.00038,  0.00043,  0.00028,  0.00016,  0.56562,  0.38670
Methyl acetate,  0.02954,  0.00000,  0.02108,  0.02438,  0.02899,  0.04286,  0.02460,  0.00818,  0.33258,  0.27691
n-Butyl acetate,  0.02250,  0.00000,  0.00772,  0.01140,  0.01458,  0.02254,  0.01051,  0.00676,  0.64321,  0.30051
D5-Siloxane,  0.04844,  0.00000,  0.04175,  0.04846,  0.05573,  0.06412,  0.04711,  0.01396,  0.29631,  0.28820

Factor 5,,Statistics Over All Runs
,Lowest Q,Min,25th,50th,75th,Max,Mean    ,Std Dev,RSD % mean,RSD % Lowest Q
Dichloromethane,  0.00455,  0.00072,  0.00358,  0.00433,  0.00458,  0.00517,  0.00393,  0.00119,  0.30337,  0.26204
Chloroform,  0.00107,  0.00050,  0.00091,  0.00095,  0.00101,  0.00107,  0.00092,  0.00015,  0.16169,  0.14004
Trichlorofluoromethane,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00186,  0.00021,  0.00053,  2.53945,  0.00000
Dichlorodifluoromethane,  0.04360,  0.00000,  0.01359,  0.03398,  0.04094,  0.04460,  0.02811,  0.01593,  0.56684,  0.36546
Carbon Tetrachloride,  0.00408,  0.00000,  0.00013,  0.00199,  0.00358,  0.00460,  0.00204,  0.00173,  0.84765,  0.42367
1_1_2-Trichlorotrifluoroethane,  0.00217,  0.00071,  0.00137,  0.00167,  0.00182,  0.00280,  0.00167,  0.00053,  0.31584,  0.24222
1_2-Dichloro-1_1_2_2-tetrafluoroethane,  0.00110,  0.00013,  0.00040,  0.00109,  0.00119,  0.00138,  0.00091,  0.00044,  0.47893,  0.39765
Tetrachloroethene,  0.00026,  0.00022,  0.00028,  0.00031,  0.00048,  0.00065,  0.00039,  0.00014,  0.35922,  0.53866
1_2-Dichlorobenzene,  0.00097,  0.00092,  0.00105,  0.00335,  0.00513,  0.00521,  0.00311,  0.00207,  0.66411,  2.14269
1_4-Dichlorobenzene,  0.00944,  0.00477,  0.00488,  0.00788,  0.00945,  0.00965,  0.00724,  0.00227,  0.31388,  0.24045
PCBTF,  0.00012,  0.00000,  0.00012,  0.00015,  0.00039,  0.00099,  0.00030,  0.00027,  0.90859,  2.30073
N-Butane,  0.01356,  0.01116,  0.01354,  0.02158,  0.03549,  0.05278,  0.02611,  0.01341,  0.51373,  0.98913
Isobutane,  0.01544,  0.00457,  0.01147,  0.01593,  0.01863,  0.02679,  0.01602,  0.00514,  0.32095,  0.33315
N-Pentane,  0.00000,  0.00000,  0.00000,  0.00000,  0.00075,  0.00212,  0.00038,  0.00060,  1.57675,  0.00000
Isopentane,  0.00690,  0.00000,  0.00703,  0.00826,  0.01673,  0.02017,  0.01054,  0.00557,  0.52796,  0.80665
2-Methyl pentane,  0.00000,  0.00000,  0.00000,  0.00000,  0.00160,  0.00556,  0.00101,  0.00188,  1.85574,  0.00000
Butene,  0.00541,  0.00125,  0.00472,  0.00698,  0.01391,  0.02053,  0.00884,  0.00518,  0.58548,  0.95784
Propylene,  0.09605,  0.06472,  0.08710,  0.08986,  0.09613,  0.10830,  0.08942,  0.01036,  0.11584,  0.10785
cis-2-Pentene,  0.00015,  0.00000,  0.00000,  0.00012,  0.00016,  0.00031,  0.00009,  0.00009,  1.02871,  0.60393
Isoprene,  0.00000,  0.00000,  0.00000,  0.00000,  0.00087,  0.02056,  0.00168,  0.00485,  2.87839,  0.00000
alpha-Pinene,  0.00136,  0.00000,  0.00137,  0.00163,  0.00186,  0.00510,  0.00173,  0.00106,  0.61142,  0.77944
MVK,  0.00000,  0.00000,  0.00000,  0.00000,  0.00016,  0.01019,  0.00091,  0.00243,  2.66600,  0.00000
