**** Run Comparison Statistics ****

Concentration of Species,Lowest Q (Robust) Run = Run 11

Factor 1,,Statistics Over All Runs
,Lowest Q,Min,25th,50th,75th,Max,Mean    ,Std Dev,RSD % mean,RSD % Lowest Q
PCBTF,  0.00043,  0.00000,  0.00010,  0.00026,  0.00043,  0.00131,  0.00030,  0.00030,  0.97427,  0.68775
N-Butane,  0.01525,  0.00972,  0.01538,  0.02672,  0.03326,  0.03498,  0.02455,  0.00946,  0.38525,  0.62039
Isobutane,  0.02050,  0.00000,  0.00000,  0.00000,  0.02038,  0.02050,  0.00760,  0.00975,  1.28191,  0.47533
N-Pentane,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
Isopentane,  0.05014,  0.00187,  0.01235,  0.02593,  0.05020,  0.05507,  0.03048,  0.01834,  0.60176,  0.36585
2-Methyl pentane,  0.05618,  0.00000,  0.01708,  0.03143,  0.05623,  0.06900,  0.03640,  0.02027,  0.55677,  0.36073
Butene,  0.01811,  0.01257,  0.01820,  0.02253,  0.02424,  0.02535,  0.02131,  0.00359,  0.16846,  0.19827
Propylene,  0.00000,  0.00000,  0.00000,  0.01921,  0.04430,  0.05071,  0.02185,  0.02202,  1.00801,  0.00000
cis-2-Pentene,  0.00189,  0.00082,  0.00189,  0.00190,  0.00220,  0.00241,  0.00199,  0.00034,  0.16924,  0.17816
Isoprene,  0.29019,  0.07887,  0.18830,  0.24568,  0.29089,  0.29139,  0.23590,  0.05670,  0.24036,  0.19539
alpha-Pinene,  0.05143,  0.02479,  0.04712,  0.05160,  0.05359,  0.05574,  0.05002,  0.00664,  0.13269,  0.12905
MVK,  0.13818,  0.02742,  0.07555,  0.10263,  0.13847,  0.13874,  0.10317,  0.03195,  0.30969,  0.23123
Benzene,  0.03921,  0.02589,  0.03950,  0.04352,  0.05856,  0.07731,  0.04907,  0.01331,  0.27129,  0.33953
Toluene,  0.02040,  0.01716,  0.02037,  0.02049,  0.02233,  0.04317,  0.02219,  0.00581,  0.26157,  0.28461
Ethylbenzene,  0.00310,  0.00282,  0.00308,  0.00311,  0.00327,  0.00629,  0.00332,  0.00077,  0.23125,  0.24759
Propylbenzene,  0.00105,  0.00065,  0.00074,  0.00089,  0.00105,  0.00165,  0.00094,  0.00023,  0.24789,  0.22233
m_p-Xylene,  0.00178,  0.00177,  0.00182,  0.00424,  0.00486,  0.00604,  0.00360,  0.00145,  0.40435,  0.81680
o-Xylene,  0.00234,  0.00233,  0.00235,  0.00282,  0.00299,  0.00507,  0.00290,  0.00065,  0.22584,  0.27952
p-Isopropyl Toluene,  0.00642,  0.00071,  0.00260,  0.00383,  0.00643,  0.00663,  0.00443,  0.00196,  0.44195,  0.30493
Naphthalene,  0.00365,  0.00063,  0.00244,  0.00287,  0.00366,  0.00416,  0.00297,  0.00080,  0.26983,  0.21914
Methanol,  1.67050,  0.56138,  1.30438,  2.83155,  4.08783,  5.21860,  2.77908,  1.53980,  0.55407,  0.92176
Ethanol,  0.18887,  0.00000,  0.00000,  0.05090,  0.18985,  0.19276,  0.08188,  0.08892,  1.08599,  0.47079
Phenol,  0.13089,  0.09362,  0.13172,  0.16352,  0.19168,  0.19245,  0.15774,  0.02962,  0.18777,  0.22629
Methyl acetate,  0.02465,  0.00502,  0.01488,  0.02056,  0.02469,  0.04605,  0.02106,  0.00820,  0.38938,  0.33263
n-Butyl acetate,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.01131,  0.00088,  0.00274,  3.11910,  0.00000
D5-Siloxane,  0.01360,  0.00000,  0.00000,  0.00157,  0.01364,  0.01369,  0.00558,  0.00643,  1.15240,  0.47280

Factor 7,,Statistics Over All Runs
,Lowest Q,Min,25th,50th,75th,Max,Mean    ,Std Dev,RSD % mean,RSD % Lowest Q
Dichloromethane,  0.00881,  0.00269,  0.00353,  0.00492,  0.00882,  0.00963,  0.00599,  0.00253,  0.42295,  0.28756
Chloroform,  0.00163,  0.00038,  0.00107,  0.00117,  0.00164,  0.00164,  0.00124,  0.00037,  0.29595,  0.22533
Trichlorofluoromethane,  0.01611,  0.00000,  0.00159,  0.00552,  0.01599,  0.01611,  0.00836,  0.00663,  0.79390,  0.41172
Dichlorodifluoromethane,  0.03414,  0.00000,  0.00274,  0.01892,  0.03407,  0.06163,  0.01928,  0.01756,  0.91052,  0.51428
Carbon Tetrachloride,  0.00413,  0.00000,  0.00087,  0.00190,  0.00410,  0.00413,  0.00232,  0.00154,  0.66490,  0.37372
1_1_2-Trichlorotrifluoroethane,  0.00620,  0.00000,  0.00208,  0.00361,  0.00615,  0.00620,  0.00390,  0.00213,  0.54650,  0.34414
1_2-Dichloro-1_1_2_2-tetrafluoroethane,  0.00137,  0.00000,  0.00002,  0.00041,  0.00136,  0.00242,  0.00069,  0.00073,  1.05651,  0.53172
Tetrachloroethene,  0.00065,  0.00031,  0.00058,  0.00065,  0.00065,  0.00075,  0.00061,  0.00012,  0.18908,  0.17870
1_2-Dichlorobenzene,  0.00506,  0.00121,  0.00506,  0.00508,  0.00519,  0.00527,  0.00475,  0.00113,  0.23679,  0.22242
1_4-Dichlorobenzene,  0.00502,  0.00019,  0.00491,  0.00503,  0.00531,  0.00941,  0.00524,  0.00178,  0.33947,  0.35452
PCBTF,  0.00091,  0.00028,  0.00069,  0.00091,  0.00092,  0.00105,  0.00082,  0.00020,  0.24445,  0.21956
N-Butane,  0.05791,  0.05345,  0.05562,  0.05814,  0.06665,  0.15019,  0.06412,  0.02087,  0.32547,  0.36036
Isobutane,  0.00107,  0.00107,  0.00110,  0.01430,  0.02389,  0.05017,  0.01451,  0.01321,  0.91048, 12.37429
N-Pentane,  0.00148,  0.00000,  0.00000,  0.00124,  0.00150,  0.03011,  0.00330,  0.00749,  2.27388,  5.05381
Isopentane,  0.02522,  0.02517,  0.02538,  0.03589,  0.03890,  0.04583,  0.03310,  0.00655,  0.19788,  0.25967
2-Methyl pentane,  0.00533,  0.00000,  0.00534,  0.00752,  0.00813,  0.00866,  0.00637,  0.00246,  0.38631,  0.46171
Butene,  0.02410,  0.02050,  0.02390,  0.02420,  0.02481,  0.05428,  0.02549,  0.00708,  0.27768,  0.29372
Propylene,  0.09586,  0.08207,  0.09554,  0.09621,  0.09878,  0.19452,  0.10068,  0.02320,  0.23047,  0.24205
cis-2-Pentene,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00120,  0.00008,  0.00028,  3.50198,  0.00000
Isoprene,  0.01457,  0.00347,  0.01321,  0.01377,  0.01474,  0.01595,  0.01313,  0.00314,  0.23877,  0.21531
alpha-Pinene,  0.00583,  0.00160,  0.00513,  0.00569,  0.00589,  0.00593,  0.00526,  0.00123,  0.23330,  0.21040
MVK,  0.00522,  0.00151,  0.00476,  0.00641,  0.00709,  0.00814,  0.00584,  0.00166,  0.28496,  0.31859
Benzene,  0.00983,  0.00142,  0.00258,  0.00842,  0.00992,  0.01002,  0.00635,  0.00351,  0.55286,  0.35730
Toluene,  0.02806,  0.00813,  0.02089,  0.02807,  0.02843,  0.03196,  0.02483,  0.00644,  0.25917,  0.22934
Ethylbenzene,  0.00426,  0.00118,  0.00331,  0.00426,  0.00432,  0.00508,  0.00387,  0.00099,  0.25532,  0.23197
Propylbenzene,  0.00112,  0.00058,  0.00098,  0.00112,  0.00113,  0.00136,  0.00108,  0.00020,  0.18464,  0.17803
m_p-Xylene,  0.01113,  0.00682,  0.00958,  0.01113,  0.01122,  0.01228,  0.01045,  0.00153,  0.14609,  0.13722
o-Xylene,  0.00506,  0.00142,  0.00410,  0.00507,  0.00513,  0.00601,  0.00465,  0.00113,  0.24413,  0.22399
p-Isopropyl Toluene,  0.00051,  0.00032,  0.00050,  0.00059,  0.00078,  0.00090,  0.00063,  0.00017,  0.27548,  0.33592
Naphthalene,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
Methanol,  0.91559,  0.00000,  0.19043,  0.71700,  0.90895,  1.35740,  0.61766,  0.41184,  0.66678,  0.44981
Ethanol,  0.09424,  0.00000,  0.00000,  0.00000,  0.09440,  0.13221,  0.04096,  0.05081,  1.24054,  0.53921
Phenol,  0.03363,  0.00220,  0.02927,  0.02977,  0.03337,  0.03363,  0.02789,  0.00871,  0.31223,  0.25896
Methyl acetate,  0.00538,  0.00000,  0.00521,  0.00549,  0.00561,  0.00678,  0.00488,  0.00216,  0.44346,  0.40186
n-Butyl acetate,  0.00710,  0.00000,  0.00208,  0.00702,  0.00720,  0.00729,  0.00470,  0.00286,  0.60893,  0.40286
D5-Siloxane,  0.01296,  0.01295,  0.01306,  0.01478,  0.01627,  0.01733,  0.01474,  0.00171,  0.11581,  0.13169

Factor 8,,Statistics Over All Runs
,Lowest Q,Min,25th,50th,75th,Max,Mean    ,Std Dev,RSD % mean,RSD % Lowest Q
Dichloromethane,  0.00764,  0.00740,  0.00750,  0.01564,  0.01953,  0.02270,  0.01434,  0.00554,  0.38660,  0.72530
Chloroform,  0.00155,  0.00148,  0.00151,  0.00225,  0.00321,  0.00543,  0.00249,  0.00101,  0.40746,  0.65377
Trichlorofluoromethane,  0.00683,  0.00660,  0.00674,  0.03005,  0.04260,  0.06686,  0.02732,  0.01802,  0.65956,  2.63899
Dichlorodifluoromethane,  0.03104,  0.03042,  0.03086,  0.13760,  0.14533,  0.16307,  0.10059,  0.05700,  0.56661,  1.83618
Carbon Tetrachloride,  0.00011,  0.00005,  0.00009,  0.00914,  0.01266,  0.01808,  0.00775,  0.00636,  0.82076, 55.47575
1_1_2-Trichlorotrifluoroethane,  0.00000,  0.00000,  0.00000,  0.01112,  0.01395,  0.02049,  0.00893,  0.00726,  0.81247,  0.00000
1_2-Dichloro-1_1_2_2-tetrafluoroethane,  0.00150,  0.00148,  0.00150,  0.00471,  0.00550,  0.00619,  0.00377,  0.00184,  0.48952,  1.22870
Tetrachloroethene,  0.00038,  0.00016,  0.00023,  0.00030,  0.00036,  0.00079,  0.00031,  0.00014,  0.45485,  0.37619
1_2-Dichlorobenzene,  0.00007,  0.00000,  0.00001,  0.00007,  0.00018,  0.00022,  0.00008,  0.00008,  1.02304,  1.19562
1_4-Dichlorobenzene,  0.00009,  0.00000,  0.00000,  0.00000,  0.00003,  0.00035,  0.00004,  0.00008,  2.12622,  0.88186
PCBTF,  0.00085,  0.00000,  0.00000,  0.00039,  0.00081,  0.00085,  0.00045,  0.00035,  0.77615,  0.40854
N-Butane,  0.16766,  0.03609,  0.11439,  0.16547,  0.16605,  0.16773,  0.14086,  0.04041,  0.28684,  0.24100
Isobutane,  0.11901,  0.02755,  0.07636,  0.08323,  0.11824,  0.11913,  0.08838,  0.02723,  0.30817,  0.22884
N-Pentane,  0.05874,  0.00000,  0.01595,  0.05792,  0.05840,  0.05882,  0.04017,  0.02280,  0.56773,  0.38822
Isopentane,  0.07448,  0.00125,  0.02318,  0.03112,  0.07338,  0.07464,  0.04226,  0.02723,  0.64433,  0.36565
2-Methyl pentane,  0.03169,  0.00322,  0.00718,  0.01615,  0.03112,  0.08342,  0.02201,  0.01806,  0.82057,  0.57003
Butene,  0.05951,  0.02422,  0.04131,  0.05868,  0.05953,  0.06233,  0.05245,  0.01171,  0.22326,  0.19676
Propylene,  0.14978,  0.00000,  0.14324,  0.14905,  0.18375,  0.19487,  0.14998,  0.04518,  0.30123,  0.30162
cis-2-Pentene,  0.00206,  0.00105,  0.00132,  0.00205,  0.00228,  0.00271,  0.00186,  0.00050,  0.26698,  0.24010
Isoprene,  0.01422,  0.00000,  0.00000,  0.00000,  0.01576,  0.21746,  0.01836,  0.04810,  2.61914,  3.38307
alpha-Pinene,  0.00383,  0.00250,  0.00384,  0.00407,  0.00618,  0.03883,  0.00691,  0.00813,  1.17601,  2.12475
MVK,  0.01122,  0.00000,  0.00000,  0.00004,  0.01194,  0.11074,  0.01051,  0.02440,  2.32141,  2.17510
Benzene,  0.00933,  0.00000,  0.00248,  0.00880,  0.01038,  0.06401,  0.01054,  0.01367,  1.29699,  1.46527
Toluene,  0.02113,  0.00000,  0.00423,  0.00940,  0.02003,  0.02190,  0.01200,  0.00791,  0.65867,  0.37431
Ethylbenzene,  0.00375,  0.00044,  0.00118,  0.00165,  0.00357,  0.00375,  0.00216,  0.00124,  0.57566,  0.33187
Propylbenzene,  0.00093,  0.00004,  0.00016,  0.00042,  0.00089,  0.00106,  0.00052,  0.00036,  0.70399,  0.39213
m_p-Xylene,  0.00679,  0.00000,  0.00210,  0.00393,  0.00651,  0.00680,  0.00403,  0.00249,  0.61667,  0.36633
o-Xylene,  0.00310,  0.00000,  0.00034,  0.00105,  0.00292,  0.00310,  0.00150,  0.00124,  0.82895,  0.40165
p-Isopropyl Toluene,  0.00094,  0.00000,  0.00000,  0.00020,  0.00094,  0.00665,  0.00073,  0.00146,  2.00175,  1.55743
Naphthalene,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00383,  0.00022,  0.00086,  3.92450,  0.00000
Methanol,  0.20330,  0.00000,  0.71285,  1.09470,  1.97608,  3.05180,  1.31454,  0.82517,  0.62772,  4.05887
Ethanol,  0.01443,  0.00000,  0.01297,  0.09746,  0.20451,  0.25210,  0.10934,  0.09594,  0.87743,  6.64899
Phenol,  0.00000,  0.00000,  0.00000,  0.00371,  0.00963,  0.13277,  0.01393,  0.03060,  2.19706,  0.00000
Methyl acetate,  0.01175,  0.00008,  0.00276,  0.00564,  0.01126,  0.05196,  0.00917,  0.01116,  1.21770,  0.95002
n-Butyl acetate,  0.00937,  0.00000,  0.00020,  0.00785,  0.00887,  0.00937,  0.00549,  0.00402,  0.73289,  0.42901
D5-Siloxane,  0.01620,  0.00000,  0.00543,  0.01154,  0.01584,  0.02140,  0.01086,  0.00564,  0.51905,  0.34812

Percent of Species Sum

Factor 1,,Statistics Over All Runs
,Lowest Q,Min,25th,50th,75th,Max,Mean    ,Std Dev,RSD % mean,RSD % Lowest Q
Dichloromethane,  8.19881,  4.40813,  8.21554,  8.37875,  9.03974, 14.86120,  8.56734,  2.21984,  0.25911,  0.27075
Chloroform,  4.75724,  0.70899,  3.86405,  4.86621,  7.60234,  9.94179,  5.07980,  2.40123,  0.47270,  0.50475
Trichlorofluoromethane,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  1.70670,  0.24249,  0.54412,  2.24389,  0.00000
Dichlorodifluoromethane, 13.77595,  2.78440,  7.49201, 13.74665, 14.11033, 27.39399, 12.11293,  5.63734,  0.46540,  0.40922
Carbon Tetrachloride,  5.46061,  0.96112,  5.46288,  5.58526,  6.61127,  8.78415,  5.66518,  1.51734,  0.26784,  0.27787
1_1_2-Trichlorotrifluoroethane,  0.99833,  0.00000,  0.97508,  1.08138,  3.47436,  5.32216,  1.79413,  1.54389,  0.86052,  1.54648
1_2-Dichloro-1_1_2_2-tetrafluoroethane,  4.74360,  3.05206,  4.67581,  4.84662,  5.94481, 15.18915,  5.46573,  2.48201,  0.45410,  0.52323
Tetrachloroethene, 22.34910, 17.51812, 20.25062, 22.57752, 23.96156, 30.15225, 22.10642,  3.07034,  0.13889,  0.13738
1_2-Dichlorobenzene,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  4.86871,  0.24344,  1.08868,  4.47214,  0.00000
1_4-Dichlorobenzene,  3.07644,  0.00000,  1.66113,  3.15750,  5.36609,  5.83712,  3.07680,  1.93777,  0.62980,  0.62987
PCBTF, 26.52888, 14.36069, 17.21529, 26.87783, 28.30057, 36.21887, 24.50841,  6.31251,  0.25757,  0.23795
N-Butane,  3.86644,  2.96156,  3.77784,  3.96587, 14.70471, 23.81093,  7.81597,  6.66707,  0.85301,  1.72434
Isobutane,  1.17273,  0.56236,  1.18800,  1.60720, 27.09073, 35.52902,  9.86035, 13.50892,  1.37002, 11.51923
N-Pentane,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  4.29437,  0.21472,  0.96025,  4.47214,  0.00000
Isopentane,  7.53665,  6.96683,  7.56173,  7.76254, 12.77917, 19.56207,  9.54677,  3.37056,  0.35306,  0.44722
2-Methyl pentane,  4.07985,  2.96219,  3.98917,  4.19749, 16.85798, 22.93318,  8.21890,  6.94593,  0.84512,  1.70250
Butene,  8.15052,  5.72596,  7.11750,  8.33595, 14.57387, 22.29038, 10.22917,  4.72770,  0.46218,  0.58005
Propylene, 15.94970,  7.27648,  8.48678, 16.25602, 16.36767, 31.00868, 14.68840,  5.81396,  0.39582,  0.36452
cis-2-Pentene,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  1.16495,  0.21588,  0.44533,  2.06288,  0.00000
Isoprene,  8.47733,  0.63966,  4.29388,  8.75700, 11.43175, 14.50300,  8.61090,  4.26866,  0.49573,  0.50354
alpha-Pinene, 12.17702,  6.24120,  8.28943, 12.51536, 14.72953, 18.51903, 12.42312,  3.93040,  0.31638,  0.32277
MVK,  7.39534,  1.82395,  4.66179,  7.68955,  9.34440, 12.45646,  7.72373,  3.16047,  0.40919,  0.42736
Benzene,  6.14208,  3.71912,  6.06988,  7.27889,  8.83745, 17.32642,  7.72622,  2.68278,  0.34723,  0.43679
Toluene, 25.18087, 12.86564, 17.94596, 25.43894, 26.82791, 30.63391, 22.92464,  5.76937,  0.25167,  0.22912
Ethylbenzene, 29.14164, 15.58216, 20.80960, 29.44154, 31.05138, 34.65395, 26.57264,  6.34664,  0.23884,  0.21779
Propylbenzene, 25.84000, 16.99947, 21.79949, 26.10625, 27.75727, 37.58546, 24.92439,  5.05447,  0.20279,  0.19561
m_p-Xylene, 36.45894, 14.63113, 25.92850, 36.82818, 38.00559, 40.49855, 32.28871,  9.68725,  0.30002,  0.26570
o-Xylene, 36.03284, 17.30671, 24.76853, 36.40132, 38.58659, 40.18587, 32.36997,  8.54286,  0.26391,  0.23709
p-Isopropyl Toluene,  4.53719,  2.49949,  3.81479,  4.65311,  8.67739, 18.24177,  5.98675,  3.67893,  0.61451,  0.81084
Naphthalene, 44.23292, 27.73715, 34.52362, 45.31597, 48.42801, 51.04848, 42.10602,  8.29925,  0.19710,  0.18763
Methanol,  1.84809,  0.00000,  1.01611,  1.99268,  2.69415,  3.29267,  1.85424,  0.98573,  0.53161,  0.53338
Ethanol,  1.45607,  0.00000,  0.00000,  1.45154,  2.69940,  4.56879,  1.57106,  1.72731,  1.09946,  1.18628
Phenol,  4.65588,  0.00000,  0.44757,  4.78117,  9.85700, 11.01712,  5.34003,  4.18605,  0.78390,  0.89909
Methyl acetate, 10.47583,  6.09712,  8.62600, 10.70559, 13.08154, 21.41835, 10.90884,  3.40762,  0.31237,  0.32528
n-Butyl acetate, 23.94512,  7.30230, 14.11417, 24.18323, 25.97735, 27.44215, 20.58208,  7.49736,  0.36427,  0.31311
D5-Siloxane, 45.44900, 36.34984, 38.55762, 42.33947, 46.49260, 54.98903, 43.03195,  4.51338,  0.10488,  0.09931

Factor 2,,Statistics Over All Runs
,Lowest Q,Min,25th,50th,75th,Max,Mean    ,Std Dev,RSD % mean,RSD % Lowest Q
Dichloromethane, 40.17331, 22.24208, 30.78293, 33.68549, 40.14798, 40.22585, 33.84354,  5.66214,  0.16730,  0.14094
Chloroform, 48.69931, 39.94437, 44.51713, 46.62821, 48.71420, 48.74786, 46.16700,  2.87691,  0.06232,  0.05908
Trichlorofluoromethane, 35.56160, 23.20882, 29.19130, 32.36718, 35.39598, 35.56160, 31.26792,  4.10430,  0.13126,  0.11541
Dichlorodifluoromethane,  8.83902,  0.00000,  0.00000,  1.78425,  8.51926,  8.87124,  3.57970,  3.83873,  1.07236,  0.43429
Carbon Tetrachloride, 30.52737, 16.76487, 23.84484, 26.03040, 30.30931, 30.52737, 26.33942,  3.72638,  0.14148,  0.12207
1_1_2-Trichlorotrifluoroethane, 30.35225, 14.68979, 24.33763, 26.18825, 30.07856, 30.35225, 26.19287,  4.01894,  0.15344,  0.13241
1_2-Dichloro-1_1_2_2-tetrafluoroethane, 16.02628,  0.00000,  0.00000,  7.74429, 15.71801, 16.02628,  8.48102,  6.72816,  0.79332,  0.41982
Tetrachloroethene, 41.93875, 26.51022, 29.98287, 37.11335, 42.09236, 42.19809, 36.28060,  6.02151,  0.16597,  0.14358
1_2-Dichlorobenzene,  5.65734,  0.00000,  5.22826,  5.64114,  5.74381, 10.26202,  5.61361,  2.94147,  0.52399,  0.51994
1_4-Dichlorobenzene,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  3.88641,  0.69034,  1.44361,  2.09116,  0.00000
PCBTF, 48.54188, 24.65761, 35.01960, 41.60439, 48.77652, 50.40026, 41.11357,  8.12386,  0.19760,  0.16736
N-Butane, 20.43444, 11.07815, 13.98601, 17.24361, 20.58344, 31.38006, 17.80198,  4.86977,  0.27355,  0.23831
Isobutane, 33.30682, 28.61605, 32.93337, 33.78966, 54.32913, 57.44707, 39.97029, 10.31542,  0.25808,  0.30971
N-Pentane, 19.03592,  0.00000, 17.00963, 19.38203, 30.60628, 71.40610, 24.10817, 19.89276,  0.82515,  1.04501
Isopentane, 44.76481, 40.03526, 44.99888, 45.71908, 50.03388, 55.42409, 47.12092,  3.69225,  0.07836,  0.08248
2-Methyl pentane, 64.33253, 50.22657, 59.51817, 64.56418, 68.19019, 72.38131, 63.56770,  5.83438,  0.09178,  0.09069
Butene, 24.90179, 19.63194, 22.47499, 23.13624, 25.01226, 32.08045, 23.45702,  2.82088,  0.12026,  0.11328
Propylene,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000, 11.95914,  1.03323,  3.22372,  3.12004,  0.00000
cis-2-Pentene, 43.40047, 32.79199, 41.18404, 43.46376, 45.88849, 50.99631, 42.59696,  4.66095,  0.10942,  0.10739
Isoprene,  0.00000,  0.00000,  0.00000,  0.00000,  0.78027,  5.32881,  1.13812,  2.10828,  1.85242,  0.00000
alpha-Pinene,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.28585,  0.03339,  0.08733,  2.61551,  0.00000
MVK,  0.00000,  0.00000,  0.00000,  4.11930,  7.39166, 10.04919,  4.20446,  4.10155,  0.97552,  0.00000
Benzene, 62.84046, 38.86701, 46.33772, 58.56780, 62.90119, 62.95845, 55.30702,  7.83341,  0.14164,  0.12466
Toluene, 45.64150, 23.84873, 28.70725, 39.25458, 45.83000, 48.16286, 37.42159,  8.52083,  0.22770,  0.18669
Ethylbenzene, 41.84075, 21.60361, 24.46187, 35.25742, 42.04197, 44.52251, 33.67944,  8.57692,  0.25466,  0.20499
Propylbenzene, 41.53281, 23.67954, 25.73073, 35.90363, 41.75569, 43.46805, 34.30118,  7.89684,  0.23022,  0.19013
m_p-Xylene, 21.95955,  0.00000,  1.30055, 10.72028, 22.13256, 29.08986, 11.93761, 10.19544,  0.85406,  0.46428
o-Xylene, 34.34118, 12.32420, 14.57866, 26.11987, 34.54785, 38.06456, 25.06583,  9.52753,  0.38010,  0.27744
p-Isopropyl Toluene, 34.65700, 22.38246, 34.78063, 37.55727, 44.94099, 47.52425, 38.06742,  6.97668,  0.18327,  0.20131
Naphthalene, 23.60205,  4.66610, 13.59685, 23.77029, 25.81071, 28.71195, 20.72758,  6.81661,  0.32887,  0.28881
Methanol,  0.62391,  0.00000,  0.00000,  1.10481,  1.64985,  2.97800,  1.07094,  0.99882,  0.93266,  1.60092
Ethanol,  1.90863,  0.00000,  0.00000,  0.00000,  1.88148,  3.81342,  0.85276,  1.14837,  1.34665,  0.60167
Phenol, 17.24235,  4.49492,  8.38641, 16.94682, 17.23106, 18.55899, 13.31628,  5.05812,  0.37985,  0.29335
Methyl acetate, 63.53945, 51.92804, 62.52657, 63.67885, 65.21439, 70.77146, 62.90938,  4.62731,  0.07356,  0.07283
n-Butyl acetate, 55.48494, 18.84860, 38.24642, 51.47708, 55.72107, 58.80629, 45.76823, 11.90847,  0.26019,  0.21463
D5-Siloxane, 11.69198,  0.00000, 11.98898, 19.30258, 23.59646, 29.77396, 17.33618,  8.63011,  0.49781,  0.73812

Factor 3,,Statistics Over All Runs
,Lowest Q,Min,25th,50th,75th,Max,Mean    ,Std Dev,RSD % mean,RSD % Lowest Q
Dichloromethane, 18.78645,  6.49748,  7.06712, 16.25003, 18.74643, 18.78645, 13.72609,  5.20318,  0.37907,  0.27696
Chloroform, 13.81055,  2.08239,  7.10355, 10.90972, 13.81091, 13.84302,  9.48431,  4.53695,  0.47836,  0.32851
Trichlorofluoromethane, 25.92653,  2.58578,  6.15126,  9.83473, 25.86623, 25.92653, 13.48311,  9.84994,  0.73054,  0.37992
Dichlorodifluoromethane, 42.19141,  0.00000,  0.11036,  4.42203, 42.12142, 42.19141, 16.93877, 19.40551,  1.14563,  0.45994
Carbon Tetrachloride, 29.06675,  0.00000,  1.22892,  4.17462, 29.01535, 29.06675, 12.32706, 12.81867,  1.03988,  0.44101
1_1_2-Trichlorotrifluoroethane, 31.10443,  0.00000,  0.00000,  1.67044, 31.02966, 31.10443, 12.43470, 14.63203,  1.17671,  0.47042
1_2-Dichloro-1_1_2_2-tetrafluoroethane, 38.55365,  0.46199,  2.74661, 13.18538, 38.42751, 38.55365, 18.76721, 15.76168,  0.83985,  0.40882
Tetrachloroethene,  5.92248,  4.46913,  5.97110,  9.53065, 20.11479, 22.20300, 12.34435,  6.79328,  0.55032,  1.14703
1_2-Dichlorobenzene,  3.33698,  0.00000,  0.00000,  2.67140,  3.29479, 75.41172,  9.31372, 21.84694,  2.34567,  6.54691
1_4-Dichlorobenzene,  2.41861,  0.00000,  0.51033,  2.04139,  2.36804, 80.44003,  5.56902, 17.64871,  3.16909,  7.29703
PCBTF,  0.76447,  0.76447,  0.79658, 14.61311, 27.42505, 30.98944, 14.43462, 12.89923,  0.89363, 16.87352
N-Butane, 13.82899,  2.09346,  5.44839, 13.84313, 22.52479, 33.81698, 15.03254,  9.72468,  0.64691,  0.70321
Isobutane,  0.88502,  0.00000,  0.00000,  0.00000,  0.85568,  0.88502,  0.30916,  0.41859,  1.35395,  0.47297
N-Pentane,  5.38604,  0.00000,  3.07128,  5.40963, 60.80241, 72.15654, 23.13955, 28.53200,  1.23304,  5.29740
Isopentane,  0.00000,  0.00000,  0.00000,  7.03398, 12.02088, 13.62373,  5.97528,  5.38291,  0.90086,  0.00000
2-Methyl pentane,  0.00000,  0.00000,  0.00000,  1.35560,  6.58779, 15.03691,  3.35618,  4.51776,  1.34610,  0.00000
Butene, 11.56960,  3.09689,  5.95154, 11.57681, 18.15978, 24.27213, 12.03851,  6.63111,  0.55082,  0.57315
Propylene, 23.29308,  0.00000,  4.60378, 19.02416, 23.29832, 27.19260, 15.49787, 10.04433,  0.64811,  0.43122
cis-2-Pentene, 11.32228,  0.00000,  0.00000, 11.34477, 18.56211, 19.54848, 10.31617,  7.66179,  0.74270,  0.67670
Isoprene,  9.59959,  3.09080,  3.52810,  9.27864,  9.78588,  9.91053,  7.39489,  2.88898,  0.39067,  0.30095
alpha-Pinene, 16.60935,  0.00000,  0.00000, 12.27332, 16.36624, 16.60935,  9.70688,  6.95279,  0.71627,  0.41861
MVK,  7.38945,  2.81016,  3.42435,  7.08297,  7.95861,  9.09501,  6.09085,  2.16651,  0.35570,  0.29319
Benzene,  7.80873,  0.00000,  7.83570,  7.92019, 13.21950, 26.26033, 10.94351,  6.94315,  0.63445,  0.88915
Toluene,  3.66534,  3.59102,  3.73480, 17.06576, 27.23968, 33.97699, 16.67791, 12.56057,  0.75313,  3.42685
Ethylbenzene,  3.59328,  3.22713,  3.65733, 16.18494, 26.03111, 36.01370, 16.64328, 13.02019,  0.78231,  3.62349
Propylbenzene,  2.96067,  2.47061,  3.00343, 13.89565, 22.02248, 31.84630, 14.28271, 11.41062,  0.79891,  3.85407
