**** Run Comparison Statistics ****

Concentration of Species,Lowest Q (Robust) Run = Run 5

Factor 1,,Statistics Over All Runs
,Lowest Q,Min,25th,50th,75th,Max,Mean    ,Std Dev,RSD % mean,RSD % Lowest Q
m_p-Xylene,  0.00890,  0.00000,  0.00824,  0.00885,  0.00925,  0.01418,  0.00856,  0.00261,  0.30477,  0.29323
o-Xylene,  0.00350,  0.00000,  0.00330,  0.00351,  0.00398,  0.00586,  0.00359,  0.00111,  0.30869,  0.31673
p-Isopropyl Toluene,  0.00071,  0.00000,  0.00065,  0.00070,  0.00071,  0.00078,  0.00064,  0.00018,  0.27955,  0.25361
Naphthalene,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
Methanol,  0.56030,  0.06763,  0.35778,  0.43061,  0.53219,  0.67968,  0.43400,  0.15068,  0.34718,  0.26892
Ethanol,  0.00000,  0.00000,  0.00000,  0.00000,  0.00147,  0.09015,  0.01110,  0.02780,  2.50428,  0.00000
Phenol,  0.02757,  0.00000,  0.02204,  0.02710,  0.02757,  0.02789,  0.02316,  0.00770,  0.33242,  0.27928
Isovaleraldehyde,  0.00760,  0.00121,  0.00745,  0.00760,  0.00871,  0.01478,  0.00759,  0.00261,  0.34420,  0.34357
Hexaldehyde,  0.02234,  0.00086,  0.02029,  0.02231,  0.02441,  0.04756,  0.02183,  0.00862,  0.39510,  0.38611
m_p-Tolualdehyde,  0.00011,  0.00000,  0.00011,  0.00011,  0.00012,  0.00013,  0.00011,  0.00003,  0.26131,  0.25169
Phenylacetaldehyde,  0.01352,  0.00000,  0.01147,  0.01350,  0.01433,  0.02566,  0.01274,  0.00489,  0.38431,  0.36208
Cyclohexanone,  0.00012,  0.00008,  0.00012,  0.00012,  0.00013,  0.00019,  0.00012,  0.00003,  0.21602,  0.22397
Methyl acetate,  0.00247,  0.00019,  0.00245,  0.00252,  0.00372,  0.00791,  0.00333,  0.00189,  0.56903,  0.76718
n-Butyl acetate,  0.00049,  0.00000,  0.00042,  0.00219,  0.00440,  0.00670,  0.00239,  0.00213,  0.89117,  4.34495
D5-Siloxane,  0.01321,  0.00342,  0.01208,  0.01300,  0.01325,  0.01529,  0.01223,  0.00263,  0.21521,  0.19924

Factor 6,,Statistics Over All Runs
,Lowest Q,Min,25th,50th,75th,Max,Mean    ,Std Dev,RSD % mean,RSD % Lowest Q
Dichloromethane,  0.01116,  0.00587,  0.01090,  0.01118,  0.01236,  0.02240,  0.01144,  0.00331,  0.28931,  0.29659
Chloroform,  0.00293,  0.00098,  0.00277,  0.00294,  0.00311,  0.00667,  0.00291,  0.00121,  0.41488,  0.41207
Trichlorofluoromethane,  0.00638,  0.00000,  0.00000,  0.00439,  0.00643,  0.03573,  0.00603,  0.00905,  1.49918,  1.41710
Dichlorodifluoromethane,  0.05689,  0.00000,  0.05689,  0.05997,  0.06979,  0.08438,  0.06091,  0.01688,  0.27711,  0.29669
Carbon Tetrachloride,  0.00556,  0.00044,  0.00301,  0.00498,  0.00556,  0.01182,  0.00460,  0.00221,  0.48022,  0.39762
1_1_2-Trichlorotrifluoroethane,  0.00554,  0.00305,  0.00402,  0.00541,  0.00558,  0.01457,  0.00549,  0.00234,  0.42672,  0.42318
1_2-Dichloro-1_1_2_2-tetrafluoroethane,  0.00111,  0.00066,  0.00087,  0.00110,  0.00112,  0.00172,  0.00110,  0.00028,  0.25750,  0.25456
Tetrachloroethene,  0.00071,  0.00049,  0.00071,  0.00071,  0.00082,  0.00119,  0.00078,  0.00017,  0.21290,  0.23163
1_2-Dichlorobenzene,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00483,  0.00025,  0.00108,  4.24145,  0.00000
1_4-Dichlorobenzene,  0.00008,  0.00000,  0.00006,  0.00007,  0.00007,  0.00043,  0.00009,  0.00010,  1.13979,  1.36026
PCBTF,  0.00089,  0.00053,  0.00089,  0.00115,  0.00151,  0.00231,  0.00120,  0.00041,  0.33987,  0.45747
N-Butane,  0.05972,  0.05882,  0.05974,  0.06375,  0.07739,  0.10743,  0.07033,  0.01335,  0.18983,  0.22357
Isobutane,  0.07150,  0.00000,  0.07140,  0.07153,  0.11171,  0.14132,  0.08579,  0.03236,  0.37726,  0.45266
N-Pentane,  0.00000,  0.00000,  0.00000,  0.00000,  0.00101,  0.00266,  0.00044,  0.00075,  1.72608,  0.00000
Isopentane,  0.05156,  0.01631,  0.05070,  0.05154,  0.05293,  0.09049,  0.05043,  0.01787,  0.35448,  0.34670
2-Methyl pentane,  0.07083,  0.00538,  0.07043,  0.07102,  0.08438,  0.13574,  0.07256,  0.02621,  0.36118,  0.36997
Butene,  0.03105,  0.02467,  0.03107,  0.03117,  0.03815,  0.05430,  0.03468,  0.00692,  0.19960,  0.22293
Propylene,  0.04335,  0.01364,  0.04341,  0.05116,  0.06575,  0.08040,  0.05356,  0.01704,  0.31821,  0.39318
cis-2-Pentene,  0.00037,  0.00000,  0.00036,  0.00038,  0.00046,  0.00165,  0.00042,  0.00036,  0.86876,  0.97243
Isoprene,  0.01749,  0.00000,  0.00000,  0.00000,  0.01731,  0.03600,  0.00896,  0.01092,  1.21882,  0.62454
alpha-Pinene,  0.00542,  0.00000,  0.00209,  0.00535,  0.00553,  0.00851,  0.00391,  0.00239,  0.60989,  0.43998
MVK,  0.01229,  0.00000,  0.00339,  0.00597,  0.01222,  0.01496,  0.00739,  0.00533,  0.72035,  0.43315
Benzene,  0.02802,  0.00000,  0.01918,  0.02489,  0.02805,  0.05694,  0.02287,  0.01230,  0.53754,  0.43882
Toluene,  0.01257,  0.00764,  0.00986,  0.01249,  0.01635,  0.02791,  0.01382,  0.00506,  0.36579,  0.40237
Ethylbenzene,  0.00296,  0.00209,  0.00249,  0.00295,  0.00363,  0.00446,  0.00306,  0.00067,  0.21785,  0.22509
Propylbenzene,  0.00099,  0.00072,  0.00099,  0.00101,  0.00103,  0.00153,  0.00104,  0.00016,  0.15615,  0.16381
m_p-Xylene,  0.00043,  0.00000,  0.00000,  0.00040,  0.00054,  0.01088,  0.00143,  0.00277,  1.94113,  6.48653
o-Xylene,  0.00245,  0.00041,  0.00166,  0.00243,  0.00245,  0.00487,  0.00244,  0.00113,  0.46368,  0.46153
p-Isopropyl Toluene,  0.00218,  0.00000,  0.00213,  0.00217,  0.00219,  0.00372,  0.00197,  0.00081,  0.40900,  0.36936
Naphthalene,  0.00360,  0.00000,  0.00234,  0.00341,  0.00359,  0.00364,  0.00285,  0.00100,  0.35103,  0.27782
Methanol,  1.35460,  0.02657,  0.35598,  0.69290,  1.07975,  2.53460,  0.84377,  0.68742,  0.81470,  0.50747
Ethanol,  0.10454,  0.00000,  0.01098,  0.10894,  0.12299,  0.23499,  0.09834,  0.07710,  0.78401,  0.73754
Phenol,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.04862,  0.00243,  0.01087,  4.47214,  0.00000
Isovaleraldehyde,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.01655,  0.00174,  0.00434,  2.49911,  0.00000
Hexaldehyde,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.04755,  0.00607,  0.01356,  2.23371,  0.00000
m_p-Tolualdehyde,  0.00031,  0.00003,  0.00031,  0.00032,  0.00035,  0.00041,  0.00032,  0.00008,  0.23924,  0.24543
Phenylacetaldehyde,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00909,  0.00116,  0.00258,  2.21942,  0.00000
Cyclohexanone,  0.00033,  0.00001,  0.00025,  0.00032,  0.00033,  0.00054,  0.00029,  0.00012,  0.41834,  0.36636
Methyl acetate,  0.03011,  0.00230,  0.02954,  0.03018,  0.03878,  0.07566,  0.03200,  0.01492,  0.46615,  0.49540
n-Butyl acetate,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00656,  0.00060,  0.00187,  3.09052,  0.00000
D5-Siloxane,  0.04506,  0.00262,  0.04220,  0.04511,  0.05446,  0.05847,  0.04435,  0.01251,  0.28202,  0.27756

Factor 7,,Statistics Over All Runs
,Lowest Q,Min,25th,50th,75th,Max,Mean    ,Std Dev,RSD % mean,RSD % Lowest Q
Dichloromethane,  0.05558,  0.03591,  0.04694,  0.05204,  0.05557,  0.05568,  0.05053,  0.00584,  0.11549,  0.10499
Chloroform,  0.01333,  0.00878,  0.01270,  0.01311,  0.01333,  0.01342,  0.01263,  0.00134,  0.10622,  0.10063
Trichlorofluoromethane,  0.12033,  0.06687,  0.09019,  0.11694,  0.12041,  0.12093,  0.10607,  0.01826,  0.17219,  0.15177
Dichlorodifluoromethane,  0.07675,  0.00000,  0.02811,  0.06530,  0.07670,  0.07695,  0.05371,  0.02764,  0.51468,  0.36019
Carbon Tetrachloride,  0.03081,  0.01353,  0.02283,  0.02897,  0.03081,  0.03087,  0.02642,  0.00538,  0.20369,  0.17470
1_1_2-Trichlorotrifluoroethane,  0.03303,  0.01363,  0.02507,  0.03193,  0.03304,  0.03310,  0.02842,  0.00618,  0.21758,  0.18716
1_2-Dichloro-1_1_2_2-tetrafluoroethane,  0.00478,  0.00101,  0.00239,  0.00420,  0.00478,  0.00480,  0.00361,  0.00133,  0.36669,  0.27712
Tetrachloroethene,  0.00205,  0.00178,  0.00202,  0.00205,  0.00207,  0.00247,  0.00208,  0.00018,  0.08542,  0.08674
1_2-Dichlorobenzene,  0.00063,  0.00020,  0.00041,  0.00052,  0.00063,  0.00084,  0.00052,  0.00015,  0.29669,  0.24629
1_4-Dichlorobenzene,  0.00031,  0.00000,  0.00002,  0.00018,  0.00031,  0.00035,  0.00018,  0.00013,  0.73235,  0.43914
PCBTF,  0.00465,  0.00434,  0.00452,  0.00465,  0.00496,  0.00578,  0.00474,  0.00033,  0.07030,  0.07170
N-Butane,  0.05289,  0.01985,  0.04897,  0.05293,  0.05339,  0.09062,  0.05197,  0.01197,  0.23029,  0.22632
Isobutane,  0.04373,  0.00000,  0.04382,  0.04737,  0.05369,  0.06035,  0.04669,  0.01219,  0.26105,  0.27876
N-Pentane,  0.01577,  0.00000,  0.01577,  0.01597,  0.01653,  0.05598,  0.01545,  0.01147,  0.74255,  0.72724
Isopentane,  0.13684,  0.09852,  0.13639,  0.13708,  0.14135,  0.18739,  0.14084,  0.01896,  0.13459,  0.13852
2-Methyl pentane,  0.17983,  0.11398,  0.17985,  0.18189,  0.18621,  0.22003,  0.18056,  0.02315,  0.12824,  0.12876
Butene,  0.04853,  0.02386,  0.04676,  0.04853,  0.04869,  0.05091,  0.04621,  0.00621,  0.13446,  0.12806
Propylene,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.05293,  0.00265,  0.01184,  4.47214,  0.00000
cis-2-Pentene,  0.00445,  0.00268,  0.00375,  0.00443,  0.00446,  0.00460,  0.00416,  0.00050,  0.12109,  0.11332
Isoprene,  0.07737,  0.00000,  0.00619,  0.07754,  0.09686,  0.11260,  0.06037,  0.04234,  0.70142,  0.54729
alpha-Pinene,  0.01338,  0.00000,  0.00090,  0.01338,  0.01672,  0.01984,  0.01016,  0.00763,  0.75037,  0.57001
MVK,  0.03916,  0.00000,  0.00700,  0.03924,  0.04796,  0.05993,  0.03148,  0.02043,  0.64897,  0.52180
Benzene,  0.16996,  0.11439,  0.15444,  0.16365,  0.16998,  0.17024,  0.15814,  0.01687,  0.10667,  0.09926
Toluene,  0.11516,  0.11017,  0.11380,  0.11526,  0.12201,  0.14408,  0.11920,  0.00898,  0.07532,  0.07796
Ethylbenzene,  0.01602,  0.01547,  0.01571,  0.01604,  0.01697,  0.02089,  0.01665,  0.00150,  0.08983,  0.09337
Propylbenzene,  0.00367,  0.00358,  0.00364,  0.00368,  0.00388,  0.00424,  0.00376,  0.00020,  0.05230,  0.05351
m_p-Xylene,  0.00812,  0.00605,  0.00668,  0.00807,  0.00815,  0.01836,  0.00865,  0.00311,  0.35915,  0.38275
o-Xylene,  0.01107,  0.01046,  0.01105,  0.01109,  0.01156,  0.01699,  0.01180,  0.00188,  0.15924,  0.16972
p-Isopropyl Toluene,  0.00844,  0.00453,  0.00728,  0.00846,  0.00885,  0.00936,  0.00797,  0.00145,  0.18223,  0.17200
Naphthalene,  0.00452,  0.00290,  0.00425,  0.00451,  0.00458,  0.00494,  0.00433,  0.00055,  0.12638,  0.12106
Methanol,  1.69810,  0.00000,  0.55789,  1.09685,  1.75628,  2.58630,  1.17483,  0.72562,  0.61764,  0.42731
Ethanol,  0.15088,  0.05122,  0.12568,  0.13803,  0.14216,  0.20265,  0.13395,  0.02772,  0.20696,  0.18374
Phenol,  0.13155,  0.04216,  0.08161,  0.13140,  0.13183,  0.13372,  0.11110,  0.03031,  0.27278,  0.23037
Isovaleraldehyde,  0.00373,  0.00000,  0.00226,  0.00350,  0.00372,  0.00389,  0.00275,  0.00147,  0.53381,  0.39346
Hexaldehyde,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
m_p-Tolualdehyde,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00001,  0.00000,  0.00000,  4.47214,  0.00000
Phenylacetaldehyde,  0.05117,  0.02042,  0.03518,  0.04972,  0.05115,  0.05137,  0.04246,  0.01139,  0.26831,  0.22264
Cyclohexanone,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00019,  0.00002,  0.00005,  2.86670,  0.00000
Methyl acetate,  0.13342,  0.09550,  0.13278,  0.13347,  0.13393,  0.15431,  0.13160,  0.01334,  0.10137,  0.09998
n-Butyl acetate,  0.05694,  0.04938,  0.05665,  0.05696,  0.06425,  0.08356,  0.06062,  0.00848,  0.13983,  0.14887
D5-Siloxane,  0.01935,  0.00000,  0.01165,  0.01933,  0.02014,  0.04674,  0.01896,  0.01277,  0.67364,  0.66019

Factor 8,,Statistics Over All Runs
,Lowest Q,Min,25th,50th,75th,Max,Mean    ,Std Dev,RSD % mean,RSD % Lowest Q
Dichloromethane,  0.00951,  0.00829,  0.00867,  0.00948,  0.01082,  0.01895,  0.01063,  0.00315,  0.29635,  0.33141
Chloroform,  0.00161,  0.00077,  0.00095,  0.00161,  0.00175,  0.00368,  0.00161,  0.00078,  0.48512,  0.48297
Trichlorofluoromethane,  0.00686,  0.00337,  0.00655,  0.00687,  0.01420,  0.04163,  0.01248,  0.01162,  0.93135,  1.69400
Dichlorodifluoromethane,  0.02219,  0.01054,  0.01383,  0.02200,  0.03071,  0.09878,  0.03249,  0.02886,  0.88838,  1.30055
Carbon Tetrachloride,  0.00000,  0.00000,  0.00000,  0.00000,  0.00034,  0.00990,  0.00177,  0.00365,  2.06119,  0.00000
1_1_2-Trichlorotrifluoroethane,  0.00000,  0.00000,  0.00000,  0.00000,  0.00038,  0.01064,  0.00200,  0.00405,  2.02316,  0.00000
1_2-Dichloro-1_1_2_2-tetrafluoroethane,  0.00130,  0.00121,  0.00130,  0.00155,  0.00204,  0.00441,  0.00197,  0.00104,  0.53066,  0.80053
Tetrachloroethene,  0.00044,  0.00000,  0.00028,  0.00036,  0.00044,  0.00055,  0.00033,  0.00017,  0.52411,  0.38720
1_2-Dichlorobenzene,  0.00012,  0.00000,  0.00000,  0.00012,  0.00016,  0.00440,  0.00031,  0.00096,  3.11612,  7.91961
1_4-Dichlorobenzene,  0.00015,  0.00000,  0.00009,  0.00015,  0.00028,  0.00039,  0.00016,  0.00011,  0.70457,  0.72449
PCBTF,  0.00124,  0.00044,  0.00068,  0.00089,  0.00125,  0.00132,  0.00097,  0.00030,  0.30681,  0.24074
N-Butane,  0.16869,  0.06676,  0.14605,  0.15736,  0.16869,  0.18189,  0.15490,  0.02405,  0.15527,  0.14258
Isobutane,  0.10359,  0.00152,  0.02993,  0.09742,  0.10350,  0.12268,  0.07413,  0.03958,  0.53388,  0.38204
N-Pentane,  0.06651,  0.00000,  0.06651,  0.06718,  0.06792,  0.07741,  0.06522,  0.01580,  0.24224,  0.23755
Isopentane,  0.07807,  0.01730,  0.06206,  0.07684,  0.07807,  0.10408,  0.06962,  0.01833,  0.26327,  0.23478
2-Methyl pentane,  0.03237,  0.00000,  0.00693,  0.02587,  0.03233,  0.03764,  0.02047,  0.01307,  0.63852,  0.40378
Butene,  0.06337,  0.02345,  0.05912,  0.06308,  0.06340,  0.07064,  0.06040,  0.00926,  0.15330,  0.14612
Propylene,  0.12782,  0.04565,  0.11777,  0.12614,  0.12785,  0.14044,  0.12062,  0.02055,  0.17039,  0.16080
cis-2-Pentene,  0.00233,  0.00000,  0.00176,  0.00225,  0.00233,  0.00341,  0.00214,  0.00075,  0.35054,  0.32234
Isoprene,  0.02699,  0.00000,  0.01113,  0.01416,  0.02724,  0.03588,  0.01686,  0.01119,  0.66360,  0.41445
alpha-Pinene,  0.00613,  0.00000,  0.00280,  0.00387,  0.00617,  0.01163,  0.00440,  0.00261,  0.59409,  0.42672
MVK,  0.01617,  0.00000,  0.00623,  0.00943,  0.01624,  0.01636,  0.00995,  0.00605,  0.60767,  0.37401
Benzene,  0.02105,  0.00000,  0.01909,  0.02100,  0.02211,  0.03388,  0.02044,  0.00582,  0.28490,  0.27673
Toluene,  0.03459,  0.01105,  0.02550,  0.03479,  0.03840,  0.03886,  0.03153,  0.00878,  0.27848,  0.25385
Ethylbenzene,  0.00544,  0.00171,  0.00409,  0.00547,  0.00603,  0.00610,  0.00494,  0.00144,  0.29064,  0.26401
Propylbenzene,  0.00133,  0.00032,  0.00093,  0.00133,  0.00133,  0.00142,  0.00113,  0.00038,  0.33406,  0.28438
m_p-Xylene,  0.00851,  0.00116,  0.00846,  0.00870,  0.01173,  0.01488,  0.00880,  0.00375,  0.42637,  0.44077
o-Xylene,  0.00461,  0.00041,  0.00423,  0.00463,  0.00596,  0.00669,  0.00445,  0.00185,  0.41602,  0.40183
p-Isopropyl Toluene,  0.00081,  0.00000,  0.00002,  0.00027,  0.00081,  0.00082,  0.00040,  0.00037,  0.92659,  0.45463
Naphthalene,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
Methanol,  0.00000,  0.00000,  0.00000,  0.00000,  0.04499,  1.39910,  0.20504,  0.43086,  2.10132,  0.00000
Ethanol,  0.05641,  0.00000,  0.07551,  0.08545,  0.11327,  0.20496,  0.08813,  0.04863,  0.55174,  0.86206
Phenol,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.05541,  0.00277,  0.01239,  4.47214,  0.00000
Isovaleraldehyde,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.01866,  0.00104,  0.00417,  4.03114,  0.00000
Hexaldehyde,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.05173,  0.00259,  0.01157,  4.47214,  0.00000
m_p-Tolualdehyde,  0.00007,  0.00000,  0.00000,  0.00002,  0.00007,  0.00018,  0.00004,  0.00005,  1.23850,  0.67646
Phenylacetaldehyde,  0.00237,  0.00000,  0.00000,  0.00237,  0.00459,  0.02650,  0.00571,  0.00817,  1.42976,  3.44683
Cyclohexanone,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00016,  0.00001,  0.00004,  4.47214,  0.00000
Methyl acetate,  0.01350,  0.00000,  0.00279,  0.01063,  0.01352,  0.01797,  0.00857,  0.00606,  0.70719,  0.44890
n-Butyl acetate,  0.01939,  0.00624,  0.01358,  0.01784,  0.01951,  0.02049,  0.01632,  0.00416,  0.25477,  0.21444
D5-Siloxane,  0.01662,  0.00000,  0.00857,  0.01196,  0.01656,  0.02323,  0.01175,  0.00608,  0.51744,  0.36589

Factor 9,,Statistics Over All Runs
,Lowest Q,Min,25th,50th,75th,Max,Mean    ,Std Dev,RSD % mean,RSD % Lowest Q
Dichloromethane,  0.00702,  0.00537,  0.00659,  0.00687,  0.00701,  0.00925,  0.00692,  0.00095,  0.13770,  0.13579
Chloroform,  0.00059,  0.00000,  0.00057,  0.00059,  0.00099,  0.00132,  0.00072,  0.00034,  0.47398,  0.57802
Trichlorofluoromethane,  0.00329,  0.00000,  0.00081,  0.00330,  0.00533,  0.00750,  0.00348,  0.00237,  0.68087,  0.71974
Dichlorodifluoromethane,  0.01284,  0.00000,  0.00684,  0.01069,  0.01289,  0.05764,  0.01209,  0.01220,  1.00926,  0.95012
Carbon Tetrachloride,  0.00164,  0.00041,  0.00164,  0.00229,  0.00329,  0.00408,  0.00242,  0.00107,  0.44228,  0.65362
1_1_2-Trichlorotrifluoroethane,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
1_2-Dichloro-1_1_2_2-tetrafluoroethane,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00064,  0.00006,  0.00017,  2.86497,  0.00000
Tetrachloroethene,  0.00119,  0.00093,  0.00116,  0.00119,  0.00119,  0.00132,  0.00117,  0.00009,  0.07303,  0.07141
1_2-Dichlorobenzene,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00012,  0.00001,  0.00003,  4.47214,  0.00000
1_4-Dichlorobenzene,  0.00000,  0.00000,  0.00000,  0.00000,  0.00001,  0.00056,  0.00006,  0.00014,  2.41613,  0.00000
PCBTF,  0.00378,  0.00256,  0.00327,  0.00371,  0.00378,  0.00438,  0.00356,  0.00040,  0.11205,  0.10541
N-Butane,  0.00885,  0.00000,  0.00825,  0.00884,  0.01192,  0.01825,  0.00928,  0.00440,  0.47431,  0.49715
Isobutane,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00746,  0.00048,  0.00171,  3.55598,  0.00000
N-Pentane,  0.00241,  0.00000,  0.00228,  0.00241,  0.00288,  0.00360,  0.00240,  0.00079,  0.32976,  0.32772
Isopentane,  0.02211,  0.01563,  0.02183,  0.02207,  0.02526,  0.03245,  0.02285,  0.00435,  0.19041,  0.19679
2-Methyl pentane,  0.00429,  0.00000,  0.00418,  0.00427,  0.00932,  0.01543,  0.00628,  0.00429,  0.68276,  1.00061
Butene,  0.00509,  0.00000,  0.00389,  0.00504,  0.00527,  0.01797,  0.00533,  0.00343,  0.64439,  0.67496
Propylene,  0.04473,  0.01994,  0.02838,  0.04270,  0.04475,  0.08260,  0.03993,  0.01411,  0.35344,  0.31554
cis-2-Pentene,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
Isoprene,  0.02449,  0.00884,  0.01206,  0.02485,  0.03773,  0.08012,  0.02938,  0.02038,  0.69343,  0.83217
alpha-Pinene,  0.00959,  0.00698,  0.00765,  0.00966,  0.01325,  0.02000,  0.01086,  0.00383,  0.35297,  0.39936
MVK,  0.00620,  0.00040,  0.00379,  0.00635,  0.01462,  0.03132,  0.00942,  0.00915,  0.97092,  1.47647
Benzene,  0.00820,  0.00214,  0.00805,  0.00948,  0.01679,  0.02113,  0.01190,  0.00520,  0.43722,  0.63446
Toluene,  0.10902,  0.07781,  0.10232,  0.10727,  0.10901,  0.11902,  0.10474,  0.00972,  0.09277,  0.08913
Ethylbenzene,  0.01807,  0.01389,  0.01750,  0.01789,  0.01807,  0.01973,  0.01760,  0.00123,  0.06991,  0.06806
Propylbenzene,  0.00346,  0.00268,  0.00335,  0.00338,  0.00346,  0.00391,  0.00340,  0.00023,  0.06653,  0.06533
m_p-Xylene,  0.02659,  0.02034,  0.02469,  0.02610,  0.02657,  0.02903,  0.02552,  0.00181,  0.07079,  0.06794
o-Xylene,  0.01980,  0.01614,  0.01937,  0.01957,  0.01979,  0.02143,  0.01936,  0.00102,  0.05283,  0.05167
p-Isopropyl Toluene,  0.00000,  0.00000,  0.00000,  0.00000,  0.00056,  0.00166,  0.00028,  0.00047,  1.69468,  0.00000
Naphthalene,  0.00530,  0.00520,  0.00528,  0.00553,  0.00647,  0.00809,  0.00599,  0.00094,  0.15728,  0.17786
Methanol,  1.14480,  0.38622,  0.82344,  1.15350,  1.88910,  3.28470,  1.35523,  0.70391,  0.51940,  0.61487
Ethanol,  0.01328,  0.00000,  0.00049,  0.00954,  0.03477,  0.23275,  0.03751,  0.06570,  1.75173,  4.94857
Phenol,  0.00069,  0.00000,  0.00000,  0.00074,  0.00712,  0.02305,  0.00430,  0.00745,  1.73151, 10.81930
Isovaleraldehyde,  0.00978,  0.00443,  0.00797,  0.00899,  0.00982,  0.01002,  0.00849,  0.00170,  0.20005,  0.17359
Hexaldehyde,  0.02124,  0.00000,  0.01607,  0.01889,  0.02136,  0.02619,  0.01667,  0.00747,  0.44823,  0.35187
m_p-Tolualdehyde,  0.00048,  0.00044,  0.00047,  0.00048,  0.00051,  0.00062,  0.00050,  0.00004,  0.08689,  0.09037
Phenylacetaldehyde,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00098,  0.00005,  0.00022,  4.47214,  0.00000
Cyclohexanone,  0.00073,  0.00055,  0.00073,  0.00073,  0.00079,  0.00093,  0.00074,  0.00008,  0.11252,  0.11500
Methyl acetate,  0.01815,  0.00639,  0.01730,  0.01804,  0.01863,  0.02726,  0.01804,  0.00416,  0.23068,  0.22927
n-Butyl acetate,  0.04951,  0.03098,  0.04452,  0.04895,  0.04950,  0.05683,  0.04691,  0.00648,  0.13822,  0.13097
D5-Siloxane,  0.00244,  0.00000,  0.00034,  0.00246,  0.00447,  0.05991,  0.00777,  0.01478,  1.90283,  6.04714

Percent of Species Sum

Factor 1,,Statistics Over All Runs
,Lowest Q,Min,25th,50th,75th,Max,Mean    ,Std Dev,RSD % mean,RSD % Lowest Q
Dichloromethane,  4.14615,  3.52048,  4.10883,  4.18376,  4.38756,  4.62166,  4.22447,  0.23533,  0.05571,  0.05676
Chloroform,  2.32201,  1.73253,  2.32587,  2.37589,  2.52000,  2.92482,  2.40156,  0.25218,  0.10501,  0.10861
Trichlorofluoromethane,  1.94347,  1.86990,  1.94639,  2.37494,  2.97621,  3.56362,  2.47174,  0.58291,  0.23583,  0.29994
Dichlorodifluoromethane,  2.15012,  2.15012,  2.18373,  2.24778,  2.73746,  3.90018,  2.51986,  0.50660,  0.20104,  0.23562
Carbon Tetrachloride,  1.23776,  1.18802,  1.24142,  1.66352,  2.39883,  2.99158,  1.78182,  0.58481,  0.32821,  0.47247
1_1_2-Trichlorotrifluoroethane,  1.48250,  1.44357,  1.48721,  2.01023,  2.71954,  3.14009,  2.07208,  0.59367,  0.28651,  0.40045
1_2-Dichloro-1_1_2_2-tetrafluoroethane,  1.82956,  1.79854,  1.83999,  2.18925,  2.82902,  3.64393,  2.35076,  0.57726,  0.24556,  0.31552
Tetrachloroethene,  2.91792,  1.91121,  2.65846,  2.91800,  2.95456,  3.37106,  2.78473,  0.36909,  0.13254,  0.12649
1_2-Dichlorobenzene,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.07593,  0.00380,  0.01698,  4.47214,  0.00000
1_4-Dichlorobenzene,  0.89413,  0.55737,  0.87912,  0.89992,  1.02320,  2.17452,  0.97357,  0.36285,  0.37270,  0.40581
PCBTF,  6.53451,  3.78746,  5.99462,  6.17717,  6.59100,  7.05169,  6.11490,  0.71801,  0.11742,  0.10988
N-Butane,  0.46875,  0.00000,  0.02560,  0.47063,  0.48604,  1.07112,  0.34463,  0.32058,  0.93021,  0.68391
Isobutane,  1.75528,  0.00000,  0.01785,  1.51146,  1.79890,  3.29540,  1.11305,  1.00866,  0.90621,  0.57464
N-Pentane,  0.43017,  0.00000,  0.08447,  0.36225,  0.44310,  1.18061,  0.38241,  0.32457,  0.84874,  0.75452
Isopentane,  2.09228,  1.98624,  2.04195,  2.10867,  2.44787,  2.99535,  2.25555,  0.30770,  0.13642,  0.14707
2-Methyl pentane,  2.29715,  1.80410,  1.98231,  2.30172,  2.34995,  3.39719,  2.29406,  0.35268,  0.15374,  0.15353
