

   0.38813E-01   0.31854E-02   0.24444E-01   0.00000E+00   0.18157E-01   0.89187E-02   0.00000E+00   0.55406E-01   0.16571E-01
   0.16935E+00   0.43571E-02   0.59905E-01   0.40228E-02   0.22169E-02   0.73648E-03   0.00000E+00   0.25164E-01   0.92216E-04
   0.40802E-01   0.35391E+00   0.33051E+00   0.00000E+00   0.12739E+00   0.11200E+00   0.26221E+00   0.00000E+00   0.00000E+00
   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03
   0.31837E-03   0.00000E+00   0.00000E+00   0.00000E+00   0.48705E-02   0.44939E-04   0.00000E+00   0.00000E+00   0.36047E-04
   0.00000E+00   0.65129E-04   0.00000E+00   0.26953E-04   0.48364E-02   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
   0.33284E-02   0.73771E-03   0.67920E-03   0.15932E-03   0.69266E-03   0.00000E+00   0.30394E-02   0.85358E-03   0.00000E+00
   0.27690E-01   0.75420E-02   0.33593E-02   0.77210E-05   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.20510E-01
   0.12305E-01   0.00000E+00   0.19483E-02   0.21650E-03   0.49098E-03   0.65443E-03   0.00000E+00   0.89294E-03   0.38426E-02
   0.00000E+00   0.10397E-03   0.21836E-03   0.39028E-04   0.81274E-04   0.18227E-03   0.64709E-03   0.00000E+00   0.23825E-03
   0.13555E-01   0.00000E+00   0.41036E-01   0.12511E-02   0.12294E-01   0.99829E-02   0.46715E-03   0.12835E-01   0.00000E+00
   0.61462E-01   0.29995E-01   0.43609E-01   0.26956E-02   0.14031E-02   0.00000E+00   0.15220E-02   0.87575E-02   0.15580E+00
   0.50732E-01   0.45763E-02   0.75476E-02   0.36100E-02   0.21059E-02   0.00000E+00   0.20943E-02   0.57082E-02   0.22176E-01
   0.29012E-01   0.82662E-02   0.33003E-02   0.15871E-03   0.59315E-04   0.00000E+00   0.00000E+00   0.00000E+00   0.23920E-01
   0.41745E-02   0.17110E-02   0.67608E-03   0.10702E-03  -0.40657E-19   0.00000E+00   0.00000E+00   0.84316E-03   0.61843E-02
   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.45779E+01   0.00000E+00   0.00000E+00   0.00000E+00
   0.14411E-01   0.24279E-02   0.19566E-02   0.86848E-03   0.21275E-02   0.00000E+00   0.16641E-01   0.34175E-02   0.39344E-03
   0.23638E+00   0.85298E+00   0.43693E+00   0.00000E+00   0.15739E+00   0.19847E+00   0.00000E+00   0.00000E+00   0.00000E+00
   0.00000E+00   0.16016E-01   0.00000E+00   0.00000E+00   0.15901E-01   0.29409E-02   0.16214E-01   0.00000E+00   0.62958E-01
   0.35199E-01   0.00000E+00   0.65282E-01   0.67202E-03   0.82104E-02   0.00000E+00   0.00000E+00   0.95795E-01   0.00000E+00
   0.12808E+00   0.13590E-01   0.43016E-01   0.50598E-02   0.22807E-01   0.80256E-02   0.14401E-01   0.67034E-01   0.00000E+00
   0.87317E-03   0.30611E+00   0.00000E+00   0.00000E+00   0.29781E-02   0.15986E-01   0.00000E+00   0.10958E-01   0.00000E+00
   0.11759E-02   0.67566E-02   0.00000E+00   0.00000E+00   0.56181E-02   0.19472E-02   0.81189E-02   0.00000E+00   0.23032E-01
   0.38384E-02   0.14096E+00   0.00000E+00   0.00000E+00   0.15531E-02   0.14521E-01   0.00000E+00   0.85658E-02   0.00000E+00
   0.00000E+00   0.00000E+00   0.00000E+00   0.70811E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.17312E+01
   0.12497E+00   0.00000E+00   0.22701E-01   0.22172E-02   0.93701E-03   0.19051E-02   0.76691E-02   0.63098E-02   0.44846E-02
   0.37252E-01   0.00000E+00   0.49450E-01   0.00000E+00   0.51901E-01   0.98057E-03   0.31122E-02   0.15681E+00   0.36145E-01
   0.37754E-02   0.25880E-02   0.29328E-02   0.84664E-03   0.00000E+00   0.45881E-03   0.44508E-02   0.00000E+00   0.00000E+00
   0.42747E-02   0.00000E+00   0.69385E-03   0.65179E-03   0.47691E-03   0.89851E-05   0.34017E-02   0.81378E-03   0.00000E+00
   0.11525E-01   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.39029E-03   0.63952E-01   0.30940E-02
   0.10209E+00   0.10773E+00   0.00000E+00   0.00000E+00   0.21037E-01   0.00000E+00   0.00000E+00   0.00000E+00   0.54675E-01
   0.42398E-01   0.25935E-01   0.00000E+00   0.00000E+00   0.87000E-02   0.00000E+00   0.00000E+00   0.00000E+00   0.54044E-01
   0.00000E+00   0.00000E+00   0.27571E-01   0.00000E+00   0.76889E-01   0.00000E+00   0.28561E-01   0.11142E+00   0.84393E-01
   0.18770E-02   0.66690E-04   0.58005E-03   0.85932E-04   0.47173E-03   0.00000E+00   0.98174E-03   0.25938E-03   0.17762E-03
   0.10488E+00   0.14988E-01   0.63596E-02   0.45347E-02   0.13813E-01   0.00000E+00   0.99887E-01   0.21174E-01   0.34483E-02
   0.10888E+00   0.31762E-01   0.00000E+00   0.19304E-02   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.64521E-01
   0.00000E+00   0.55466E-01   0.00000E+00   0.00000E+00   0.15711E-02   0.28831E-02   0.36753E-02   0.21208E-02   0.75373E-02
