**** Run Comparison Statistics ****

Concentration of Species,Lowest Q (Robust) Run = Run 9

Factor 1,,Statistics Over All Runs
,Lowest Q,Min,25th,50th,75th,Max,Mean    ,Std Dev,RSD % mean,RSD % Lowest Q
2-Methyl pentane,  0.00000,  0.00000,  0.00000,  0.00000,  0.00577,  0.00990,  0.00244,  0.00353,  1.44677,  0.00000
Butene,  0.02338,  0.00890,  0.01900,  0.02182,  0.02340,  0.02855,  0.02054,  0.00511,  0.24887,  0.21857
Propylene,  0.10700,  0.00881,  0.06706,  0.08998,  0.10698,  0.11325,  0.08520,  0.02741,  0.32173,  0.25618
cis-2-Pentene,  0.00090,  0.00066,  0.00090,  0.00127,  0.00134,  0.00180,  0.00115,  0.00030,  0.26452,  0.33874
Isoprene,  0.05782,  0.04866,  0.05836,  0.06734,  0.13671,  0.16496,  0.08976,  0.03957,  0.44083,  0.68430
alpha-Pinene,  0.02197,  0.01661,  0.02198,  0.02318,  0.03878,  0.04319,  0.02809,  0.00871,  0.31026,  0.39661
MVK,  0.02127,  0.02024,  0.02157,  0.02547,  0.05260,  0.06302,  0.03412,  0.01550,  0.45430,  0.72860
Benzene,  0.00990,  0.00233,  0.00657,  0.00985,  0.02398,  0.04176,  0.01365,  0.01036,  0.75904,  1.04673
Toluene,  0.01255,  0.00738,  0.00959,  0.01252,  0.01397,  0.01801,  0.01232,  0.00308,  0.24967,  0.24509
Ethylbenzene,  0.00197,  0.00136,  0.00158,  0.00197,  0.00221,  0.00304,  0.00201,  0.00048,  0.23857,  0.24328
Propylbenzene,  0.00034,  0.00022,  0.00029,  0.00034,  0.00051,  0.00051,  0.00038,  0.00010,  0.26719,  0.29921
m_p-Xylene,  0.00401,  0.00139,  0.00383,  0.00393,  0.00400,  0.00629,  0.00396,  0.00104,  0.26170,  0.25873
o-Xylene,  0.00215,  0.00125,  0.00156,  0.00215,  0.00246,  0.00353,  0.00218,  0.00062,  0.28296,  0.28577
p-Isopropyl Toluene,  0.00046,  0.00042,  0.00047,  0.00051,  0.00157,  0.00186,  0.00089,  0.00056,  0.62341,  1.20783
Naphthalene,  0.00025,  0.00000,  0.00025,  0.00026,  0.00154,  0.00214,  0.00072,  0.00074,  1.02233,  2.96895
Methanol,  4.33610,  3.10600,  3.66848,  4.30525,  4.48448,  5.01410,  4.17435,  0.51409,  0.12315,  0.11856
Ethanol,  0.22911,  0.00000,  0.02579,  0.19100,  0.24671,  0.26858,  0.15403,  0.10166,  0.66001,  0.44374
Phenol,  0.07716,  0.06452,  0.07707,  0.07871,  0.13058,  0.14448,  0.09465,  0.02833,  0.29928,  0.36713
Isovaleraldehyde,  0.03051,  0.02038,  0.02700,  0.02799,  0.03051,  0.03324,  0.02827,  0.00336,  0.11880,  0.11009
Hexaldehyde,  0.08880,  0.04125,  0.06429,  0.08460,  0.08881,  0.09646,  0.07700,  0.01578,  0.20496,  0.17772
m_p-Tolualdehyde,  0.00010,  0.00000,  0.00008,  0.00010,  0.00014,  0.00020,  0.00011,  0.00004,  0.38120,  0.41709
Phenylacetaldehyde,  0.06230,  0.04793,  0.05689,  0.06226,  0.07499,  0.07766,  0.06443,  0.00882,  0.13688,  0.14156
Cyclohexanone,  0.00039,  0.00017,  0.00037,  0.00039,  0.00044,  0.00045,  0.00039,  0.00007,  0.18490,  0.18343
Methyl acetate,  0.00278,  0.00000,  0.00233,  0.00274,  0.00756,  0.01358,  0.00424,  0.00373,  0.88122,  1.34235
n-Butyl acetate,  0.00235,  0.00000,  0.00000,  0.00164,  0.00235,  0.00424,  0.00146,  0.00148,  1.01495,  0.62873
D5-Siloxane,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00389,  0.00068,  0.00141,  2.05993,  0.00000

Factor 2,,Statistics Over All Runs
,Lowest Q,Min,25th,50th,75th,Max,Mean    ,Std Dev,RSD % mean,RSD % Lowest Q
Dichloromethane,  0.00478,  0.00478,  0.00480,  0.00539,  0.00584,  0.00606,  0.00533,  0.00048,  0.09083,  0.10136
Chloroform,  0.00055,  0.00055,  0.00055,  0.00076,  0.00079,  0.00095,  0.00070,  0.00013,  0.18814,  0.23992
Trichlorofluoromethane,  0.00549,  0.00467,  0.00542,  0.00552,  0.00820,  0.00949,  0.00668,  0.00169,  0.25367,  0.30847
Dichlorodifluoromethane,  0.01227,  0.00933,  0.01226,  0.01234,  0.01284,  0.01692,  0.01280,  0.00161,  0.12545,  0.13093
Carbon Tetrachloride,  0.00125,  0.00100,  0.00126,  0.00132,  0.00198,  0.00220,  0.00153,  0.00037,  0.24182,  0.29630
1_1_2-Trichlorotrifluoroethane,  0.00165,  0.00143,  0.00166,  0.00180,  0.00257,  0.00333,  0.00208,  0.00052,  0.25043,  0.31578
1_2-Dichloro-1_1_2_2-tetrafluoroethane,  0.00043,  0.00031,  0.00036,  0.00043,  0.00053,  0.00076,  0.00046,  0.00012,  0.25176,  0.26952
Tetrachloroethene,  0.00016,  0.00008,  0.00016,  0.00017,  0.00021,  0.00022,  0.00017,  0.00005,  0.26923,  0.27679
1_2-Dichlorobenzene,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00002,  0.00000,  0.00001,  3.08207,  0.00000
1_4-Dichlorobenzene,  0.00007,  0.00000,  0.00006,  0.00007,  0.00009,  0.00013,  0.00006,  0.00003,  0.51190,  0.48692
PCBTF,  0.00067,  0.00047,  0.00067,  0.00072,  0.00090,  0.00092,  0.00075,  0.00016,  0.21087,  0.23574
N-Butane,  0.00500,  0.00107,  0.00313,  0.00501,  0.00638,  0.00908,  0.00482,  0.00229,  0.47652,  0.45850
Isobutane,  0.00914,  0.00205,  0.00460,  0.00915,  0.00969,  0.01268,  0.00775,  0.00316,  0.40763,  0.34530
N-Pentane,  0.00000,  0.00000,  0.00000,  0.00000,  0.00007,  0.00066,  0.00009,  0.00019,  2.09299,  0.00000
Isopentane,  0.01048,  0.00514,  0.00915,  0.01051,  0.01193,  0.01241,  0.01019,  0.00223,  0.21908,  0.21292
2-Methyl pentane,  0.01125,  0.00759,  0.01111,  0.01128,  0.01441,  0.01629,  0.01205,  0.00250,  0.20763,  0.22248
Butene,  0.00248,  0.00033,  0.00129,  0.00249,  0.00309,  0.00401,  0.00231,  0.00098,  0.42487,  0.39631
Propylene,  0.00000,  0.00000,  0.00000,  0.00000,  0.00022,  0.00350,  0.00029,  0.00080,  2.71988,  0.00000
cis-2-Pentene,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
Isoprene,  0.03992,  0.01887,  0.02409,  0.03232,  0.03989,  0.04011,  0.03112,  0.00755,  0.24269,  0.18920
alpha-Pinene,  0.00711,  0.00323,  0.00437,  0.00598,  0.00711,  0.00715,  0.00566,  0.00136,  0.23949,  0.19070
MVK,  0.01672,  0.00688,  0.00920,  0.01287,  0.01671,  0.01680,  0.01246,  0.00351,  0.28134,  0.20974
Benzene,  0.00000,  0.00000,  0.00000,  0.00000,  0.00130,  0.00169,  0.00050,  0.00066,  1.31210,  0.00000
Toluene,  0.00833,  0.00167,  0.00833,  0.00900,  0.01128,  0.01186,  0.00868,  0.00332,  0.38301,  0.39900
Ethylbenzene,  0.00163,  0.00043,  0.00163,  0.00171,  0.00207,  0.00219,  0.00164,  0.00057,  0.34796,  0.34903
Propylbenzene,  0.00040,  0.00014,  0.00040,  0.00041,  0.00046,  0.00049,  0.00038,  0.00011,  0.29842,  0.28375
m_p-Xylene,  0.00193,  0.00000,  0.00171,  0.00193,  0.00207,  0.00216,  0.00163,  0.00073,  0.44798,  0.37749
o-Xylene,  0.00168,  0.00021,  0.00166,  0.00169,  0.00197,  0.00206,  0.00155,  0.00062,  0.39928,  0.36808
p-Isopropyl Toluene,  0.00087,  0.00044,  0.00073,  0.00080,  0.00087,  0.00088,  0.00075,  0.00014,  0.18772,  0.16217
Naphthalene,  0.00156,  0.00096,  0.00134,  0.00156,  0.00160,  0.00170,  0.00148,  0.00020,  0.13377,  0.12726
Methanol, 72.76700, 71.48300, 72.76550, 72.92000, 73.28150, 74.39100, 72.96915,  0.60469,  0.00829,  0.00831
Ethanol,  0.00000,  0.00000,  0.00000,  0.00000,  0.08823,  0.13350,  0.03731,  0.05253,  1.40787,  0.00000
Phenol,  0.00951,  0.00206,  0.00294,  0.00952,  0.01208,  0.01593,  0.00813,  0.00461,  0.56640,  0.48430
Isovaleraldehyde,  0.00005,  0.00000,  0.00000,  0.00005,  0.00025,  0.00068,  0.00017,  0.00024,  1.42014,  4.65769
Hexaldehyde,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  4.47214,  0.00000
m_p-Tolualdehyde,  0.00009,  0.00001,  0.00006,  0.00008,  0.00009,  0.00009,  0.00007,  0.00002,  0.35192,  0.26767
Phenylacetaldehyde,  0.00167,  0.00007,  0.00062,  0.00167,  0.00355,  0.00420,  0.00205,  0.00143,  0.69949,  0.85841
Cyclohexanone,  0.00012,  0.00004,  0.00010,  0.00011,  0.00012,  0.00012,  0.00010,  0.00002,  0.22657,  0.19721
Methyl acetate,  0.00502,  0.00468,  0.00503,  0.00702,  0.00800,  0.00841,  0.00650,  0.00150,  0.23066,  0.29861
n-Butyl acetate,  0.00238,  0.00126,  0.00238,  0.00357,  0.00597,  0.00611,  0.00389,  0.00192,  0.49295,  0.80594
D5-Siloxane,  0.00645,  0.00019,  0.00512,  0.00646,  0.00727,  0.00771,  0.00599,  0.00171,  0.28596,  0.26590

Factor 3,,Statistics Over All Runs
,Lowest Q,Min,25th,50th,75th,Max,Mean    ,Std Dev,RSD % mean,RSD % Lowest Q
Dichloromethane,  0.01010,  0.00555,  0.01021,  0.01230,  0.01617,  0.02756,  0.01312,  0.00498,  0.37944,  0.49306
Chloroform,  0.00210,  0.00204,  0.00211,  0.00216,  0.00315,  0.00835,  0.00276,  0.00139,  0.50567,  0.66317
Trichlorofluoromethane,  0.01051,  0.00000,  0.01061,  0.01138,  0.02254,  0.05154,  0.01596,  0.01178,  0.73833,  1.12098
Dichlorodifluoromethane,  0.03342,  0.00000,  0.03383,  0.08390,  0.10419,  0.13177,  0.07077,  0.04177,  0.59031,  1.24984
Carbon Tetrachloride,  0.00059,  0.00059,  0.00070,  0.00535,  0.00646,  0.01651,  0.00460,  0.00399,  0.86705,  6.70961
1_1_2-Trichlorotrifluoroethane,  0.00025,  0.00025,  0.00034,  0.00617,  0.00724,  0.01972,  0.00492,  0.00469,  0.95219, 19.09402
1_2-Dichloro-1_1_2_2-tetrafluoroethane,  0.00183,  0.00000,  0.00179,  0.00186,  0.00379,  0.00513,  0.00269,  0.00152,  0.56530,  0.83151
Tetrachloroethene,  0.00047,  0.00024,  0.00037,  0.00048,  0.00115,  0.00142,  0.00064,  0.00039,  0.60434,  0.81896
1_2-Dichlorobenzene,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00080,  0.00008,  0.00025,  3.05761,  0.00000
1_4-Dichlorobenzene,  0.00003,  0.00000,  0.00000,  0.00000,  0.00003,  0.00229,  0.00025,  0.00070,  2.84090, 24.11964
PCBTF,  0.00095,  0.00007,  0.00070,  0.00094,  0.00189,  0.00303,  0.00118,  0.00085,  0.71859,  0.90070
N-Butane,  0.18398,  0.01031,  0.11634,  0.17518,  0.18407,  0.21682,  0.14969,  0.05655,  0.37776,  0.30736
Isobutane,  0.13393,  0.00000,  0.09867,  0.12402,  0.13390,  0.16695,  0.11125,  0.04226,  0.37989,  0.31556
N-Pentane,  0.06370,  0.00000,  0.00000,  0.05854,  0.06365,  0.07694,  0.04091,  0.02925,  0.71502,  0.45913
Isopentane,  0.08610,  0.02641,  0.03936,  0.06600,  0.08608,  0.14983,  0.06618,  0.02985,  0.45110,  0.34670
2-Methyl pentane,  0.03578,  0.01207,  0.01906,  0.03577,  0.04142,  0.16086,  0.04159,  0.03451,  0.82964,  0.96453
Butene,  0.06854,  0.00712,  0.05144,  0.06843,  0.06874,  0.08511,  0.05879,  0.01980,  0.33673,  0.28884
Propylene,  0.15184,  0.02647,  0.09224,  0.15195,  0.16959,  0.21072,  0.13641,  0.05102,  0.37400,  0.33600
cis-2-Pentene,  0.00230,  0.00000,  0.00049,  0.00214,  0.00230,  0.00298,  0.00165,  0.00099,  0.60314,  0.43228
Isoprene,  0.01310,  0.00000,  0.00000,  0.00465,  0.01187,  0.03095,  0.00740,  0.00961,  1.29869,  0.73312
alpha-Pinene,  0.00317,  0.00000,  0.00061,  0.00294,  0.00454,  0.00967,  0.00290,  0.00287,  0.98976,  0.90487
MVK,  0.01110,  0.00000,  0.00000,  0.00873,  0.01034,  0.01234,  0.00568,  0.00535,  0.94222,  0.48204
Benzene,  0.01751,  0.00759,  0.01606,  0.01776,  0.02256,  0.06254,  0.02003,  0.01142,  0.57041,  0.65237
Toluene,  0.02550,  0.00240,  0.01799,  0.02563,  0.03438,  0.07305,  0.02764,  0.01866,  0.67519,  0.73188
Ethylbenzene,  0.00440,  0.00079,  0.00310,  0.00443,  0.00659,  0.01192,  0.00488,  0.00303,  0.62051,  0.68836
Propylbenzene,  0.00112,  0.00028,  0.00073,  0.00112,  0.00200,  0.00217,  0.00121,  0.00064,  0.53112,  0.57376
m_p-Xylene,  0.00673,  0.00000,  0.00372,  0.00676,  0.00779,  0.01653,  0.00661,  0.00405,  0.61321,  0.60250
o-Xylene,  0.00349,  0.00022,  0.00204,  0.00352,  0.00642,  0.01332,  0.00427,  0.00373,  0.87405,  1.06904
p-Isopropyl Toluene,  0.00107,  0.00000,  0.00002,  0.00103,  0.00106,  0.00357,  0.00094,  0.00092,  0.97963,  0.85776
Naphthalene,  0.00000,  0.00000,  0.00000,  0.00000,  0.00057,  0.00706,  0.00129,  0.00261,  2.01836,  0.00000
Methanol,  0.00000,  0.00000,  0.00000,  0.26056,  1.12503,  2.01280,  0.58786,  0.67880,  1.15469,  0.00000
Ethanol,  0.07309,  0.00000,  0.00000,  0.04227,  0.18091,  0.20954,  0.08448,  0.09259,  1.09593,  1.26672
Phenol,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.03716,  0.00372,  0.01144,  3.07794,  0.00000
Isovaleraldehyde,  0.00000,  0.00000,  0.00000,  0.00000,  0.00652,  0.01099,  0.00297,  0.00400,  1.34634,  0.00000
Hexaldehyde,  0.00000,  0.00000,  0.00000,  0.00000,  0.01623,  0.02285,  0.00619,  0.00937,  1.51284,  0.00000
m_p-Tolualdehyde,  0.00013,  0.00000,  0.00005,  0.00012,  0.00031,  0.00052,  0.00018,  0.00017,  0.96067,  1.39046
Phenylacetaldehyde,  0.00411,  0.00000,  0.00399,  0.00440,  0.01667,  0.02952,  0.00974,  0.00894,  0.91742,  2.17402
Cyclohexanone,  0.00000,  0.00000,  0.00000,  0.00000,  0.00037,  0.00048,  0.00012,  0.00021,  1.67171,  0.00000
Methyl acetate,  0.01427,  0.00275,  0.00721,  0.01441,  0.02110,  0.07951,  0.01877,  0.01729,  0.92130,  1.21160
n-Butyl acetate,  0.01110,  0.00000,  0.00000,  0.01106,  0.01145,  0.02814,  0.00946,  0.00850,  0.89828,  0.76614
D5-Siloxane,  0.01975,  0.00000,  0.01396,  0.01978,  0.02567,  0.06299,  0.02633,  0.01901,  0.72206,  0.96275

Factor 4,,Statistics Over All Runs
,Lowest Q,Min,25th,50th,75th,Max,Mean    ,Std Dev,RSD % mean,RSD % Lowest Q
Dichloromethane,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00067,  0.00004,  0.00015,  3.54672,  0.00000
Chloroform,  0.00039,  0.00000,  0.00027,  0.00037,  0.00040,  0.00151,  0.00041,  0.00033,  0.80424,  0.84844
Trichlorofluoromethane,  0.00099,  0.00000,  0.00086,  0.00105,  0.00381,  0.00664,  0.00219,  0.00207,  0.94552,  2.09354
Dichlorodifluoromethane,  0.00000,  0.00000,  0.00000,  0.00000,  0.00314,  0.00732,  0.00148,  0.00273,  1.84444,  0.00000
Carbon Tetrachloride,  0.00080,  0.00000,  0.00069,  0.00082,  0.00110,  0.00252,  0.00099,  0.00074,  0.74943,  0.93383
1_1_2-Trichlorotrifluoroethane,  0.00137,  0.00000,  0.00031,  0.00139,  0.00175,  0.00282,  0.00135,  0.00096,  0.71558,  0.70142
1_2-Dichloro-1_1_2_2-tetrafluoroethane,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00002,  0.00000,  0.00000,  4.47214,  0.00000
Tetrachloroethene,  0.00000,  0.00000,  0.00000,  0.00000,  0.00008,  0.00021,  0.00004,  0.00006,  1.67870,  0.00000
1_2-Dichlorobenzene,  0.00020,  0.00000,  0.00000,  0.00001,  0.00020,  0.00021,  0.00007,  0.00010,  1.31116,  0.47716
1_4-Dichlorobenzene,  0.00005,  0.00000,  0.00000,  0.00004,  0.00005,  0.00064,  0.00009,  0.00019,  2.00582,  3.43967
PCBTF,  0.00069,  0.00012,  0.00013,  0.00034,  0.00069,  0.00111,  0.00044,  0.00033,  0.73243,  0.47315
N-Butane,  0.00696,  0.00504,  0.00591,  0.00692,  0.01094,  0.01535,  0.00832,  0.00318,  0.38235,  0.45714
Isobutane,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00698,  0.00052,  0.00158,  3.02662,  0.00000
N-Pentane,  0.00324,  0.00000,  0.00171,  0.00320,  0.00471,  0.00534,  0.00286,  0.00184,  0.64544,  0.56888
Isopentane,  0.01458,  0.01458,  0.01469,  0.02205,  0.02553,  0.03164,  0.02111,  0.00591,  0.27996,  0.40536
2-Methyl pentane,  0.01110,  0.01077,  0.01115,  0.01179,  0.01414,  0.01994,  0.01328,  0.00295,  0.22232,  0.26597
Butene,  0.01096,  0.01093,  0.01095,  0.01243,  0.01378,  0.01660,  0.01260,  0.00159,  0.12614,  0.14500
Propylene,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.02086,  0.00208,  0.00642,  3.07794,  0.00000
cis-2-Pentene,  0.00037,  0.00034,  0.00037,  0.00038,  0.00081,  0.00092,  0.00054,  0.00022,  0.41234,  0.61123
Isoprene,  0.09707,  0.09574,  0.09707,  0.13319,  0.16692,  0.17630,  0.13522,  0.03199,  0.23658,  0.32956
alpha-Pinene,  0.01822,  0.01505,  0.01821,  0.02325,  0.02772,  0.03122,  0.02335,  0.00481,  0.20594,  0.26385
MVK,  0.05599,  0.05234,  0.05596,  0.07081,  0.08242,  0.08782,  0.07051,  0.01253,  0.17769,  0.22375
Benzene,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00576,  0.00029,  0.00129,  4.47214,  0.00000
Toluene,  0.00583,  0.00299,  0.00577,  0.00588,  0.00846,  0.02615,  0.00828,  0.00667,  0.80575,  1.14414
Ethylbenzene,  0.00067,  0.00034,  0.00057,  0.00067,  0.00070,  0.00474,  0.00112,  0.00132,  1.17251,  1.97396
Propylbenzene,  0.00000,  0.00000,  0.00000,  0.00014,  0.00024,  0.00100,  0.00023,  0.00031,  1.35918,  0.00000
m_p-Xylene,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00602,  0.00075,  0.00192,  2.55310,  0.00000
o-Xylene,  0.00011,  0.00000,  0.00000,  0.00012,  0.00046,  0.00558,  0.00081,  0.00174,  2.15223, 15.35607
p-Isopropyl Toluene,  0.00304,  0.00304,  0.00305,  0.00426,  0.00512,  0.00557,  0.00427,  0.00098,  0.22866,  0.32063
Naphthalene,  0.00045,  0.00045,  0.00047,  0.00097,  0.00177,  0.00313,  0.00123,  0.00085,  0.69333,  1.87897
Methanol,  1.28190,  0.64263,  1.38673,  2.06695,  2.36720,  5.96660,  2.13986,  1.10599,  0.51685,  0.86277
Ethanol,  4.72520,  3.85600,  4.29665,  4.59615,  4.70803,  4.80040,  4.45920,  0.30334,  0.06803,  0.06420
Phenol,  0.01495,  0.01477,  0.01486,  0.02864,  0.03600,  0.04378,  0.02724,  0.01105,  0.40543,  0.73888
Isovaleraldehyde,  0.00648,  0.00241,  0.00354,  0.00640,  0.00719,  0.01043,  0.00575,  0.00228,  0.39734,  0.35228
Hexaldehyde,  0.01653,  0.00303,  0.00890,  0.01602,  0.01641,  0.02902,  0.01452,  0.00642,  0.44201,  0.38815
m_p-Tolualdehyde,  0.00012,  0.00000,  0.00009,  0.00012,  0.00016,  0.00036,  0.00014,  0.00009,  0.65605,  0.77679
Phenylacetaldehyde,  0.00000,  0.00000,  0.00000,  0.00033,  0.00136,  0.00370,  0.00099,  0.00135,  1.36046,  0.00000
Cyclohexanone,  0.00030,  0.00012,  0.00019,  0.00030,  0.00039,  0.00054,  0.00030,  0.00012,  0.40574,  0.40078
Methyl acetate,  0.00251,  0.00000,  0.00000,  0.00126,  0.00263,  0.01160,  0.00187,  0.00273,  1.45682,  1.08709
n-Butyl acetate,  0.00725,  0.00000,  0.00000,  0.00132,  0.00726,  0.00940,  0.00354,  0.00375,  1.06046,  0.51734
D5-Siloxane,  0.00000,  0.00000,  0.00000,  0.00672,  0.01034,  0.01568,  0.00607,  0.00480,  0.79127,  0.00000

Factor 5,,Statistics Over All Runs
,Lowest Q,Min,25th,50th,75th,Max,Mean    ,Std Dev,RSD % mean,RSD % Lowest Q
Dichloromethane,  0.00405,  0.00392,  0.00402,  0.00414,  0.00497,  0.00793,  0.00481,  0.00132,  0.27469,  0.32645
Chloroform,  0.00081,  0.00076,  0.00081,  0.00085,  0.00096,  0.00156,  0.00093,  0.00018,  0.19225,  0.22043
Trichlorofluoromethane,  0.00230,  0.00000,  0.00232,  0.00308,  0.00790,  0.02068,  0.00564,  0.00467,  0.82778,  2.03401
Dichlorodifluoromethane,  0.00159,  0.00152,  0.00170,  0.00603,  0.01387,  0.04228,  0.01215,  0.01368,  1.12641,  8.62551
Carbon Tetrachloride,  0.00000,  0.00000,  0.00000,  0.00068,  0.00184,  0.00415,  0.00104,  0.00121,  1.16180,  0.00000
1_1_2-Trichlorotrifluoroethane,  0.00121,  0.00018,  0.00121,  0.00149,  0.00344,  0.00673,  0.00235,  0.00162,  0.68691,  1.33260
1_2-Dichloro-1_1_2_2-tetrafluoroethane,  0.00010,  0.00010,  0.00010,  0.00023,  0.00071,  0.00166,  0.00048,  0.00050,  1.05265,  5.07734
Tetrachloroethene,  0.00057,  0.00028,  0.00041,  0.00056,  0.00057,  0.00061,  0.00051,  0.00010,  0.20586,  0.18420
1_2-Dichlorobenzene,  0.00499,  0.00066,  0.00484,  0.00495,  0.00500,  0.00541,  0.00463,  0.00123,  0.26539,  0.24634
1_4-Dichlorobenzene,  0.00495,  0.00006,  0.00482,  0.00495,  0.00532,  0.00932,  0.00468,  0.00232,  0.49545,  0.46918
PCBTF,  0.00089,  0.00012,  0.00053,  0.00079,  0.00089,  0.00099,  0.00070,  0.00026,  0.36650,  0.28843
N-Butane,  0.04802,  0.02170,  0.04802,  0.05051,  0.09853,  0.15442,  0.06969,  0.03631,  0.52107,  0.75627
Isobutane,  0.00000,  0.00000,  0.00000,  0.00347,  0.03310,  0.05417,  0.01365,  0.01901,  1.39294,  0.00000
N-Pentane,  0.00072,  0.00000,  0.00000,  0.00075,  0.01777,  0.03077,  0.00699,  0.01074,  1.53748, 15.00888
Isopentane,  0.02381,  0.01054,  0.02390,  0.02830,  0.04001,  0.04803,  0.03074,  0.00958,  0.31151,  0.40213
2-Methyl pentane,  0.00479,  0.00000,  0.00336,  0.00487,  0.00719,  0.01020,  0.00509,  0.00259,  0.51012,  0.54182
Butene,  0.01900,  0.01017,  0.01902,  0.01930,  0.03818,  0.05694,  0.02662,  0.01351,  0.50741,  0.71096
Propylene,  0.07781,  0.07514,  0.07782,  0.08139,  0.12305,  0.18308,  0.10077,  0.03361,  0.33357,  0.43196
cis-2-Pentene,  0.00000,  0.00000,  0.00000,  0.00000,  0.00020,  0.00121,  0.00016,  0.00037,  2.27099,  0.00000
Isoprene,  0.00591,  0.00000,  0.00116,  0.00706,  0.01364,  0.01865,  0.00763,  0.00642,  0.84169,  1.08559
alpha-Pinene,  0.00218,  0.00047,  0.00093,  0.00240,  0.00617,  0.00708,  0.00325,  0.00245,  0.75185,  1.11991
MVK,  0.00224,  0.00000,  0.00278,  0.00293,  0.00691,  0.00863,  0.00424,  0.00259,  0.60999,  1.15311
Benzene,  0.00682,  0.00000,  0.00292,  0.00573,  0.00676,  0.00777,  0.00503,  0.00217,  0.43072,  0.31737
Toluene,  0.02475,  0.00336,  0.01272,  0.02404,  0.02478,  0.02761,  0.01995,  0.00755,  0.37818,  0.30481
Ethylbenzene,  0.00376,  0.00066,  0.00206,  0.00366,  0.00376,  0.00432,  0.00306,  0.00113,  0.36974,  0.30087
Propylbenzene,  0.00101,  0.00037,  0.00072,  0.00099,  0.00101,  0.00109,  0.00089,  0.00020,  0.21991,  0.19322
m_p-Xylene,  0.01052,  0.00166,  0.00794,  0.01051,  0.01058,  0.01218,  0.00943,  0.00231,  0.24456,  0.21916
o-Xylene,  0.00458,  0.00079,  0.00255,  0.00453,  0.00457,  0.00546,  0.00374,  0.00144,  0.38464,  0.31451
p-Isopropyl Toluene,  0.00044,  0.00033,  0.00042,  0.00047,  0.00066,  0.00070,  0.00050,  0.00013,  0.25310,  0.28551
Naphthalene,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
