

   0.35560E-02   0.27884E-02   0.43750E-02   0.60786E-02   0.22037E-01   0.19400E-02   0.51651E-01   0.71215E-02   0.00000E+00
   0.26127E-03   0.00000E+00   0.00000E+00   0.98436E-03   0.38597E-02   0.43572E-03   0.12472E-01   0.19542E-02   0.75037E-03
   0.19275E-02   0.00000E+00   0.32108E-01   0.47434E-03   0.64174E-01   0.00000E+00   0.11201E+00   0.00000E+00   0.00000E+00
   0.39158E-02   0.57556E-03   0.29220E-01   0.87864E-02   0.15740E+00   0.19732E-02   0.65644E-01   0.44072E-01   0.00000E+00
   0.42093E-04   0.00000E+00   0.73555E-02   0.00000E+00   0.20457E-01   0.00000E+00   0.28606E-01   0.31878E-02   0.00000E+00
   0.17389E-03   0.00000E+00   0.82826E-02   0.00000E+00   0.24139E-01   0.13403E-03   0.30504E-01   0.30685E-02   0.00000E+00
   0.12843E-03   0.00000E+00   0.16938E-02   0.82863E-03   0.62206E-02   0.38815E-04   0.43571E-02   0.64627E-03   0.00000E+00
   0.70196E-04   0.98917E-03   0.79532E-04   0.29178E-03   0.15216E-03   0.46684E-03   0.18721E-02   0.56628E-03   0.00000E+00
   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.36006E-04   0.48865E-02   0.34382E-03   0.00000E+00   0.64457E-04
   0.26630E-04   0.00000E+00   0.68413E-04   0.00000E+00   0.00000E+00   0.48542E-02   0.34424E-04   0.66521E-05   0.00000E+00
   0.57820E-03   0.34073E-02   0.00000E+00   0.95396E-03   0.00000E+00   0.45790E-03   0.41357E-02   0.59237E-03   0.33570E-03
   0.00000E+00   0.27617E-02   0.00000E+00   0.15640E+00   0.35882E-01   0.52103E-01   0.40085E-01   0.50703E-01   0.10885E-02
   0.49508E-03   0.00000E+00   0.00000E+00   0.96642E-01   0.00000E+00   0.78337E-02   0.35370E-01   0.65937E-01   0.00000E+00
   0.00000E+00   0.38333E-03   0.00000E+00   0.64814E-01   0.33286E-02   0.00000E+00   0.11251E-01   0.00000E+00   0.00000E+00
   0.41626E-02   0.15519E-01   0.12720E-01   0.69970E-01   0.00000E+00   0.21544E-01   0.12636E+00   0.43134E-01   0.12829E-01
   0.33729E-02   0.00000E+00   0.18777E-02   0.26074E-01   0.13019E-02   0.13731E-02   0.16902E+00   0.59291E-01   0.91091E-02
   0.00000E+00   0.00000E+00   0.23825E-02   0.55729E-01   0.16698E-01   0.18235E-01   0.41377E-01   0.24994E-01   0.81370E-02
   0.00000E+00   0.27460E-01   0.00000E+00   0.11210E+00   0.85058E-01   0.78402E-01   0.00000E+00   0.30818E-01   0.00000E+00
   0.00000E+00   0.00000E+00   0.63621E-03   0.20045E-02   0.86841E-03   0.00000E+00   0.40759E-02   0.14067E-03   0.68218E-04
   0.00000E+00   0.00000E+00   0.30468E+00   0.92381E-02   0.00000E+00   0.74914E-02   0.25540E-01   0.00000E+00   0.22493E-01
   0.00000E+00   0.33845E-02   0.55116E-01   0.15732E-02   0.74856E-02   0.21557E-02   0.37385E-02  -0.43368E-18   0.39547E-02
   0.00000E+00   0.00000E+00   0.14111E+00   0.82036E-02   0.00000E+00   0.37550E-02   0.14620E-01   0.99211E-03   0.18083E-01
   0.00000E+00   0.00000E+00   0.00000E+00   0.97872E-02   0.94646E-02   0.00000E+00   0.15788E+00   0.14203E-01   0.00000E+00
   0.32892E-02   0.99561E-01   0.16494E-01   0.25229E-01   0.23992E-02   0.13537E-01   0.10304E+00   0.58485E-02   0.11142E-02
   0.69084E-03   0.16561E-01   0.27378E-02   0.39526E-02   0.34682E-03   0.20739E-02   0.14113E-01   0.18920E-02   0.30401E-04
   0.12409E-03   0.30375E-02   0.79093E-03   0.97706E-03   0.00000E+00   0.67944E-03   0.32854E-02   0.67164E-03   0.00000E+00
   0.29254E-03   0.24436E-01   0.46136E-02   0.58420E-02   0.13016E-02   0.75299E-02   0.55397E-02   0.00000E+00   0.00000E+00
   0.54978E-03   0.18265E-01   0.31051E-02   0.29099E-02   0.16974E-03   0.27760E-02   0.91600E-02   0.13562E-02   0.00000E+00
   0.26654E-03   0.00000E+00   0.32985E-02   0.40016E-03   0.00000E+00   0.50380E-03   0.76645E-02   0.15932E-02   0.22044E-02
   0.79231E-03   0.45237E-02   0.27933E-02   0.00000E+00   0.00000E+00   0.00000E+00   0.39219E-02   0.28655E-02   0.38117E-03
   0.71054E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.22269E+01   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.76080E-01   0.00000E+00   0.00000E+00   0.00000E+00   0.45341E+01
   0.00000E+00   0.00000E+00   0.11050E+00   0.00000E+00   0.52762E-01   0.22418E-01   0.11296E+00   0.00000E+00   0.00000E+00
   0.00000E+00   0.00000E+00   0.84385E+00   0.00000E+00   0.00000E+00   0.16178E+00   0.28638E+00   0.45560E+00   0.24230E+00
   0.00000E+00   0.24854E+00   0.35974E+00   0.00000E+00   0.00000E+00   0.12358E+00   0.50926E-01   0.34234E+00   0.13432E+00
   0.00000E+00   0.73771E-02   0.68440E-02   0.00000E+00   0.23842E-01   0.57344E-02   0.11876E-02   0.00000E+00   0.31066E-02
   0.00000E+00   0.14781E-01   0.17793E-01   0.00000E+00   0.65820E-01   0.16371E-01   0.00000E+00   0.00000E+00   0.53547E-02
   0.00000E+00   0.38657E-03   0.24008E-03   0.00000E+00   0.00000E+00   0.67075E-04   0.00000E+00   0.22965E-03   0.55229E-05
   0.00000E+00   0.00000E+00   0.26676E-01   0.00000E+00   0.53455E-01   0.95597E-02   0.44507E-01   0.00000E+00   0.00000E+00
   0.29592E-04   0.63221E-03   0.13250E-03   0.00000E+00   0.24669E-03   0.78666E-04   0.00000E+00   0.23903E-03   0.22454E-03
   0.28691E-02   0.10780E-01   0.00000E+00   0.83293E-02   0.46765E-02   0.43930E-03   0.12570E+00   0.22164E-01   0.36035E-02
   0.21430E-02   0.45100E-01   0.00000E+00   0.15102E-01   0.00000E+00   0.00000E+00   0.50181E-01   0.00000E+00   0.39116E-02
   0.10169E-02   0.00000E+00   0.00000E+00   0.13362E-01   0.00000E+00   0.11767E-01   0.14840E-01   0.41538E-01   0.10333E-01
   0.10000E+01   0.10000E+01   0.10000E+01   0.10000E+01   0.10000E+01   0.10000E+01   0.10000E+01   0.10000E+01   0.10000E+01

   0.71500E-02   0.11229E-01   0.11144E-01   0.13180E-01   0.27689E-01   0.64950E-02   0.59993E-01   0.14838E-01   0.35348E-02
   0.10205E-02   0.15531E-02   0.88717E-03   0.23335E-02   0.48646E-02   0.12339E-02   0.14222E-01   0.38175E-02   0.22499E-02
   0.85602E-02   0.99427E-02   0.47488E-01   0.13239E-01   0.77383E-01   0.11055E-01   0.12948E+00   0.14517E-01   0.62445E-02
   0.14173E-01   0.25671E-01   0.53700E-01   0.35462E-01   0.18382E+00   0.27262E-01   0.90982E-01   0.67773E-01   0.10417E-01
