**** Analysis Summary ****

Time of run: ,03/13/23 15:09
Concentration file: ,C:\Users\Shenglun\OneDrive - University of California, Davis\Documents\LA_2021_summer\VCP sampling\PMF_data\PMF_input_conc_cor.csv
Uncertainty file: ,C:\Users\Shenglun\OneDrive - University of California, Davis\Documents\LA_2021_summer\VCP sampling\PMF_data\PMF_input_uncertainty_cor.csv
Configuration file: ,


**** Fpeak Run Summary ****

Base model run number:         ,13
Number of Fpeak runs:          ,4
Base random seed:              ,99
Number of factors:             ,9
Extra modeling uncertainty (%):,0

Fpeak Run Summary Table:

Fpeak #,Strength,dQ(Robust),Q(Robust),% dQ(Robust),Q(Aux),Q(True)     ,Converged,# Steps
1,0.5,211.8      ,22024.9    ,0.96    ,209.22    ,38428.1    ,Yes      ,376
2,-0.5,197.7      ,22010.8    ,0.90    ,201.82    ,38461.2    ,Yes      ,656
3,1,870.8      ,22683.9    ,3.84    ,860.94    ,38413.8    ,Yes      ,1996
4,-1,767.9      ,22581.0    ,3.40    ,764.17    ,38510.6    ,Yes      ,1155

Factor Profiles (conc. of species) from Fpeak Run #1, Strength = 0.5 (Convergent Run)

1,1-Butene + Isobutylene                      ,4.542600E-002   ,8.142800E-003   ,3.027900E-002   ,7.347000E-004   ,2.269100E-002   ,1.466000E-002   ,6.216200E-003   ,6.420900E-002   ,2.130900E-002   
1,2-Methyl pentane                            ,1.796400E-001   ,1.110500E-002   ,7.504200E-002   ,9.168300E-003   ,5.378800E-003   ,8.303600E-003   ,4.139300E-003   ,3.304400E-002   ,3.728800E-003   
1,Acetaldehyde                                ,1.394100E-001   ,4.309400E-001   ,4.291200E-001   ,2.509400E-002   ,1.749900E-001   ,2.134800E-001   ,3.867000E-001   ,5.677100E-002   ,0.000000E+000   
1,Benzene                                     ,1.621400E-001   ,5.551100E-003   ,2.404700E-002   ,2.139900E-003   ,9.025800E-004   ,5.404700E-003   ,1.314200E-002   ,2.109800E-002   ,2.001900E-002   
1,Benzene_ 1_2-dichloro-                      ,6.091500E-004   ,3.080300E-005   ,0.000000E+000   ,0.000000E+000   ,5.093300E-003   ,1.018500E-004   ,0.000000E+000   ,1.196300E-004   ,7.481400E-005   
1,Benzene_ 1_4-dichloro                       ,2.908700E-004   ,1.348400E-004   ,6.154200E-005   ,5.775000E-005   ,5.149000E-003   ,0.000000E+000   ,0.000000E+000   ,1.457300E-004   ,0.000000E+000   
1,Benzene_ propyl-                            ,3.757700E-003   ,9.757500E-004   ,9.765600E-004   ,4.338800E-004   ,8.658000E-004   ,0.000000E+000   ,3.496500E-003   ,1.241300E-003   ,4.298900E-005   
1,Carbon Tetrachloride                        ,3.019200E-002   ,9.779900E-003   ,5.932200E-003   ,9.431500E-004   ,0.000000E+000   ,1.021900E-003   ,1.497700E-003   ,0.000000E+000   ,2.283800E-002   
1,Chloroform                                  ,1.324600E-002   ,2.767100E-004   ,3.077100E-003   ,6.835400E-004   ,8.505700E-004   ,1.352900E-003   ,4.742600E-004   ,1.546900E-003   ,4.423100E-003   
1,Cyclohexanone                               ,0.000000E+000   ,2.140000E-004   ,3.023500E-004   ,1.002500E-004   ,1.221000E-004   ,2.644700E-004   ,7.700700E-004   ,0.000000E+000   ,2.970600E-004   
1,Decamethylcyclopentasiloxane                ,1.784200E-002   ,5.472100E-004   ,4.479500E-002   ,3.668700E-003   ,1.410200E-002   ,1.316200E-002   ,3.795500E-003   ,1.578600E-002   ,0.000000E+000   
1,Dichlorodifluoromethane                     ,7.250000E-002   ,4.035500E-002   ,5.598500E-002   ,8.616000E-003   ,8.569400E-003   ,3.478500E-003   ,1.490200E-002   ,2.235400E-002   ,1.738900E-001   
1,Dichloromethane                             ,5.458200E-002   ,7.967800E-003   ,1.183300E-002   ,5.527600E-003   ,3.937600E-003   ,0.000000E+000   ,6.403700E-003   ,9.232600E-003   ,2.529300E-002   
1,Ethane_ 1_1_2-trichloro-1_2_2-trifluoro-    ,3.203100E-002   ,1.101800E-002   ,5.848200E-003   ,1.243900E-003   ,1.172800E-003   ,1.784400E-003   ,0.000000E+000   ,0.000000E+000   ,2.713500E-002   
1,Ethane_ 1_2-dichloro-1_1_2_2-tetrafluoro-   ,4.604300E-003   ,2.208400E-003   ,1.124500E-003   ,3.101100E-004   ,2.687600E-004   ,0.000000E+000   ,0.000000E+000   ,1.358800E-003   ,6.882200E-003   
1,Ethanol                                     ,2.423500E-001   ,0.000000E+000   ,0.000000E+000   ,0.000000E+000   ,8.906700E-002   ,4.979000E+000   ,0.000000E+000   ,1.360400E-009   ,2.170000E-001   
1,Ethylbenzene                                ,1.669100E-002   ,3.248400E-003   ,2.941800E-003   ,2.190600E-003   ,2.787600E-003   ,3.948400E-004   ,1.831400E-002   ,5.026400E-003   ,9.963800E-004   
1,Formaldehyde                                ,4.719100E-001   ,1.021200E+000   ,6.365700E-001   ,2.362600E-002   ,2.689000E-001   ,4.077700E-001   ,2.500100E-001   ,1.852500E-001   ,7.621100E-002   
1,Hexaldehyde                                 ,0.000000E+000   ,2.358200E-002   ,0.000000E+000   ,0.000000E+000   ,2.230600E-002   ,7.964900E-003   ,2.356000E-002   ,0.000000E+000   ,7.360100E-002   
1,Isobutane                                   ,4.112200E-002   ,0.000000E+000   ,7.218500E-002   ,4.567800E-003   ,1.178400E-002   ,0.000000E+000   ,0.000000E+000   ,1.044300E-001   ,1.569400E-003   
