
Residuals from Base Run #16 (Convergent Run)

Base_Run,Date_Time,Dichloromethane,Chloroform,Trichlorofluoromethane,Dichlorodifluoromethane,Carbon Tetrachloride,1_1_2-Trichlorotrifluoroethane,1_2-Dichloro-1_1_2_2-tetrafluoroethane,Tetrachloroethene,1_2-Dichlorobenzene,1_4-Dichlorobenzene,PCBTF,N-Butane,Isobutane,N-Pentane,Isopentane,2-Methyl pentane,Butene,Propylene,cis-2-Pentene,Isoprene,alpha-Pinene,MVK,Benzene,Toluene,Ethylbenzene,Propylbenzene,m_p-Xylene,o-Xylene,p-Isopropyl Toluene,Naphthalene,Methanol,Ethanol,Phenol,Methyl acetate,n-Butyl acetate,D5-Siloxane
16,07/10/21,2.607000E-002,4.787000E-003,-2.268000E-002,5.736000E-004,-2.071000E-002,6.952000E-003,-5.659000E-004,2.952000E-003,-2.849000E-004,8.650000E-003,-1.040000E-003,5.590000E-002,-1.117000E-001,3.141000E-002,-3.863000E-003,-6.597000E-002,3.624000E-002,-9.794000E-003,1.329000E-004,-6.303000E-003,-1.032000E-002,-3.375000E-002,2.008000E-001,-3.668000E-002,-1.074000E-003,-2.909000E-003,-3.162000E-003,-7.558000E-003,7.973000E-004,7.799000E-004,9.996000E-001,-3.976000E-001,2.051000E-001,1.661000E-001,1.057000E-002,7.553000E-003
16,07/11/21,3.072000E-002,1.509000E-002,5.433000E-002,-3.447000E-002,5.259000E-003,1.710000E-002,-1.445000E-004,7.860000E-004,-2.898000E-004,3.359000E-004,-8.712000E-003,-4.982000E-002,5.373000E-002,-3.027000E-003,2.031000E-002,-5.183000E-002,1.163000E-002,-4.818000E-002,-5.455000E-004,-2.427000E-001,-5.415000E-002,-1.419000E-001,4.931000E-001,7.884000E-003,-3.776000E-003,1.084000E-003,2.865000E-003,1.408000E-004,-1.200000E-003,5.936000E-003,2.513000E-001,3.406000E+000,5.715000E-002,1.242000E-001,-2.525000E-002,2.668000E-002
16,07/12/21,-2.135000E-002,9.618000E-003,-5.990000E-003,-5.391000E-002,1.539000E-002,1.020000E-002,6.365000E-004,-3.302000E-003,-3.161000E-004,1.865000E-004,-7.288000E-003,-3.666000E-002,-9.229000E-002,1.407000E-001,1.100000E-001,-2.668000E-002,4.116000E-002,5.144000E-002,3.362000E-003,-6.441000E-002,-1.631000E-002,-7.334000E-002,5.195000E-001,5.464000E-002,2.887000E-003,1.138000E-003,9.969000E-003,4.755000E-003,3.498000E-003,4.117000E-003,1.535000E+000,1.399000E-001,5.475000E-002,1.698000E-001,-6.164000E-002,2.435000E-002
16,07/13/21,6.263000E-002,5.281000E-003,5.398000E-002,-6.854000E-002,1.776000E-002,1.761000E-002,4.725000E-004,1.291000E-003,-4.001000E-004,4.390000E-004,8.182000E-003,2.368000E-002,-3.409000E-002,1.215000E-002,-3.907000E-002,-1.221000E-001,4.006000E-002,-5.444000E-002,9.029000E-003,-9.957000E-002,-2.566000E-002,-7.658000E-002,1.621000E-001,-4.284000E-002,-6.522000E-003,-1.416000E-003,-5.000000E-003,-6.436000E-003,-4.072000E-003,-1.316000E-003,5.762000E-002,-5.061000E-001,1.310000E-001,3.705000E-001,6.995000E-003,4.669000E-002
16,07/14/21,1.983000E-002,6.183000E-003,1.560000E-002,-5.223000E-002,-2.696000E-002,2.426000E-003,2.029000E-003,4.111000E-004,7.463000E-005,-1.380000E-004,-5.523000E-004,-5.847000E-002,-1.776000E-001,3.561000E-002,-1.431000E-001,-2.402000E-001,1.244000E-001,4.589000E-002,7.332000E-003,-7.812000E-002,-1.334000E-002,-1.990000E-002,3.394000E-001,-4.837000E-002,-2.095000E-003,-1.230000E-003,2.926000E-003,-4.326000E-003,1.454000E-002,1.699000E-003,1.848000E+001,-4.350000E-003,2.098000E-001,2.271000E-001,4.761000E-002,2.216000E-003
16,07/15/21,-1.046000E-002,7.335000E-003,1.546000E-002,-2.918000E-002,2.058000E-002,1.618000E-002,-9.558000E-005,-3.193000E-003,-4.270000E-004,4.509000E-004,-9.836000E-003,4.939000E-002,-1.301000E-001,1.706000E-001,2.059000E-001,-5.227000E-002,5.368000E-003,2.407000E-002,2.505000E-004,3.020000E-002,1.461000E-003,7.736000E-003,1.760000E-002,-2.997000E-004,-2.956000E-003,-1.883000E-003,2.820000E-002,6.931000E-003,9.895000E-003,6.760000E-003,7.519000E-001,-1.761000E-001,-1.403000E-001,2.697000E-001,4.304000E-002,-6.703000E-003
16,07/16/21,2.224000E-002,-3.069000E-003,8.933000E-002,-9.690000E-002,1.579000E-002,2.365000E-002,2.143000E-003,-3.122000E-004,-1.188000E-004,1.263000E-004,-5.876000E-003,1.681000E-002,-5.065000E-002,6.505000E-002,5.879000E-003,-8.565000E-002,3.865000E-002,-1.222000E-001,2.355000E-003,-7.760000E-002,-1.821000E-002,-4.795000E-002,6.563000E-001,1.864000E-002,3.231000E-003,5.073000E-004,1.040000E-002,3.274000E-003,5.176000E-004,1.282000E-003,1.205000E+000,6.000000E-003,4.572000E-002,-4.963000E-002,1.436000E-002,1.884000E-002
16,07/17/21,2.739000E-002,5.797000E-003,7.381000E-002,-5.856000E-002,2.742000E-002,2.889000E-002,4.656000E-004,-1.532000E-003,7.685000E-006,4.044000E-005,3.026000E-004,3.677000E-003,-4.112000E-002,5.560000E-002,2.198000E-002,-6.023000E-002,-1.709000E-002,-6.712000E-002,1.126000E-003,-8.428000E-002,-1.278000E-002,-2.923000E-002,1.029000E-001,2.579000E-003,-7.257000E-004,8.695000E-004,-2.153000E-003,-5.180000E-003,1.443000E-003,-8.827000E-004,6.166000E-005,-3.357000E-004,-7.549000E-002,9.394000E-003,-1.010000E-002,2.983000E-002
16,07/18/21,1.700000E-002,8.080000E-003,5.541000E-002,-7.825000E-002,2.881000E-002,2.436000E-002,1.470000E-004,2.216000E-003,2.465000E-004,-1.639000E-004,-6.668000E-004,4.294000E-002,4.626000E-003,-6.010000E-004,-3.380000E-002,-3.927000E-002,6.595000E-002,-2.597000E-001,2.481000E-003,-1.599000E-001,-3.287000E-002,-5.799000E-002,2.003000E-001,-5.599000E-003,-2.811000E-003,-1.668000E-003,-2.748000E-003,-2.701000E-003,-1.174000E-003,-1.075000E-003,6.182000E-005,-3.020000E-004,-4.517000E-002,1.347000E-003,-4.944000E-003,6.974000E-002
16,07/19/21,1.328000E-001,-5.214000E-003,-1.507000E-001,7.172000E-002,-2.360000E-002,-5.024000E-002,3.456000E-003,1.293000E-003,2.830000E-004,-3.787000E-004,1.101000E-002,3.668000E-001,-2.175000E-002,2.349000E-001,-9.026000E-002,2.476000E-002,3.201000E-001,1.728000E-001,3.007000E-003,1.390000E-001,3.302000E-003,9.267000E-002,2.594000E-001,4.354000E-002,5.483000E-003,2.517000E-003,-1.633000E-002,-7.726000E-003,1.052000E-002,-4.269000E-003,7.936000E-005,-2.044000E-003,2.538000E-001,3.296000E-001,2.222000E-002,-1.642000E-002
