
Residuals from Base Run #4 (Convergent Run)

Base_Run,Date_Time,Dichloromethane,Chloroform,Trichlorofluoromethane,Dichlorodifluoromethane,Carbon Tetrachloride,1_1_2-Trichlorotrifluoroethane,1_2-Dichloro-1_1_2_2-tetrafluoroethane,Tetrachloroethene,1_2-Dichlorobenzene,1_4-Dichlorobenzene,PCBTF,N-Butane,Isobutane,N-Pentane,Isopentane,2-Methyl pentane,Butene,Propylene,cis-2-Pentene,Isoprene,alpha-Pinene,MVK,Benzene,Toluene,Ethylbenzene,Propylbenzene,m_p-Xylene,o-Xylene,p-Isopropyl Toluene,Naphthalene,Methanol,Ethanol,Phenol,Methyl acetate,n-Butyl acetate,D5-Siloxane
4,07/10/21,2.626000E-002,2.676000E-003,-5.014000E-002,2.619000E-002,-2.583000E-002,3.281000E-003,-5.775000E-004,3.392000E-003,-3.128000E-004,8.631000E-003,1.549000E-004,9.848000E-002,-7.453000E-002,5.047000E-003,-9.411000E-003,-2.679000E-002,5.058000E-002,3.195000E-002,-1.361000E-003,6.577000E-003,-3.940000E-003,-2.371000E-002,1.772000E-001,-2.839000E-002,1.526000E-003,-2.182000E-003,-2.813000E-003,-5.816000E-003,-1.072000E-003,2.190000E-003,-4.518000E-002,-2.407000E-001,1.905000E-001,1.618000E-001,3.438000E-003,3.076000E-003
4,07/11/21,2.553000E-002,1.071000E-002,4.419000E-002,-6.752000E-002,-2.141000E-004,1.215000E-002,-7.692000E-004,7.082000E-004,-3.030000E-004,3.254000E-004,-7.808000E-003,-4.593000E-002,4.747000E-002,8.747000E-004,2.465000E-003,-7.824000E-002,6.862000E-003,-3.929000E-002,-8.785000E-004,-8.252000E-002,-2.265000E-002,-6.084000E-002,4.736000E-001,2.947000E-002,-5.491000E-004,1.812000E-003,8.371000E-003,3.518000E-003,-1.118000E-003,6.902000E-003,4.412000E-001,1.538000E+000,1.085000E-001,9.601000E-002,-1.548000E-002,-7.873000E-003
4,07/12/21,-2.434000E-002,5.865000E-003,-4.752000E-002,-1.479000E-002,9.532000E-003,5.806000E-003,1.003000E-005,-2.650000E-003,-2.775000E-004,2.038000E-004,-5.939000E-003,-6.461000E-002,-8.360000E-002,7.127000E-002,6.953000E-002,1.509000E-002,3.077000E-002,3.563000E-002,-3.040000E-004,-1.235000E-002,-1.203000E-003,-4.792000E-002,4.821000E-001,6.725000E-002,7.149000E-003,2.329000E-003,1.190000E-002,9.020000E-003,6.957000E-004,7.809000E-003,6.487000E-001,-5.426000E-001,3.860000E-002,1.579000E-001,-7.461000E-002,2.587000E-002
4,07/13/21,4.716000E-002,-1.545000E-003,9.326000E-003,-5.990000E-002,8.463000E-003,9.982000E-003,1.263000E-004,1.121000E-003,-3.883000E-004,3.555000E-004,7.696000E-003,7.164000E-002,1.228000E-002,-4.999000E-003,-8.201000E-002,-1.582000E-001,4.764000E-002,-4.214000E-002,6.465000E-003,3.758000E-002,2.545000E-003,-1.685000E-003,9.063000E-002,-3.073000E-002,-3.744000E-003,-7.211000E-004,2.605000E-003,-2.668000E-003,-5.487000E-003,-1.823000E-003,1.671000E-002,1.279000E+000,1.260000E-001,3.024000E-001,4.733000E-003,-6.560000E-003
4,07/14/21,1.306000E-002,4.012000E-003,-3.382000E-002,-1.665000E-002,-3.377000E-002,-4.935000E-003,1.726000E-003,8.186000E-004,-1.003000E-004,-1.174000E-004,-1.238000E-003,2.391000E-002,-1.054000E-001,3.530000E-003,-1.252000E-001,-1.615000E-001,1.523000E-001,6.902000E-002,5.875000E-003,-6.651000E-002,-1.294000E-002,-2.370000E-002,3.082000E-001,-6.091000E-002,-1.469000E-003,-3.749000E-004,1.767000E-003,-3.422000E-003,1.344000E-002,4.643000E-003,4.093000E+000,-3.656000E-003,1.565000E-001,2.104000E-001,1.506000E-002,3.219000E-002
4,07/15/21,-9.679000E-003,6.299000E-003,-1.099000E-002,8.171000E-003,1.879000E-002,1.517000E-002,-3.131000E-004,-2.764000E-003,-4.679000E-004,5.650000E-004,-9.297000E-003,9.545000E-003,-1.604000E-001,1.060000E-001,1.805000E-001,3.294000E-003,-4.439000E-003,-3.726000E-003,-1.809000E-003,4.214000E-002,4.684000E-003,6.433000E-003,1.155000E-003,-1.476000E-002,-3.398000E-003,-1.638000E-003,2.162000E-002,6.173000E-003,8.698000E-003,1.071000E-002,-2.730000E-001,-2.398000E-001,-1.578000E-001,2.740000E-001,1.771000E-002,2.309000E-002
4,07/16/21,1.927000E-002,-5.286000E-003,5.601000E-002,-6.663000E-002,1.068000E-002,1.965000E-002,1.605000E-003,4.343000E-005,-1.784000E-004,1.868000E-004,-5.595000E-003,3.114000E-002,-3.409000E-002,2.269000E-002,-6.872000E-003,-4.140000E-002,4.304000E-002,-1.166000E-001,4.402000E-004,-4.984000E-002,-1.040000E-002,-3.664000E-002,6.308000E-001,1.015000E-002,3.281000E-003,9.214000E-004,5.850000E-003,2.985000E-003,-2.927000E-004,3.909000E-003,5.120000E-001,-1.170000E-001,2.297000E-002,-5.709000E-002,-5.454000E-003,3.301000E-002
4,07/17/21,2.006000E-002,2.472000E-003,3.712000E-002,-3.056000E-002,2.267000E-002,2.350000E-002,1.104000E-004,-1.288000E-003,-1.306000E-004,1.644000E-004,2.240000E-004,1.492000E-002,-4.318000E-002,2.073000E-002,1.554000E-003,-5.019000E-002,-1.672000E-002,-7.413000E-002,-5.003000E-004,-2.931000E-002,-3.030000E-003,-9.882000E-003,6.507000E-002,1.062000E-002,2.250000E-003,1.793000E-003,1.267000E-003,-7.990000E-004,1.163000E-003,3.034000E-003,-4.031000E-005,-8.207000E-004,-1.004000E-001,-2.331000E-002,-2.253000E-002,4.264000E-002
4,07/18/21,8.637000E-003,5.036000E-003,5.539000E-002,-1.196000E-001,2.673000E-002,2.315000E-002,-2.434000E-005,1.867000E-003,1.703000E-004,-1.793000E-004,-1.599000E-003,6.205000E-002,9.959000E-003,-2.197000E-003,-3.332000E-002,-5.709000E-002,6.123000E-002,-3.139000E-001,2.673000E-003,-3.000000E-002,-1.558000E-002,-3.566000E-004,1.755000E-001,1.292000E-002,-2.701000E-004,-9.934000E-004,2.982000E-003,4.427000E-004,7.950000E-004,-2.338000E-003,1.069000E-004,-6.602000E-004,-1.118000E-002,-4.474000E-002,-2.980000E-003,1.729000E-002
4,07/19/21,1.394000E-001,-3.710000E-003,-1.477000E-001,1.164000E-001,-1.673000E-002,-4.489000E-002,3.880000E-003,1.557000E-003,2.252000E-004,-2.969000E-004,1.190000E-002,2.153000E-001,-1.739000E-001,1.741000E-001,-1.473000E-001,1.366000E-002,2.779000E-001,1.166000E-001,1.877000E-003,-2.510000E-003,-1.756000E-002,1.911000E-002,2.790000E-001,3.107000E-002,4.193000E-003,1.991000E-003,-2.320000E-002,-8.175000E-003,9.977000E-003,7.877000E-004,-1.183000E-005,-1.762000E-003,2.434000E-001,3.471000E-001,1.376000E-002,3.342000E-002
4,07/20/21,2.789000E-002,-1.773000E-003,-5.263000E-002,-3.704000E-002,8.716000E-003,-8.805000E-003,5.641000E-003,-1.380000E-004,2.790000E-004,-9.150000E-005,-1.824000E-003,-4.358000E-002,4.516000E-002,1.117000E-002,-1.047000E-001,1.234000E-001,2.920000E-002,-1.250000E-001,1.105000E-003,6.707000E-003,-6.588000E-004,1.023000E-002,4.706000E-001,-3.764000E-003,1.713000E-003,9.932000E-004,-4.121000E-003,4.287000E-004,-4.130000E-003,-3.052000E-003,2.870000E+001,2.259000E-001,6.299000E-002,-7.657000E-002,9.347000E-002,6.914000E-003
4,07/21/21,4.256000E-002,-5.032000E-004,-6.784000E-003,6.169000E-003,-1.312000E-002,-3.234000E-003,2.431000E-004,-1.753000E-004,-1.020000E-004,4.732000E-005,1.017000E-003,8.236000E-002,-2.838000E-003,-7.571000E-003,1.644000E-002,7.555000E-002,2.540000E-002,4.210000E-003,-1.910000E-003,1.881000E-002,-4.741000E-003,1.148000E-002,-2.898000E-002,-2.284000E-002,9.296000E-005,5.116000E-005,-9.956000E-004,2.331000E-004,1.833000E-004,-8.531000E-004,-2.012000E+000,1.145000E-001,2.657000E-002,-4.094000E-003,6.254000E-003,-8.234000E-003
4,07/22/21,1.183000E-002,3.089000E-003,2.673000E-004,9.190000E-002,-1.137000E-002,-1.106000E-003,-2.738000E-003,-9.373000E-005,-1.753000E-004,4.112000E-004,9.069000E-003,-2.601000E-002,-7.799000E-002,8.618000E-002,1.614000E-001,2.560000E-001,-4.333000E-002,-5.989000E-003,-3.208000E-003,1.132000E-001,1.615000E-002,3.827000E-002,-9.156000E-002,-5.377000E-002,-7.542000E-003,-1.960000E-003,-1.459000E-002,-8.082000E-003,-1.651000E-003,2.488000E-003,-3.970000E+000,-2.330000E-001,-7.713000E-002,2.449000E-002,1.834000E-001,1.034000E-003
4,07/23/21,-1.184000E-002,6.284000E-003,-5.252000E-002,9.770000E-002,-1.008000E-002,-1.163000E-004,-1.932000E-003,-1.326000E-003,1.326000E-004,2.646000E-005,3.186000E-003,-1.118000E-001,1.129000E-001,9.671000E-003,-2.577000E-002,-1.875000E-002,-5.195000E-002,3.542000E-002,-1.064000E-003,2.107000E-002,9.082000E-003,1.030000E-002,-1.028000E-001,5.124000E-002,-3.777000E-004,-4.673000E-004,-4.524000E-003,2.908000E-004,6.035000E-003,-6.345000E-003,-2.222000E+000,-4.792000E-004,8.253000E-002,7.588000E-002,1.653000E-001,1.241000E-003
