
Factor Contributions (avg = 1) from Base Run #6 (Convergent Run)

,,Factor 1,Factor 2,Factor 3,Factor 4,Factor 5,Factor 6,Factor 7,Factor 8,Factor 9
6,09/24/21,3.490400E+000,1.991500E+000,8.736100E+000,4.267300E-001,1.146900E+000,3.404500E-001,8.658100E-001,-1.196700E-001,1.544700E+000
6,09/25/21,-1.611800E-002,-1.072500E-002,-3.564900E-002,-4.129000E-002,3.297200E-002,-2.000000E-001,1.046200E+000,7.113100E-004,7.464500E-003
6,09/26/21,-1.726500E-002,-7.808500E-003,-2.767800E-002,-2.374800E-002,2.524100E-002,-1.557800E-001,8.081800E-001,1.293100E-003,1.411700E-002
6,09/27/21,2.593200E+000,9.969000E-001,-9.599000E-002,2.627200E-001,7.567300E-001,1.285700E+000,3.511700E-001,-9.448300E-002,-9.357900E-002
6,09/28/21,2.074900E+000,1.282100E+000,-7.753900E-002,1.930700E-001,1.362600E-001,9.975000E-001,2.989200E-001,-6.035700E-002,-6.643200E-002
6,09/29/21,1.431700E+000,7.085300E-001,2.076900E+000,3.620300E-001,-1.703900E-001,1.138300E+000,5.463200E-001,-4.667800E-002,-7.261200E-002
6,09/30/21,1.447900E-001,-8.751500E-002,2.958800E+000,-2.000000E-001,-9.285800E-002,1.448100E+000,1.436700E+000,-7.197400E-002,1.093100E+000
6,10/01/21,3.895200E-001,3.447800E-001,3.521300E-001,2.670000E-001,-1.981000E-001,1.490800E+000,1.174100E+000,-9.885900E-002,9.519100E-001
6,10/02/21,2.272300E-001,2.756100E-002,1.719000E-001,1.715600E-001,-1.702200E-001,1.541500E+000,1.822200E+000,-9.563100E-002,6.531700E-001
6,10/03/21,8.165700E-001,5.297800E-002,4.372300E-001,8.723500E-002,-1.230200E-001,1.238400E+000,2.388900E+000,-9.354500E-002,9.012300E-001
6,10/04/21,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002
6,10/05/21,8.566400E-002,3.619500E-002,3.856300E-001,-1.950400E-001,8.582700E-001,3.772200E+000,6.528500E-001,-1.367400E-001,-1.275600E-001
6,10/06/21,1.778100E-001,8.747600E-001,-6.218300E-002,-2.000000E-001,7.470500E+000,3.144200E+000,-1.830000E-001,8.134500E+000,4.592900E-001
6,10/07/21,-1.554500E-001,1.136200E-001,-7.642900E-002,7.311300E-002,2.192200E+000,3.185200E+000,1.537200E-001,4.459600E+000,-1.852300E-001
6,10/08/21,-1.736700E-003,1.809300E-002,-1.942000E-002,-1.967400E-003,-6.762500E-003,1.849800E-001,2.286500E-001,-4.068000E-003,2.140300E-002
6,10/09/21,1.141700E-001,-4.945200E-002,-2.000000E-001,-1.175600E-001,5.369800E+000,3.295800E+000,-2.000000E-001,5.574100E+000,-2.000000E-001
6,10/10/21,1.218900E+000,3.844200E-001,4.647100E-001,-2.000000E-001,1.939500E+000,2.749200E+000,3.574800E-001,5.844500E+000,1.919400E-001
6,10/11/21,-2.000000E-001,-2.000000E-001,-1.849400E-001,-2.000000E-001,2.081800E+000,4.431600E+000,2.973500E-001,3.045500E+000,-2.000000E-001
6,10/12/21,-1.988600E-001,7.136100E-002,-1.579600E-001,-7.200000E-002,6.797400E-001,3.961600E+000,3.798100E-001,-1.656200E-001,9.387000E-002
6,10/13/21,3.867800E-001,3.493800E-001,-1.826900E-001,-2.000000E-001,1.686000E+000,3.658900E+000,4.461400E-001,-1.445800E-001,6.298800E-002
6,10/14/21,-2.000000E-001,4.544600E-001,-1.772000E-001,-1.387900E-001,3.499000E+000,3.468500E+000,1.222700E-001,4.403900E+000,1.666100E-002
6,10/15/21,4.444800E-002,6.632600E-001,-9.388000E-002,-2.000000E-001,-2.702600E-002,8.586800E-001,1.202700E+000,-2.389300E-002,-3.771500E-002
6,10/16/21,-1.805600E-002,-1.039700E-002,-2.853300E-002,-2.466100E-002,2.681600E-002,-1.724900E-001,8.468900E-001,1.396200E-003,1.337000E-002
6,10/17/21,-2.000000E-001,1.277000E-002,-1.466000E-001,-7.216600E-002,8.446400E-001,1.455400E+000,6.863700E-001,5.367300E+000,-1.512300E-001
6,10/18/21,3.086500E-003,1.496400E-002,-2.744100E-002,-9.086500E-003,-9.363500E-003,2.459700E-001,3.460800E-001,-7.336400E-003,1.476500E-002
6,10/19/21,-2.000000E-001,4.486000E-001,-1.483200E-001,-7.648900E-002,1.244500E+000,1.929700E+000,1.615800E-002,6.121200E+000,-1.603900E-001
6,10/20/21,2.775100E-001,1.093200E+000,-1.611800E-001,-2.000000E-001,1.706000E+000,1.850900E+000,1.226900E-001,7.334000E+000,-1.938600E-001
6,10/21/21,9.918500E-002,7.754800E-001,-1.530300E-001,-2.000000E-001,1.265600E+000,1.632600E+000,5.854600E-001,5.031300E+000,8.319000E-002
6,10/22/21,-2.000000E-001,1.197200E+000,-1.831800E-001,-2.000000E-001,2.587500E+000,1.761800E+000,-2.000000E-001,1.021800E+001,9.103500E-001
6,10/23/21,-1.117600E-001,4.070700E-002,-3.557700E-002,-4.165100E-002,3.190600E-003,2.713400E-001,3.556300E-001,-1.409500E-002,4.695600E-001
6,10/24/21,4.384600E-001,3.772000E-001,-1.610600E-001,-8.473000E-002,-2.000000E-001,2.123200E+000,2.077900E-001,5.651900E+000,-1.798700E-001
6,10/25/21,-8.721900E-003,8.478000E-003,-2.013100E-002,-5.807300E-003,4.480900E-003,5.338900E-002,3.942100E-001,-1.490600E-003,2.066300E-002
6,10/26/21,5.534400E-002,1.530700E-001,1.154400E+000,-2.000000E-001,5.022500E-001,2.547300E+000,1.904400E-001,3.365600E+000,-1.354100E-001
6,10/27/21,4.418600E-001,5.401900E-001,-2.000000E-001,-2.000000E-001,-2.000000E-001,2.973200E+000,1.077400E+000,-6.426300E-002,2.902300E-001
6,10/28/21,-2.000000E-001,4.889700E-001,-1.977700E-001,-2.000000E-001,8.294700E-001,2.874200E+000,1.358900E+000,-1.140700E-001,-1.135500E-001
6,10/29/21,-1.957700E-001,7.197600E-001,1.708000E-001,-5.157300E-002,1.137600E+000,2.611900E+000,1.002500E+000,-1.153100E-001,3.398100E-001
6,10/30/21,-1.740600E-002,-8.363200E-003,-2.814900E-002,-2.469000E-002,2.593000E-002,-1.616100E-001,8.258400E-001,1.313800E-003,1.371700E-002
6,10/31/21,3.613700E-001,2.108000E+000,-1.377100E-001,-1.429400E-001,2.962800E+000,1.912800E+000,-2.000000E-001,5.361100E+000,-1.463800E-001
