
**** Error Estimation Summary ****

DISP Displaced Species:
,1-Butene + Isobutylene
,2-Methyl pentane
,Acetaldehyde
,Benzene_ 1_2-dichloro-
,Benzene_ 1_4-dichloro
,Benzene_ propyl-
,Carbon Tetrachloride
,Chloroform
,Cyclohexanone
,Decamethylcyclopentasiloxane
,Dichlorodifluoromethane
,Dichloromethane
,Ethane_ 1_1_2-trichloro-1_2_2-trifluoro-
,Ethane_ 1_2-dichloro-1_1_2_2-tetrafluoro-
,Ethanol
,Ethylbenzene
,Formaldehyde
,Hexaldehyde
,Isobutane
,Isopentane
,Isoprene
,Isovaleraldehyde
,MVK
,Methanol
,Methyl acetate
,N-Butane
,Naphthalene
,Parachlorobenzotrifluoride
,Pentane
,Phenol
,Phenylacetaldehyde
,Propylene
,Tetrachloroethene
,Toluene
,Trichlorofluoromethane
,a-Pinene
,cis-2-Pentene
,m_p-Tolualdehyde
,m_p-Xylene
,n-Butyl acetate
,o-Xylene
,p-Cymene
,p-Isopropyl Toluene

DISP Diagnostics:
,Error Code:,0
,Largest Decrease in Q:,-0.355
,%dQ:,-0.001627
,Swaps by Factor:,0,0,0,0,0,0,0,0,0

Concentrations for MIxing solvents,,
Species,Base Value,BS 5th,BS 25th,BS 50th,BS 75th,BS 95th,BS-DISP 5th,BS-DISP Average,BS-DISP 95th,DISP Min,DISP Average,DISP Max
p-Isopropyl Toluene,0.0024376,,,,,,,,,0.0018648,0.00260545,0.0033461,

Concentrations for BTEX,,
Species,Base Value,BS 5th,BS 25th,BS 50th,BS 75th,BS 95th,BS-DISP 5th,BS-DISP Average,BS-DISP 95th,DISP Min,DISP Average,DISP Max
1-Butene + Isobutylene,0.0061856,,,,,,,,,0,0.00659,0.01318,
2-Methyl pentane,0.0046948,,,,,,,,,0,0.00726,0.01452,
Acetaldehyde,0.3783,,,,,,,,,0.26221,0.37967,0.49713,
Benzene,0.013563,,,,,,,,,0.0078436,0.0154838,0.023124,
Benzene_ 1_2-dichloro-,0,,,,,,,,,0,7.055E-05,0.0001411,
Benzene_ 1_4-dichloro,0,,,,,,,,,0,7.4505E-05,0.00014901,
Benzene_ propyl-,0.0034704,,,,,,,,,0.0030394,0.00349305,0.0039467,
Carbon Tetrachloride,0.0015867,,,,,,,,,0,0.0019132,0.0038264,
Chloroform,0.00053298,,,,,,,,,0,0.0007933,0.0015866,
Cyclohexanone,0.00076186,,,,,,,,,0.00064709,0.000761695,0.0008763,
Decamethylcyclopentasiloxane,0.0035992,,,,,,,,,0.00046715,0.004103775,0.0077404,
Dichlorodifluoromethane,0.014905,,,,,,,,,0.001522,0.0148335,0.028145,
Dichloromethane,0.0065618,,,,,,,,,0.0020943,0.00659415,0.011094,
Ethane_ 1_1_2-trichloro-1_2_2-trifluoro-,0,,,,,,,,,0,0.000368535,0.00073707,
Ethane_ 1_2-dichloro-1_1_2_2-tetrafluoro-,0,,,,,,,,,0,0.00010096,0.00020192,
Ethanol,0,,,,,,,,,-1.1911E-17,0.13892,0.27784,
Ethylbenzene,0.018192,,,,,,,,,0.016641,0.018391,0.020141,
Formaldehyde,0.23877,,,,,,,,,0,0.240695,0.48139,
Hexaldehyde,0.023462,,,,,,,,,0.016214,0.0228965,0.029579,
Isobutane,0,,,,,,,,,0,0.002055,0.00411,
Isopentane,0.022205,,,,,,,,,0.014401,0.0230205,0.03164,
Isoprene,0.031305,,,,,,,,,0,0.030748,0.061496,
Isovaleraldehyde,0.010592,,,,,,,,,0.0081189,0.01062345,0.013128,
MVK,0.0093208,,,,,,,,,0,0.011878,0.023756,
Methanol,1.0256,,,,,,,,,0,2.14675,4.2935,
Methyl acetate,0.016292,,,,,,,,,0.0076691,0.01754255,0.027416,
N-Butane,0.0094863,,,,,,,,,0.0031122,0.0096721,0.016232,
Naphthalene,0.0052873,,,,,,,,,0.0044508,0.0053099,0.006169,
Parachlorobenzotrifluoride,0.0037991,,,,,,,,,0.0034017,0.00385345,0.0043052,
Pentane,0.0024253,,,,,,,,,0.00039029,0.001982395,0.0035745,
Phenol,0.0016065,,,,,,,,,-4.3896E-19,0.0063845,0.012769,
Phenylacetaldehyde,0,,,,,,,,,0,0.00162345,0.0032469,
Propylene,0.047129,,,,,,,,,0.028561,0.0456565,0.062752,
Tetrachloroethene,0.001184,,,,,,,,,0.00098174,0.00119117,0.0014006,
Toluene,0.10963,,,,,,,,,0.099887,0.1110985,0.12231,
Trichlorofluoromethane,0.0016561,,,,,,,,,-2.4771E-19,0.0046887,0.0093774,
a-Pinene,0.010966,,,,,,,,,0.0036753,0.01079415,0.017913,
cis-2-Pentene,0,,,,,,,,,0,2.3834E-05,4.7668E-05,
m_p-Tolualdehyde,0.0005043,,,,,,,,,0.00040682,0.000505565,0.00060431,
m_p-Xylene,0.026898,,,,,,,,,0.024758,0.027029,0.0293,
n-Butyl acetate,0.049853,,,,,,,,,0.045444,0.051229,0.057014,
o-Xylene,0.01997,,,,,,,,,0.0184,0.0201085,0.021817,
p-Cymene,0.00049634,,,,,,,,,0.00012016,0.000500375,0.00088059,
p-Isopropyl Toluene,9.5626E-05,,,,,,,,,-3.0189E-20,0.00037974,0.00075948,

Concentrations for petroleum vapor,,
Species,Base Value,BS 5th,BS 25th,BS 50th,BS 75th,BS 95th,BS-DISP 5th,BS-DISP Average,BS-DISP 95th,DISP Min,DISP Average,DISP Max
1-Butene + Isobutylene,0.06388,,,,,,,,,0.055406,0.064018,0.07263,
2-Methyl pentane,0.034014,,,,,,,,,0.025164,0.0332325,0.041301,
Acetaldehyde,0.064258,,,,,,,,,0,0.075295,0.15059,
Benzene,0.021405,,,,,,,,,0.015374,0.0194475,0.023521,
Benzene_ 1_2-dichloro-,0.00016339,,,,,,,,,0,0.000158115,0.00031623,
Benzene_ 1_4-dichloro,0.00018977,,,,,,,,,0,0.00017735,0.0003547,
Benzene_ propyl-,0.0012576,,,,,,,,,0.00085358,0.00123289,0.0016122,
Carbon Tetrachloride,0,,,,,,,,,0,0.00057545,0.0011509,
Chloroform,0.0015936,,,,,,,,,0.00089294,0.00158862,0.0022843,
Cyclohexanone,0,,,,,,,,,0,1.09635E-05,2.1927E-05,
Decamethylcyclopentasiloxane,0.016477,,,,,,,,,0.012835,0.01632,0.019805,
Dichlorodifluoromethane,0.021906,,,,,,,,,0.0087575,0.02225675,0.035756,
Dichloromethane,0.009242,,,,,,,,,0.0057082,0.0092456,0.012783,
Ethane_ 1_1_2-trichloro-1_2_2-trifluoro-,0,,,,,,,,,0,0.0005398,0.0010796,
Ethane_ 1_2-dichloro-1_1_2_2-tetrafluoro-,0.0013025,,,,,,,,,0.00084316,0.00131803,0.0017929,
Ethanol,0,,,,,,,,,0,0.11547,0.23094,
Ethylbenzene,0.0050626,,,,,,,,,0.0034175,0.0049672,0.0065169,
Formaldehyde,0.19124,,,,,,,,,0,0.197455,0.39491,
Hexaldehyde,0,,,,,,,,,0,0.00210955,0.0042191,
Isobutane,0.10462,,,,,,,,,0.095795,0.1048125,0.11383,
Isopentane,0.077019,,,,,,,,,0.067034,0.076402,0.08577,
Isoprene,0.028735,,,,,,,,,0.010958,0.0287685,0.046579,
Isovaleraldehyde,0,,,,,,,,,0,0.00070955,0.0014191,
MVK,0.016858,,,,,,,,,0.0085658,0.0167319,0.024898,
Methanol,0,,,,,,,,,0,0.66355,1.3271,
Methyl acetate,0.013525,,,,,,,,,0.0063098,0.0122649,0.01822,
N-Butane,0.17135,,,,,,,,,0.15681,0.17157,0.18633,
Naphthalene,0,,,,,,,,,0,3.30285E-05,6.6057E-05,
Parachlorobenzotrifluoride,0.001192,,,,,,,,,0.00081378,0.00113509,0.0014564,
Pentane,0.066703,,,,,,,,,0.063952,0.066969,0.069986,
Phenol,0,,,,,,,,,0,0.0014489,0.0028978,
Phenylacetaldehyde,0.0018777,,,,,,,,,0,0.00454545,0.0090909,
Propylene,0.12771,,,,,,,,,0.11142,0.127765,0.14411,
Tetrachloroethene,0.00042239,,,,,,,,,0.00025938,0.000420515,0.00058165,
Toluene,0.032254,,,,,,,,,0.021174,0.0312495,0.041325,
Trichlorofluoromethane,0.0062644,,,,,,,,,0,0.0063525,0.012705,
a-Pinene,0.0064939,,,,,,,,,0.0021208,0.0065209,0.010921,
cis-2-Pentene,0.002373,,,,,,,,,0.0020286,0.0023835,0.0027384,
m_p-Tolualdehyde,7.2994E-05,,,,,,,,,0,7.5515E-05,0.00015103,
m_p-Xylene,0.0078469,,,,,,,,,0.0051113,0.00777315,0.010435,
n-Butyl acetate,0.018499,,,,,,,,,0.013703,0.018004,0.022305,
o-Xylene,0.0041471,,,,,,,,,0.0024139,0.00412145,0.005829,
p-Cymene,0.0011379,,,,,,,,,0.00077802,0.00113976,0.0015015,
p-Isopropyl Toluene,0.00092402,,,,,,,,,0.00049746,0.00091528,0.0013331,

Concentrations for Solvent+secondary,,
Species,Base Value,BS 5th,BS 25th,BS 50th,BS 75th,BS 95th,BS-DISP 5th,BS-DISP Average,BS-DISP 95th,DISP Min,DISP Average,DISP Max
1-Butene + Isobutylene,0.021223,,,,,,,,,0.016571,0.0212605,0.02595,
2-Methyl pentane,0.0033488,,,,,,,,,9.2216E-05,0.003496608,0.006901,
Acetaldehyde,0,,,,,,,,,0,0.0225205,0.045041,
Benzene,0.019308,,,,,,,,,0.01751,0.0194875,0.021465,
Benzene_ 1_2-dichloro-,0.00016902,,,,,,,,,3.6047E-05,0.0001676935,0.00029934,
Benzene_ 1_4-dichloro,9.7992E-05,,,,,,,,,-4.918E-20,0.000121645,0.00024329,
Benzene_ propyl-,5.0367E-05,,,,,,,,,0,0.000116915,0.00023383,
Carbon Tetrachloride,0.022417,,,,,,,,,0.02051,0.0224225,0.024335,
Chloroform,0.0043362,,,,,,,,,0.0038426,0.0043552,0.0048678,
Cyclohexanone,0.00029053,,,,,,,,,0.00023825,0.000291635,0.00034502,
Decamethylcyclopentasiloxane,0,,,,,,,,,0,0.000426795,0.00085359,
Dichlorodifluoromethane,0.17109,,,,,,,,,0.1558,0.170105,0.18441,
Dichloromethane,0.024893,,,,,,,,,0.022176,0.0249995,0.027823,
Ethane_ 1_1_2-trichloro-1_2_2-trifluoro-,0.026635,,,,,,,,,0.02392,0.0265385,0.029157,
Ethane_ 1_2-dichloro-1_1_2_2-tetrafluoro-,0.0067838,,,,,,,,,0.0061843,0.0067407,0.0072971,
Ethanol,0.18717,,,,,,,,,0,0.151395,0.30279,
Ethylbenzene,0.00099081,,,,,,,,,0.00039344,0.00092502,0.0014566,
Formaldehyde,0.077643,,,,,,,,,0,0.114275,0.22855,
Hexaldehyde,0.073105,,,,,,,,,0.062958,0.072575,0.082192,
Isobutane,0.0015261,,,,,,,,,-5.5559E-19,0.00175165,0.0035033,
Isopentane,0,,,,,,,,,0,0.00140995,0.0028199,
Isoprene,0.0091399,,,,,,,,,0,0.014667,0.029334,
Isovaleraldehyde,0.026444,,,,,,,,,0.023032,0.026297,0.029562,
MVK,0,,,,,,,,,0,0.0042232,0.0084464,
Methanol,3.6954,,,,,,,,,1.7312,3.34135,4.9515,
Methyl acetate,0.0070297,,,,,,,,,0.0044846,0.0071463,0.009808,
N-Butane,0.04546,,,,,,,,,0.036145,0.0451525,0.05416,
Naphthalene,0,,,,,,,,,0,4.11515E-05,8.2303E-05,
Parachlorobenzotrifluoride,0,,,,,,,,,0,1.07615E-05,2.1523E-05,
Pentane,0.0052775,,,,,,,,,0.003094,0.00450155,0.0059091,
Phenol,0.063563,,,,,,,,,0.054675,0.0640655,0.073456,
Phenylacetaldehyde,0.060862,,,,,,,,,0.054044,0.0607685,0.067493,
Propylene,0.0981,,,,,,,,,0.084393,0.0974165,0.11044,
Tetrachloroethene,0.00027159,,,,,,,,,0.00017762,0.000273615,0.00036961,
Toluene,0.0063233,,,,,,,,,0.0034483,0.0063252,0.0092021,
Trichlorofluoromethane,0.071181,,,,,,,,,0.064521,0.071299,0.078077,
a-Pinene,0.010722,,,,,,,,,0.0075373,0.01130115,0.015065,
cis-2-Pentene,0.0010534,,,,,,,,,0.00081113,0.001054915,0.0012987,
m_p-Tolualdehyde,0,,,,,,,,,0,1.82355E-05,3.6471E-05,
m_p-Xylene,0.0026857,,,,,,,,,0.0015628,0.00260045,0.0036381,
n-Butyl acetate,0.001163,,,,,,,,,0,0.0011984,0.0023968,
o-Xylene,0.00092577,,,,,,,,,0.00037962,0.00091476,0.0014499,
p-Cymene,0.0007123,,,,,,,,,0.00044037,0.00071584,0.00099131,
p-Isopropyl Toluene,2.9149E-05,,,,,,,,,0,0.000180455,0.00036091,


Percent of Species Sum for MIxing solvents,,
Species,Base Value,BS 5th,BS 25th,BS 50th,BS 75th,BS 95th,BS-DISP 5th,BS-DISP Average,BS-DISP 95th,DISP Min,DISP Average,DISP Max
1-Butene + Isobutylene,21.6348,,,,,,,,,18.194,21.5925,24.991
2-Methyl pentane,54.83052,,,,,,,,,51.6,54.68,57.76
Acetaldehyde,8.419543,,,,,,,,,2.198,8.2285,14.259
Benzene,63.59959,,,,,,,,,61.755,63.453,65.151
Benzene_ 1_2-dichloro-,8.551155,,,,,,,,,5.277,8.34,11.403
Benzene_ 1_4-dichloro,3.50082,,,,,,,,,0,3.2475,6.495
Benzene_ propyl-,31.99867,,,,,,,,,28.274,31.616,34.958
Carbon Tetrachloride,42.10664,,,,,,,,,38.474,42.127,45.78
Chloroform,50.84832,,,,,,,,,47.69,50.827,53.964
Cyclohexanone,0,,,,,,,,,0,1.003,2.006
Decamethylcyclopentasiloxane,16.22484,,,,,,,,,11.93,16.08,20.23
Dichlorodifluoromethane,18.59373,,,,,,,,,15.352,18.7075,22.063
Dichloromethane,44.07436,,,,,,,,,40.798,43.982,47.166
Ethane_ 1_1_2-trichloro-1_2_2-trifluoro-,40.26719,,,,,,,,,36.272,40.2025,44.133
Ethane_ 1_2-dichloro-1_1_2_2-tetrafluoro-,28.09063,,,,,,,,,24.929,28.139,31.349
Ethanol,2.716267,,,,,,,,,0,2.683,5.366
Ethylbenzene,31.6088,,,,,,,,,27.433,31.3835,35.334
Formaldehyde,15.39543,,,,,,,,,7.082,14.937,22.792
Hexaldehyde,0,,,,,,,,,0,0.278,0.556
Isobutane,18.25813,,,,,,,,,14.94,18.1305,21.321
Isopentane,38.60723,,,,,,,,,35.736,38.6025,41.469
Isoprene,13.47885,,,,,,,,,0.154,11.4255,22.697
Isovaleraldehyde,5.883186,,,,,,,,,1.889,5.821,9.753
MVK,14.36478,,,,,,,,,1.418,12.4605,23.503
Methanol,1.051219,,,,,,,,,0,2.751,5.502
Methyl acetate,60.28851,,,,,,,,,57.061,60.2735,63.486
N-Butane,12.24965,,,,,,,,,9.086,12.135,15.184
Naphthalene,24.05393,,,,,,,,,20.117,23.9545,27.792
Parachlorobenzotrifluoride,37.66687,,,,,,,,,33.28,37.366,41.452
Pentane,16.95031,,,,,,,,,12.663,16.8995,21.136
Phenol,37.68635,,,,,,,,,29.505,35.7585,42.012
Phenylacetaldehyde,31.69665,,,,,,,,,26.47,31.01,35.55
Propylene,0,,,,,,,,,0,0.345,0.69
Tetrachloroethene,36.20856,,,,,,,,,32.962,36.177,39.392
Toluene,35.50876,,,,,,,,,31.398,35.253,39.108
Trichlorofluoromethane,46.72734,,,,,,,,,42.755,46.421,50.087
a-Pinene,10.71758,,,,,,,,,0,9.285,18.57
cis-2-Pentene,46.44472,,,,,,,,,41.673,46.05,50.427
m_p-Tolualdehyde,0,,,,,,,,,0,2.3175,4.635
m_p-Xylene,13.8104,,,,,,,,,8.995,13.012,17.029
n-Butyl acetate,42.0484,,,,,,,,,36.091,41.7945,47.498
o-Xylene,23.89853,,,,,,,,,19.259,23.379,27.499
p-Cymene,28.30877,,,,,,,,,21.763,27.615,33.467
p-Isopropyl Toluene,43.15657,,,,,,,,,37.496,42.655,47.814

Percent of Species Sum for Biogenics,,
Species,Base Value,BS 5th,BS 25th,BS 50th,BS 75th,BS 95th,BS-DISP 5th,BS-DISP Average,BS-DISP 95th,DISP Min,DISP Average,DISP Max
1-Butene + Isobutylene,4.097611,,,,,,,,,1.495,4.02,6.545
2-Methyl pentane,3.309215,,,,,,,,,1.322,3.527,5.732
Acetaldehyde,23.54,,,,,,,,,19.253,23.2925,27.332
Benzene,2.09408,,,,,,,,,0.393,3.038,5.683
Benzene_ 1_2-dichloro-,0.8032497,,,,,,,,,0,1.3055,2.611
Benzene_ 1_4-dichloro,2.542104,,,,,,,,,1.119,2.8115,4.504
Benzene_ propyl-,8.252557,,,,,,,,,6.274,8.2195,10.165
Carbon Tetrachloride,13.80902,,,,,,,,,10.461,13.7485,17.036
Chloroform,1.375097,,,,,,,,,0,2.075,4.15
Cyclohexanone,11.25399,,,,,,,,,5.002,10.086,15.17
Decamethylcyclopentasiloxane,0.9858655,,,,,,,,,0,1.131,2.262
Dichlorodifluoromethane,10.62588,,,,,,,,,7.49,10.6075,13.725
Dichloromethane,6.535141,,,,,,,,,3.675,6.4845,9.294
Ethane_ 1_1_2-trichloro-1_2_2-trifluoro-,14.04626,,,,,,,,,10.32,13.9365,17.553
Ethane_ 1_2-dichloro-1_1_2_2-tetrafluoro-,13.43662,,,,,,,,,10.22,13.3955,16.571
Ethanol,3.277099,,,,,,,,,0,3.3665,6.733
Ethylbenzene,6.224511,,,,,,,,,4.621,6.2065,7.792
Formaldehyde,30.70758,,,,,,,,,25.799,30.6205,35.442
Hexaldehyde,16.92647,,,,,,,,,10.588,15.798,21.008
Isobutane,0,,,,,,,,,0,0.416,0.832
Isopentane,5.219023,,,,,,,,,3.784,5.1635,6.543
Isoprene,59.02806,,,,,,,,,54.48,58.726,62.972
Isovaleraldehyde,15.82507,,,,,,,,,10.848,15.2515,19.655
MVK,57.01791,,,,,,,,,52.642,56.6335,60.625
Methanol,3.429844,,,,,,,,,0,2.7145,5.429
Methyl acetate,0,,,,,,,,,0,0.749,1.498
N-Butane,1.424224,,,,,,,,,0,1.4565,2.913
Naphthalene,16.61744,,,,,,,,,13.859,16.4465,19.034
Parachlorobenzotrifluoride,1.494916,,,,,,,,,0,1.2705,2.541
Pentane,0,,,,,,,,,0,0.6885,1.377
Phenol,35.61338,,,,,,,,,31.252,35.332,39.412
Phenylacetaldehyde,20.82107,,,,,,,,,16.236,20.6845,25.133
Propylene,0,,,,,,,,,0,0.5015,1.003
Tetrachloroethene,3.340804,,,,,,,,,1.173,3.3325,5.492
Toluene,5.915634,,,,,,,,,4.483,5.939,7.395
Trichlorofluoromethane,15.83899,,,,,,,,,12.436,15.8075,19.179
a-Pinene,50.09143,,,,,,,,,45.936,49.97,54.004
cis-2-Pentene,10.80315,,,,,,,,,7.38,10.9735,14.567
m_p-Tolualdehyde,22.39922,,,,,,,,,16.326,21.7225,27.119
m_p-Xylene,8.60044,,,,,,,,,5.848,8.2425,10.637
n-Butyl acetate,0,,,,,,,,,0,0.256,0.512
o-Xylene,7.492477,,,,,,,,,5.266,7.288,9.31
p-Cymene,27.48822,,,,,,,,,23.611,27.502,31.393
p-Isopropyl Toluene,22.04079,,,,,,,,,18.544,21.798,25.052

Percent of Species Sum for VCPs,,
Species,Base Value,BS 5th,BS 25th,BS 50th,BS 75th,BS 95th,BS-DISP 5th,BS-DISP Average,BS-DISP 95th,DISP Min,DISP Average,DISP Max
1-Butene + Isobutylene,14.07803,,,,,,,,,11.44,14.1325,16.825
2-Methyl pentane,22.12605,,,,,,,,,18.189,21.944,25.699
Acetaldehyde,23.31466,,,,,,,,,17.856,23.2605,28.665
Benzene,9.063001,,,,,,,,,5.52,8.854,12.188
Benzene_ 1_2-dichloro-,0,,,,,,,,,0,0.621,1.242
Benzene_ 1_4-dichloro,1.031732,,,,,,,,,0,1.3345,2.669
Benzene_ propyl-,8.254085,,,,,,,,,5.746,8.326,10.906
Carbon Tetrachloride,7.957802,,,,,,,,,4.646,8.1165,11.587
Chloroform,11.45168,,,,,,,,,7.51,11.459,15.408
Cyclohexanone,15.07296,,,,,,,,,10.555,15.321,20.087
Decamethylcyclopentasiloxane,38.93733,,,,,,,,,36.192,39.3725,42.553
Dichlorodifluoromethane,13.75271,,,,,,,,,10.873,13.869,16.865
Dichloromethane,9.177615,,,,,,,,,6.043,9.299001,12.555
Ethane_ 1_1_2-trichloro-1_2_2-trifluoro-,7.114027,,,,,,,,,4.112,7.1925,10.273
Ethane_ 1_2-dichloro-1_1_2_2-tetrafluoro-,6.632038,,,,,,,,,4.032,6.7225,9.413
Ethanol,2.047102,,,,,,,,,0,2.5935,5.187
Ethylbenzene,5.636449,,,,,,,,,3.715,5.773,7.831
Formaldehyde,19.27461,,,,,,,,,13.088,19.1445,25.201
Hexaldehyde,0,,,,,,,,,0,2.0735,4.147
Isobutane,30.00163,,,,,,,,,27.739,30.3645,32.99
Isopentane,14.45418,,,,,,,,,11.971,14.4875,17.004
Isoprene,2.714222,,,,,,,,,0,3.9375,7.875
Isovaleraldehyde,0,,,,,,,,,0,1.2795,2.559
MVK,4.293371,,,,,,,,,0,4.4885,8.977
Methanol,0,,,,,,,,,0,2.265,4.53
Methyl acetate,14.57271,,,,,,,,,10.298,14.5235,18.749
N-Butane,14.08539,,,,,,,,,12.062,14.1135,16.165
Naphthalene,19.1656,,,,,,,,,15.61,19.2515,22.893
Parachlorobenzotrifluoride,7.566271,,,,,,,,,5.378,7.5785,9.779
Pentane,0,,,,,,,,,0,0.482,0.964
Phenol,0,,,,,,,,,0,0.672,1.344
Phenylacetaldehyde,0,,,,,,,,,0,1.391,2.782
Propylene,10.05187,,,,,,,,,6.876,10.084,13.292
Tetrachloroethene,12.75205,,,,,,,,,10.161,12.812,15.463
Toluene,3.813893,,,,,,,,,1.898,3.866,5.834
Trichlorofluoromethane,3.197785,,,,,,,,,0,3.308,6.616
a-Pinene,4.090704,,,,,,,,,0,4.5895,9.179
cis-2-Pentene,4.493156,,,,,,,,,1.923,4.5215,7.12
m_p-Tolualdehyde,22.32579,,,,,,,,,15.921,22.3955,28.87
m_p-Xylene,0.2857345,,,,,,,,,0,2.089,4.178
n-Butyl acetate,0,,,,,,,,,0,0.403,0.806
o-Xylene,4.783608,,,,,,,,,2.747,5.223,7.699
p-Cymene,2.071939,,,,,,,,,0,3.049,6.098
p-Isopropyl Toluene,10.45166,,,,,,,,,7.306,10.289,13.272

Percent of Species Sum for Methanol,,
Species,Base Value,BS 5th,BS 25th,BS 50th,BS 75th,BS 95th,BS-DISP 5th,BS-DISP Average,BS-DISP 95th,DISP Min,DISP Average,DISP Max
1-Butene + Isobutylene,0.3392609,,,,,,,,,0,0.767,1.534
2-Methyl pentane,2.775797,,,,,,,,,1.221,2.748,4.275
Acetaldehyde,0.9844903,,,,,,,,,0,2.314,4.628
Benzene,0.9503735,,,,,,,,,0,1.0605,2.121
Benzene_ 1_2-dichloro-,0,,,,,,,,,0,0.757,1.514
Benzene_ 1_4-dichloro,0.9350052,,,,,,,,,0.459,1.549,2.639
Benzene_ propyl-,3.551823,,,,,,,,,1.351,3.1125,4.874
Carbon Tetrachloride,1.330019,,,,,,,,,0.011,1.3635,2.716
Chloroform,2.748534,,,,,,,,,0.835,2.584,4.333
Cyclohexanone,4.636787,,,,,,,,,1.886,4.416,6.946
Decamethylcyclopentasiloxane,3.125971,,,,,,,,,1.1,2.949,4.798
Dichlorodifluoromethane,2.190553,,,,,,,,,0.673,2.1305,3.588
Dichloromethane,4.489141,,,,,,,,,2.897,4.473,6.049
Ethane_ 1_1_2-trichloro-1_2_2-trifluoro-,1.58368,,,,,,,,,0.198,1.627,3.056
Ethane_ 1_2-dichloro-1_1_2_2-tetrafluoro-,1.908412,,,,,,,,,0.638,1.9495,3.261
Ethanol,0,,,,,,,,,0,1.7135,3.427
Ethylbenzene,4.055914,,,,,,,,,1.651,3.385,5.119
Formaldehyde,0.3074952,,,,,,,,,0,2.287,4.574
Hexaldehyde,0,,,,,,,,,0,0.793,1.586
Isobutane,1.878297,,,,,,,,,0.285,1.7685,3.252
Isopentane,2.451707,,,,,,,,,1.408,2.4695,3.531
Isoprene,1.526128,,,,,,,,,0,3.891,7.782
Isovaleraldehyde,0,,,,,,,,,0,1.0415,2.083
MVK,1.012101,,,,,,,,,0,3.517,7.034
Methanol,87.78246,,,,,,,,,85.472,89.7945,94.117
Methyl acetate,3.07401,,,,,,,,,1.006,2.841,4.676
N-Butane,0.5887847,,,,,,,,,0,0.7425,1.485
Naphthalene,6.763985,,,,,,,,,4.51,6.754499,8.999
Parachlorobenzotrifluoride,7.223222,,,,,,,,,5.065,6.681,8.297
Pentane,0.6237109,,,,,,,,,0,0.531,1.062
Phenol,0.2956796,,,,,,,,,0,1.8815,3.763
Phenylacetaldehyde,0.2197637,,,,,,,,,0,1.1885,2.377
Propylene,0,,,,,,,,,0,0.407,0.814
Tetrachloroethene,3.243593,,,,,,,,,1.506,3.007,4.508
Toluene,3.650517,,,,,,,,,1.355,3.0295,4.704
Trichlorofluoromethane,2.032459,,,,,,,,,0.755,2.1025,3.45
a-Pinene,1.178047,,,,,,,,,0,3.1695,6.339
cis-2-Pentene,0,,,,,,,,,0,0.2285,0.457
m_p-Tolualdehyde,2.940298,,,,,,,,,0,3.396,6.792
m_p-Xylene,3.443942,,,,,,,,,0.734,2.747,4.76
n-Butyl acetate,4.59831,,,,,,,,,2.024,3.859,5.694
o-Xylene,4.159543,,,,,,,,,1.419,3.383,5.347
p-Cymene,0.6433325,,,,,,,,,0,1.754,3.508
p-Isopropyl Toluene,2.84229,,,,,,,,,1.465,3.3095,5.154

Percent of Species Sum for Dichloro benzene,,
Species,Base Value,BS 5th,BS 25th,BS 50th,BS 75th,BS 95th,BS-DISP 5th,BS-DISP Average,BS-DISP 95th,DISP Min,DISP Average,DISP Max
1-Butene + Isobutylene,10.48113,,,,,,,,,8.529,10.6145,12.7
2-Methyl pentane,1.507072,,,,,,,,,0.673,1.528,2.383
Acetaldehyde,9.366189,,,,,,,,,6.877,9.36,11.843
Benzene,0.2885789,,,,,,,,,0,0.626,1.252
Benzene_ 1_2-dichloro-,83.42797,,,,,,,,,82.197,84.6935,87.19
Benzene_ 1_4-dichloro,87.0709,,,,,,,,,85.509,88.2585,91.008
Benzene_ propyl-,7.27606,,,,,,,,,5.877,7.601501,9.326
Carbon Tetrachloride,0,,,,,,,,,0,2.102,4.204
Chloroform,3.153514,,,,,,,,,1.895,3.745,5.595
Cyclohexanone,6.026576,,,,,,,,,3.92,6.132,8.344
Decamethylcyclopentasiloxane,12.1013,,,,,,,,,10.831,12.09,13.349
Dichlorodifluoromethane,2.142925,,,,,,,,,0.35,4.326,8.302
Dichloromethane,3.092293,,,,,,,,,1.688,3.836,5.984
Ethane_ 1_1_2-trichloro-1_2_2-trifluoro-,1.489539,,,,,,,,,0.074,3.1155,6.157
Ethane_ 1_2-dichloro-1_1_2_2-tetrafluoro-,1.652994,,,,,,,,,0,3.7565,7.513
Ethanol,1.814522,,,,,,,,,0,1.47,2.94
Ethylbenzene,5.295412,,,,,,,,,4.045,5.78,7.515
Formaldehyde,8.014463,,,,,,,,,4.721,8.089499,11.458
Hexaldehyde,14.44034,,,,,,,,,10.563,16.3875,22.212
Isobutane,4.789374,,,,,,,,,3.482,4.851,6.22
Isopentane,7.485548,,,,,,,,,6.345,7.55,8.755
Isoprene,3.036696,,,,,,,,,0.524,2.8705,5.217
Isovaleraldehyde,12.25029,,,,,,,,,9.056,13.763,18.47
MVK,3.120217,,,,,,,,,0.574,2.8705,5.167
Methanol,0.7555357,,,,,,,,,0,0.8095,1.619
Methyl acetate,1.456681,,,,,,,,,0.425,1.5765,2.728
N-Butane,14.35315,,,,,,,,,12.671,14.568,16.465
Naphthalene,0,,,,,,,,,0,0.086,0.172
Parachlorobenzotrifluoride,4.813874,,,,,,,,,3.707,5.295,6.883
