
Factor Contributions (avg = 1) from Base Run #59 (Convergent Run)

,,Factor 1,Factor 2,Factor 3,Factor 4,Factor 5,Factor 6,Factor 7,Factor 8,Factor 9
59,07/10/21,1.673100E+000,2.104800E+000,1.573400E-001,2.221700E+000,-1.579600E-001,1.306800E-001,4.017700E+000,6.913600E-001,4.601400E+000
59,07/11/21,6.297600E-001,4.411900E-001,1.353100E+000,4.081600E-001,7.048100E-001,4.962200E-001,2.510900E+000,1.460200E+000,1.660000E+000
59,07/12/21,1.341200E+000,2.211700E+000,-2.000000E-001,2.951400E+000,-2.000000E-001,1.342900E+000,4.120800E+000,3.834100E-001,5.307800E+000
59,07/13/21,2.821700E-002,-2.000000E-001,1.004000E+000,1.055100E+000,6.651800E-001,6.464600E-001,3.073500E+000,-2.000000E-001,4.975400E+000
59,07/14/21,5.574600E+000,2.076400E+000,8.959000E-001,1.816900E+000,-1.601000E-001,1.151400E+000,4.049300E+000,1.030200E+000,-2.000000E-001
59,07/15/21,1.548300E+000,3.045400E+000,-8.301400E-002,2.383900E+000,-2.000000E-001,9.338200E-001,3.957900E+000,1.204700E+000,1.700300E+000
59,07/16/21,1.237500E+000,1.554300E+000,4.926900E-001,1.826700E+000,5.031900E-001,5.220400E-001,3.474100E+000,6.056400E-001,2.145100E+000
59,07/17/21,-1.792800E-001,8.884800E-001,1.192300E+000,7.465900E-001,6.878500E-001,4.830700E-001,2.865300E+000,1.042700E+000,-1.637900E-001
59,07/18/21,-1.927200E-001,-2.000000E-001,1.769000E+000,6.002500E-001,1.231200E+000,4.562000E-001,2.110000E+000,1.700100E+000,-2.000000E-001
59,07/19/21,-1.268100E-001,1.965800E+000,1.486700E+000,5.625700E-001,-2.000000E-001,1.043600E+000,2.575300E+000,-2.000000E-001,-9.147900E-002
59,07/20/21,1.084600E+001,1.901300E+000,5.837700E-001,2.643100E+000,4.306200E-001,6.938900E-001,2.229600E+000,-2.000000E-001,2.389700E+000
59,07/21/21,4.576100E+000,1.000200E+000,9.807700E-001,1.365700E+000,4.443000E-002,5.088000E-001,3.154300E+000,5.209500E-002,2.818400E+000
59,07/22/21,3.044800E+000,3.482100E+000,-2.000000E-001,3.052000E+000,-2.000000E-001,1.240900E+000,3.911400E+000,3.652900E-001,2.951200E+000
59,07/23/21,3.805300E+000,2.125700E+000,7.616200E-001,1.724100E+000,-2.000000E-001,1.046100E+000,3.045500E+000,1.559200E+000,-1.748700E-001
59,07/24/21,-1.473600E-001,1.918200E+000,5.413300E-001,1.491900E+000,5.349800E-001,6.642100E-001,2.626200E+000,1.131400E+000,-1.414300E-001
59,07/25/21,5.595000E-001,4.854500E-001,2.802500E-001,8.672100E-001,9.520100E-001,7.206500E-001,2.128700E+000,9.752600E-001,2.309500E+000
59,07/26/21,-5.937700E-002,1.491300E+000,1.038400E+000,-2.386400E-002,1.640900E-001,2.571700E-002,-2.000000E-001,1.805900E-001,1.108300E+000
59,07/27/21,1.959500E+000,1.170200E+000,7.167500E-001,1.168700E+000,5.637600E-001,7.921400E-002,2.301800E+000,5.570900E-001,2.885000E+000
59,07/28/21,2.577100E-001,2.357900E+000,1.054000E+000,1.306800E+000,6.527600E-001,4.935400E-001,2.123100E+000,8.987700E-001,1.572900E+000
59,07/29/21,7.014600E-001,3.189300E+000,1.420200E+000,2.177200E+000,5.438700E-001,6.412700E-001,4.751700E-001,9.874700E-001,2.028300E+000
59,07/30/21,6.458600E-001,1.592600E+000,1.356700E+000,7.761000E-001,6.104700E-001,1.006700E-001,1.988500E+000,1.692200E-001,3.709800E+000
59,07/31/21,1.250600E+000,1.057100E+000,9.122800E-001,1.802700E+000,5.385200E-001,2.669200E-001,2.065000E+000,-1.459300E-001,4.427600E+000
59,08/01/21,2.654500E-001,2.640400E-001,1.963900E+000,1.685100E+000,2.909400E-002,5.157300E-001,1.280800E+000,8.026000E-001,1.335500E+000
59,08/02/21,-1.625600E-001,1.055600E-001,3.008300E+000,5.382900E-001,8.175000E-001,-1.689900E-001,1.309800E+000,6.034500E-001,-1.740100E-001
59,08/03/21,-2.000000E-001,2.066800E+000,2.675800E+000,1.386800E+000,1.304700E-001,-2.567200E-003,2.122000E+000,-1.855300E-001,1.500500E+000
59,08/04/21,1.822200E-001,1.889900E+000,1.535100E+000,2.893400E+000,-2.000000E-001,2.716100E-001,2.890600E+000,7.237600E-001,1.794600E+000
59,08/05/21,1.172200E-001,2.350000E+000,1.419300E+000,2.775100E+000,4.410900E-003,8.468600E-001,2.834500E+000,6.643800E-001,1.925700E+000
59,08/06/21,-1.308800E-001,1.479900E+000,1.430500E+000,1.654100E+000,1.534400E-001,8.816200E-001,2.268400E+000,1.962200E+000,-1.685000E-001
59,08/07/21,-1.990100E-001,1.087100E+000,1.140400E+000,3.513500E-001,1.016400E+000,8.299900E-001,1.795400E+000,1.612700E+000,1.224900E+000
59,08/08/21,4.488000E-001,4.493800E-001,6.977000E-001,8.641900E-001,1.075600E+000,5.985100E-001,1.634500E+000,8.452100E-001,2.441100E+000
59,08/09/21,8.275100E-002,2.637600E+000,7.486900E-001,1.061200E+000,1.553700E+000,4.820700E-001,7.495600E-002,2.458900E+000,1.804400E+000
59,08/10/21,2.279300E-001,2.363000E+000,1.043900E+000,2.343900E+000,4.116500E-001,8.205300E-001,2.094000E+000,1.181800E+000,1.707500E+000
59,08/11/21,1.206800E-001,-1.874900E-001,2.094200E+000,-1.709900E-001,9.602600E-001,1.131500E+000,1.105200E+000,-1.025400E-002,9.198700E-001
59,08/12/21,2.904300E-001,1.103200E+000,9.054400E-001,-4.125300E-002,2.778500E+000,-2.000000E-001,3.245500E+000,2.628900E+000,9.524400E-001
59,08/13/21,1.064300E+001,-2.000000E-001,1.570300E+000,-2.000000E-001,1.149800E+000,6.193900E-001,2.096600E-001,8.964100E-001,7.785300E-001
