
Factor Profiles (conc. of species) from Base Run #9 (Convergent Run)

,,Factor 1,Factor 2,Factor 3,Factor 4,Factor 5,Factor 6,Factor 7,Factor 8
9,m_p-Tolualdehyde,7.574043E+000,6.803285E+000,9.433795E+000,9.000177E+000,5.740473E+000,4.349748E+001,1.770477E+001,2.459688E-001
9,Phenylacetaldehyde,3.867296E+001,1.035902E+000,2.551421E+000,0.000000E+000,7.581632E+000,0.000000E+000,2.647022E+001,2.368786E+001
9,Cyclohexanone,1.924546E+001,5.834958E+000,0.000000E+000,1.480515E+001,6.583753E+000,3.936048E+001,7.008879E+000,7.161310E+000
9,Methyl acetate,1.257628E+000,2.269411E+000,6.455024E+000,1.135520E+000,2.124238E+000,1.144746E+001,1.267352E+001,6.263720E+001
9,n-Butyl acetate,1.706627E+000,1.727233E+000,8.051374E+000,5.257518E+000,4.568250E+000,2.415775E+001,0.000000E+000,5.453125E+001
9,D5-Siloxane,0.000000E+000,5.503876E+000,1.686176E+001,0.000000E+000,1.038520E+001,4.440505E+001,1.465338E+001,8.190741E+000

Factor Profiles (% of factor total) from Base Run #9 (Convergent Run)

,,Factor 1,Factor 2,Factor 3,Factor 4,Factor 5,Factor 6,Factor 7,Factor 8
9,Dichloromethane,4.374416E-001,6.547332E-003,1.013799E+000,0.000000E+000,4.766973E-001,3.200198E-001,6.251695E-001,1.654160E+000
9,Chloroform,6.776903E-002,7.482783E-004,2.111128E-001,6.244739E-003,9.565879E-002,5.012852E-002,1.216643E-001,4.054058E-001
9,Trichlorofluoromethane,1.275553E+000,7.526656E-003,1.055162E+000,1.574614E-002,2.705821E-001,0.000000E+000,2.008021E+000,3.137254E+000
9,Dichlorodifluoromethane,3.254312E+000,1.682111E-002,3.355637E+000,0.000000E+000,1.869318E-001,1.728389E+000,2.043644E+000,1.901135E+000
9,Carbon Tetrachloride,4.015619E-001,1.716524E-003,5.971757E-002,1.265041E-002,0.000000E+000,1.392833E-001,5.566081E-001,8.045092E-001
9,1_1_2-Trichlorotrifluoroethane,4.882561E-001,2.262466E-003,2.464321E-002,2.184522E-002,1.428737E-001,1.488060E-002,6.072317E-001,9.106883E-001
9,1_2-Dichloro-1_1_2_2-tetrafluoroethane,1.218036E-001,5.860037E-004,1.834938E-001,0.000000E+000,1.162503E-002,1.670425E-002,1.128501E-001,1.135776E-001
9,Tetrachloroethene,6.236703E-003,2.243820E-004,4.741303E-002,0.000000E+000,6.677768E-002,4.500815E-002,1.672477E-002,7.282899E-002
9,1_2-Dichlorobenzene,4.939386E-003,0.000000E+000,0.000000E+000,3.198463E-003,5.881564E-001,0.000000E+000,3.056307E-003,1.211964E-002
9,1_4-Dichlorobenzene,3.997041E-003,9.299392E-005,2.909377E-003,8.636946E-004,5.827243E-001,6.011711E-003,5.643769E-003,8.855717E-004
9,PCBTF,2.281187E-003,9.136788E-004,9.487927E-002,1.093756E-002,1.044245E-001,1.178001E-001,8.865306E-003,1.861489E-001
9,N-Butane,1.039948E+000,6.861709E-003,1.847086E+001,1.106732E-001,5.658151E+000,6.760854E-001,5.339648E-001,2.193780E+000
9,Isobutane,3.821649E-002,1.253638E-002,1.344604E+001,0.000000E+000,0.000000E+000,2.871962E-001,7.227536E-001,1.691695E+000
9,N-Pentane,8.824052E-002,0.000000E+000,6.395629E+000,5.156692E-002,8.434673E-002,7.386716E-002,0.000000E+000,2.770935E-001
9,Isopentane,0.000000E+000,1.436835E-002,8.644299E+000,2.318261E-001,2.805980E+000,1.104453E+000,1.619358E+000,4.389050E+000
9,2-Methyl pentane,0.000000E+000,1.542404E-002,3.591668E+000,1.764856E-001,5.641301E-001,5.947268E-001,1.707437E+000,6.199685E+000
9,Butene,4.258581E-001,3.399046E-003,6.881244E+000,1.743228E-001,2.238727E+000,5.896485E-001,6.737721E-001,1.564777E+000
9,Propylene,1.948799E+000,0.000000E+000,1.524413E+001,0.000000E+000,9.169131E+000,2.357648E+000,0.000000E+000,0.000000E+000
9,cis-2-Pentene,1.631272E-002,0.000000E+000,2.306599E-001,5.845110E-003,0.000000E+000,0.000000E+000,6.123162E-002,1.210722E-001
9,Isoprene,1.053153E+000,5.472723E-002,1.315489E+000,1.543636E+000,6.966579E-001,1.395880E+000,8.571607E+000,0.000000E+000
9,alpha-Pinene,4.001777E-001,9.753750E-003,3.180145E-001,2.897906E-001,2.573022E-001,4.633552E-001,1.533459E+000,4.290943E-002
9,MVK,3.874285E-001,2.291943E-002,1.114295E+000,8.903949E-001,2.642308E-001,5.723821E-001,4.062528E+000,0.000000E+000
9,Benzene,1.802184E-001,0.000000E+000,1.758135E+000,0.000000E+000,8.040164E-001,4.175101E-001,1.453276E+000,4.918394E+000
9,Toluene,2.285559E-001,1.142242E-002,2.559798E+000,9.271295E-002,2.916862E+000,2.946491E+000,7.012472E-001,4.496471E+000
9,Ethylbenzene,3.588704E-002,2.237514E-003,4.420136E-001,1.062587E-002,4.426668E-001,5.379544E-001,1.050276E-001,6.407076E-001
9,Propylbenzene,6.185342E-003,5.475465E-004,1.121524E-001,0.000000E+000,1.195543E-001,1.080672E-001,3.597662E-002,1.410755E-001
9,m_p-Xylene,7.295611E-002,2.650329E-003,6.755649E-001,0.000000E+000,1.239613E+000,7.823104E-001,6.516341E-002,4.044434E-001
9,o-Xylene,3.924371E-002,2.310041E-003,3.507135E-001,1.802862E-003,5.391257E-001,6.132891E-001,8.134530E-002,4.848229E-001
9,p-Isopropyl Toluene,8.376739E-003,1.194958E-003,1.076547E-001,4.841187E-002,5.182102E-002,3.111065E-002,1.974514E-001,2.026501E-001
9,Naphthalene,4.526860E-003,2.133041E-003,0.000000E+000,7.210654E-003,0.000000E+000,2.915566E-001,1.269508E-001,1.314107E-001
9,Methanol,7.897371E+001,9.976541E+001,0.000000E+000,2.038537E+001,5.854462E+001,7.863030E+001,6.402335E+001,4.495540E+001
9,Ethanol,4.172797E+000,0.000000E+000,7.338247E+000,7.514233E+001,1.231129E+000,0.000000E+000,0.000000E+000,7.246885E+000
9,Phenol,1.405339E+000,1.303845E-002,0.000000E+000,2.377259E-001,2.481347E+000,2.426469E-001,4.265592E+000,2.441656E+000
9,Isovaleraldehyde,5.555898E-001,6.924639E-005,0.000000E+000,1.030782E-001,8.572420E-001,2.725390E-001,2.042475E-001,1.368904E-001
9,Hexaldehyde,1.617303E+000,0.000000E+000,0.000000E+000,2.628836E-001,2.314730E+000,6.508338E-001,3.593872E-001,0.000000E+000
9,m_p-Tolualdehyde,1.838792E-003,1.243328E-004,1.262480E-002,1.907819E-003,9.016536E-003,2.030673E-002,7.453022E-003,1.017923E-004
9,Phenylacetaldehyde,1.134620E+000,2.287830E-003,4.126277E-001,0.000000E+000,1.439106E+000,0.000000E+000,1.346597E+000,1.184674E+000
9,Cyclohexanone,7.082518E-003,1.616439E-004,0.000000E+000,4.757222E-003,1.567545E-002,2.785420E-002,4.472444E-003,4.492435E-003
9,Methyl acetate,5.064692E-002,6.879806E-003,1.432953E+000,3.992791E-002,5.534661E-001,8.865040E-001,8.849831E-001,4.299947E+000
9,n-Butyl acetate,4.284079E-002,3.263863E-003,1.114095E+000,1.152340E-001,7.419179E-001,1.166128E+000,0.000000E+000,2.333427E+000
9,D5-Siloxane,0.000000E+000,8.836259E-003,1.982320E+000,0.000000E+000,1.432979E+000,1.821130E+000,5.418915E-001,2.977767E-001
