
Residuals from Base Run #5 (Convergent Run)

Base_Run,Date_Time,Dichloromethane,Chloroform,Trichlorofluoromethane,Dichlorodifluoromethane,Carbon Tetrachloride,1_1_2-Trichlorotrifluoroethane,1_2-Dichloro-1_1_2_2-tetrafluoroethane,Tetrachloroethene,1_2-Dichlorobenzene,1_4-Dichlorobenzene,PCBTF,N-Butane,Isobutane,N-Pentane,Isopentane,2-Methyl pentane,Butene,Propylene,cis-2-Pentene,Isoprene,alpha-Pinene,MVK,Benzene,Toluene,Ethylbenzene,Propylbenzene,m_p-Xylene,o-Xylene,p-Isopropyl Toluene,Naphthalene,Methanol,Ethanol,Phenol,Isovaleraldehyde,Hexaldehyde,m_p-Tolualdehyde,Phenylacetaldehyde,Cyclohexanone,Methyl acetate,n-Butyl acetate,D5-Siloxane
5,07/10/21,1.880000E-002,1.578000E-003,-6.346000E-002,3.690000E-002,-2.867000E-002,1.259000E-003,-1.522000E-003,3.469000E-003,-3.416000E-004,8.774000E-003,-4.863000E-004,9.273000E-002,-4.766000E-002,-4.934000E-003,-8.223000E-003,-4.112000E-002,4.722000E-002,4.580000E-002,-2.366000E-003,3.079000E-002,4.123000E-003,-1.543000E-002,1.356000E-001,-2.136000E-002,3.495000E-003,-1.668000E-003,3.167000E-003,-1.780000E-003,-2.198000E-003,4.590000E-003,-8.194000E-002,3.400000E-001,1.721000E-001,1.224000E-002,-1.272000E-003,-7.435000E-004,5.079000E-002,-7.173000E-004,1.516000E-001,4.961000E-003,1.447000E-002
5,07/11/21,1.262000E-002,1.111000E-002,2.573000E-002,3.325000E-002,3.259000E-003,1.823000E-002,1.252000E-003,4.090000E-004,-1.871000E-004,1.674000E-004,-8.574000E-003,-1.775000E-002,7.224000E-003,-5.869000E-004,-3.518000E-002,-1.803000E-001,4.056000E-002,4.518000E-002,-1.974000E-003,-7.556000E-002,-1.127000E-002,-4.194000E-002,3.880000E-001,2.708000E-002,-4.612000E-004,8.744000E-004,1.680000E-002,6.640000E-003,2.306000E-004,6.827000E-003,2.846000E-001,1.848000E+001,5.805000E-002,-1.467000E-002,-5.745000E-002,-1.158000E-003,6.568000E-002,-2.659000E-004,5.398000E-002,-5.693000E-003,5.331000E-003
5,07/12/21,-2.409000E-002,7.391000E-003,-3.134000E-002,-1.392000E-002,1.232000E-002,1.104000E-002,-2.909000E-004,-2.665000E-003,-1.534000E-004,3.516000E-004,-6.814000E-003,-8.431000E-002,-7.239000E-002,6.599000E-002,8.124000E-002,1.231000E-002,2.525000E-002,3.261000E-002,-3.388000E-004,-1.553000E-002,6.545000E-004,-5.224000E-002,4.675000E-001,7.339000E-002,7.531000E-003,2.461000E-003,1.366000E-002,1.022000E-002,4.811000E-004,8.150000E-003,4.155000E-001,5.303000E-001,4.113000E-002,-7.987000E-003,-2.245000E-002,1.389000E-005,-6.942000E-002,2.959000E-004,1.681000E-001,-6.722000E-002,1.957000E-002
5,07/13/21,4.790000E-002,-1.893000E-004,2.443000E-002,-7.358000E-002,1.085000E-002,1.473000E-002,-7.494000E-004,1.176000E-003,-4.590000E-004,3.928000E-004,6.726000E-003,5.501000E-002,3.539000E-002,-9.056000E-003,-6.372000E-002,-1.570000E-001,4.257000E-002,-3.398000E-002,6.707000E-003,6.148000E-002,7.725000E-003,6.340000E-003,8.827000E-002,-3.229000E-002,-4.503000E-003,-6.420000E-004,1.606000E-003,-2.880000E-003,-5.295000E-003,-1.785000E-003,1.496000E-002,1.079000E+000,1.321000E-001,2.073000E-002,6.116000E-002,-4.508000E-004,-5.282000E-002,1.531000E-004,3.196000E-001,1.736000E-003,-9.214000E-003
5,07/14/21,7.688000E-004,3.996000E-003,-4.500000E-002,-7.062000E-002,-4.060000E-002,-8.783000E-003,-2.459000E-004,4.219000E-004,-1.756000E-004,-2.218000E-004,1.018000E-004,1.570000E-002,-7.370000E-002,5.399000E-003,-7.680000E-002,-1.038000E-001,1.388000E-001,6.463000E-002,5.780000E-003,-5.255000E-002,-7.352000E-003,-1.425000E-002,2.704000E-001,-7.682000E-002,-4.061000E-003,-1.048000E-003,-4.078000E-003,-6.419000E-003,1.440000E-002,3.010000E-003,6.168000E+000,-9.359000E-003,9.744000E-002,3.047000E-002,3.816000E-002,-1.153000E-004,4.894000E-002,2.634000E-004,2.147000E-001,2.100000E-002,4.306000E-002
5,07/15/21,-1.368000E-002,6.402000E-003,-6.055000E-003,1.230000E-002,1.822000E-002,1.650000E-002,-3.458000E-004,-2.854000E-003,-4.311000E-004,6.209000E-004,-8.837000E-003,3.838000E-003,-1.414000E-001,1.027000E-001,2.047000E-001,2.789000E-002,-1.074000E-002,-1.269000E-002,-1.916000E-003,8.731000E-002,1.635000E-002,2.638000E-002,-2.621000E-002,-9.658000E-003,-2.316000E-003,-1.429000E-003,2.357000E-002,7.774000E-003,8.905000E-003,1.113000E-002,-4.427000E-001,-2.979000E-001,-1.631000E-001,2.384000E-003,-1.203000E-002,-7.550000E-004,-5.212000E-002,4.337000E-004,2.717000E-001,2.630000E-002,2.855000E-002
5,07/16/21,1.342000E-002,-6.462000E-003,5.559000E-002,-1.552000E-002,1.212000E-002,2.285000E-002,2.742000E-003,-5.316000E-005,-2.097000E-004,2.097000E-004,-5.533000E-003,2.327000E-002,-3.460000E-002,1.322000E-002,-2.218000E-002,-7.416000E-002,3.341000E-002,-8.280000E-002,-3.930000E-004,-5.221000E-002,-3.368000E-003,-4.247000E-002,5.829000E-001,1.932000E-002,5.708000E-003,1.177000E-003,1.439000E-002,7.843000E-003,-2.510000E-003,4.603000E-003,2.910000E-001,4.768000E-001,4.595000E-003,-3.875000E-003,-3.120000E-002,8.540000E-005,3.965000E-002,-5.173000E-004,-8.311000E-002,1.583000E-003,3.183000E-002
5,07/17/21,1.690000E-002,2.915000E-003,5.254000E-002,-3.023000E-002,2.410000E-002,2.782000E-002,7.055000E-004,-1.604000E-003,-7.983000E-005,1.425000E-004,9.219000E-004,1.750000E-003,-4.680000E-002,2.209000E-002,1.841000E-002,-3.744000E-002,-2.927000E-002,-6.852000E-002,8.280000E-005,-9.987000E-003,4.067000E-003,-1.974000E-003,4.556000E-002,4.595000E-003,1.004000E-003,1.315000E-003,-3.610000E-004,-2.108000E-003,1.169000E-003,6.676000E-004,-6.631000E-005,-1.590000E-003,-1.089000E-001,1.873000E-002,-1.418000E-002,2.933000E-004,-5.195000E-002,9.278000E-004,-2.691000E-002,-1.680000E-002,3.278000E-002
5,07/18/21,8.226000E-003,5.423000E-003,7.498000E-002,-1.006000E-001,2.997000E-002,2.895000E-002,1.167000E-003,1.643000E-003,2.387000E-004,-1.503000E-004,-1.057000E-003,6.072000E-002,5.941000E-003,-2.513000E-004,-2.106000E-002,-4.216000E-002,5.458000E-002,-2.661000E-001,3.585000E-003,5.213000E-002,2.551000E-003,3.732000E-002,1.590000E-001,-8.333000E-005,-2.628000E-003,-1.593000E-003,-8.513000E-004,-2.315000E-003,1.828000E-003,-3.878000E-003,1.794000E-004,-8.516000E-004,-4.700000E-004,1.190000E-002,-4.450000E-002,-8.628000E-004,1.089000E-002,5.092000E-004,-4.328000E-002,-7.111000E-003,1.144000E-002
5,07/19/21,1.408000E-001,-6.379000E-003,-1.690000E-001,4.346000E-001,-7.745000E-003,-3.364000E-002,1.171000E-002,1.869000E-003,-3.288000E-005,-1.410000E-004,1.122000E-002,4.247000E-001,-2.882000E-002,1.876000E-001,-1.538000E-001,-1.504000E-002,3.474000E-001,4.006000E-001,-2.657000E-004,9.438000E-003,6.214000E-003,2.175000E-002,1.792000E-001,6.480000E-003,6.036000E-003,2.464000E-003,-8.112000E-003,-9.772000E-004,4.997000E-003,6.144000E-003,-5.724000E-005,-2.051000E-004,1.910000E-001,-3.395000E-003,-2.999000E-002,-1.279000E-003,2.185000E-002,-5.144000E-004,2.683000E-001,-1.433000E-002,1.216000E-001
5,07/20/21,2.383000E-002,-1.795000E-003,-5.343000E-002,-4.138000E-002,8.662000E-003,-7.583000E-003,5.441000E-003,-2.848000E-004,2.749000E-004,-1.087000E-004,-1.571000E-003,-4.810000E-002,4.993000E-002,9.778000E-003,-1.036000E-001,1.209000E-001,2.298000E-002,-1.289000E-001,5.542000E-004,-1.154000E-004,-5.027000E-005,4.780000E-003,4.558000E-001,3.215000E-003,2.877000E-003,1.073000E-003,3.270000E-004,2.860000E-003,-4.904000E-003,-2.296000E-003,1.959000E+001,3.426000E-001,4.799000E-002,1.055000E-002,5.055000E-002,-3.732000E-005,4.328000E-002,-9.579000E-004,-8.531000E-002,1.056000E-001,4.096000E-003
