**** Run Comparison Statistics ****

Concentration of Species	Lowest Q (Robust) Run = Run 8

Factor 1		Statistics Over All Runs
	Lowest Q	Min	25th	50th	75th	Max	Mean    	Std Dev	RSD % mean	RSD % Lowest Q
Formaldehyde	  5.63120	  2.90446	  4.98280	  5.60175	  6.80544	  9.08111	  5.74635	  1.42481	  0.24795	  0.25302
Acetaldehyde	  4.09775	  2.33488	  3.70324	  4.03808	  4.34205	  5.85317	  3.96043	  0.74575	  0.18830	  0.18199
Isovaleraldehyde	  0.00000	  0.00000	  0.00000	  0.00000	  0.00000	  0.06235	  0.00361	  0.01391	  3.85460	  0.00000
Hexaldehyde	  0.00000	  0.00000	  0.00000	  0.00000	  0.00000	  0.18107	  0.01274	  0.04063	  3.18982	  0.00000
m_p-Tolualdehyde	  0.00271	  0.00180	  0.00259	  0.00273	  0.00286	  0.00453	  0.00276	  0.00054	  0.19670	  0.20041
Phenylacetaldehyde	  0.01104	  0.00000	  0.00728	  0.04576	  0.08196	  0.09659	  0.04478	  0.04004	  0.89430	  3.62576
Cyclohexanone	  0.00272	  0.00057	  0.00204	  0.00221	  0.00257	  0.00389	  0.00231	  0.00083	  0.36082	  0.30710
Methyl acetate	  0.29494	  0.02044	  0.17892	  0.29678	  0.54460	  0.69652	  0.35259	  0.19521	  0.55365	  0.66187
n-Butyl acetate	  0.00000	  0.00000	  0.00000	  0.00000	  0.00000	  0.12528	  0.00892	  0.02984	  3.34668	  0.00000
D5-Siloxane	  0.42319	  0.03386	  0.34623	  0.42143	  0.53819	  0.87529	  0.43797	  0.16499	  0.37671	  0.38986
O3_form	 80.11906	 63.62494	 69.65930	 76.39020	 79.08402	 80.48157	 74.35084	  5.62209	  0.07562	  0.07017
NOx	  4.58788	  0.00000	  0.00000	  4.08812	  9.55821	 20.40157	  5.21893	  5.65565	  1.08368	  1.23274
