**** Run Comparison Statistics ****

Concentration of Species,Lowest Q (Robust) Run = Run 11

Factor 1,,Statistics Over All Runs
,Lowest Q,Min,25th,50th,75th,Max,Mean    ,Std Dev,RSD % mean,RSD % Lowest Q
Isopentane,  0.00956,  0.00669,  0.00905,  0.00942,  0.01095,  0.01259,  0.00964,  0.00145,  0.15087,  0.15216
2-Methyl pentane,  0.00871,  0.00572,  0.00850,  0.01009,  0.01528,  0.01690,  0.01083,  0.00382,  0.35312,  0.43903
Butene,  0.00036,  0.00034,  0.00103,  0.00122,  0.00171,  0.00235,  0.00129,  0.00060,  0.46419,  1.65556
Propylene,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00095,  0.00009,  0.00029,  3.07856,  0.00000
cis-2-Pentene,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
Isoprene,  0.01018,  0.00395,  0.01220,  0.01666,  0.03204,  0.04363,  0.02110,  0.01145,  0.54248,  1.12416
alpha-Pinene,  0.00163,  0.00041,  0.00180,  0.00261,  0.00565,  0.00762,  0.00355,  0.00213,  0.59860,  1.30566
MVK,  0.00384,  0.00109,  0.00450,  0.00692,  0.01448,  0.01945,  0.00905,  0.00546,  0.60312,  1.42261
Benzene,  0.00044,  0.00000,  0.00000,  0.00000,  0.00040,  0.00108,  0.00021,  0.00036,  1.75627,  0.82490
Toluene,  0.01169,  0.00133,  0.01025,  0.01251,  0.01335,  0.01486,  0.01053,  0.00471,  0.44724,  0.40280
Ethylbenzene,  0.00202,  0.00038,  0.00177,  0.00222,  0.00226,  0.00257,  0.00186,  0.00073,  0.39305,  0.36254
Propylbenzene,  0.00039,  0.00009,  0.00034,  0.00046,  0.00049,  0.00053,  0.00039,  0.00015,  0.38525,  0.38100
m_p-Xylene,  0.00190,  0.00015,  0.00156,  0.00182,  0.00249,  0.00291,  0.00179,  0.00084,  0.46959,  0.44182
o-Xylene,  0.00189,  0.00028,  0.00158,  0.00198,  0.00222,  0.00249,  0.00174,  0.00072,  0.41380,  0.37970
p-Isopropyl Toluene,  0.00048,  0.00036,  0.00055,  0.00070,  0.00088,  0.00093,  0.00070,  0.00018,  0.26567,  0.38245
Naphthalene,  0.00127,  0.00086,  0.00102,  0.00120,  0.00146,  0.00172,  0.00124,  0.00026,  0.20853,  0.20266
Methanol, 73.32500, 71.56500, 72.23375, 72.59650, 73.01375, 73.45700, 72.56385,  0.51176,  0.00705,  0.00698
Ethanol,  0.00000,  0.00000,  0.00000,  0.04103,  0.05745,  0.08601,  0.03590,  0.02781,  0.77459,  0.00000
Phenol,  0.00103,  0.00000,  0.00000,  0.00096,  0.00632,  0.01606,  0.00419,  0.00550,  1.31412,  5.33603
Formaldehyde,  0.00000,  0.00000,  0.00286,  0.07695,  0.09394,  0.11760,  0.06060,  0.04263,  0.70344,  0.00000
Acetaldehyde,  0.00965,  0.00000,  0.00957,  0.04069,  0.05017,  0.07369,  0.03593,  0.02304,  0.64123,  2.38708
Isovaleraldehyde,  0.00024,  0.00000,  0.00000,  0.00004,  0.00023,  0.00094,  0.00014,  0.00024,  1.66676,  0.97865
Hexaldehyde,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00185,  0.00010,  0.00041,  4.17190,  0.00000
m_p-Tolualdehyde,  0.00003,  0.00000,  0.00003,  0.00006,  0.00007,  0.00008,  0.00005,  0.00002,  0.50073,  0.76014
Phenylacetaldehyde,  0.00125,  0.00000,  0.00006,  0.00092,  0.00220,  0.00614,  0.00163,  0.00205,  1.25781,  1.63607
Cyclohexanone,  0.00009,  0.00004,  0.00008,  0.00011,  0.00012,  0.00012,  0.00010,  0.00003,  0.28281,  0.30359
Methyl acetate,  0.00727,  0.00216,  0.00523,  0.00727,  0.00773,  0.00795,  0.00634,  0.00195,  0.30817,  0.26868
n-Butyl acetate,  0.00594,  0.00000,  0.00414,  0.00596,  0.00719,  0.00732,  0.00510,  0.00276,  0.54094,  0.46390
D5-Siloxane,  0.00435,  0.00000,  0.00005,  0.00347,  0.00468,  0.00736,  0.00330,  0.00267,  0.80996,  0.61454

Factor 2,,Statistics Over All Runs
,Lowest Q,Min,25th,50th,75th,Max,Mean    ,Std Dev,RSD % mean,RSD % Lowest Q
Dichloromethane,  0.02081,  0.02079,  0.02202,  0.02306,  0.02517,  0.02526,  0.02325,  0.00161,  0.06918,  0.07730
Chloroform,  0.00360,  0.00350,  0.00361,  0.00404,  0.00428,  0.00430,  0.00394,  0.00032,  0.08083,  0.08845
Trichlorofluoromethane,  0.06171,  0.05792,  0.06242,  0.06770,  0.07076,  0.07613,  0.06708,  0.00477,  0.07106,  0.07726
Dichlorodifluoromethane,  0.14298,  0.14287,  0.14926,  0.16090,  0.17728,  0.17895,  0.16193,  0.01292,  0.07981,  0.09038
Carbon Tetrachloride,  0.01946,  0.01945,  0.02000,  0.02193,  0.02249,  0.02418,  0.02162,  0.00157,  0.07282,  0.08091
1_1_2-Trichlorotrifluoroethane,  0.02302,  0.02300,  0.02425,  0.02581,  0.02734,  0.02870,  0.02558,  0.00171,  0.06686,  0.07430
1_2-Dichloro-1_1_2_2-tetrafluoroethane,  0.00559,  0.00558,  0.00595,  0.00626,  0.00679,  0.00688,  0.00626,  0.00044,  0.06999,  0.07844
Tetrachloroethene,  0.00012,  0.00011,  0.00013,  0.00015,  0.00022,  0.00023,  0.00017,  0.00004,  0.26383,  0.37389
1_2-Dichlorobenzene,  0.00021,  0.00000,  0.00000,  0.00014,  0.00025,  0.00026,  0.00013,  0.00011,  0.89897,  0.53169
1_4-Dichlorobenzene,  0.00000,  0.00000,  0.00000,  0.00000,  0.00018,  0.00019,  0.00006,  0.00008,  1.33273,  0.00000
PCBTF,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
N-Butane,  0.03389,  0.01402,  0.02879,  0.03624,  0.04501,  0.05022,  0.03527,  0.01096,  0.31070,  0.32336
Isobutane,  0.00580,  0.00000,  0.00037,  0.00750,  0.00990,  0.01661,  0.00648,  0.00534,  0.82475,  0.92102
N-Pentane,  0.00422,  0.00000,  0.00111,  0.00120,  0.00354,  0.00490,  0.00198,  0.00156,  0.78987,  0.36983
Isopentane,  0.00000,  0.00000,  0.00000,  0.00000,  0.00002,  0.00290,  0.00028,  0.00072,  2.53922,  0.00000
2-Methyl pentane,  0.00751,  0.00019,  0.00045,  0.00290,  0.00758,  0.01515,  0.00460,  0.00437,  0.94987,  0.58117
Butene,  0.01574,  0.01037,  0.01472,  0.01783,  0.01866,  0.02200,  0.01703,  0.00341,  0.20014,  0.21657
Propylene,  0.06337,  0.06330,  0.07073,  0.07430,  0.08751,  0.09631,  0.07738,  0.00978,  0.12643,  0.15437
cis-2-Pentene,  0.00108,  0.00091,  0.00106,  0.00108,  0.00114,  0.00134,  0.00109,  0.00011,  0.09822,  0.09855
Isoprene,  0.01596,  0.00749,  0.01018,  0.01158,  0.02574,  0.06280,  0.01757,  0.01312,  0.74681,  0.82205
alpha-Pinene,  0.00999,  0.00852,  0.00953,  0.01117,  0.01249,  0.02099,  0.01134,  0.00267,  0.23532,  0.26732
MVK,  0.00388,  0.00000,  0.00000,  0.00000,  0.00805,  0.02571,  0.00373,  0.00647,  1.73169,  1.66581
Benzene,  0.02154,  0.01110,  0.01769,  0.01901,  0.02363,  0.02916,  0.02046,  0.00498,  0.24319,  0.23100
Toluene,  0.00421,  0.00266,  0.00421,  0.00548,  0.00681,  0.00711,  0.00541,  0.00137,  0.25419,  0.32656
Ethylbenzene,  0.00068,  0.00038,  0.00068,  0.00087,  0.00107,  0.00110,  0.00087,  0.00021,  0.24319,  0.31088
Propylbenzene,  0.00000,  0.00000,  0.00001,  0.00006,  0.00008,  0.00008,  0.00005,  0.00003,  0.65783,  0.00000
m_p-Xylene,  0.00166,  0.00038,  0.00143,  0.00211,  0.00234,  0.00314,  0.00192,  0.00082,  0.42621,  0.49450
o-Xylene,  0.00047,  0.00000,  0.00048,  0.00076,  0.00097,  0.00145,  0.00079,  0.00037,  0.46857,  0.78849
p-Isopropyl Toluene,  0.00000,  0.00000,  0.00000,  0.00000,  0.00027,  0.00062,  0.00014,  0.00022,  1.55334,  0.00000
Naphthalene,  0.00028,  0.00000,  0.00000,  0.00000,  0.00048,  0.00077,  0.00021,  0.00029,  1.36882,  1.02117
Methanol,  3.20600,  2.54700,  3.04950,  3.87855,  4.14525,  4.44660,  3.60282,  0.62200,  0.17264,  0.19401
Ethanol,  0.30466,  0.10116,  0.23150,  0.25432,  0.26511,  0.30466,  0.23352,  0.06152,  0.26345,  0.20194
Phenol,  0.04856,  0.04261,  0.05040,  0.05780,  0.06741,  0.06967,  0.05806,  0.00824,  0.14189,  0.16965
Formaldehyde,  0.07829,  0.00000,  0.04970,  0.08966,  0.11371,  0.28400,  0.08539,  0.06180,  0.72374,  0.78937
Acetaldehyde,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.05595,  0.00280,  0.01251,  4.47214,  0.00000
Isovaleraldehyde,  0.01991,  0.01775,  0.01998,  0.02401,  0.02616,  0.02696,  0.02294,  0.00324,  0.14112,  0.16260
Hexaldehyde,  0.05106,  0.04194,  0.04993,  0.06489,  0.07025,  0.07145,  0.06029,  0.01063,  0.17625,  0.20811
m_p-Tolualdehyde,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00006,  0.00000,  0.00001,  4.47214,  0.00000
Phenylacetaldehyde,  0.04583,  0.04581,  0.04926,  0.05341,  0.06118,  0.06309,  0.05451,  0.00585,  0.10737,  0.12769
Cyclohexanone,  0.00025,  0.00024,  0.00028,  0.00029,  0.00033,  0.00034,  0.00030,  0.00003,  0.11034,  0.13269
Methyl acetate,  0.00834,  0.00326,  0.00573,  0.00659,  0.01054,  0.01244,  0.00760,  0.00262,  0.34468,  0.31408
n-Butyl acetate,  0.00048,  0.00000,  0.00000,  0.00048,  0.00187,  0.00199,  0.00081,  0.00086,  1.06307,  1.80501
D5-Siloxane,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00038,  0.00002,  0.00009,  3.74463,  0.00000

Factor 3,,Statistics Over All Runs
,Lowest Q,Min,25th,50th,75th,Max,Mean    ,Std Dev,RSD % mean,RSD % Lowest Q
Dichloromethane,  0.00542,  0.00408,  0.00474,  0.00819,  0.00964,  0.03656,  0.00931,  0.00734,  0.78899,  1.35472
Chloroform,  0.00099,  0.00069,  0.00099,  0.00271,  0.00370,  0.00840,  0.00266,  0.00202,  0.75859,  2.04295
Trichlorofluoromethane,  0.00000,  0.00000,  0.00390,  0.01867,  0.03141,  0.10830,  0.02212,  0.02355,  1.06443,  0.00000
Dichlorodifluoromethane,  0.05049,  0.00000,  0.00881,  0.01041,  0.04139,  0.08656,  0.02327,  0.02217,  0.95255,  0.43899
Carbon Tetrachloride,  0.00440,  0.00000,  0.00376,  0.00583,  0.01328,  0.03137,  0.00820,  0.00703,  0.85642,  1.59824
1_1_2-Trichlorotrifluoroethane,  0.00276,  0.00210,  0.00282,  0.00419,  0.00769,  0.03232,  0.00657,  0.00656,  0.99990,  2.38019
1_2-Dichloro-1_1_2_2-tetrafluoroethane,  0.00161,  0.00030,  0.00053,  0.00128,  0.00137,  0.00569,  0.00123,  0.00114,  0.93035,  0.71046
Tetrachloroethene,  0.00029,  0.00025,  0.00029,  0.00072,  0.00100,  0.00118,  0.00064,  0.00035,  0.53899,  1.20642
1_2-Dichlorobenzene,  0.00070,  0.00000,  0.00000,  0.00000,  0.00070,  0.00443,  0.00041,  0.00100,  2.43963,  1.44128
1_4-Dichlorobenzene,  0.00912,  0.00000,  0.00027,  0.00035,  0.00798,  0.00928,  0.00312,  0.00390,  1.24904,  0.42748
PCBTF,  0.00005,  0.00005,  0.00019,  0.00084,  0.00136,  0.00253,  0.00092,  0.00076,  0.82287, 14.22951
N-Butane,  0.01696,  0.00089,  0.00131,  0.01208,  0.04943,  0.09373,  0.02547,  0.03100,  1.21717,  1.82762
Isobutane,  0.01080,  0.00000,  0.00000,  0.00000,  0.01080,  0.11189,  0.01481,  0.03376,  2.27937,  3.12662
N-Pentane,  0.00132,  0.00000,  0.00000,  0.00000,  0.00132,  0.00880,  0.00147,  0.00288,  1.95915,  2.18668
Isopentane,  0.00520,  0.00520,  0.00952,  0.02809,  0.03921,  0.09887,  0.03478,  0.02926,  0.84137,  5.62874
2-Methyl pentane,  0.00000,  0.00000,  0.00023,  0.00399,  0.00911,  0.12514,  0.01976,  0.04028,  2.03841,  0.00000
Butene,  0.00700,  0.00389,  0.00700,  0.00851,  0.02706,  0.04766,  0.01579,  0.01389,  0.87919,  1.98470
Propylene,  0.09811,  0.00000,  0.00000,  0.01510,  0.08401,  0.09811,  0.03655,  0.04108,  1.12392,  0.41871
cis-2-Pentene,  0.00009,  0.00000,  0.00000,  0.00000,  0.00012,  0.00269,  0.00026,  0.00064,  2.44544,  6.95974
Isoprene,  0.00000,  0.00000,  0.00026,  0.00256,  0.03359,  0.16118,  0.02324,  0.03777,  1.62531,  0.00000
alpha-Pinene,  0.00243,  0.00123,  0.00224,  0.00370,  0.00817,  0.02921,  0.00599,  0.00646,  1.07813,  2.65813
MVK,  0.00000,  0.00000,  0.00000,  0.00000,  0.01689,  0.07656,  0.01198,  0.01852,  1.54509,  0.00000
Benzene,  0.00214,  0.00000,  0.00213,  0.02759,  0.04539,  0.10626,  0.02618,  0.02767,  1.05693, 12.91124
Toluene,  0.00050,  0.00050,  0.00504,  0.01947,  0.02824,  0.06315,  0.02249,  0.01865,  0.82929, 37.22684
Ethylbenzene,  0.00010,  0.00010,  0.00087,  0.00299,  0.00595,  0.01135,  0.00415,  0.00348,  0.83820, 34.13508
Propylbenzene,  0.00023,  0.00022,  0.00033,  0.00106,  0.00107,  0.00215,  0.00091,  0.00057,  0.63009,  2.52296
m_p-Xylene,  0.00025,  0.00000,  0.00025,  0.01010,  0.01098,  0.01806,  0.00722,  0.00628,  0.86991, 25.50526
o-Xylene,  0.00008,  0.00000,  0.00044,  0.00417,  0.00727,  0.01309,  0.00465,  0.00424,  0.91336, 50.93021
p-Isopropyl Toluene,  0.00058,  0.00000,  0.00000,  0.00008,  0.00059,  0.00365,  0.00061,  0.00107,  1.74613,  1.83996
Naphthalene,  0.00000,  0.00000,  0.00000,  0.00271,  0.00708,  0.00730,  0.00336,  0.00338,  1.00416,  0.00000
Methanol,  0.92459,  0.00000,  0.52044,  0.87783,  1.50185,  2.36960,  1.01925,  0.64527,  0.63308,  0.69790
Ethanol,  0.00000,  0.00000,  0.00000,  0.05970,  0.14418,  0.19398,  0.07210,  0.07174,  0.99500,  0.00000
Phenol,  0.01299,  0.00000,  0.00604,  0.01543,  0.03754,  0.14478,  0.02588,  0.03222,  1.24506,  2.48137
Formaldehyde,  0.00224,  0.00000,  0.01051,  0.18139,  0.22445,  0.98675,  0.23446,  0.30302,  1.29242,135.09498
Acetaldehyde,  0.02889,  0.00703,  0.03917,  0.27494,  0.29217,  0.47487,  0.20400,  0.15803,  0.77463,  5.46975
Isovaleraldehyde,  0.00276,  0.00000,  0.00073,  0.00277,  0.00410,  0.01651,  0.00338,  0.00374,  1.10726,  1.35484
Hexaldehyde,  0.00926,  0.00000,  0.00000,  0.00549,  0.00928,  0.04599,  0.00849,  0.01199,  1.41136,  1.29367
m_p-Tolualdehyde,  0.00000,  0.00000,  0.00000,  0.00010,  0.00019,  0.00032,  0.00011,  0.00011,  0.97230,  0.00000
Phenylacetaldehyde,  0.02637,  0.00000,  0.00022,  0.00519,  0.02527,  0.05477,  0.01126,  0.01461,  1.29723,  0.55420
Cyclohexanone,  0.00010,  0.00000,  0.00008,  0.00013,  0.00016,  0.00049,  0.00015,  0.00014,  0.93311,  1.41174
Methyl acetate,  0.00000,  0.00000,  0.00074,  0.02466,  0.02799,  0.06243,  0.01991,  0.01992,  1.00042,  0.00000
n-Butyl acetate,  0.00000,  0.00000,  0.00000,  0.00000,  0.00300,  0.01899,  0.00377,  0.00690,  1.82987,  0.00000
D5-Siloxane,  0.00599,  0.00221,  0.00599,  0.04344,  0.05796,  0.06124,  0.03355,  0.02575,  0.76753,  4.30050

Factor 4,,Statistics Over All Runs
,Lowest Q,Min,25th,50th,75th,Max,Mean    ,Std Dev,RSD % mean,RSD % Lowest Q
Dichloromethane,  0.00008,  0.00000,  0.00000,  0.00004,  0.00053,  0.00299,  0.00053,  0.00095,  1.78494, 11.40643
Chloroform,  0.00159,  0.00081,  0.00131,  0.00159,  0.00167,  0.00238,  0.00159,  0.00040,  0.25210,  0.25277
Trichlorofluoromethane,  0.00000,  0.00000,  0.00000,  0.00229,  0.00341,  0.00622,  0.00215,  0.00206,  0.96218,  0.00000
Dichlorodifluoromethane,  0.00004,  0.00000,  0.00000,  0.00000,  0.00001,  0.00171,  0.00025,  0.00059,  2.41911, 15.36582
Carbon Tetrachloride,  0.00087,  0.00031,  0.00069,  0.00190,  0.00245,  0.00270,  0.00163,  0.00093,  0.56675,  1.06295
1_1_2-Trichlorotrifluoroethane,  0.00147,  0.00062,  0.00146,  0.00230,  0.00255,  0.00357,  0.00210,  0.00078,  0.37364,  0.53493
1_2-Dichloro-1_1_2_2-tetrafluoroethane,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
Tetrachloroethene,  0.00015,  0.00008,  0.00011,  0.00014,  0.00019,  0.00021,  0.00015,  0.00004,  0.29370,  0.29527
1_2-Dichlorobenzene,  0.00000,  0.00000,  0.00000,  0.00002,  0.00007,  0.00014,  0.00003,  0.00004,  1.09949,  0.00000
1_4-Dichlorobenzene,  0.00035,  0.00000,  0.00000,  0.00000,  0.00035,  0.00042,  0.00015,  0.00019,  1.26481,  0.54866
PCBTF,  0.00037,  0.00006,  0.00009,  0.00022,  0.00033,  0.00082,  0.00024,  0.00017,  0.73065,  0.47625
N-Butane,  0.01041,  0.00213,  0.00514,  0.00695,  0.01498,  0.01785,  0.00900,  0.00536,  0.59547,  0.51480
Isobutane,  0.00000,  0.00000,  0.00000,  0.00583,  0.00713,  0.01076,  0.00458,  0.00382,  0.83236,  0.00000
N-Pentane,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
Isopentane,  0.01113,  0.00692,  0.01053,  0.01524,  0.01676,  0.02627,  0.01506,  0.00617,  0.40969,  0.55428
2-Methyl pentane,  0.00561,  0.00000,  0.00000,  0.00561,  0.00838,  0.01898,  0.00586,  0.00704,  1.20067,  1.25446
Butene,  0.01377,  0.01026,  0.01305,  0.01416,  0.01488,  0.01861,  0.01420,  0.00258,  0.18147,  0.18713
Propylene,  0.00566,  0.00000,  0.00000,  0.00000,  0.00002,  0.00566,  0.00079,  0.00182,  2.29658,  0.32177
cis-2-Pentene,  0.00022,  0.00017,  0.00020,  0.00027,  0.00042,  0.00051,  0.00031,  0.00012,  0.38727,  0.55040
Isoprene,  0.02130,  0.00000,  0.01900,  0.03762,  0.06126,  0.07855,  0.03915,  0.02590,  0.66168,  1.21602
alpha-Pinene,  0.00455,  0.00000,  0.00380,  0.00716,  0.01167,  0.01503,  0.00756,  0.00486,  0.64291,  1.06828
MVK,  0.01732,  0.00624,  0.01640,  0.02586,  0.03722,  0.04412,  0.02600,  0.01289,  0.49579,  0.74428
Benzene,  0.00123,  0.00000,  0.00100,  0.00385,  0.00774,  0.01290,  0.00452,  0.00419,  0.92621,  3.39434
Toluene,  0.00555,  0.00000,  0.00116,  0.00369,  0.00674,  0.00846,  0.00383,  0.00283,  0.73781,  0.50959
Ethylbenzene,  0.00048,  0.00004,  0.00013,  0.00022,  0.00059,  0.00106,  0.00037,  0.00031,  0.83722,  0.64598
Propylbenzene,  0.00000,  0.00000,  0.00000,  0.00000,  0.00008,  0.00014,  0.00003,  0.00004,  1.56520,  0.00000
m_p-Xylene,  0.00000,  0.00000,  0.00000,  0.00000,  0.00032,  0.00064,  0.00014,  0.00023,  1.63470,  0.00000
o-Xylene,  0.00025,  0.00000,  0.00000,  0.00020,  0.00036,  0.00076,  0.00022,  0.00024,  1.05987,  0.95444
p-Isopropyl Toluene,  0.00228,  0.00142,  0.00226,  0.00247,  0.00274,  0.00293,  0.00238,  0.00046,  0.19376,  0.20223
Naphthalene,  0.00031,  0.00012,  0.00041,  0.00079,  0.00150,  0.00163,  0.00086,  0.00053,  0.60949,  1.70565
Methanol,  0.20042,  0.00818,  0.73500,  0.96804,  1.40343,  3.11260,  1.13601,  0.76724,  0.67538,  3.82815
Ethanol,  4.81750,  4.65850,  4.74705,  4.78640,  4.85740,  4.99720,  4.80669,  0.08605,  0.01790,  0.01786
Phenol,  0.00000,  0.00000,  0.00000,  0.00066,  0.01068,  0.01192,  0.00422,  0.00494,  1.17104,  0.00000
Formaldehyde,  0.25875,  0.15097,  0.25694,  0.35332,  0.38915,  0.46198,  0.31740,  0.09245,  0.29128,  0.35730
Acetaldehyde,  0.12869,  0.10983,  0.12151,  0.16655,  0.20547,  0.22435,  0.16567,  0.04363,  0.26334,  0.33902
Isovaleraldehyde,  0.00352,  0.00115,  0.00207,  0.00241,  0.00365,  0.00506,  0.00280,  0.00095,  0.34001,  0.27080
Hexaldehyde,  0.00483,  0.00047,  0.00135,  0.00269,  0.00466,  0.00945,  0.00338,  0.00250,  0.74021,  0.51799
m_p-Tolualdehyde,  0.00000,  0.00000,  0.00000,  0.00000,  0.00003,  0.00007,  0.00002,  0.00002,  1.27276,  6.18542
Phenylacetaldehyde,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
Cyclohexanone,  0.00022,  0.00014,  0.00017,  0.00020,  0.00022,  0.00025,  0.00020,  0.00003,  0.16758,  0.15515
Methyl acetate,  0.00666,  0.00465,  0.00665,  0.00990,  0.01182,  0.01729,  0.00978,  0.00359,  0.36712,  0.53887
n-Butyl acetate,  0.00761,  0.00000,  0.00024,  0.00484,  0.00765,  0.00800,  0.00446,  0.00331,  0.74317,  0.43514
D5-Siloxane,  0.00836,  0.00000,  0.00906,  0.01335,  0.01489,  0.01708,  0.01174,  0.00401,  0.34149,  0.47923

Factor 5,,Statistics Over All Runs
,Lowest Q,Min,25th,50th,75th,Max,Mean    ,Std Dev,RSD % mean,RSD % Lowest Q
Dichloromethane,  0.00584,  0.00281,  0.00558,  0.00592,  0.00644,  0.02724,  0.00899,  0.00746,  0.82955,  1.27661
Chloroform,  0.00001,  0.00000,  0.00000,  0.00000,  0.00001,  0.00523,  0.00081,  0.00179,  2.19740,169.69762
Trichlorofluoromethane,  0.03474,  0.01732,  0.03011,  0.03341,  0.03472,  0.09181,  0.04028,  0.02155,  0.53490,  0.62021
Dichlorodifluoromethane,  0.03666,  0.02466,  0.02883,  0.03200,  0.03629,  0.06478,  0.03601,  0.01243,  0.34523,  0.33911
Carbon Tetrachloride,  0.00871,  0.00356,  0.00717,  0.00751,  0.00870,  0.02333,  0.00970,  0.00560,  0.57763,  0.64326
1_1_2-Trichlorotrifluoroethane,  0.00935,  0.00435,  0.00779,  0.00892,  0.00934,  0.02543,  0.01082,  0.00615,  0.56830,  0.65813
1_2-Dichloro-1_1_2_2-tetrafluoroethane,  0.00191,  0.00083,  0.00165,  0.00170,  0.00191,  0.00471,  0.00212,  0.00109,  0.51355,  0.56918
Tetrachloroethene,  0.00012,  0.00012,  0.00014,  0.00018,  0.00022,  0.00058,  0.00022,  0.00014,  0.62791,  1.18033
1_2-Dichlorobenzene,  0.00000,  0.00000,  0.00000,  0.00007,  0.00016,  0.00020,  0.00008,  0.00008,  1.01166,  0.00000
1_4-Dichlorobenzene,  0.00015,  0.00000,  0.00010,  0.00015,  0.00019,  0.00035,  0.00014,  0.00009,  0.63027,  0.61134
PCBTF,  0.00028,  0.00011,  0.00013,  0.00022,  0.00035,  0.00059,  0.00025,  0.00012,  0.47724,  0.43628
N-Butane,  0.00273,  0.00269,  0.00389,  0.00620,  0.00852,  0.01589,  0.00725,  0.00428,  0.59141,  1.56945
Isobutane,  0.00000,  0.00000,  0.00000,  0.00000,  0.00127,  0.00523,  0.00086,  0.00169,  1.97066,  0.00000
N-Pentane,  0.00218,  0.00000,  0.00000,  0.00000,  0.00218,  0.00388,  0.00107,  0.00147,  1.37897,  0.67675
Isopentane,  0.01693,  0.00751,  0.01587,  0.01785,  0.01973,  0.06661,  0.02484,  0.01755,  0.70651,  1.03656
2-Methyl pentane,  0.00797,  0.00754,  0.01198,  0.01324,  0.02662,  0.06201,  0.02355,  0.01764,  0.74927,  2.21341
Butene,  0.00470,  0.00468,  0.00582,  0.00762,  0.01062,  0.02360,  0.01012,  0.00608,  0.60125,  1.29510
Propylene,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
cis-2-Pentene,  0.00094,  0.00044,  0.00083,  0.00094,  0.00104,  0.00260,  0.00114,  0.00062,  0.54290,  0.65650
Isoprene,  0.32555,  0.27034,  0.30649,  0.32357,  0.33708,  0.33841,  0.31744,  0.02344,  0.07384,  0.07200
alpha-Pinene,  0.05970,  0.04835,  0.05606,  0.05913,  0.06092,  0.06128,  0.05743,  0.00458,  0.07970,  0.07667
MVK,  0.14958,  0.12432,  0.14091,  0.14948,  0.15691,  0.15767,  0.14790,  0.01041,  0.07042,  0.06963
