
Factor Contributions (avg = 1) from Base Run #19 (Convergent Run)

,,Factor 1,Factor 2,Factor 3,Factor 4,Factor 5,Factor 6,Factor 7,Factor 8,Factor 9
19,08/17/21,2.954600E+000,2.169500E+000,1.162500E+000,8.504000E-001,9.455600E-001,3.089700E+000,-2.000000E-001,4.484900E-001,9.541600E-001
19,08/18/21,1.783900E+000,-3.111300E-002,-3.862000E-002,1.796000E+000,5.818800E-001,-8.330300E-002,1.127500E-001,-1.269100E-001,-4.798000E-002
19,08/19/21,1.359100E+000,-9.142800E-002,-3.726600E-002,2.067100E+000,5.458800E-001,4.777100E-002,9.325200E-002,-1.130700E-001,-6.137300E-002
19,08/20/21,3.451200E+000,3.216400E+000,6.905300E-001,9.216600E-001,-2.000000E-001,3.082000E+000,1.480100E+000,1.376800E+000,5.805600E-001
19,08/21/21,8.026600E-001,4.310100E+000,1.449600E+000,4.337800E-001,8.999800E-002,-2.000000E-001,1.024100E-001,-2.000000E-001,-1.689200E-001
19,08/22/21,-1.403300E-001,9.905600E-001,1.040700E-001,1.962800E+000,3.773200E-001,2.457000E+000,6.934800E-001,9.339500E-001,-1.698800E-001
19,08/23/21,4.618800E-001,1.373100E+000,4.751000E-001,1.613400E+000,2.789400E-001,2.376700E+000,1.016100E+000,8.394600E-001,8.660700E-001
19,08/24/21,1.016200E+000,1.624000E+000,7.876700E-001,1.317400E+000,1.207100E+000,2.636600E+000,1.050500E+000,2.980400E-001,-2.000000E-001
19,08/25/21,-1.140700E-001,1.951400E+000,8.074100E-001,5.237900E-001,2.104000E+000,1.837800E+000,1.624700E+000,8.746500E-001,-1.895900E-001
19,08/26/21,1.989800E+000,3.930100E-001,8.338900E-001,8.806700E-001,2.746700E+000,7.262000E-001,1.029500E+000,-1.317300E-001,-9.136000E-002
19,08/27/21,-1.957900E-001,4.537300E-001,-2.000000E-001,6.580700E-001,2.422000E+000,1.538100E+000,1.127700E+000,6.143000E-001,1.901800E+000
19,08/28/21,3.089100E-001,4.471300E-001,3.353200E-001,2.062400E-001,2.573500E+000,2.122400E+000,1.485000E+000,8.543900E-001,2.446400E+000
19,08/29/21,6.064100E-001,1.208900E-001,4.974100E-001,7.169200E-001,2.527900E+000,1.554400E+000,1.139200E+000,1.662600E-001,1.953500E+000
19,08/30/21,-8.893500E-003,-4.875100E-002,-6.739500E-003,-2.000000E-001,8.732300E-001,-2.903700E-002,-1.665200E-003,1.443400E-002,5.138100E-002
19,08/31/21,9.655700E-001,3.477700E+000,4.718000E-001,4.056300E-001,-1.273600E-001,3.812500E+000,1.586300E+000,1.583800E+000,1.735300E+000
19,09/01/21,-2.000000E-001,1.044600E+000,1.169100E+000,1.882500E+000,-7.914700E-002,1.196600E+000,9.810100E-001,5.004000E-001,1.586800E+000
19,09/02/21,4.907000E-001,2.511000E+000,-2.736700E-002,1.515000E+000,-2.000000E-001,2.851600E+000,1.007100E+000,9.105800E-001,2.617600E+000
19,09/03/21,8.587800E-001,3.679600E-001,4.743700E-001,6.335400E-001,9.323300E-001,1.628700E+000,1.181700E+000,3.076300E-001,2.014800E+000
19,09/04/21,-8.008000E-003,-4.230400E-002,-5.724700E-003,-1.813800E-001,7.828000E-001,-2.800600E-002,1.019600E-003,1.291900E-002,5.005700E-002
