
Factor Contributions (avg = 1) from Base Run #4 (Convergent Run)

,,Factor 1,Factor 2,Factor 3,Factor 4,Factor 5,Factor 6,Factor 7,Factor 8,Factor 9
4,09/18/21,6.878900E-001,7.645500E-001,1.292000E+000,2.186600E+000,-1.318900E-001,6.146900E-001,1.326800E+000,2.439000E+000,7.381300E-001
4,09/19/21,4.490300E-001,5.882800E-001,1.047300E+000,6.647000E-001,-1.070900E-001,1.174600E+000,1.065900E+000,1.850900E+000,3.863200E-001
4,09/20/21,1.464000E+000,1.035500E+000,1.408100E+000,1.408400E+000,-1.720100E-001,2.567600E-001,1.661500E+000,1.688100E+000,9.768500E-001
4,09/21/21,2.411800E+000,1.539400E-001,1.413000E+000,-9.782800E-002,-7.081900E-002,1.119900E+000,4.935000E-001,2.340800E-001,-8.323100E-002
4,09/22/21,2.160300E+000,8.395500E-001,1.195200E+000,6.035300E-001,-1.463100E-001,3.839100E-001,3.481000E-001,1.597000E+000,1.906700E-001
4,09/23/21,1.724200E+000,6.129600E-001,1.270600E+000,1.464200E+000,-1.202400E-001,8.901500E-001,2.482500E-001,1.138400E+000,4.111100E-001
4,09/24/21,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002
4,09/25/21,9.057300E-001,-3.768600E-003,5.147200E-002,-4.931500E-002,-6.903800E-003,-2.000000E-001,-1.082000E-002,-2.803700E-002,1.519400E-002
4,09/26/21,7.448200E-001,1.082000E-003,4.910600E-002,-3.813600E-002,-5.140900E-003,-1.662500E-001,-9.083600E-003,-2.633800E-002,1.246900E-002
4,09/27/21,4.541300E-001,3.092600E-001,-1.309900E-001,1.106900E+000,-5.652100E-002,1.261100E+000,-8.744100E-002,2.663700E+000,8.085500E-001
4,09/28/21,3.781800E-001,2.285000E-001,-1.060800E-001,1.314100E+000,-3.721200E-002,1.009800E+000,-6.977400E-002,2.048900E+000,1.971300E-001
4,09/29/21,4.317800E-001,3.865800E-001,-7.613200E-002,7.053400E-001,-3.367000E-002,1.209800E+000,2.728300E+000,1.195300E+000,-2.000000E-001
4,09/30/21,1.023700E+000,-2.000000E-001,1.094500E+000,-2.000000E-001,-2.735200E-002,1.437700E+000,3.891500E+000,-6.042300E-002,-9.478600E-002
4,10/01/21,1.012200E+000,2.331900E-001,1.022000E+000,3.625000E-001,-6.780800E-002,1.566000E+000,5.031700E-001,2.207700E-001,-1.270500E-001
4,10/02/21,1.721900E+000,1.289000E-001,7.413500E-001,2.449000E-002,-6.135000E-002,1.540700E+000,2.936100E-001,8.409500E-002,-8.437200E-002
4,10/03/21,2.243500E+000,5.421800E-002,1.015900E+000,4.327800E-002,-6.386700E-002,1.248700E+000,6.624700E-001,6.743300E-001,-6.395700E-002
