
Factor Profiles (conc. of species) from Base Run #11 (Convergent Run)

,,Factor 1,Factor 2,Factor 3,Factor 4,Factor 5,Factor 6,Factor 7,Factor 8,Factor 9,Factor 10
11,Isopentane,2.659503E+000,2.894100E+000,3.997360E-001,0.000000E+000,1.879866E-001,1.111826E-002,4.945160E-001,5.086560E+000,1.252282E+001,3.664750E+000
11,2-Methyl pentane,1.167951E+000,1.286405E+000,0.000000E+000,4.096185E-001,4.480910E-002,8.980314E-003,3.806490E-001,4.187323E-001,1.428222E+001,5.418376E+000
11,Butene,8.986266E-001,3.759568E+000,6.410897E-001,5.493960E-001,2.866450E-001,2.929120E-004,1.469235E-001,3.002349E+000,3.369284E+000,2.820843E+000
11,Propylene,4.583669E+000,9.878078E+000,9.353414E-001,2.196901E+000,0.000000E+000,0.000000E+000,0.000000E+000,1.715749E+001,0.000000E+000,4.550258E+000
11,cis-2-Pentene,0.000000E+000,1.749048E-001,0.000000E+000,5.555849E-002,2.618237E-003,0.000000E+000,2.662633E-002,0.000000E+000,3.057892E-001,0.000000E+000
11,Isoprene,1.569683E+000,3.648748E-001,2.284096E+000,3.723746E-001,2.497891E-001,7.915778E-002,8.588242E+000,0.000000E+000,6.704511E-001,1.554859E+000
11,alpha-Pinene,8.636203E-001,2.586273E-001,5.097228E-001,3.822938E-001,5.245249E-002,1.441164E-002,1.521606E+000,2.793023E-001,0.000000E+000,4.926742E-001
11,MVK,0.000000E+000,2.612851E-001,1.037116E+000,0.000000E+000,2.360890E-001,3.498298E-002,3.986876E+000,0.000000E+000,7.520194E-001,1.155744E+000
11,Benzene,3.370089E+000,7.757432E-001,0.000000E+000,1.599489E+000,5.187583E-002,0.000000E+000,1.226363E-001,5.612589E-001,1.096975E+001,1.044255E+000
11,Toluene,1.718342E+001,4.979079E-001,4.190488E-001,2.554487E-001,1.438311E-001,1.586517E-002,5.686509E-001,4.422588E+000,8.102421E+000,7.862319E-001
11,Ethylbenzene,2.899803E+000,8.362538E-002,6.059472E-002,4.402168E-002,1.814141E-002,2.846426E-003,9.520824E-002,7.114669E-001,1.106726E+000,1.949314E-001
11,Propylbenzene,5.837913E-001,1.849806E-002,8.550600E-003,9.642174E-003,1.566250E-003,6.095701E-004,2.817788E-002,2.067923E-001,2.531486E-001,6.235076E-002
11,m_p-Xylene,4.192943E+000,1.003213E-001,1.791761E-001,5.879801E-002,1.121132E-002,3.730648E-003,1.467042E-001,1.836237E+000,4.842516E-001,0.000000E+000
11,o-Xylene,3.195205E+000,2.052572E-002,6.165947E-002,3.598049E-002,1.483172E-002,2.979678E-003,1.075098E-001,9.015493E-001,7.356973E-001,1.281460E-001
11,p-Isopropyl Toluene,1.137424E-001,0.000000E+000,0.000000E+000,3.854437E-002,4.011705E-002,1.319368E-003,1.192007E-001,1.454343E-001,5.393370E-001,1.089849E-001
11,Naphthalene,9.411321E-001,0.000000E+000,0.000000E+000,3.752556E-002,1.488043E-002,2.212169E-003,9.108177E-002,0.000000E+000,2.010873E-001,2.153988E-001
11,Methanol,2.400934E+001,4.572367E+001,7.786016E+001,7.488466E+001,7.528595E+000,9.966727E+001,7.827557E+001,4.509456E+001,0.000000E+000,5.470626E+001
11,Ethanol,1.518853E+001,3.737293E+000,8.135459E+000,1.656895E+000,9.022173E+001,5.402146E-002,0.000000E+000,1.527697E+000,0.000000E+000,0.000000E+000
11,Phenol,0.000000E+000,0.000000E+000,1.911970E+000,2.439631E+000,0.000000E+000,2.498842E-002,2.954316E+000,1.672194E+000,4.896499E+000,0.000000E+000
11,Methyl acetate,2.916894E+000,7.558968E-002,0.000000E+000,5.703527E-001,1.675600E-001,5.364631E-003,0.000000E+000,8.945315E-001,1.001162E+001,2.164139E+000
11,n-Butyl acetate,7.380339E+000,3.130313E-001,2.770060E-001,0.000000E+000,1.468398E-001,5.654262E-003,0.000000E+000,6.934299E-001,4.368538E+000,0.000000E+000
11,D5-Siloxane,4.445029E-001,6.501906E-001,5.588261E-002,0.000000E+000,1.790018E-001,4.457819E-003,3.417895E-002,2.105324E+000,2.080613E+000,3.787555E+000
