
Factor Profiles (conc. of species) from Base Run #6 (Convergent Run)

,,Factor 1,Factor 2,Factor 3,Factor 4,Factor 5,Factor 6,Factor 7,Factor 8,Factor 9,Factor 10
6,1_4-Dichlorobenzene,8.156074E-001,0.000000E+000,5.746968E-003,7.466041E-002,1.954982E-004,2.007075E-002,0.000000E+000,3.814783E-002,0.000000E+000,6.550332E-003
6,PCBTF,4.873884E-003,1.227187E-001,4.704190E-003,1.337978E-001,1.174397E-003,2.173225E-001,6.711262E-002,9.142736E-002,0.000000E+000,1.073841E-002
6,N-Butane,1.504262E+000,1.450552E-002,1.635867E-001,1.705915E+001,3.704416E-003,2.448605E+000,5.569904E+000,9.140939E+000,7.236922E-001,8.502916E-002
6,Isobutane,9.399289E-001,0.000000E+000,0.000000E+000,1.060307E+001,4.898360E-003,2.245318E+000,5.796793E+000,2.006381E-001,1.183366E-001,0.000000E+000
6,N-Pentane,9.639127E-002,8.274238E-002,0.000000E+000,8.857117E+000,6.836087E-004,3.515800E-001,0.000000E+000,1.008137E-001,8.716962E-002,6.785961E-002
6,Isopentane,4.790300E-001,3.572100E-001,1.874506E-001,8.283318E+000,1.552307E-002,7.247152E+000,4.230038E+000,2.969329E+000,0.000000E+000,6.559868E-001
6,2-Methyl pentane,1.145938E-002,8.974243E-002,8.580548E-002,1.989791E+000,1.500264E-002,9.239295E+000,5.705585E+000,4.015996E-001,1.708201E-001,3.399934E-001
6,Butene,6.065642E-001,2.967200E-002,2.153515E-001,6.276714E+000,1.928063E-003,2.425091E+000,2.827273E+000,3.343010E+000,3.365056E-001,1.951868E-001
6,Propylene,8.672797E+000,1.625538E+000,7.982159E-002,1.286936E+001,0.000000E+000,0.000000E+000,3.460921E+000,3.342771E+000,1.401430E+000,0.000000E+000
6,cis-2-Pentene,7.894222E-003,0.000000E+000,3.458468E-003,3.363087E-001,0.000000E+000,1.979004E-001,2.024342E-002,0.000000E+000,2.354873E-002,3.740822E-002
6,Isoprene,0.000000E+000,9.559533E-001,5.678229E-001,3.077397E+000,2.235350E-002,4.070632E+000,0.000000E+000,3.851792E+000,3.510933E-001,1.293020E+001
6,alpha-Pinene,2.184397E-001,3.480808E-001,1.101962E-001,6.611632E-001,3.773300E-003,6.841354E-001,1.010053E-001,8.932180E-001,2.233703E-001,2.356133E+000
6,MVK,0.000000E+000,2.775877E-001,3.812607E-001,1.631288E+000,9.334411E-003,2.107725E+000,3.988397E-001,1.668990E+000,8.142907E-002,5.969405E+000
6,Benzene,2.149227E-001,3.112336E-001,0.000000E+000,2.365107E+000,4.271916E-004,8.078141E+000,1.923040E+000,0.000000E+000,4.719844E-001,0.000000E+000
6,Toluene,5.395799E-002,3.227653E+000,7.318304E-002,4.276521E+000,1.625470E-002,5.465423E+000,5.929297E-001,3.368761E+000,9.552480E-002,8.111127E-001
6,Ethylbenzene,1.041144E-002,5.402444E-001,6.064321E-003,6.474351E-001,2.859862E-003,7.682039E-001,1.572402E-001,5.225550E-001,1.582498E-002,1.385484E-001
6,Propylbenzene,2.055440E-002,1.061990E-001,0.000000E+000,1.335559E-001,5.874057E-004,1.803013E-001,5.933391E-002,1.109989E-001,0.000000E+000,4.035895E-002
6,m_p-Xylene,2.526076E-002,7.578136E-001,0.000000E+000,9.100474E-001,2.671293E-003,3.635309E-001,0.000000E+000,1.595451E+000,3.754993E-002,2.091576E-001
6,o-Xylene,9.207778E-003,5.851997E-001,3.423397E-003,5.438392E-001,2.706909E-003,5.315128E-001,1.162323E-001,6.517146E-001,1.124908E-002,1.544186E-001
6,p-Isopropyl Toluene,5.320178E-002,2.819301E-002,3.855940E-002,6.263167E-002,8.245518E-004,4.100837E-001,1.237364E-001,0.000000E+000,0.000000E+000,1.721206E-001
6,Naphthalene,0.000000E+000,1.955811E-001,7.954570E-003,0.000000E+000,1.877401E-003,2.211719E-001,1.395000E-001,0.000000E+000,6.523435E-003,1.475325E-001
6,Methanol,7.498043E+001,8.666133E+001,2.234101E+001,1.142542E+001,9.982667E+001,7.811972E+000,4.986943E+001,3.382055E+001,8.003690E+001,6.370332E+001
6,Ethanol,0.000000E+000,0.000000E+000,7.519222E+001,0.000000E+000,0.000000E+000,9.430800E+000,6.556732E+000,1.547304E+001,5.699305E+000,1.470040E+000
6,Phenol,1.240710E+000,0.000000E+000,0.000000E+000,0.000000E+000,3.948340E-003,6.353621E+000,0.000000E+000,4.349195E+000,1.070102E+000,4.447948E+000
6,Isovaleraldehyde,2.574222E-001,2.676717E-001,5.555558E-002,0.000000E+000,1.992392E-004,1.269367E-001,0.000000E+000,1.839901E+000,4.515745E-001,3.122305E-001
6,Hexaldehyde,8.468310E-001,4.294327E-001,8.358588E-002,0.000000E+000,0.000000E+000,0.000000E+000,3.636276E-001,5.154766E+000,1.183173E+000,7.908875E-001
6,m_p-Tolualdehyde,0.000000E+000,1.545537E-002,2.997245E-004,4.248944E-003,7.254913E-005,3.078294E-004,2.136303E-002,1.526584E-002,0.000000E+000,1.309907E-002
6,Phenylacetaldehyde,2.405262E+000,0.000000E+000,0.000000E+000,0.000000E+000,1.450845E-003,2.533546E+000,0.000000E+000,4.047256E-001,1.017681E+000,1.210967E+000
6,Cyclohexanone,8.777771E-003,2.423742E-002,3.451922E-003,0.000000E+000,1.415781E-004,0.000000E+000,1.679774E-002,1.139488E-002,5.671160E-003,9.933379E-003
6,Methyl acetate,0.000000E+000,5.981127E-001,9.181432E-002,1.141514E+000,1.041944E-002,6.535915E+000,2.163058E+000,4.192177E-001,1.872061E-001,0.000000E+000
6,n-Butyl acetate,0.000000E+000,1.431092E+000,1.001519E-001,2.441186E+000,7.831110E-003,2.641516E+000,0.000000E+000,5.547969E-001,6.496365E-003,0.000000E+000
6,D5-Siloxane,5.480368E-001,3.651379E-002,1.397494E-001,0.000000E+000,7.842291E-003,1.570297E+000,3.565541E+000,1.030618E+000,0.000000E+000,0.000000E+000
