
Factor Profiles (conc. of species) from Base Run #7 (Convergent Run)

		Factor 1	Factor 2	Factor 3	Factor 4	Factor 5	Factor 6	Factor 7	Factor 8	Factor 9
7	Isovaleraldehyde	0.000000E+000	6.954292E-002	3.081770E-002	0.000000E+000	1.580603E-001	2.506110E-002	2.575663E-001	0.000000E+000	3.929715E-002
7	Hexaldehyde	0.000000E+000	1.574544E-001	4.273134E-002	0.000000E+000	4.614029E-001	0.000000E+000	7.032796E-001	0.000000E+000	9.453598E-002
7	m_p-Tolualdehyde	6.163021E-004	3.184868E-003	1.531583E-005	2.700399E-003	2.415107E-003	2.580844E-004	0.000000E+000	3.778246E-005	1.833139E-003
7	Phenylacetaldehyde	2.442149E-001	0.000000E+000	0.000000E+000	7.046308E-003	2.155294E-001	3.633155E-001	6.038262E-001	0.000000E+000	1.422957E-001
7	Cyclohexanone	0.000000E+000	4.870169E-003	2.367605E-003	2.464658E-003	2.737524E-003	0.000000E+000	2.778394E-003	1.251294E-004	1.272803E-003
7	Methyl acetate	4.778787E-001	1.101372E-001	1.121405E-001	3.025394E-001	5.444544E-002	9.878703E-001	5.180057E-002	8.291509E-003	0.000000E+000
7	n-Butyl acetate	7.039958E-001	2.646801E-001	4.824317E-002	0.000000E+000	4.795455E-002	4.488116E-001	0.000000E+000	9.263252E-003	0.000000E+000
7	D5-Siloxane	5.554056E-001	1.416041E-002	1.156221E-001	4.295590E-001	2.339912E-001	1.832240E-001	0.000000E+000	4.515707E-003	7.321880E-003
7	O3_form	2.647024E+001	5.888871E+001	2.383816E+001	7.919434E+001	5.392049E+001	5.929311E+001	4.291504E+001	1.313529E-001	6.843442E+001
7	NOx	3.168505E+001	2.796188E+001	4.696041E+000	4.357905E+000	2.534994E+001	0.000000E+000	2.896551E+000	6.863554E-001	1.370616E+001
