**** Run Comparison Statistics ****

Concentration of Species,Lowest Q (Robust) Run = Run 5

Factor 1,,Statistics Over All Runs
,Lowest Q,Min,25th,50th,75th,Max,Mean    ,Std Dev,RSD % mean,RSD % Lowest Q
Phenol,  0.07475,  0.06771,  0.06834,  0.07336,  0.08723,  0.11674,  0.08074,  0.01682,  0.20829,  0.22497
Methyl acetate,  0.00955,  0.00370,  0.00953,  0.01004,  0.01346,  0.01543,  0.01112,  0.00293,  0.26333,  0.30672
n-Butyl acetate,  0.00124,  0.00000,  0.00000,  0.00096,  0.00151,  0.00158,  0.00079,  0.00069,  0.87918,  0.55796
D5-Siloxane,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000

Factor 3,,Statistics Over All Runs
,Lowest Q,Min,25th,50th,75th,Max,Mean    ,Std Dev,RSD % mean,RSD % Lowest Q
Dichloromethane,  0.00710,  0.00236,  0.00329,  0.00483,  0.00655,  0.00718,  0.00506,  0.00169,  0.33471,  0.23823
Chloroform,  0.00006,  0.00000,  0.00000,  0.00000,  0.00000,  0.00006,  0.00001,  0.00002,  2.24801,  0.29151
Trichlorofluoromethane,  0.03170,  0.01774,  0.02229,  0.02417,  0.02934,  0.03206,  0.02548,  0.00493,  0.19352,  0.15558
Dichlorodifluoromethane,  0.02688,  0.00000,  0.00204,  0.01478,  0.02623,  0.02707,  0.01449,  0.01157,  0.79844,  0.43030
Carbon Tetrachloride,  0.00701,  0.00165,  0.00285,  0.00413,  0.00644,  0.00701,  0.00462,  0.00199,  0.43166,  0.28450
1_1_2-Trichlorotrifluoroethane,  0.00829,  0.00366,  0.00422,  0.00562,  0.00761,  0.00834,  0.00600,  0.00183,  0.30533,  0.22079
1_2-Dichloro-1_1_2_2-tetrafluoroethane,  0.00156,  0.00018,  0.00041,  0.00093,  0.00151,  0.00156,  0.00096,  0.00054,  0.56305,  0.34738
Tetrachloroethene,  0.00011,  0.00010,  0.00011,  0.00012,  0.00017,  0.00024,  0.00014,  0.00004,  0.31000,  0.40460
1_2-Dichlorobenzene,  0.00004,  0.00000,  0.00000,  0.00000,  0.00004,  0.00021,  0.00003,  0.00005,  1.82840,  1.17185
1_4-Dichlorobenzene,  0.00026,  0.00000,  0.00012,  0.00026,  0.00033,  0.00035,  0.00023,  0.00012,  0.50083,  0.44654
PCBTF,  0.00020,  0.00003,  0.00019,  0.00020,  0.00023,  0.00044,  0.00022,  0.00011,  0.50620,  0.55784
N-Butane,  0.00904,  0.00783,  0.00943,  0.01154,  0.01721,  0.02084,  0.01330,  0.00475,  0.35749,  0.52606
Isobutane,  0.00000,  0.00000,  0.00000,  0.00478,  0.00793,  0.01107,  0.00443,  0.00442,  0.99815,  0.00000
N-Pentane,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00017,  0.00001,  0.00004,  3.16656,  0.00000
Isopentane,  0.02097,  0.01790,  0.01887,  0.02116,  0.02701,  0.03046,  0.02294,  0.00421,  0.18329,  0.20051
2-Methyl pentane,  0.02494,  0.02178,  0.02277,  0.02557,  0.02743,  0.03297,  0.02576,  0.00314,  0.12179,  0.12580
Butene,  0.00998,  0.00921,  0.01001,  0.01140,  0.01418,  0.01529,  0.01198,  0.00220,  0.18339,  0.22009
Propylene,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
cis-2-Pentene,  0.00107,  0.00090,  0.00099,  0.00104,  0.00107,  0.00109,  0.00103,  0.00005,  0.04597,  0.04413
Isoprene,  0.32287,  0.31900,  0.32407,  0.33719,  0.35834,  0.37195,  0.34064,  0.01749,  0.05134,  0.05416
alpha-Pinene,  0.05690,  0.05571,  0.05712,  0.05928,  0.06270,  0.06530,  0.05968,  0.00300,  0.05026,  0.05272
MVK,  0.15049,  0.15029,  0.15270,  0.15731,  0.16873,  0.17652,  0.16038,  0.00922,  0.05752,  0.06129
Benzene,  0.00253,  0.00000,  0.00000,  0.00000,  0.00000,  0.00337,  0.00054,  0.00113,  2.07772,  0.44546
Toluene,  0.01401,  0.00848,  0.01346,  0.01428,  0.01472,  0.01965,  0.01393,  0.00285,  0.20497,  0.20378
Ethylbenzene,  0.00212,  0.00109,  0.00200,  0.00216,  0.00219,  0.00323,  0.00208,  0.00054,  0.25730,  0.25329
Propylbenzene,  0.00091,  0.00061,  0.00082,  0.00091,  0.00093,  0.00114,  0.00089,  0.00014,  0.16264,  0.15874
m_p-Xylene,  0.00218,  0.00000,  0.00165,  0.00217,  0.00223,  0.00411,  0.00196,  0.00103,  0.52640,  0.47364
o-Xylene,  0.00204,  0.00056,  0.00183,  0.00207,  0.00214,  0.00341,  0.00194,  0.00071,  0.36820,  0.34988
p-Isopropyl Toluene,  0.00538,  0.00442,  0.00548,  0.00554,  0.00590,  0.00672,  0.00569,  0.00052,  0.09188,  0.09719
Naphthalene,  0.00246,  0.00168,  0.00215,  0.00245,  0.00253,  0.00347,  0.00239,  0.00045,  0.18724,  0.18222
Methanol,  1.49690,  0.00000,  0.55676,  1.00455,  1.55953,  3.50680,  1.24005,  1.01822,  0.82111,  0.68022
Ethanol,  0.17201,  0.04784,  0.15070,  0.15588,  0.27666,  0.36909,  0.19687,  0.09952,  0.50550,  0.57855
Phenol,  0.10415,  0.08400,  0.10191,  0.10478,  0.10634,  0.10684,  0.10263,  0.00581,  0.05666,  0.05583
Methyl acetate,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00203,  0.00013,  0.00046,  3.67596,  0.00000
n-Butyl acetate,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
D5-Siloxane,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00940,  0.00090,  0.00277,  3.08121,  0.00000

Factor 4,,Statistics Over All Runs
,Lowest Q,Min,25th,50th,75th,Max,Mean    ,Std Dev,RSD % mean,RSD % Lowest Q
Dichloromethane,  0.00027,  0.00001,  0.00008,  0.00039,  0.00074,  0.00262,  0.00063,  0.00076,  1.20003,  2.79907
Chloroform,  0.00115,  0.00099,  0.00100,  0.00111,  0.00121,  0.00141,  0.00113,  0.00013,  0.11820,  0.11550
Trichlorofluoromethane,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00136,  0.00017,  0.00038,  2.19838,  0.00000
Dichlorodifluoromethane,  0.00000,  0.00000,  0.00000,  0.00036,  0.00058,  0.00107,  0.00038,  0.00040,  1.04136,  0.00000
Carbon Tetrachloride,  0.00035,  0.00021,  0.00029,  0.00032,  0.00051,  0.00188,  0.00047,  0.00039,  0.82825,  1.13387
1_1_2-Trichlorotrifluoroethane,  0.00122,  0.00089,  0.00102,  0.00104,  0.00130,  0.00185,  0.00118,  0.00026,  0.21987,  0.21185
1_2-Dichloro-1_1_2_2-tetrafluoroethane,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
Tetrachloroethene,  0.00011,  0.00009,  0.00010,  0.00011,  0.00013,  0.00034,  0.00013,  0.00005,  0.42799,  0.51642
1_2-Dichlorobenzene,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00018,  0.00003,  0.00007,  2.13184,  0.00000
1_4-Dichlorobenzene,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
PCBTF,  0.00000,  0.00000,  0.00000,  0.00000,  0.00006,  0.00093,  0.00009,  0.00022,  2.51504,  0.00000
N-Butane,  0.01004,  0.00436,  0.00565,  0.00928,  0.00933,  0.01004,  0.00800,  0.00203,  0.25366,  0.20201
Isobutane,  0.00112,  0.00000,  0.00000,  0.00000,  0.00071,  0.00177,  0.00030,  0.00055,  1.84833,  0.49186
N-Pentane,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00158,  0.00016,  0.00048,  3.07794,  0.00000
Isopentane,  0.01071,  0.00193,  0.00668,  0.00886,  0.00937,  0.01101,  0.00780,  0.00278,  0.35632,  0.25959
2-Methyl pentane,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
Butene,  0.01494,  0.01181,  0.01274,  0.01422,  0.01468,  0.01494,  0.01390,  0.00101,  0.07247,  0.06743
Propylene,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00139,  0.00014,  0.00042,  3.07809,  0.00000
cis-2-Pentene,  0.00032,  0.00000,  0.00019,  0.00029,  0.00030,  0.00034,  0.00024,  0.00009,  0.38005,  0.28794
Isoprene,  0.05811,  0.00000,  0.00438,  0.05240,  0.06582,  0.06664,  0.03970,  0.02714,  0.68375,  0.46712
alpha-Pinene,  0.01062,  0.00000,  0.00095,  0.00948,  0.01173,  0.01194,  0.00724,  0.00481,  0.66468,  0.45313
MVK,  0.03386,  0.00550,  0.00874,  0.03067,  0.03736,  0.03764,  0.02507,  0.01270,  0.50668,  0.37522
Benzene,  0.00159,  0.00000,  0.00012,  0.00159,  0.00362,  0.00627,  0.00191,  0.00178,  0.93337,  1.12603
Toluene,  0.00689,  0.00522,  0.00679,  0.00752,  0.00847,  0.01747,  0.00779,  0.00254,  0.32663,  0.36942
Ethylbenzene,  0.00076,  0.00045,  0.00066,  0.00090,  0.00093,  0.00282,  0.00091,  0.00048,  0.53331,  0.64030
Propylbenzene,  0.00013,  0.00000,  0.00003,  0.00014,  0.00015,  0.00046,  0.00012,  0.00010,  0.83062,  0.76273
m_p-Xylene,  0.00041,  0.00000,  0.00000,  0.00044,  0.00056,  0.00357,  0.00049,  0.00078,  1.59521,  1.88819
o-Xylene,  0.00058,  0.00017,  0.00042,  0.00062,  0.00078,  0.00286,  0.00069,  0.00056,  0.81464,  0.96399
p-Isopropyl Toluene,  0.00275,  0.00096,  0.00219,  0.00267,  0.00287,  0.00289,  0.00246,  0.00049,  0.19929,  0.17828
Naphthalene,  0.00058,  0.00015,  0.00041,  0.00058,  0.00074,  0.00209,  0.00061,  0.00040,  0.65632,  0.69508
Methanol,  2.43610,  0.14939,  1.91140,  2.42680,  2.63525,  2.89270,  2.09987,  0.83664,  0.39842,  0.34343
Ethanol,  5.00820,  4.86050,  4.89073,  4.98755,  5.01515,  5.03420,  4.95927,  0.06395,  0.01289,  0.01277
Phenol,  0.01157,  0.00000,  0.00074,  0.01081,  0.01344,  0.01570,  0.00819,  0.00565,  0.68988,  0.48875
Methyl acetate,  0.00738,  0.00503,  0.00566,  0.00741,  0.01053,  0.01391,  0.00800,  0.00246,  0.30736,  0.33300
n-Butyl acetate,  0.00687,  0.00682,  0.00706,  0.00728,  0.00859,  0.01287,  0.00825,  0.00195,  0.23597,  0.28322
D5-Siloxane,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.01649,  0.00115,  0.00375,  3.27059,  0.00000

Factor 5,,Statistics Over All Runs
,Lowest Q,Min,25th,50th,75th,Max,Mean    ,Std Dev,RSD % mean,RSD % Lowest Q
Dichloromethane,  0.01685,  0.00767,  0.01331,  0.01658,  0.01957,  0.02128,  0.01537,  0.00436,  0.28363,  0.25874
Chloroform,  0.00083,  0.00058,  0.00074,  0.00087,  0.00167,  0.00199,  0.00110,  0.00049,  0.44750,  0.58844
Trichlorofluoromethane,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00755,  0.00083,  0.00195,  2.35969,  0.00000
Dichlorodifluoromethane,  0.08949,  0.03318,  0.06401,  0.07338,  0.07564,  0.09187,  0.06949,  0.01715,  0.24677,  0.19163
Carbon Tetrachloride,  0.00204,  0.00171,  0.00217,  0.00275,  0.00372,  0.00472,  0.00289,  0.00085,  0.29271,  0.41526
1_1_2-Trichlorotrifluoroethane,  0.00079,  0.00000,  0.00000,  0.00000,  0.00076,  0.00180,  0.00033,  0.00049,  1.48863,  0.62005
1_2-Dichloro-1_1_2_2-tetrafluoroethane,  0.00194,  0.00058,  0.00137,  0.00154,  0.00195,  0.00209,  0.00154,  0.00044,  0.28330,  0.22549
Tetrachloroethene,  0.00104,  0.00071,  0.00087,  0.00099,  0.00135,  0.00141,  0.00104,  0.00025,  0.23838,  0.23799
1_2-Dichlorobenzene,  0.00000,  0.00000,  0.00000,  0.00000,  0.00002,  0.00015,  0.00002,  0.00004,  2.01430,  0.00000
1_4-Dichlorobenzene,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
PCBTF,  0.00389,  0.00171,  0.00334,  0.00389,  0.00501,  0.00542,  0.00376,  0.00123,  0.32857,  0.31712
N-Butane,  0.03818,  0.00037,  0.01082,  0.01419,  0.03699,  0.04698,  0.02082,  0.01533,  0.73629,  0.40153
Isobutane,  0.02013,  0.00000,  0.00000,  0.00000,  0.00000,  0.02308,  0.00418,  0.00860,  2.05656,  0.42736
N-Pentane,  0.00517,  0.00000,  0.00000,  0.00004,  0.00804,  0.01377,  0.00400,  0.00508,  1.26786,  0.98294
Isopentane,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.01398,  0.00170,  0.00437,  2.56814,  0.00000
2-Methyl pentane,  0.03804,  0.00000,  0.02151,  0.02879,  0.05050,  0.05572,  0.03235,  0.01594,  0.49264,  0.41896
Butene,  0.02012,  0.00347,  0.01018,  0.01282,  0.01932,  0.02325,  0.01348,  0.00608,  0.45091,  0.30218
Propylene,  0.05687,  0.00138,  0.01706,  0.03100,  0.05225,  0.06581,  0.03311,  0.02109,  0.63696,  0.37081
cis-2-Pentene,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
Isoprene,  0.02149,  0.00344,  0.01765,  0.01929,  0.02591,  0.02804,  0.01930,  0.00683,  0.35396,  0.31799
alpha-Pinene,  0.00751,  0.00276,  0.00513,  0.00609,  0.00668,  0.00756,  0.00585,  0.00136,  0.23210,  0.18090
MVK,  0.00108,  0.00000,  0.00000,  0.00000,  0.00114,  0.00139,  0.00043,  0.00060,  1.40756,  0.55463
Benzene,  0.01430,  0.00546,  0.00822,  0.01345,  0.02414,  0.02625,  0.01486,  0.00752,  0.50621,  0.52624
Toluene,  0.10013,  0.08101,  0.09808,  0.10165,  0.12814,  0.13438,  0.10809,  0.01640,  0.15169,  0.16375
Ethylbenzene,  0.01657,  0.01392,  0.01622,  0.01694,  0.02084,  0.02183,  0.01785,  0.00247,  0.13856,  0.14931
Propylbenzene,  0.00360,  0.00280,  0.00345,  0.00359,  0.00434,  0.00460,  0.00376,  0.00053,  0.14017,  0.14630
m_p-Xylene,  0.02068,  0.02014,  0.02116,  0.02203,  0.02539,  0.02591,  0.02313,  0.00225,  0.09710,  0.10859
o-Xylene,  0.01686,  0.01600,  0.01676,  0.01770,  0.02126,  0.02188,  0.01867,  0.00219,  0.11701,  0.12958
p-Isopropyl Toluene,  0.00309,  0.00096,  0.00284,  0.00422,  0.00468,  0.00472,  0.00368,  0.00117,  0.31707,  0.37775
Naphthalene,  0.00433,  0.00400,  0.00433,  0.00504,  0.00599,  0.00608,  0.00516,  0.00077,  0.14952,  0.17818
Methanol,  1.55810,  0.00000,  1.02538,  1.45720,  1.97503,  2.53940,  1.45125,  0.69548,  0.47923,  0.44636
Ethanol,  0.00000,  0.00000,  0.00000,  0.00000,  0.04057,  0.10292,  0.01780,  0.03059,  1.71874,  0.00000
Phenol,  0.00093,  0.00000,  0.00092,  0.00669,  0.00754,  0.01673,  0.00547,  0.00429,  0.78476,  4.60695
Methyl acetate,  0.01354,  0.00223,  0.01005,  0.01301,  0.02597,  0.03194,  0.01560,  0.00926,  0.59356,  0.68388
n-Butyl acetate,  0.05440,  0.03649,  0.04743,  0.05426,  0.07105,  0.07508,  0.05616,  0.01213,  0.21604,  0.22301
D5-Siloxane,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00993,  0.00076,  0.00245,  3.23815,  0.00000

Factor 6,,Statistics Over All Runs
,Lowest Q,Min,25th,50th,75th,Max,Mean    ,Std Dev,RSD % mean,RSD % Lowest Q
Dichloromethane,  0.00401,  0.00184,  0.00360,  0.00400,  0.00406,  0.00449,  0.00375,  0.00069,  0.18282,  0.17130
Chloroform,  0.00086,  0.00042,  0.00084,  0.00090,  0.00093,  0.00132,  0.00091,  0.00019,  0.21353,  0.22707
Trichlorofluoromethane,  0.00000,  0.00000,  0.00000,  0.00000,  0.00682,  0.01165,  0.00270,  0.00482,  1.78568,  0.00000
Dichlorodifluoromethane,  0.04182,  0.00000,  0.01982,  0.03730,  0.04197,  0.04237,  0.02920,  0.01641,  0.56215,  0.39247
Carbon Tetrachloride,  0.00347,  0.00155,  0.00215,  0.00276,  0.00372,  0.00381,  0.00290,  0.00076,  0.26195,  0.21857
1_1_2-Trichlorotrifluoroethane,  0.00171,  0.00135,  0.00153,  0.00175,  0.00294,  0.00411,  0.00216,  0.00095,  0.43955,  0.55562
1_2-Dichloro-1_1_2_2-tetrafluoroethane,  0.00108,  0.00018,  0.00048,  0.00099,  0.00108,  0.00110,  0.00079,  0.00034,  0.43491,  0.31504
Tetrachloroethene,  0.00028,  0.00027,  0.00028,  0.00028,  0.00040,  0.00050,  0.00034,  0.00009,  0.25170,  0.31096
1_2-Dichlorobenzene,  0.00105,  0.00000,  0.00093,  0.00117,  0.00231,  0.00513,  0.00200,  0.00168,  0.83916,  1.59562
1_4-Dichlorobenzene,  0.00930,  0.00454,  0.00605,  0.00933,  0.00937,  0.01004,  0.00829,  0.00203,  0.24509,  0.21857
PCBTF,  0.00022,  0.00018,  0.00023,  0.00026,  0.00045,  0.00068,  0.00033,  0.00014,  0.40646,  0.60373
N-Butane,  0.01493,  0.00964,  0.01102,  0.01684,  0.03391,  0.03792,  0.02288,  0.01156,  0.50516,  0.77421
Isobutane,  0.01645,  0.00000,  0.00526,  0.01487,  0.01831,  0.02232,  0.01294,  0.00784,  0.60622,  0.47680
N-Pentane,  0.00000,  0.00000,  0.00000,  0.00000,  0.00129,  0.00273,  0.00063,  0.00105,  1.67349,  0.00000
