**** Run Comparison Statistics ****

Concentration of Species,Lowest Q (Robust) Run = Run 4

Factor 1,,Statistics Over All Runs
,Lowest Q,Min,25th,50th,75th,Max,Mean    ,Std Dev,RSD % mean,RSD % Lowest Q
1_4-Dichlorobenzene,  0.00515,  0.00000,  0.00494,  0.00515,  0.00519,  0.00983,  0.00484,  0.00246,  0.50863,  0.47748
PCBTF,  0.00090,  0.00000,  0.00042,  0.00069,  0.00088,  0.00100,  0.00065,  0.00028,  0.42477,  0.30785
N-Butane,  0.06855,  0.03272,  0.04386,  0.05260,  0.06645,  0.06855,  0.05251,  0.01235,  0.23519,  0.18016
Isobutane,  0.01245,  0.00000,  0.00887,  0.01157,  0.01958,  0.02940,  0.01279,  0.00842,  0.65808,  0.67630
N-Pentane,  0.00223,  0.00000,  0.00000,  0.00073,  0.00173,  0.00316,  0.00088,  0.00100,  1.14485,  0.44964
Isopentane,  0.03014,  0.00319,  0.01611,  0.02704,  0.03015,  0.03365,  0.02342,  0.00876,  0.37403,  0.29069
2-Methyl pentane,  0.00578,  0.00000,  0.00000,  0.00361,  0.00627,  0.01021,  0.00380,  0.00374,  0.98279,  0.64676
Butene,  0.02699,  0.00283,  0.01741,  0.02026,  0.02574,  0.02727,  0.01964,  0.00613,  0.31225,  0.22728
Propylene,  0.10669,  0.04269,  0.07423,  0.08954,  0.10951,  0.11275,  0.08873,  0.02141,  0.24123,  0.20064
cis-2-Pentene,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00048,  0.00004,  0.00012,  2.68273,172704091413829.00000
Isoprene,  0.00827,  0.00000,  0.00629,  0.01306,  0.02037,  0.03775,  0.01416,  0.01080,  0.76254,  1.30612
alpha-Pinene,  0.00491,  0.00039,  0.00461,  0.00511,  0.00730,  0.01387,  0.00584,  0.00314,  0.53889,  0.64011
MVK,  0.00309,  0.00000,  0.00206,  0.00563,  0.00816,  0.01540,  0.00575,  0.00453,  0.78885,  1.46468
Benzene,  0.00578,  0.00000,  0.00000,  0.00146,  0.00525,  0.00649,  0.00240,  0.00253,  1.05205,  0.43702
Toluene,  0.02781,  0.00782,  0.01719,  0.02366,  0.02735,  0.02922,  0.02140,  0.00683,  0.31927,  0.24567
Ethylbenzene,  0.00440,  0.00113,  0.00258,  0.00366,  0.00429,  0.00462,  0.00333,  0.00109,  0.32751,  0.24823
Propylbenzene,  0.00115,  0.00026,  0.00074,  0.00094,  0.00112,  0.00122,  0.00088,  0.00028,  0.31967,  0.24638
m_p-Xylene,  0.01158,  0.00255,  0.00621,  0.00995,  0.01105,  0.01167,  0.00862,  0.00315,  0.36514,  0.27184
o-Xylene,  0.00530,  0.00121,  0.00283,  0.00442,  0.00519,  0.00538,  0.00393,  0.00142,  0.36066,  0.26783
p-Isopropyl Toluene,  0.00063,  0.00000,  0.00049,  0.00059,  0.00069,  0.00093,  0.00057,  0.00023,  0.41090,  0.37377
Naphthalene,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  4.47214,  0.22361
Methanol,  0.95251,  0.05393,  0.75877,  0.94409,  1.15593,  2.74540,  1.04235,  0.55993,  0.53718,  0.58785
Ethanol,  0.11275,  0.00000,  0.00000,  0.00000,  0.11310,  0.16785,  0.05301,  0.06254,  1.17975,  0.55466
Phenol,  0.03284,  0.00596,  0.02932,  0.03278,  0.03581,  0.06244,  0.03375,  0.01318,  0.39042,  0.40129
Methyl acetate,  0.00606,  0.00000,  0.00198,  0.00418,  0.00597,  0.00769,  0.00411,  0.00214,  0.52080,  0.35339
n-Butyl acetate,  0.00523,  0.00000,  0.00321,  0.00502,  0.00583,  0.00885,  0.00453,  0.00240,  0.53015,  0.45846
D5-Siloxane,  0.01439,  0.00207,  0.00843,  0.01299,  0.01448,  0.01528,  0.01099,  0.00426,  0.38730,  0.29584

Factor 3,,Statistics Over All Runs
,Lowest Q,Min,25th,50th,75th,Max,Mean    ,Std Dev,RSD % mean,RSD % Lowest Q
Dichloromethane,  0.01093,  0.00803,  0.00995,  0.01101,  0.02240,  0.04412,  0.01790,  0.01171,  0.65454,  1.07124
Chloroform,  0.00220,  0.00097,  0.00219,  0.00263,  0.00792,  0.01291,  0.00496,  0.00418,  0.84196,  1.90336
Trichlorofluoromethane,  0.00000,  0.00000,  0.00000,  0.00500,  0.05383,  0.09818,  0.02584,  0.03285,  1.27131,14962054057949300.00000
Dichlorodifluoromethane,  0.05527,  0.00000,  0.00910,  0.05088,  0.06171,  0.16122,  0.04425,  0.03854,  0.87086,  0.69723
Carbon Tetrachloride,  0.00380,  0.00000,  0.00256,  0.00438,  0.01316,  0.02611,  0.00845,  0.00780,  0.92317,  2.05253
1_1_2-Trichlorotrifluoroethane,  0.00258,  0.00000,  0.00265,  0.00355,  0.01485,  0.02888,  0.00874,  0.00889,  1.01678,  3.44966
1_2-Dichloro-1_1_2_2-tetrafluoroethane,  0.00074,  0.00000,  0.00033,  0.00074,  0.00145,  0.00611,  0.00110,  0.00135,  1.22985,  1.82357
Tetrachloroethene,  0.00106,  0.00019,  0.00073,  0.00098,  0.00140,  0.00214,  0.00110,  0.00056,  0.51136,  0.53062
1_2-Dichlorobenzene,  0.00000,  0.00000,  0.00000,  0.00000,  0.00011,  0.00033,  0.00005,  0.00010,  1.83471,43208870694354300.00000
1_4-Dichlorobenzene,  0.00010,  0.00000,  0.00000,  0.00008,  0.00010,  0.00022,  0.00007,  0.00007,  0.97792,  0.74878
PCBTF,  0.00193,  0.00000,  0.00111,  0.00180,  0.00247,  0.00529,  0.00204,  0.00146,  0.71305,  0.75622
N-Butane,  0.05991,  0.00179,  0.05928,  0.06394,  0.06582,  0.15984,  0.06476,  0.02866,  0.44262,  0.47844
Isobutane,  0.06599,  0.00348,  0.06602,  0.10337,  0.12491,  0.13082,  0.08540,  0.04203,  0.49221,  0.63696
N-Pentane,  0.00000,  0.00000,  0.00000,  0.00000,  0.00153,  0.07426,  0.00601,  0.01706,  2.83740,63013267564606600.00000
Isopentane,  0.05156,  0.00000,  0.05023,  0.05303,  0.14013,  0.18682,  0.08709,  0.05851,  0.67177,  1.13466
2-Methyl pentane,  0.06745,  0.00827,  0.05375,  0.07677,  0.16588,  0.24001,  0.10730,  0.07416,  0.69116,  1.09945
Butene,  0.03117,  0.01438,  0.03072,  0.03348,  0.04240,  0.06411,  0.03605,  0.01092,  0.30289,  0.35034
Propylene,  0.05806,  0.00000,  0.00000,  0.05380,  0.06288,  0.11462,  0.04079,  0.03580,  0.87774,  0.61665
cis-2-Pentene,  0.00014,  0.00000,  0.00021,  0.00088,  0.00238,  0.00411,  0.00139,  0.00143,  1.03393, 10.14447
Isoprene,  0.04079,  0.00000,  0.00000,  0.01874,  0.03484,  0.28868,  0.03005,  0.06318,  2.10269,  1.54899
alpha-Pinene,  0.01074,  0.00000,  0.00000,  0.00727,  0.01020,  0.04776,  0.00727,  0.01059,  1.45613,  0.98607
MVK,  0.02171,  0.00000,  0.00533,  0.00991,  0.02039,  0.13852,  0.01798,  0.02943,  1.63696,  1.35580
Benzene,  0.02293,  0.00146,  0.01568,  0.02300,  0.07096,  0.14218,  0.04804,  0.04611,  0.95986,  2.01079
Toluene,  0.04340,  0.00541,  0.01751,  0.04296,  0.05378,  0.10164,  0.04253,  0.03043,  0.71552,  0.70116
Ethylbenzene,  0.00819,  0.00094,  0.00366,  0.00711,  0.00849,  0.01419,  0.00682,  0.00392,  0.57496,  0.47899
Propylbenzene,  0.00202,  0.00003,  0.00118,  0.00194,  0.00214,  0.00356,  0.00184,  0.00093,  0.50644,  0.46180
m_p-Xylene,  0.00823,  0.00000,  0.00000,  0.00000,  0.00475,  0.01991,  0.00283,  0.00503,  1.78022,  0.61112
o-Xylene,  0.00815,  0.00049,  0.00278,  0.00417,  0.00810,  0.00941,  0.00496,  0.00272,  0.54783,  0.33343
p-Isopropyl Toluene,  0.00214,  0.00000,  0.00214,  0.00270,  0.00572,  0.00863,  0.00379,  0.00271,  0.71331,  1.26672
Naphthalene,  0.00536,  0.00000,  0.00260,  0.00379,  0.00442,  0.00539,  0.00334,  0.00163,  0.48695,  0.30354
Methanol,  0.00000,  0.00000,  0.00000,  0.28733,  0.79523,  3.03790,  0.66765,  0.96856,  1.45070,2927055719661290000.00000
Ethanol,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.28521,  0.04813,  0.10228,  2.12506,281333740.15438
Phenol,  0.00000,  0.00000,  0.00000,  0.00000,  0.02161,  0.09660,  0.01469,  0.02724,  1.85453,47131139395119.90000
Methyl acetate,  0.03193,  0.00817,  0.02105,  0.03411,  0.08898,  0.15100,  0.05833,  0.04901,  0.84015,  1.53499
n-Butyl acetate,  0.01153,  0.00000,  0.00046,  0.01135,  0.01810,  0.05109,  0.01356,  0.01672,  1.23243,  1.45008
D5-Siloxane,  0.04623,  0.00000,  0.02596,  0.04593,  0.04733,  0.06446,  0.03970,  0.01611,  0.40584,  0.34848

Factor 4,,Statistics Over All Runs
,Lowest Q,Min,25th,50th,75th,Max,Mean    ,Std Dev,RSD % mean,RSD % Lowest Q
Dichloromethane,  0.00797,  0.00474,  0.00787,  0.01207,  0.02134,  0.02222,  0.01400,  0.00645,  0.46059,  0.80914
Chloroform,  0.00118,  0.00058,  0.00111,  0.00183,  0.00331,  0.00366,  0.00208,  0.00117,  0.55933,  0.98598
Trichlorofluoromethane,  0.00542,  0.00000,  0.00615,  0.01393,  0.04701,  0.06016,  0.02625,  0.02304,  0.87777,  4.25051
Dichlorodifluoromethane,  0.03099,  0.02049,  0.03592,  0.10145,  0.15491,  0.19625,  0.10258,  0.06069,  0.59164,  1.95851
Carbon Tetrachloride,  0.00000,  0.00000,  0.00000,  0.00772,  0.01887,  0.01968,  0.00871,  0.00854,  0.98033,15320947126371600.00000
1_1_2-Trichlorotrifluoroethane,  0.00000,  0.00000,  0.00009,  0.00796,  0.02167,  0.02298,  0.00989,  0.00981,  0.99241,11560315301254000.00000
1_2-Dichloro-1_1_2_2-tetrafluoroethane,  0.00171,  0.00133,  0.00171,  0.00368,  0.00592,  0.00665,  0.00387,  0.00196,  0.50570,  1.14639
Tetrachloroethene,  0.00022,  0.00000,  0.00018,  0.00021,  0.00026,  0.00064,  0.00023,  0.00013,  0.58949,  0.60475
1_2-Dichlorobenzene,  0.00000,  0.00000,  0.00000,  0.00000,  0.00009,  0.00025,  0.00006,  0.00008,  1.51350,31439451636470700.00000
1_4-Dichlorobenzene,  0.00003,  0.00000,  0.00000,  0.00002,  0.00003,  0.00011,  0.00003,  0.00003,  1.30147,  1.25769
PCBTF,  0.00073,  0.00000,  0.00000,  0.00025,  0.00073,  0.00083,  0.00036,  0.00035,  0.96165,  0.47603
N-Butane,  0.16831,  0.04788,  0.08428,  0.12965,  0.16566,  0.18376,  0.12174,  0.04812,  0.39528,  0.28590
Isobutane,  0.09883,  0.01699,  0.04318,  0.08771,  0.10029,  0.11703,  0.07360,  0.03374,  0.45849,  0.34144
N-Pentane,  0.06521,  0.00000,  0.00539,  0.03232,  0.06413,  0.07632,  0.03560,  0.02814,  0.79026,  0.43145
Isopentane,  0.06442,  0.00000,  0.00388,  0.02756,  0.05949,  0.06985,  0.02975,  0.02687,  0.90321,  0.41713
2-Methyl pentane,  0.02823,  0.00000,  0.00569,  0.01114,  0.02769,  0.03437,  0.01608,  0.01167,  0.72550,  0.41324
Butene,  0.06071,  0.01960,  0.02998,  0.04922,  0.06065,  0.06472,  0.04458,  0.01668,  0.37411,  0.27469
Propylene,  0.14969,  0.08053,  0.09764,  0.13294,  0.14897,  0.19613,  0.12957,  0.03379,  0.26080,  0.22575
cis-2-Pentene,  0.00252,  0.00027,  0.00119,  0.00163,  0.00236,  0.00325,  0.00173,  0.00071,  0.41410,  0.28323
Isoprene,  0.03911,  0.00000,  0.00211,  0.03394,  0.04216,  0.04946,  0.02706,  0.01909,  0.70518,  0.48806
alpha-Pinene,  0.00816,  0.00040,  0.00753,  0.00962,  0.01158,  0.01667,  0.00961,  0.00446,  0.46419,  0.54639
MVK,  0.02178,  0.00000,  0.00218,  0.01748,  0.02129,  0.02480,  0.01352,  0.00931,  0.68813,  0.42739
Benzene,  0.01240,  0.00000,  0.00579,  0.01133,  0.01811,  0.02603,  0.01152,  0.00714,  0.61974,  0.57610
Toluene,  0.01575,  0.00124,  0.00361,  0.00560,  0.01684,  0.01958,  0.00943,  0.00712,  0.75451,  0.45197
Ethylbenzene,  0.00236,  0.00035,  0.00062,  0.00132,  0.00257,  0.00339,  0.00162,  0.00106,  0.65488,  0.44830
Propylbenzene,  0.00066,  0.00006,  0.00007,  0.00038,  0.00068,  0.00074,  0.00039,  0.00029,  0.75919,  0.44487
m_p-Xylene,  0.00430,  0.00000,  0.00074,  0.00210,  0.00472,  0.00822,  0.00298,  0.00260,  0.87456,  0.60456
o-Xylene,  0.00145,  0.00000,  0.00009,  0.00062,  0.00172,  0.00332,  0.00108,  0.00110,  1.01394,  0.75643
p-Isopropyl Toluene,  0.00074,  0.00000,  0.00000,  0.00045,  0.00074,  0.00111,  0.00042,  0.00042,  1.00572,  0.56445
Naphthalene,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00065,  0.00003,  0.00015,  4.26854,70398341255789.50000
Methanol,  0.02230,  0.00000,  0.00000,  0.78893,  2.89600,  3.76830,  1.32465,  1.49997,  1.13236, 67.25138
Ethanol,  0.00000,  0.00000,  0.00000,  0.16000,  0.21766,  0.29316,  0.13031,  0.11757,  0.90224,173003678348778000.00000
Phenol,  0.00000,  0.00000,  0.00000,  0.00000,  0.04169,  0.06284,  0.01930,  0.02554,  1.32358,29598549444250.70000
Methyl acetate,  0.00820,  0.00000,  0.00254,  0.00609,  0.00819,  0.01596,  0.00607,  0.00418,  0.68749,  0.50937
n-Butyl acetate,  0.01119,  0.00000,  0.00032,  0.00171,  0.01121,  0.01245,  0.00528,  0.00545,  1.03159,  0.48704
D5-Siloxane,  0.01370,  0.00000,  0.00000,  0.00531,  0.01368,  0.02807,  0.00754,  0.00759,  1.00714,  0.55410

Factor 5,,Statistics Over All Runs
,Lowest Q,Min,25th,50th,75th,Max,Mean    ,Std Dev,RSD % mean,RSD % Lowest Q
Dichloromethane,  0.04889,  0.00807,  0.03200,  0.04245,  0.04882,  0.05152,  0.03689,  0.01369,  0.37103,  0.27992
Chloroform,  0.01307,  0.00101,  0.00669,  0.01200,  0.01297,  0.01340,  0.00947,  0.00443,  0.46797,  0.33896
Trichlorofluoromethane,  0.10772,  0.01141,  0.04840,  0.07861,  0.10075,  0.10772,  0.06838,  0.03466,  0.50683,  0.32174
Dichlorodifluoromethane,  0.04765,  0.00000,  0.00000,  0.02099,  0.03650,  0.05003,  0.02012,  0.01839,  0.91444,  0.38602
Carbon Tetrachloride,  0.02647,  0.00000,  0.01020,  0.01850,  0.02477,  0.02659,  0.01569,  0.00957,  0.60967,  0.36130
1_1_2-Trichlorotrifluoroethane,  0.02939,  0.00000,  0.01076,  0.02074,  0.02667,  0.02939,  0.01692,  0.01070,  0.63240,  0.36404
1_2-Dichloro-1_1_2_2-tetrafluoroethane,  0.00360,  0.00000,  0.00125,  0.00177,  0.00298,  0.00367,  0.00199,  0.00108,  0.54151,  0.29933
Tetrachloroethene,  0.00170,  0.00005,  0.00120,  0.00170,  0.00192,  0.00273,  0.00155,  0.00069,  0.44612,  0.40587
1_2-Dichlorobenzene,  0.00057,  0.00000,  0.00001,  0.00057,  0.00064,  0.00072,  0.00040,  0.00029,  0.74038,  0.51475
1_4-Dichlorobenzene,  0.00024,  0.00000,  0.00000,  0.00023,  0.00031,  0.00043,  0.00018,  0.00016,  0.87926,  0.64580
PCBTF,  0.00412,  0.00064,  0.00376,  0.00461,  0.00491,  0.00674,  0.00423,  0.00149,  0.35186,  0.36167
N-Butane,  0.04821,  0.03012,  0.03794,  0.04825,  0.08674,  0.13785,  0.06477,  0.03465,  0.53500,  0.71871
Isobutane,  0.05484,  0.00000,  0.00113,  0.05345,  0.06183,  0.12292,  0.04713,  0.03768,  0.79937,  0.68704
N-Pentane,  0.01671,  0.00000,  0.01672,  0.01795,  0.05062,  0.06605,  0.02922,  0.02071,  0.70886,  1.23994
Isopentane,  0.14311,  0.03881,  0.07309,  0.13813,  0.14829,  0.18675,  0.12228,  0.04453,  0.36417,  0.31116
2-Methyl pentane,  0.18847,  0.01019,  0.09674,  0.18699,  0.19030,  0.23309,  0.14879,  0.07363,  0.49488,  0.39069
Butene,  0.04192,  0.02854,  0.03314,  0.04138,  0.04658,  0.05647,  0.04147,  0.00881,  0.21254,  0.21025
Propylene,  0.00000,  0.00000,  0.00000,  0.00000,  0.02826,  0.11997,  0.02036,  0.03871,  1.90108,51261671221199.50000
cis-2-Pentene,  0.00435,  0.00151,  0.00247,  0.00406,  0.00427,  0.00435,  0.00346,  0.00102,  0.29529,  0.23452
Isoprene,  0.00091,  0.00000,  0.00000,  0.00079,  0.00466,  0.03763,  0.00553,  0.01003,  1.81479, 11.08459
alpha-Pinene,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00329,  0.00039,  0.00097,  2.49268,567799035801236.00000
MVK,  0.00551,  0.00000,  0.00206,  0.00510,  0.00799,  0.02187,  0.00573,  0.00560,  0.97691,  1.01554
Benzene,  0.15625,  0.02436,  0.10133,  0.14195,  0.15591,  0.16755,  0.11850,  0.04590,  0.38732,  0.29375
Toluene,  0.08564,  0.02093,  0.08501,  0.09500,  0.11157,  0.14744,  0.09469,  0.03113,  0.32876,  0.36352
Ethylbenzene,  0.01106,  0.00317,  0.01106,  0.01304,  0.01515,  0.02149,  0.01309,  0.00453,  0.34630,  0.40989
Propylbenzene,  0.00264,  0.00067,  0.00262,  0.00279,  0.00333,  0.00495,  0.00290,  0.00105,  0.36218,  0.39788
m_p-Xylene,  0.00000,  0.00000,  0.00000,  0.00588,  0.01107,  0.01922,  0.00659,  0.00607,  0.92064,37608000387796600.00000
o-Xylene,  0.00557,  0.00310,  0.00586,  0.00885,  0.01192,  0.01595,  0.00893,  0.00385,  0.43078,  0.69017
p-Isopropyl Toluene,  0.00771,  0.00000,  0.00402,  0.00700,  0.00769,  0.00889,  0.00557,  0.00292,  0.52536,  0.37939
Naphthalene,  0.00212,  0.00000,  0.00032,  0.00210,  0.00296,  0.00697,  0.00202,  0.00172,  0.85131,  0.81126
Methanol,  0.00010,  0.00000,  0.00000,  0.24901,  1.03670,  2.80360,  0.56517,  0.73511,  1.30069,7531.48583
Ethanol,  0.00000,  0.00000,  0.00000,  0.00000,  0.05056,  0.24251,  0.02802,  0.06004,  2.14236,44820956.24588
Phenol,  0.08696,  0.00000,  0.02836,  0.06097,  0.07908,  0.08765,  0.05345,  0.02867,  0.53634,  0.32966
Methyl acetate,  0.13330,  0.00164,  0.07468,  0.13258,  0.13697,  0.15106,  0.10242,  0.05045,  0.49257,  0.37845
n-Butyl acetate,  0.04712,  0.01130,  0.04793,  0.05739,  0.06408,  0.07670,  0.05381,  0.01662,  0.30888,  0.35276
D5-Siloxane,  0.02009,  0.00000,  0.00000,  0.01013,  0.02014,  0.04010,  0.01255,  0.01144,  0.91157,  0.56938

Factor 6,,Statistics Over All Runs
,Lowest Q,Min,25th,50th,75th,Max,Mean    ,Std Dev,RSD % mean,RSD % Lowest Q
Dichloromethane,  0.00512,  0.00488,  0.00506,  0.00544,  0.00594,  0.00622,  0.00547,  0.00045,  0.08292,  0.08865
Chloroform,  0.00073,  0.00051,  0.00059,  0.00068,  0.00073,  0.00086,  0.00066,  0.00009,  0.13682,  0.12422
Trichlorofluoromethane,  0.00605,  0.00490,  0.00611,  0.00806,  0.00932,  0.01053,  0.00777,  0.00176,  0.22642,  0.29080
Dichlorodifluoromethane,  0.00762,  0.00710,  0.00896,  0.01229,  0.01825,  0.02733,  0.01342,  0.00560,  0.41691,  0.73475
Carbon Tetrachloride,  0.00111,  0.00105,  0.00113,  0.00188,  0.00226,  0.00300,  0.00177,  0.00061,  0.34337,  0.54843
1_1_2-Trichlorotrifluoroethane,  0.00169,  0.00147,  0.00172,  0.00245,  0.00281,  0.00369,  0.00238,  0.00066,  0.27979,  0.39239
1_2-Dichloro-1_1_2_2-tetrafluoroethane,  0.00032,  0.00028,  0.00033,  0.00049,  0.00072,  0.00097,  0.00053,  0.00020,  0.38550,  0.63715
Tetrachloroethene,  0.00009,  0.00004,  0.00009,  0.00011,  0.00016,  0.00018,  0.00012,  0.00004,  0.32441,  0.42233
1_2-Dichlorobenzene,  0.00004,  0.00000,  0.00000,  0.00000,  0.00003,  0.00004,  0.00001,  0.00002,  1.59631,  0.42967
1_4-Dichlorobenzene,  0.00009,  0.00000,  0.00004,  0.00007,  0.00009,  0.00018,  0.00007,  0.00004,  0.57461,  0.44593
PCBTF,  0.00066,  0.00045,  0.00060,  0.00070,  0.00082,  0.00091,  0.00070,  0.00014,  0.19398,  0.20480
N-Butane,  0.00211,  0.00144,  0.00186,  0.00233,  0.00585,  0.00653,  0.00343,  0.00200,  0.58337,  0.94831
