
Residuals from Base Run #6 (Convergent Run)

Base_Run,Date_Time,1-Butene + Isobutylene,2-Methyl pentane,Acetaldehyde,Benzene,Benzene_ 1_2-dichloro-,Benzene_ 1_4-dichloro,Benzene_ propyl-,Carbon Tetrachloride,Chloroform,Cyclohexanone,Decamethylcyclopentasiloxane,Dichlorodifluoromethane,Dichloromethane,Ethane_ 1_1_2-trichloro-1_2_2-trifluoro-,Ethane_ 1_2-dichloro-1_1_2_2-tetrafluoro-,Ethanol,Ethylbenzene,Formaldehyde,Hexaldehyde,Isobutane,Isopentane,Isoprene,Isovaleraldehyde,MVK,Methanol,Methyl acetate,N-Butane,Naphthalene,Parachlorobenzotrifluoride,Pentane,Phenol,Phenylacetaldehyde,Propylene,Tetrachloroethene,Toluene,Trichlorofluoromethane,a-Pinene,cis-2-Pentene,m_p-Tolualdehyde,m_p-Xylene,n-Butyl acetate,o-Xylene,p-Cymene,p-Isopropyl Toluene
6,08/09/21,3.862000E-003,1.121000E-002,2.000000E-001,4.582000E-002,6.789000E-004,-4.128000E-004,1.433000E-003,-1.124000E-003,4.159000E-004,3.448000E-004,4.791000E-003,4.360000E-002,1.690000E-001,3.286000E-002,-8.907000E-004,-3.346000E-001,1.155000E-002,1.385000E+000,1.407000E-003,2.459000E-002,-8.037000E-002,7.383000E-002,-9.088000E-003,3.226000E-002,-1.159000E-004,-4.240000E-002,1.009000E-001,-6.209000E-003,2.519000E-003,-4.956000E-003,-1.879000E-001,4.114000E-002,-4.797000E-002,-3.106000E-004,9.112000E-002,-4.073000E-002,8.814000E-004,3.115000E-003,-3.176000E-004,-2.166000E-002,4.411000E-002,-3.292000E-003,-8.100000E-004,4.660000E-003
6,08/10/21,-5.689000E-002,1.871000E-001,7.804000E-001,-7.896000E-002,8.842000E-005,8.095000E-007,3.963000E-004,-1.643000E-002,-3.987000E-003,-1.948000E-004,-8.584000E-003,9.118000E-002,4.613000E-002,-1.207000E-002,-4.951000E-004,1.811000E-001,2.066000E-003,1.344000E+000,6.924000E-002,3.417000E-002,9.880000E-002,2.438000E-002,8.973000E-003,8.700000E-003,-3.026000E-002,-4.112000E-002,-5.686000E-002,-3.248000E-003,5.255000E-003,3.074000E-003,8.639000E-002,-1.284000E-002,-4.565000E-002,-1.131000E-003,3.881000E-002,6.099000E-004,-3.370000E-003,1.358000E-003,4.448000E-004,-1.324000E-002,1.589000E-002,-1.830000E-003,-2.218000E-003,-3.061000E-003
6,08/11/21,-2.259000E-002,-2.332000E-003,1.994000E-001,-1.749000E-001,3.848000E-004,1.131000E-004,4.499000E-004,1.613000E-002,-1.905000E-003,2.087000E-003,-5.566000E-003,1.747000E-003,1.384000E-002,2.859000E-003,-1.409000E-003,1.568000E-001,-2.073000E-003,6.457000E-001,7.912000E-002,5.183000E-002,-2.400000E-002,-9.493000E-002,2.548000E-002,-3.103000E-002,-4.512000E-002,-4.303000E-003,-2.058000E-003,-2.550000E-005,1.542000E-003,-2.344000E-004,-7.832000E-003,-5.711000E-002,-1.297000E-001,1.277000E-004,-1.849000E-002,1.687000E-002,-1.347000E-002,7.975000E-004,6.018000E-004,-3.123000E-003,-1.536000E-003,1.774000E-004,1.685000E-002,6.145000E-002
6,08/12/21,1.065000E-001,-1.050000E-001,-8.371000E-001,-1.061000E-001,1.551000E-004,-1.985000E-004,4.076000E-003,5.074000E-003,-1.322000E-002,-4.630000E-004,-1.543000E-002,3.703000E-001,-5.429000E-003,3.585000E-003,5.710000E-003,8.136000E-002,2.125000E-005,-9.571000E-001,-7.745000E-002,1.968000E-001,-1.679000E-002,-1.165000E-002,-4.297000E-002,-3.812000E-003,2.052000E-002,-1.575000E-001,2.093000E-001,-3.455000E-005,1.340000E-002,-6.338000E-003,1.861000E-001,-5.943000E-002,1.147000E-001,-1.169000E-003,3.086000E-002,7.601000E-002,-1.935000E-002,-4.960000E-005,-1.489000E-004,2.172000E-003,7.333000E-003,-2.491000E-003,1.049000E-002,3.222000E-002
6,08/13/21,-1.210000E-003,1.387000E-002,4.107000E-001,-6.401000E-002,1.357000E-003,-6.377000E-004,1.336000E-004,-9.021000E-005,-2.694000E-003,2.632000E-004,-1.559000E-002,-5.712000E-003,-8.070000E-003,-1.945000E-003,-5.086000E-004,1.155000E-001,-4.688000E-004,9.667000E-001,4.620000E-002,2.801000E-002,-4.230000E-003,-7.652000E-002,1.120000E-002,-1.745000E-002,7.899000E+001,8.929000E-003,2.674000E-002,-2.716000E-003,-8.910000E-005,-2.437000E-004,5.355000E-001,-1.935000E-002,-1.383000E-001,2.280000E-004,6.249000E-003,1.568000E-002,-4.630000E-003,-3.002000E-003,4.154000E-004,-6.236000E-004,-2.306000E-004,-1.263000E-004,7.657000E-004,-8.321000E-004
6,08/14/21,-3.617000E-002,9.481000E-002,-1.279000E-001,-1.139000E-001,1.381000E-004,-1.718000E-004,1.852000E-003,1.373000E-002,1.451000E-003,1.154000E-003,1.078000E-002,7.847000E-004,-2.752000E-002,6.981000E-003,7.167000E-004,-8.828000E-002,2.445000E-003,3.351000E-001,2.921000E-002,-2.171000E-002,4.200000E-002,1.398000E-002,8.875000E-003,1.156000E+000,3.279000E+000,3.008000E-003,-5.135000E-002,6.413000E-003,-9.778000E-004,1.062000E-002,-9.360000E-002,-1.136000E-001,-6.062000E-002,-1.212000E-004,-1.889000E-003,3.835000E-002,-5.574000E-003,-5.369000E-003,3.009000E-004,6.188000E-003,-3.182000E-002,6.031000E-003,-1.029000E-003,-1.903000E-003
6,08/15/21,3.640000E-002,1.232000E-002,8.439000E-001,-2.020000E-001,7.488000E-004,-5.783000E-004,-2.854000E-005,9.540000E-003,3.256000E-003,-6.983000E-004,7.356000E-003,6.605000E-002,-2.183000E-002,6.128000E-003,-1.308000E-002,-8.680000E-002,1.048000E-003,1.789000E+000,7.963000E-002,-4.079000E-002,4.011000E-002,1.398000E-001,2.676000E-002,2.063000E-001,1.252000E+001,3.926000E-002,6.574000E-002,-3.788000E-003,-5.624000E-004,4.521000E-005,-2.603000E-001,-8.708000E-002,3.153000E-001,2.415000E-004,8.088000E-003,3.659000E-002,7.834000E-002,-7.177000E-003,3.106000E-005,-3.146000E-003,9.323000E-003,-1.178000E-003,-5.596000E-003,-3.693000E-004
6,08/16/21,4.060000E-002,3.698000E-002,-4.845000E-001,2.247000E-002,7.132000E-004,-5.715000E-004,1.520000E-003,-1.544000E-002,-2.594000E-003,1.516000E-004,-3.613000E-002,4.945000E-002,-6.512000E-003,-5.656000E-003,-5.404000E-004,-8.407000E-002,5.425000E-003,-6.859000E-001,9.819000E-002,9.814000E-002,-8.814000E-003,5.493000E-002,2.834000E-002,8.958000E-002,7.075000E-001,8.095000E-002,1.418000E-001,-2.877000E-003,1.428000E-004,-1.485000E-002,-5.751000E-002,-1.008000E-001,9.404000E-003,-1.323000E-003,4.719000E-002,8.121000E-003,4.130000E-002,2.007000E-003,-3.464000E-004,-7.061000E-003,-7.340000E-003,2.156000E-003,9.472000E-004,3.165000E-003
6,08/17/21,2.460000E-002,-3.581000E-002,7.806000E-002,-7.786000E-002,5.429000E-004,-5.346000E-004,7.737000E-004,-1.188000E-002,-1.792000E-003,1.232000E-003,-4.910000E-003,6.797000E-002,-2.043000E-003,1.186000E-002,1.073000E-003,-8.564000E-002,4.275000E-003,4.615000E-001,3.166000E-002,6.608000E-002,-1.246000E-001,-9.591000E-003,1.107000E-002,9.537000E-004,1.130000E+000,3.836000E-003,1.336000E-001,-9.311000E-004,1.824000E-003,-2.168000E-003,1.739000E-001,-7.983000E-002,8.768000E-002,4.999000E-004,-5.774000E-003,-4.730000E-002,-8.721000E-003,6.108000E-003,-3.290000E-004,-2.018000E-002,3.883000E-002,-5.565000E-003,9.912000E-005,4.852000E-003
6,08/18/21,-2.595000E-002,-4.815000E-002,-1.650000E-001,-2.741000E-002,3.885000E-006,4.472000E-005,-1.042000E-003,1.660000E-002,-6.258000E-004,1.344000E-003,1.059000E-005,6.250000E-002,-4.049000E-003,2.830000E-003,3.531000E-004,-2.878000E-003,-3.961000E-004,-4.898000E-001,2.587000E-002,1.006000E-001,-8.936000E-003,5.436000E-002,1.432000E-002,2.905000E-002,-1.222000E+000,4.808000E-002,-5.482000E-002,-3.850000E-003,-5.750000E-006,2.629000E-005,-1.935000E-001,-1.175000E-001,-1.163000E-001,5.164000E-004,-4.636000E-004,-3.172000E-002,2.668000E-002,-2.175000E-003,-9.406000E-005,-2.872000E-003,7.979000E-003,-9.492000E-004,-2.015000E-003,4.792000E-003
6,08/19/21,-3.125000E-002,-6.071000E-003,-1.015000E-001,-3.380000E-002,-1.376000E-005,7.491000E-005,-5.753000E-004,8.585000E-003,-7.484000E-004,1.614000E-003,2.566000E-004,6.538000E-002,-6.149000E-003,-3.426000E-004,-1.923000E-003,-2.927000E-003,2.605000E-004,-4.100000E-001,1.241000E-002,-2.944000E-004,6.726000E-003,1.529000E-002,1.309000E-002,-1.668000E-002,2.351000E+000,9.043000E-002,-6.590000E-002,2.145000E-003,-3.215000E-004,2.404000E-004,-6.638000E-002,9.987000E-003,-1.379000E-001,-7.723000E-004,4.850000E-003,2.748000E-002,-1.143000E-002,-2.383000E-003,-1.610000E-005,1.917000E-004,2.130000E-003,1.658000E-003,-1.904000E-003,2.097000E-003
6,08/20/21,-3.135000E-002,1.150000E-001,-5.162000E-001,-4.408000E-002,5.958000E-004,-3.429000E-004,-6.782000E-004,3.417000E-003,-4.619000E-003,1.253000E-003,2.157000E-002,5.620000E-002,-2.030000E-002,2.853000E-003,1.107000E-003,6.772000E-003,-5.930000E-003,-4.300000E-001,-2.729000E-002,-1.129000E-002,-7.406000E-002,-2.235000E-003,-1.321000E-002,-1.319000E-002,-2.500000E+000,-1.472000E-002,-4.996000E-002,3.285000E-003,3.010000E-003,1.927000E-002,-6.813000E-004,-1.027000E-003,8.935000E-004,-9.746000E-004,-5.980000E-002,3.369000E-002,-2.187000E-003,-2.729000E-003,-1.048000E-004,1.604000E-003,6.395000E-002,5.521000E-004,3.355000E-004,1.882000E-003
6,08/21/21,-4.442000E-002,-3.045000E-002,4.841000E-001,-3.483000E-002,6.032000E-005,-5.246000E-004,-1.535000E-002,6.786000E-002,4.353000E-002,3.226000E-005,2.808000E-001,-1.438000E-001,-3.884000E-002,-1.194000E-002,-2.607000E-004,1.478000E-004,1.941000E-003,-1.154000E+000,-5.532000E-003,4.167000E-004,3.323000E-002,-2.791000E-002,9.232000E-004,3.169000E-003,9.169000E-002,1.833000E-001,9.486000E-004,3.489000E-002,2.091000E-004,-1.232000E-004,9.025000E-002,-3.447000E-002,1.687000E-001,5.237000E-003,1.000000E-002,6.986000E-002,2.450000E-004,2.791000E-004,-1.530000E-004,-3.181000E-003,-1.890000E-002,1.300000E-004,-2.227000E-003,-2.377000E-003
6,08/22/21,-1.214000E-002,4.272000E-002,5.518000E-001,6.134000E-002,8.225000E-004,-1.737000E-004,-1.524000E-004,2.343000E-002,-4.819000E-004,2.209000E-003,-9.630000E-003,6.336000E-002,-1.284000E-002,1.010000E-002,1.386000E-004,-3.287000E-005,-1.713000E-003,5.459000E-001,-1.130000E-002,5.890000E-003,9.981000E-003,4.865000E-002,3.376000E-004,1.325000E-002,2.577000E-005,1.458000E-002,-5.760000E-002,2.083000E-003,6.596000E-004,8.332000E-003,-2.071000E-001,-2.783000E-002,-8.044000E-002,4.048000E-005,-2.905000E-003,-1.629000E-002,1.245000E-002,-7.705000E-005,3.977000E-004,-2.008000E-003,-5.762000E-003,-2.310000E-004,-4.022000E-003,-2.538000E-003
6,08/23/21,-1.057000E-002,1.034000E-001,2.076000E+000,8.165000E-002,2.403000E-004,-1.724000E-004,1.996000E-003,1.467000E-002,9.583000E-004,1.282000E-003,-2.112000E-002,-1.146000E-002,2.937000E-002,-1.782000E-003,-5.958000E-004,9.478000E-002,8.431000E-003,7.605000E-001,4.879000E-002,2.589000E-002,5.158000E-002,2.448000E-002,1.386000E-002,-3.900000E-003,1.034000E-001,4.187000E-002,-7.736000E-002,-3.171000E-003,-4.939000E-004,3.411000E-003,-3.853000E-002,-1.401000E-001,4.614000E-003,-6.529000E-004,5.606000E-003,-1.720000E-002,9.241000E-003,6.298000E-004,5.115000E-004,1.155000E-003,-4.369000E-002,6.318000E-003,-1.813000E-004,-2.539000E-003
6,08/24/21,-2.085000E-002,-3.197000E-002,-4.068000E-002,2.135000E-001,4.499000E-004,-2.619000E-004,3.555000E-003,1.187000E-002,1.646000E-003,-5.490000E-004,1.440000E-001,-3.068000E-002,-2.485000E-002,1.381000E-002,2.577000E-003,3.987000E-003,-8.124000E-005,3.503000E-001,-2.487000E-002,9.493000E-003,-5.703000E-004,4.778000E-002,-1.108000E-002,2.602000E-002,-2.250000E-001,2.136000E-002,-3.116000E-002,4.758000E-003,8.755000E-003,3.198000E-003,7.541000E-002,3.939000E-002,-1.622000E-001,-3.535000E-004,9.246000E-003,3.888000E-002,4.903000E-003,-1.509000E-003,-2.836000E-004,6.297000E-003,-1.654000E-002,-3.009000E-003,-5.933000E-003,-1.865000E-002
6,08/25/21,-2.595000E-002,-4.014000E-002,-8.669000E-002,4.973000E-002,3.759000E-004,-1.429000E-004,8.307000E-004,1.958000E-002,1.706000E-003,-5.504000E-004,1.635000E-001,-5.999000E-002,2.670000E-002,1.568000E-002,3.564000E-003,5.965000E-003,7.296000E-004,2.001000E-001,-6.307000E-003,2.895000E-002,2.166000E-002,1.178000E-002,-9.316000E-003,2.196000E-002,-6.271000E-005,-1.419000E-002,-8.529000E-002,1.331000E-002,9.761000E-003,1.499000E-002,3.256000E-001,3.162000E-003,-1.555000E-001,-4.279000E-004,1.698000E-002,2.118000E-002,-7.815000E-003,-1.917000E-004,-1.624000E-004,1.559000E-002,-4.926000E-002,4.881000E-003,-8.803000E-003,-2.509000E-002
6,08/26/21,-2.508000E-002,-3.223000E-002,2.853000E-002,1.470000E-001,-3.873000E-004,1.045000E-003,3.551000E-004,1.166000E-002,-2.098000E-003,-5.579000E-004,8.588000E-002,-6.788000E-003,6.195000E-002,2.181000E-002,4.668000E-003,7.723000E-003,2.810000E-003,-1.519000E-001,-5.527000E-002,-3.351000E-003,-1.322000E-002,4.814000E-005,-2.058000E-002,3.687000E-002,-2.371000E+000,2.021000E-002,-4.316000E-002,8.791000E-003,2.722000E-003,1.284000E-003,2.103000E-001,2.860000E-002,-1.949000E-001,-4.017000E-004,-2.225000E-002,4.137000E-002,-1.435000E-002,-3.364000E-004,4.183000E-004,8.867000E-003,-1.667000E-002,3.026000E-003,-7.859000E-003,-2.205000E-002
6,08/27/21,2.900000E-002,-4.599000E-002,-2.699000E-001,-1.981000E-002,-5.906000E-005,2.202000E-004,-7.165000E-004,1.126000E-002,-2.633000E-003,4.171000E-004,1.105000E-002,-7.825000E-002,1.390000E-002,5.141000E-003,3.423000E-003,-1.733000E-001,-3.152000E-003,-6.222000E-001,1.144000E-002,-2.158000E-002,1.888000E-002,9.877000E-003,-1.815000E-003,2.274000E-002,-1.033000E-004,-1.913000E-003,1.048000E-002,-1.614000E-003,5.669000E-003,1.151000E-003,-4.514000E-001,1.427000E-002,-5.098000E-003,3.051000E-003,2.094000E-002,1.527000E-002,-1.530000E-002,3.110000E-004,4.538000E-005,-6.269000E-004,-9.354000E-003,-1.977000E-003,5.162000E-004,5.104000E-003
6,08/28/21,-4.924000E-002,-5.909000E-003,-1.745000E-001,-5.920000E-002,1.895000E-004,-2.028000E-004,-1.156000E-003,5.491000E-003,2.186000E-003,-3.823000E-004,1.349000E-002,-6.964000E-002,-1.001000E-002,2.381000E-004,1.904000E-003,-1.897000E-001,3.859000E-004,-1.943000E-001,5.934000E-002,-8.264000E-003,4.444000E-002,7.232000E-003,1.493000E-002,2.485000E-002,-2.080000E-002,-1.661000E-002,-3.610000E-002,8.051000E-004,5.664000E-003,1.216000E-003,2.536000E-002,-4.320000E-002,1.705000E-001,-6.541000E-005,1.683000E-002,-7.320000E-003,-2.516000E-002,2.381000E-004,-1.702000E-004,-7.221000E-004,-1.488000E-002,-9.810000E-004,7.113000E-004,3.696000E-003
6,08/29/21,3.053000E-002,-4.888000E-002,-1.632000E-001,3.987000E-002,2.405000E-004,-2.584000E-004,-1.317000E-003,-9.112000E-003,4.168000E-003,-5.270000E-004,2.911000E-002,-8.239000E-003,-2.744000E-002,-2.376000E-003,-2.460000E-004,-2.891000E-001,1.760000E-003,-2.131000E-001,3.487000E-002,-5.274000E-003,-1.052000E-002,-5.071000E-002,4.962000E-003,-7.489000E-003,1.142000E-001,6.694000E-003,4.458000E-002,2.881000E-004,-4.811000E-004,-4.555000E-004,1.931000E-001,9.559000E-002,-1.805000E-001,2.387000E-004,-1.295000E-002,-4.042000E-003,-2.375000E-002,-2.345000E-004,-7.684000E-006,2.654000E-003,7.944000E-002,-1.989000E-003,-1.445000E-004,1.021000E-003
6,08/30/21,1.011000E-002,1.410000E-003,-2.294000E-001,3.817000E-002,2.454000E-005,-7.775000E-005,-2.372000E-004,-1.420000E-003,2.662000E-003,-4.926000E-005,-1.654000E-005,5.833000E-003,7.825000E-003,1.217000E-004,-4.611000E-004,4.647000E-004,-1.354000E-003,-5.446000E-001,-2.563000E-003,1.062000E-003,-1.123000E-002,3.446000E-001,-4.446000E-004,1.710000E-001,-5.736000E-005,1.402000E-002,1.178000E-002,-1.909000E-003,1.302000E-004,-1.132000E-004,-8.543000E-002,-1.559000E-003,4.693000E-002,2.224000E-004,-6.824000E-003,-1.358000E-002,8.236000E-002,-1.258000E-004,-1.216000E-004,-3.397000E-003,4.473000E-003,-1.912000E-003,-1.116000E-003,-3.635000E-003
6,08/31/21,-3.346000E-002,1.242000E-001,3.926000E-001,-5.619000E-002,4.879000E-004,-3.056000E-004,-5.233000E-004,-6.526000E-003,6.683000E-003,3.036000E-003,-1.589000E-002,1.662000E-004,-2.076000E-002,-4.128000E-003,3.215000E-004,-3.138000E-001,1.692000E-004,9.317000E-001,5.568000E-002,-3.140000E-002,4.583000E-002,9.630000E-003,1.569000E-002,-2.164000E-002,7.293000E-002,4.765000E-002,-1.042000E-001,7.242000E-003,-3.154000E-003,2.682000E-002,-1.873000E-001,-8.214000E-002,8.047000E-003,-5.524000E-004,-4.894000E-002,2.173000E-002,1.867000E-003,-1.428000E-003,3.994000E-004,1.364000E-002,-4.272000E-002,5.767000E-003,3.624000E-003,9.525000E-003
6,09/01/21,-6.188000E-003,3.452000E-002,4.521000E-001,1.509000E-002,2.362000E-004,2.058000E-004,-9.063000E-004,9.412000E-003,-4.314000E-003,9.674000E-004,-1.006000E-002,-1.155000E-002,-4.502000E-003,-3.165000E-003,-5.027000E-004,-4.696000E-002,-2.223000E-003,7.134000E-001,5.717000E-002,3.025000E-001,-8.321000E-002,-6.149000E-002,1.806000E-002,2.105000E-002,-4.729000E-005,3.175000E-001,-3.845000E-002,8.404000E-003,4.247000E-003,4.883000E-003,5.177000E-002,-2.918000E-002,-1.211000E-002,-7.242000E-004,-3.424000E-002,1.301000E-002,-5.909000E-003,-1.106000E-003,9.608000E-004,-3.145000E-003,1.171000E-003,-1.268000E-003,1.154000E-003,3.118000E-003
6,09/02/21,-1.256000E-002,6.999000E-002,-8.983000E-002,3.426000E-003,2.023000E-004,-3.131000E-004,-1.125000E-003,2.338000E-004,-4.635000E-003,2.182000E-003,-2.574000E-002,1.072000E-002,3.519000E-003,-5.056000E-003,-1.685000E-003,3.583000E-002,-3.692000E-003,1.953000E-001,6.386000E-002,7.057000E-002,2.444000E-002,3.748000E-002,1.775000E-002,4.907000E-002,5.342000E-002,1.118000E-001,-3.386000E-002,2.951000E-003,6.556000E-003,-1.035000E-004,-1.700000E-001,-2.810000E-003,4.417000E-002,-7.445000E-004,-5.283000E-002,6.431000E-002,-3.720000E-003,-1.506000E-003,4.479000E-004,9.291000E-005,-9.890000E-003,-3.051000E-003,-4.615000E-004,-3.876000E-003
6,09/03/21,1.373000E-002,-4.312000E-002,6.992000E-001,-4.052000E-002,1.716000E-004,-1.704000E-004,-1.269000E-003,8.304000E-004,-5.295000E-003,-5.952000E-004,-6.380000E-003,-2.640000E-002,1.797000E-002,-7.506000E-003,1.292000E-003,4.747000E-001,-1.397000E-003,1.177000E+000,-4.575000E-003,5.996000E-002,-1.671000E-002,6.374000E-002,-1.952000E-003,1.409000E-001,8.613000E-002,1.498000E-002,5.199000E-002,-4.183000E-003,4.605000E-003,-4.394000E-003,-2.268000E-002,8.657000E-002,-1.677000E-003,3.107000E-003,2.648000E-003,-9.309000E-003,1.132000E-001,2.471000E-003,3.254000E-004,-2.004000E-003,2.733000E-002,-2.364000E-003,-8.960000E-004,-6.424000E-003
6,09/04/21,1.064000E-002,1.015000E-003,-1.911000E-001,3.735000E-002,2.160000E-005,-6.878000E-005,-1.784000E-004,-7.759000E-004,2.584000E-003,-2.886000E-005,-1.787000E-005,9.130000E-003,8.115000E-003,8.637000E-004,-2.947000E-004,5.862000E-004,-1.191000E-003,-4.562000E-001,-3.114000E-004,1.018000E-003,-1.054000E-002,4.949000E-001,3.918000E-004,3.365000E-001,-4.488000E-005,1.292000E-002,1.227000E-002,-1.666000E-003,1.070000E-004,-1.096000E-004,-7.544000E-002,1.019000E-003,4.724000E-002,2.234000E-004,-6.002000E-003,-1.093000E-002,8.555000E-002,-6.477000E-005,-9.317000E-005,-2.978000E-003,3.983000E-003,-1.676000E-003,-9.438000E-004,-3.319000E-003
6,09/05/21,-6.964000E-004,-1.725000E-002,-7.895000E-002,-1.025000E-001,2.373000E-004,-1.789000E-004,-9.086000E-005,-6.721000E-003,-1.248000E-003,1.994000E-004,-1.829000E-003,1.167000E-002,-1.042000E-002,-2.953000E-003,1.575000E-003,1.979000E-003,-9.298000E-004,-2.183000E-001,6.921000E-003,4.258000E-003,9.581000E-003,-1.032000E-001,-1.580000E-003,-9.055000E-004,-1.571000E-002,4.087000E-003,-9.686000E-003,3.534000E-003,1.881000E-005,-7.793000E-005,4.916000E-002,1.901000E-002,-9.044000E-002,-4.416000E-004,-4.938000E-004,9.144000E-003,-2.086000E-002,4.044000E-004,-7.211000E-004,-1.419000E-004,1.564000E-003,2.206000E-006,4.323000E-005,1.024000E-003
6,09/06/21,-2.095000E-002,-1.529000E-003,4.263000E-001,-1.744000E-002,2.356000E-004,-2.087000E-004,3.302000E-005,-1.654000E-002,6.684000E-004,-9.237000E-004,-6.581000E-003,1.015000E-001,-3.146000E-002,-1.070000E-002,7.876000E-004,4.540000E-001,5.126000E-003,6.214000E-001,-5.139000E-003,6.465000E-002,2.595000E-002,-1.642000E-001,-6.652000E-003,1.082000E-001,2.557000E-001,5.506000E-002,-4.520000E-002,-4.659000E-004,-2.994000E-003,-6.532000E-003,1.152000E-001,5.343000E-002,9.321000E-002,1.019000E-003,3.979000E-002,-1.386000E-002,6.089000E-003,3.540000E-003,-1.101000E-004,5.695000E-003,-1.361000E-003,5.275000E-003,-8.773000E-004,-2.167000E-003
6,09/07/21,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002
6,09/08/21,5.767000E-003,9.431000E-002,-1.765000E-001,-9.456000E-002,4.413000E-004,-2.501000E-004,1.312000E-003,-5.576000E-003,-5.206000E-003,-6.130000E-004,1.257000E-002,-1.059000E-002,-4.455000E-003,-8.260000E-003,9.840000E-004,2.184000E-001,-2.228000E-003,-3.247000E-001,-1.121000E-002,-2.551000E-003,7.295000E-002,-2.126000E-002,-1.019000E-002,1.023000E-001,-5.784000E-002,-3.093000E-002,-5.504000E-002,7.338000E-003,6.122000E-003,7.289000E-003,1.529000E-001,6.376000E-002,-3.887000E-002,-6.851000E-004,-2.024000E-002,-2.611000E-002,3.132000E-002,-6.561000E-004,-1.153000E-004,-6.118000E-003,3.990000E-002,-2.582000E-003,-2.818000E-003,-5.711000E-003
6,09/09/21,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002
6,09/10/21,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002
6,09/11/21,9.039000E-002,1.109000E-003,-8.159000E-001,5.924000E-001,-2.551000E-005,6.772000E-003,1.650000E-003,1.366000E-002,2.852000E-003,6.409000E-004,-1.156000E-002,1.543000E-001,6.237000E-003,5.360000E-003,-1.188000E-002,-5.962000E-002,6.465000E-004,-1.395000E+000,1.092000E-002,-3.143000E-003,2.765000E-002,-2.165000E-001,7.718000E-004,-9.744000E-002,3.671000E-002,-7.158000E-003,9.708000E-002,1.186000E-002,-4.618000E-004,-6.229000E-004,-1.097000E-002,-1.141000E-001,-5.445000E-002,-3.766000E-003,1.035000E-002,2.869000E-002,-3.835000E-002,4.414000E-003,-3.854000E-004,4.238000E-003,-9.241000E-003,1.398000E-003,4.209000E-003,8.697000E-003
6,09/12/21,-6.068000E-002,-7.135000E-003,3.865000E-001,-7.661000E-002,8.854000E-007,-2.402000E-006,-3.557000E-004,2.553000E-003,1.730000E-003,1.932000E-003,5.792000E-004,2.738000E-002,-6.775000E-003,-1.712000E-004,1.172000E-003,-8.332000E-002,1.136000E-003,-7.372000E-001,-3.384000E-002,-1.658000E-003,1.521000E-002,-2.271000E-001,-1.097000E-002,-8.707000E-002,-6.712000E-003,5.505000E-003,1.470000E-003,2.303000E-003,1.403000E-005,1.653000E-004,1.501000E-002,-1.927000E-002,-2.614000E-002,-1.493000E-003,4.923000E-003,9.782000E-003,-4.082000E-002,-1.203000E-003,1.853000E-004,7.245000E-004,-2.633000E-003,7.311000E-004,1.160000E-003,7.267000E-003
